cell_id,4-1BB,Bcl-2,CCR7,CD123,CD14,CD15,CD16,CD31,CD34,CD39,CD40,CD45RA,CD68,FABP4,FOXP3,GITR,GZMA,ICAM1,ICOS,IDO1,IL-18,IgD,Ki-67,LAMP1,PD-1,PD-L2,VISTA,Vimentin,iNOS,pan-RAS
c_1_23_1366,0.9425197,-0.23415475,-0.14092918,1.21211,-0.06580867,-0.17354491,-0.41211477,-0.529771,0.2590059,-1.6930646,-0.074871115,-0.52938426,0.41823262,-0.27085188,0.5095602,1.0848773,0.31799784,-1.3785119,0.8043518,0.17483234,0.2022287,0.20628004,1.2693269,-0.6907792,0.62264395,0.59895104,-0.32706022,-1.1489099,0.18623728,0.2146086
c_1_23_1367,-0.30279252,-0.1369786,-0.61357135,-0.6063369,-0.13885792,-0.41311273,-1.0536716,-1.6474564,-0.010211689,-1.4479662,-0.9177424,-0.64816433,0.19763134,-1.190756,-0.76209384,-0.23889501,-0.92258424,-1.9469091,-1.0500857,-0.32998937,-0.42378086,-1.528275,-0.20067906,-1.1750259,-0.39306414,-1.0601208,-0.49549726,-1.3602434,-1.4008278,-0.10955001
c_1_23_1368,0.47317222,-1.7000929,-1.6975431,-2.180473,1.1815608,-1.2651815,0.3089757,-1.8545275,-0.43011898,0.6423196,-0.004635403,-1.2914778,0.8645007,-0.37691858,-2.2446966,0.054702304,-0.62530315,0.7437894,0.7365156,0.2124619,0.31730208,-1.6553895,-1.3971432,1.2827502,0.26996312,-0.88506055,-0.13718066,1.0740916,-2.0427544,0.22184387
c_1_23_1369,-0.8500541,-0.58912677,-0.72998035,-0.564286,0.06350272,-0.9462125,0.31525612,-0.33362556,-0.9750994,-0.19624424,-0.72936314,-0.15505235,-0.87853324,2.0701141,0.3195945,-0.7776824,-0.9061405,-1.2325419,0.41444588,-0.3031693,-0.14761566,-2.062378,-0.9208728,-0.31562427,-0.5077274,-0.60217535,-1.1274331,1.3820615,-0.3232102,0.46980977
c_1_23_1370,-1.0306696,-0.65468115,-1.4122379,-0.3795611,0.62765086,-0.26667628,0.039223656,-0.93913496,-1.3009242,-0.28885314,0.28319216,0.7841964,-0.7305136,-1.3222908,-0.14592256,-1.6964033,-1.2747537,-0.32762942,0.3779976,-0.55005145,3.2401898,-1.4655701,-0.7928546,-0.43661445,0.48602054,-1.290458,0.25736842,0.82625353,-0.18390614,-1.1900015
c_1_23_1371,-1.9542855,-0.0119874645,-1.3441734,-0.12538993,0.64275867,-0.9794323,-0.3918168,-1.3790252,-0.6304891,0.72267205,-0.060549583,0.6770735,-0.212484,-1.012381,0.54920995,-1.3644698,-1.1985904,-0.18732063,-0.43918818,0.010368309,0.11766144,-1.5389559,-1.4736792,0.40447325,-0.97813535,-1.6107337,1.2664204,1.1538209,-0.33327356,0.63779217
c_1_23_1372,-1.7595638,0.77364695,-1.3562707,0.053044107,0.7436188,-1.3611734,-0.73748505,-2.2502527,-1.2643579,-0.27753782,-0.3079952,0.8853522,-0.027997864,-0.07818964,-0.9250135,-0.62571037,-0.7416072,-0.16571747,0.97461087,-0.2454329,-0.49992728,-0.9981234,-0.5228156,0.59608954,-1.0494235,-2.3311906,0.13945842,1.3116935,1.3059599,0.9848244
c_1_23_1373,-1.2152904,-1.1921408,-1.3654228,-0.55163395,0.1482755,-1.3925911,-1.904477,-0.7448237,0.7343291,-1.8033377,0.18128505,0.6606262,-0.21402852,-0.5595289,-0.4771497,-1.8437241,-1.0890771,-1.5910577,0.18491334,-0.59947646,0.008883904,-1.9155364,-0.8750642,-1.0307655,0.09452331,-1.0430729,-0.9846285,0.5203889,-1.0190729,-0.9622862
c_1_23_1374,-0.71906114,0.6376429,-0.5194902,-1.098517,0.17054881,-0.022637652,-0.60845166,-1.6115437,0.8246769,-0.6907003,0.09106941,0.85706496,0.46717578,-1.0072988,0.41961423,-0.046324205,-1.3971127,-1.4490893,0.22755452,-0.7017742,-0.023625446,-1.2179269,-0.4296607,-0.3435313,-0.34981135,-0.3834773,-0.5694005,0.73849285,-0.71016645,-1.4680704
c_1_23_1375,-0.83135056,-0.56581783,0.75124526,-1.181645,0.30550605,-0.8077302,-1.4150534,-0.73404354,0.8063678,-1.8190439,0.28720334,-0.058705218,0.11985496,-2.2549336,0.13655019,-1.2641768,-0.9871903,-1.7369885,2.0700572,-0.33715874,-1.085291,-0.37187234,-0.69148284,-0.17002435,-0.16745995,-0.12820552,-1.8645817,0.5611823,-1.3620197,-0.22136474
c_1_23_1376,-1.2515582,-0.66480577,0.07824808,-0.89425266,0.039743625,-1.4571352,-1.7016329,-2.2422376,0.1561011,-1.9282563,0.15124501,0.61390734,-0.417242,-1.2469289,-0.8485866,-1.1336477,-1.1985904,-2.209877,-0.0038670977,-1.7991862,-1.3874397,-1.9088527,0.63385594,-2.0634432,-0.18281206,-1.3945422,-1.3840717,0.24294591,-0.8293639,-2.41563
c_1_23_1377,-1.321346,0.6470765,0.46384278,-0.90050787,-0.048405867,-1.8679298,-1.0473939,-2.3941338,0.6207219,-1.4820846,0.8225308,1.7570974,-0.044177484,-1.6501774,-0.5486393,-1.9228697,-2.0896535,-2.028045,-0.11285261,-0.63606834,-0.6394152,-2.4010327,-1.201696,-0.3325277,-0.015612508,-1.5157094,-1.5112969,0.37850514,-0.19353545,-1.7315898
c_1_23_1378,-1.6381222,0.64079267,0.26085165,-1.3320023,-0.46604237,-1.3978819,-1.5892913,-1.7058454,1.181996,-0.27889055,0.82169956,1.8773216,-0.32087198,-1.242379,0.17167522,-1.2570223,-0.8759239,-1.6426516,-0.07778132,-0.06372144,-0.8143949,-2.0478294,-0.9102801,-1.2345049,-0.20271268,-0.86257774,-0.97577184,0.7603977,-0.7359001,-0.8941624
c_1_23_1379,-1.9371529,1.1615987,-1.3232864,-0.5824773,-0.3483267,-1.490304,-1.5713654,-1.3000005,1.0197992,-1.7477391,0.17956062,1.3875946,-0.77719873,-1.0236052,-0.34174088,-0.905052,-0.5187671,-1.3785119,-0.28852612,-1.0208772,-1.0571046,-2.620016,-1.5506564,-1.3813584,-0.5793177,-1.119584,-0.60954577,0.91303205,-0.79426646,-1.4316216
c_1_23_1380,1.0814592,0.73501945,0.10619263,1.1723101,-0.38907507,1.6845838,0.17194647,-0.31565708,-0.0063645355,-1.1775223,-0.50898296,0.5525581,0.6881316,-0.6126182,0.15526229,0.8508234,0.90209436,-0.8919533,0.21760425,0.75032216,0.9068244,0.91575646,1.7957237,0.047502317,0.28683227,1.6248797,-0.5248367,-2.467905,-0.10645448,0.26050726
c_1_23_1381,-1.2288152,-0.7456102,0.9919325,0.069755815,0.558265,-0.7478327,-1.1714506,-1.3081093,0.6788883,-0.85405576,-0.08156885,0.059120797,-0.15770814,-1.248068,-0.13138212,-1.5970377,-1.7314944,-0.84709996,-0.68725884,-0.9230876,-0.44663718,-1.4401153,-1.9572258,-0.012986685,0.40804568,-0.56077856,-0.5439062,0.41789258,-2.1201015,-1.1069318
c_1_23_1382,-0.18729405,-0.62660396,1.4952497,-0.80837,-0.2201775,-0.8935143,-0.449364,0.13271326,-1.4844092,-1.5023047,-0.602006,-0.014764088,-0.27406037,-0.3836834,-1.0525419,-1.9853355,-1.5611008,-0.29843348,0.85193336,-0.58100635,-0.42645854,-0.6324663,-0.9500559,-0.02570086,-0.9184165,-1.018943,-0.39545962,0.6759863,0.31480065,-1.4259343
c_1_23_1383,-0.87272656,0.45735845,-0.76511025,-1.0028932,-0.72677183,-0.5527276,-1.044265,-2.2184682,-0.8909049,-0.07090841,-0.7578767,-0.3027594,0.09112426,1.4042355,-0.94085646,0.17509009,-1.4474312,-1.1599126,-0.24075837,-0.66571426,-0.833426,-1.9908582,0.5397612,-0.68435127,-1.0346481,-1.4506549,-0.90837467,0.70411396,2.4423904,-0.15330984
c_1_23_1384,-0.34051135,1.264475,-0.4165013,-0.5697289,0.13813248,-0.70060337,-0.5625277,-1.5864513,0.3632181,-0.76987153,0.13398695,1.9172266,-0.0064067673,-0.63372874,0.11438352,-0.33629307,-1.1483717,-1.3670835,-0.30470926,-0.17277291,0.6652655,-0.6137841,0.6979861,-0.75406885,0.2956579,-0.23608872,-0.61672705,0.51283896,0.10901539,-0.7574962
c_1_23_1385,0.41128805,-0.37279597,-0.5776399,0.9018391,-0.18438007,0.23711856,-1.1411204,-0.92365247,-0.41237372,-1.8147418,-0.01841306,0.081163265,0.4279023,-0.30609536,0.5076129,0.2838536,-0.44734028,-1.8865035,-1.083563,0.1137385,1.0818366,-1.2765149,0.5213156,0.16227746,0.16586626,0.17071454,-0.26319245,-2.2717495,-0.9770229,0.5533138
c_1_23_1386,-0.06684817,-0.4789281,-0.3913611,1.2052357,0.14607567,0.29552877,0.42282695,-0.83134884,-0.064277895,-2.2775133,-0.20210846,0.019288579,0.46636617,-0.6844138,0.7245164,1.0034064,0.17106476,-1.5937265,0.109974995,-0.21689668,0.39699253,-1.123189,1.7217051,-0.87614286,0.61354846,1.3278124,0.14722641,-1.6685756,-0.15608549,0.39824966
c_1_23_1387,-0.7907958,-0.17306028,-1.2598684,-0.9088731,-0.8855853,-1.1834608,-1.1885719,-2.4120893,-0.20830967,-0.52716595,-1.4792217,-0.11251834,0.35314965,0.8262317,-0.972798,-0.5519851,-1.4745443,-1.9572321,-0.6991306,-1.0173306,-1.3101386,-2.8599515,-0.034592804,-1.1329212,-0.86635554,-0.4180079,-1.6227407,-0.08266357,2.4947927,-1.4290919
c_1_23_1388,-1.3340062,-1.0788229,-0.24801686,-0.97688,0.09420996,-1.4031879,-2.0203192,-2.0075927,0.5800607,-0.8554469,-0.08260193,0.9984925,-0.4031115,-0.625259,-1.53712,-1.452421,-1.4059094,-2.1025865,1.1012894,-0.78653145,-0.3945277,-2.4740222,-1.5546526,-1.462825,-0.5832921,-0.09232204,-1.1642118,0.504738,-0.8196925,-1.103773
c_1_23_1389,-1.3968738,1.3651732,0.13980192,-0.2650018,0.14166725,-1.0347689,-0.4556639,-1.5185227,1.1261067,-0.5435792,0.5188639,1.1940644,-0.83681303,-0.8274733,0.10323764,-1.0989667,-0.8621167,-1.4466792,-0.73922807,-0.55276066,-0.43585348,-2.0696995,-1.0619674,-0.5754687,0.09161984,-0.9527407,-0.4666414,0.77265817,-0.6753989,-0.951151
c_1_23_1390,1.9214846,0.8898278,0.6539301,1.3153683,0.3376067,1.8250347,-0.24051253,-0.026726075,0.26683983,-1.3988988,-0.0070858495,-0.25810853,0.9199756,0.25025347,0.9451643,1.3970395,1.6633074,-0.4027911,0.4457954,0.4853201,0.78514326,0.092022285,0.941784,-0.028212598,0.93860465,1.2094475,0.2230696,-0.8955202,-0.3751137,0.26634398
c_1_23_1391,-0.4405328,-0.21465689,-0.8425355,1.4016831,0.29345813,0.46570754,-0.60379505,-0.43361282,-0.79333735,-0.46709982,0.7483542,0.21683566,-0.25107977,0.15476643,1.5783751,0.38172635,-1.5143079,-0.958599,-1.8452151,2.5892336,2.518319,-0.9370265,-1.1883734,0.6918521,1.6473674,0.53007585,2.4636698,0.4678906,-1.2135217,1.6800296
c_1_23_1392,1.0564872,0.43769464,-0.43212268,1.190562,0.44109768,0.4222714,0.6654423,-0.20881341,-0.11542489,-1.5636915,0.24617085,0.9320356,0.691732,-0.24040705,1.1213552,1.1739112,1.3073908,-0.51420975,0.44134703,0.17661475,1.1168605,-0.43752518,1.050548,-0.08187036,0.9235342,1.4768163,0.11014856,-1.2244488,-0.013920741,0.96774524
c_1_23_1393,-1.4034325,2.1230507,0.101579204,-1.245957,-0.6534042,-0.98362863,-1.5361489,-1.6736915,0.09571445,-0.8899943,0.5445895,1.8394372,-0.28445265,-2.02611,-0.9456256,-1.7086531,-0.95584667,-1.7668623,-0.7311432,-0.84328765,-1.1102343,-1.7928641,1.2209337,-0.9355461,0.37604567,-1.4274627,-1.1707834,0.59915507,-0.8391115,-1.3176426
c_1_23_1394,-0.57067925,-0.06373463,-0.7409655,0.1848793,0.75068283,-1.5184228,-1.3599426,-1.0903482,0.31966487,0.9510988,0.059082273,0.05482068,-0.20901415,2.404921,-0.28137025,0.10135086,-0.04255325,-0.6556615,-0.9215846,-0.6484387,-0.3998191,-2.4010327,0.61097276,-0.4535828,-0.6684998,-1.178101,-0.9055439,0.80985427,1.0884176,-0.081261255
c_1_23_1395,2.15303,0.5440545,-0.026957527,1.693544,0.7689708,2.1317403,0.99625057,0.7412128,0.3726248,-1.0118377,0.49510652,0.850366,1.3565667,0.017763458,2.0717678,1.4554887,1.4002799,-0.15213956,1.5687063,1.0433072,1.9569315,1.28607,2.0955975,0.5338909,1.3438227,2.0790682,0.20516473,-1.4289904,-6.895722e-05,0.8007651
c_1_23_1396,0.078143515,-1.1014794,-0.93592215,0.39963296,-0.31318042,-0.03247545,-1.0287181,-1.2601547,-0.5197674,-2.0644076,-1.2519075,-0.2719894,0.35229012,-0.86127293,0.02287297,0.39887226,-0.19971076,-1.9332612,-0.2376144,0.07954214,0.48410165,-1.4966314,-0.37991837,-0.10323788,0.6933262,0.036001414,-0.18963136,-1.9628087,-1.9618421,0.35212708
c_1_23_1397,0.522389,-0.8744959,-0.38584355,0.64934677,0.0051358575,-0.39791662,-0.09160644,-1.0834183,0.4046788,-1.3176519,-0.42548266,0.13195887,0.22879012,-0.21247943,0.25982717,0.15457515,0.3670569,-1.3400261,-0.2756746,-0.1932246,-0.114533395,-1.3903297,1.3905505,-0.86527157,0.21945813,0.03076849,-0.14327037,-0.49810356,-0.48351926,0.08552369
c_1_23_1398,-1.588978,-1.6460078,-1.3808298,-1.0094413,-0.27932647,-1.5643554,-1.3715814,-2.4394677,1.1030724,-1.1143212,-0.62434644,-0.02677188,-0.56929505,-0.5077566,-1.7589114,-1.254982,-2.0696929,-1.6044537,-0.24075837,-1.0483128,-0.8638772,-2.7910602,-0.84232247,-1.6155834,-1.024854,-1.1309118,-0.95819193,0.41636103,-0.15671076,-0.8457578
c_1_23_1399,-1.2303237,-0.25219774,-0.8811005,-0.113367796,0.2809171,-1.40851,-1.2483037,-2.1346514,0.16456729,-0.8422889,0.2710912,0.9354428,-1.0697006,-0.6722749,-0.23219214,-1.749519,-0.86900926,-0.958599,0.5975351,-0.58468455,-1.0588564,-2.2638922,-0.48533103,-0.6257096,-0.18942508,-0.8139016,-0.60954577,0.77942336,-1.0266445,-1.3878617
c_1_23_1400,-0.92402947,0.16916545,-0.8445353,0.22031075,-0.11089579,-0.6165632,-1.0854639,-1.3493828,-0.8073452,0.48128816,-0.2870237,0.93416584,0.038085584,1.6507643,-0.13259135,-0.84398025,-1.1301559,-0.43660328,0.1925054,0.29370397,-0.7798986,-1.2447149,-0.21613029,-0.41309935,-0.293462,-0.036086302,1.0889739,1.0518051,0.050664894,0.77161276
c_1_23_1401,-1.3611726,-1.7521776,-1.7015656,1.3463825,0.8772419,-0.2113066,-1.506004,-1.1837511,-0.91646516,-0.83199185,0.53988457,-0.87890685,0.32572457,-0.31773344,2.0671673,-0.1073541,-0.913173,-1.59908,-2.0704834,1.9262171,1.6290675,-1.6669091,-0.347924,-0.027983977,1.4124639,-1.0467149,1.0353633,0.28857768,-1.327621,1.661453
c_1_23_1402,1.6158298,0.688467,0.67494816,1.8243943,0.58284557,0.96532285,0.7687514,0.5440071,0.47724673,-0.76987153,0.17956062,0.25867677,0.98768246,0.649957,1.5497314,1.9228238,2.0183187,0.07971726,1.2113001,0.6150484,1.7680616,0.40547568,1.7860141,-0.49014285,1.5907646,1.9647657,0.30570227,-1.7381982,0.039510198,0.5619662
c_1_23_1403,-1.8535817,0.034167487,0.55589026,-0.913067,-0.12119761,-1.5469918,-1.7310957,-2.062627,1.5975027,-1.2579314,0.26296777,1.6544986,-1.2124304,-0.7168392,-0.40204224,-1.208522,-0.3507255,-0.82674855,-0.15156376,-1.3225696,-1.0676352,-1.7137904,-1.2501913,-0.5015756,-0.75579053,-1.4844233,-0.42961073,0.44689822,-1.4823092,-1.6246811
c_1_23_1404,1.7056198,1.032531,0.6978859,1.6317941,0.62500924,1.4154611,0.6841448,-0.079213835,0.5598776,-0.9065252,0.18257712,0.2700824,0.8959986,0.20986465,1.1848159,2.198339,2.0146046,-0.25625715,1.2953836,0.7391927,1.3958424,0.35565966,1.5666395,-0.27885494,1.2984699,1.8339792,0.28385416,-1.0712034,0.11806091,0.19702233
c_1_23_1405,0.51469624,0.0040000337,-0.3319957,0.6043425,-0.018017069,1.6134224,0.25122628,-0.6659495,-0.14762484,-1.1660452,-0.24481207,0.09943104,0.6436356,-0.5326731,-0.09772976,0.7942465,0.40088773,-1.3156698,-0.04332247,-0.16047242,0.84677,-0.6736682,0.9611376,-0.36878073,0.18542473,1.1319084,-0.1915116,-0.83113366,-0.8566334,0.16054428
c_1_23_1406,-1.3181931,-1.5901184,-1.504723,-0.932032,-0.9599042,-0.44389853,-1.8878529,-2.333065,-0.8621549,0.2669793,-0.8548324,-0.45299122,-0.47528234,2.1649864,-1.0229982,-0.35949573,-0.8279736,-0.7990441,-1.0406244,-0.60598767,-1.1903932,-2.464724,-0.058721103,-1.1960396,-1.3954431,-0.08048846,-1.1468079,0.12453864,1.8444089,0.009995197
c_1_23_1407,-1.5853842,-0.059246074,-0.14205639,-0.6566703,0.77441883,-1.2651815,-1.2093811,-1.7332236,0.7293838,-0.19624424,0.080023326,0.95826215,0.030629093,-1.2813733,-0.51405394,-1.5853344,-0.3507255,-1.2982153,0.46568802,-0.6022639,-0.32936478,-1.8306483,-0.6197816,0.08870198,0.41388896,-1.0141485,0.12747969,0.5318404,-1.048353,-1.74438
c_1_23_1408,0.17065343,1.5484062,-0.7372928,1.075251,1.6787179,-0.31512928,0.6181419,-1.2024598,-0.5419022,1.7835302,1.5092409,1.4153419,0.49743703,-0.03125036,0.832096,0.39939,-0.06638014,0.30359644,-0.38429177,0.43130493,0.7028694,-1.3515322,1.0908265,0.33981907,0.96778786,0.84507424,0.0905099,0.63062865,-0.5073884,0.2088496
c_1_23_1409,1.0950404,0.8076816,0.26085165,1.491084,-0.021420483,0.6295995,0.10994538,-0.5159451,-0.12958081,-1.3235762,-0.13897553,-0.120461814,0.37650922,-0.73457855,0.95020324,1.0094602,1.0597371,-1.7252133,0.6362367,0.09080818,0.84599,0.029741576,0.65647554,-0.47301862,1.1212721,0.7458571,0.0057587335,-1.563896,-0.050679825,-0.2782173
c_1_23_1410,1.0096445,0.49949202,0.23293865,1.0367682,0.043024886,0.84122765,1.1150955,-0.23850723,0.09660297,-1.1572838,-0.066159174,0.2870467,0.6709909,0.2307176,0.86249924,1.2242634,0.47827244,-0.39933887,0.6077934,0.22405536,0.88160354,-0.05704433,0.7481541,-0.24443687,0.9774283,1.8041773,0.40568691,-1.4225184,-0.5402343,0.7642946
c_1_23_1411,1.3793594,0.5779124,0.44652766,0.93966657,0.39812246,0.493477,1.0553359,0.25742614,0.20610334,-1.3957609,-0.2396207,-0.34407347,0.8880108,0.03692832,1.2545264,1.0652554,1.0356874,-0.91492397,1.0740125,0.28256747,1.3262748,0.2157773,1.4512109,0.0065237544,0.26550165,1.8650279,-0.16784333,-1.7946858,-0.55482996,0.6354277
c_1_23_1412,1.975603,1.1266291,0.75991696,2.1579137,0.5709421,1.3688215,2.2803707,0.45378476,0.5608159,-1.0141884,0.49406478,0.71143824,1.3480939,0.6049824,2.3506799,2.5186238,2.0678573,0.0013835577,1.2382421,0.82547444,1.4789631,1.4893007,1.9620862,-0.22623102,1.9445775,2.433033,0.7153959,-0.97836983,0.39695767,0.9840141
c_1_23_1413,1.6536924,1.0445414,0.51831937,1.9408478,0.49910638,1.6826974,0.9487072,0.76864535,0.38160697,-0.6882428,0.20691097,0.50654423,1.0137801,0.19565563,1.050834,1.7181818,1.7917862,0.4280833,1.3339955,0.6479454,1.3691362,1.0434115,1.4497669,-0.16620895,1.3749566,2.2249167,0.7339718,-1.2990006,-0.1661297,0.48189056
c_1_23_1414,1.9205163,0.6699484,0.35532767,1.5356765,1.2259498,1.1589388,2.0448756,0.24425888,0.333105,-0.74594176,0.26581603,0.15172052,1.0932946,0.27125913,1.4726689,1.5609612,1.8606368,-0.10281777,0.8282861,0.5415589,1.362882,0.8585004,1.6815708,0.2996863,1.5236979,2.3617835,0.43968067,-1.1151927,-0.28653497,0.77780944
c_1_23_1415,-1.3985114,-0.5774379,-1.0654517,-0.86733705,1.7928509,-1.0741088,1.9787574,-0.94537675,-1.0811641,0.4282784,0.8944208,1.1757191,-0.39374873,-0.676602,-0.06800327,-1.226597,-0.61093307,0.33062065,-0.6174897,-0.7762215,0.37136424,-1.5018641,-1.089129,0.5579282,-0.23178822,-1.2079473,1.1465471,0.40679783,-1.945744,-0.29180518
c_1_23_1416,-0.36111358,-0.6749827,-0.75019574,0.33969897,-0.39819914,1.4110712,-1.3483942,-1.2406543,-0.69033897,-2.5095003,-0.48083907,0.5098337,0.20446222,-0.93349826,0.4445984,-0.9147891,-0.7394369,-2.674797,-1.3407902,0.013632586,1.445341,-1.4914145,-1.1883734,0.72673905,0.51961136,-0.3512517,-0.33452946,-2.3725684,-1.4551436,1.5360086
c_1_23_1417,-0.20822996,-0.37805724,-0.77831125,0.19543266,-0.283877,-0.5894063,0.028623072,-0.93913496,-0.3542624,-1.574403,-0.556181,-0.8851632,0.79513097,-0.84618306,-0.17154041,-0.116929464,-0.40780988,-1.2263453,-0.32759094,-0.3467641,0.39415884,-1.0818238,0.16407548,-1.0823804,-0.19938307,0.33067143,-0.3236757,-1.6132475,-1.2358133,0.007749073
c_1_23_1418,2.1102443,1.0368286,0.4984242,1.8303543,0.6914116,1.2693429,1.4006882,1.0773344,0.6705693,-0.38253063,0.20182209,0.752247,0.5877146,0.7806334,1.423735,2.0376358,1.9280401,0.72832566,2.0015981,0.7685729,1.9300171,0.9674973,1.6510532,-0.16976948,1.6109133,1.6358153,0.76836896,-1.1700366,0.26914197,1.0471686
c_1_23_1419,1.0381773,-0.5504296,-0.22005393,1.4642296,0.24147102,0.7702908,0.33888254,-0.29791924,-0.16537732,-0.59121454,-0.53133404,-0.25638124,1.0272987,-0.44324756,0.07744181,1.0070412,1.3838308,-1.0852196,0.18997787,0.22000669,0.21654184,0.7871264,0.55575985,-0.21484792,0.53699934,0.5697779,0.037954476,-0.57003313,-0.38561106,0.18587789
c_1_23_1420,-1.2515582,1.3469083,-0.2880154,-0.35620332,0.4056764,-1.490304,-0.7787444,-1.1912043,0.613831,-0.4051571,0.4250568,0.8615162,-1.1337653,-1.0933053,0.7623023,-1.1278329,-1.3971127,-0.27613422,-0.20335977,-0.62566906,-1.0034357,-2.1678884,0.34194377,0.5828238,-0.39427844,-1.1910287,-0.339982,0.53553194,-1.2863194,-0.44349715
c_1_23_1421,-1.0061857,-1.0964223,-0.5133658,0.63298064,-0.24558917,0.51538527,-1.0694829,-0.40158302,-0.9851295,-2.1949754,-0.21054932,0.31985897,0.21188606,-0.105682544,1.1126313,-0.86127394,-0.83023334,-0.95009464,-0.6793838,0.2589459,1.5673004,-0.6014433,-0.31502357,0.94979113,0.9030538,-0.3247494,-0.40606052,-3.023607,-1.4462198,2.28817
c_1_23_1422,-0.64522207,-1.9872777,-1.0161225,0.83742225,-0.2422526,0.44506565,-1.6585045,-0.51824,-0.94643444,-2.3418975,-0.60422486,-1.1507398,0.4221068,-1.1896478,-0.63189846,-0.45457718,-1.554804,-1.0339243,-0.9038919,-0.17713536,0.51213664,-2.4554768,-0.8854682,-0.5101333,0.24666172,-0.5201387,-0.4828605,-1.5740927,-1.3770604,0.3314192
c_1_23_1423,-0.19910128,-1.3753092,-1.0230491,1.0725231,0.19210087,-0.03988927,-1.7410476,-0.7611534,-1.1557716,-0.6913151,-0.22358783,-0.51523465,-0.212484,-0.28803965,1.0782804,-0.56886107,-0.8828601,-0.68348074,-0.25021997,1.4666075,1.7801567,-0.74242646,-0.65572655,-0.37264016,1.253267,0.18192999,0.2006594,-0.11415427,-2.0660415,0.8919447
c_1_23_1424,-0.9833281,-1.2899423,-0.67474145,-0.24115577,-0.49229223,0.6227781,-1.823155,-1.4583015,-0.83222216,-2.1100924,-1.2775675,-0.5405859,-0.38527718,-0.7515719,-0.86093044,-0.68472266,-1.1301559,-3.0764225,-1.3353026,-0.1611939,1.2473637,-2.956413,-1.8676485,0.027720762,-0.05154436,0.52229035,-0.3475063,-2.4429586,-2.3232083,0.90435416
c_1_23_1425,1.7538102,0.47682896,0.37174886,1.8290312,0.74761486,1.4895333,0.76690185,0.66137296,0.23201755,-0.8519715,0.16525431,0.22269154,0.97656393,0.21495627,0.723611,1.4772166,1.9682711,0.22742805,1.9096352,0.67444545,1.2702744,0.95409876,1.6271895,-0.3605063,0.9522728,2.0017762,0.13321888,-0.76773643,0.072676204,0.15873927
c_1_23_1426,-1.2439493,-0.7245741,-0.99331284,-0.2778181,0.58318466,-1.6115009,0.7705984,-1.3451995,-1.1296824,0.83232814,0.77922344,0.6884422,-0.4567617,-0.12887315,-0.84550846,-1.6903018,-1.4775777,0.13042215,-0.6289479,-0.44246286,0.57773834,-2.062378,-0.41916215,-0.25146544,-0.8467785,-0.51726377,-0.37793323,0.60554546,-2.3304682,-0.21084562
c_1_23_1427,-1.5009781,-0.9410647,-0.2517116,-0.15723978,0.72411525,-0.8384496,0.019476846,-1.8128988,1.2273341,-0.094655514,0.798224,1.6343876,0.10358468,-1.5189977,-0.82557946,-0.6984833,-1.3593967,-1.5620247,-0.33088169,-0.8422193,-0.14642608,-1.7498261,-0.69406193,-0.6900212,0.048576552,-1.0321819,0.19262183,0.27321395,-1.095625,-1.7926009
c_1_23_1428,-1.1388513,-1.4493767,-0.54116935,-1.2195451,0.028916843,-0.85010713,-1.3255626,-1.5424017,0.9082823,-0.9993713,-0.6731869,0.13743354,0.46474501,0.36430258,-1.0508932,-1.2316414,-1.2012656,-1.0107261,-0.7432828,-1.1194876,-1.1922472,-0.9981234,-0.3689525,-1.1554246,-0.9106808,-1.0699214,-0.33725342,0.62801003,1.015363,-1.1615145
c_1_23_1429,-1.528728,1.7087694,1.187682,-0.6698956,1.8618325,-1.3302993,-1.2627136,-1.9289428,1.378838,-1.289384,0.06329492,1.2447475,-0.27805063,-1.4804357,-0.14835234,-1.4380898,-1.0462569,-0.36079168,0.78012365,-1.0327525,-0.5040768,-2.3482904,-1.6927255,-0.09095097,-0.1413949,-0.94808674,1.0178543,0.42729512,-1.3922868,-2.0015285
c_1_23_1430,-1.4215778,-1.6661166,-0.6102609,-1.0491126,0.51577044,-1.3663714,-0.9070138,-2.2502527,1.0321147,-1.6156656,-0.40469187,0.55682486,-0.4629153,-1.5086443,-1.0492448,-1.0366389,-1.6943313,-1.6961966,-0.59853923,-1.3324543,-1.2829969,-1.6045029,0.11227005,-1.7185844,-0.3132505,-1.3775579,0.0418005,0.521311,-1.3227844,-1.8453647
c_1_23_1431,-0.2799228,1.579971,-0.3613186,-1.0116278,0.66484416,-1.2262584,-0.18861672,-0.5113672,1.590203,-1.3884673,0.49197888,1.572282,-0.55399257,-0.49739578,-0.7367791,-0.50279534,-0.7766301,-1.2492006,0.21010801,-0.5169806,-1.1336343,-1.1400232,0.24837865,-0.32447842,-1.0692831,-0.4755239,0.16726398,0.66833353,-0.7319059,-1.6169345
c_1_23_1432,2.0438802,0.8777678,0.10250348,1.3945426,1.0615753,1.4512702,0.5285822,0.6652814,0.7211008,0.036171846,0.50479406,0.60202205,1.4686853,0.77675235,1.6725599,2.1485515,1.9170569,0.15160906,1.6085353,0.87501955,1.4932275,1.1425123,0.9865269,0.44825396,1.1815882,2.6922162,0.9378121,0.010103532,-0.018945633,1.236277
