cell_id,4-1BB,Bcl-2,CCR7,CD123,CD14,CD15,CD16,CD31,CD34,CD39,CD40,CD45RA,CD68,FABP4,FOXP3,GITR,GZMA,ICAM1,ICOS,IDO1,IL-18,IgD,Ki-67,LAMP1,PD-1,PD-L2,VISTA,Vimentin,iNOS,pan-RAS
c_1_20_1139,-0.6875844,-0.62660396,-0.41791326,-1.0028932,1.933065,-0.7963452,1.5207995,0.031578295,-1.1251974,1.0604566,-0.18481784,-0.9231971,0.53583467,-0.24885844,-0.10850484,-0.05005568,-0.4606766,0.6439727,-0.72711307,0.022739137,-0.012364777,0.34692004,-0.06620509,1.2722043,-0.75005025,0.018761562,-0.047134697,0.9734399,-0.51824033,0.99306035
c_1_20_1140,-0.97133,-0.48819,1.0656364,-0.9383869,-0.8612614,-1.593675,-0.57159984,1.4612411,1.8509115,-0.71114796,-0.4993113,-0.6756135,-1.5564926,-1.2790594,-0.6005785,-0.8979946,-0.3929358,-0.3430087,0.6422786,0.95950025,-0.9660777,0.027625568,-0.6983675,-0.120782554,-0.48734123,-0.9527407,1.0159683,0.9112351,0.59743404,-0.86404204
c_1_20_1141,-0.025437145,-0.78620595,-0.89353573,-1.226719,1.4000621,-0.47206694,0.6644512,1.4222932,1.2432901,1.0825222,-0.032323305,-0.3161205,0.62186176,0.102352545,-0.51956046,0.43178466,0.20096488,0.6032349,-0.975635,-0.18369912,-0.17755172,0.5104728,-0.36968157,1.0080651,-0.54648083,0.27102005,1.0777751,1.0690913,-0.45770565,0.012798213
c_1_20_1142,-0.29800677,-1.2843803,-0.6817307,-0.9299169,-0.5790419,-0.85792106,-1.025628,0.92513424,-0.73457307,1.0069871,0.41224983,-1.1580939,-0.36426228,-0.5318649,-0.53337204,0.32475606,-0.554373,1.2713578,0.33617204,-0.18808891,-0.5235389,-0.35319486,-0.6016422,1.5249473,0.33493116,-0.15570661,0.6351509,0.8329693,-0.7131087,0.086598575
c_1_20_1143,-0.37695104,0.14235319,2.1050076,-0.20816907,0.34270212,-0.75151813,0.38742903,2.2468023,0.9135604,0.21229938,1.019891,-0.091255955,-1.1394122,1.9346113,0.16949195,-0.48339337,-0.12136409,0.18699034,-0.31775188,1.7141502,0.49318174,0.15601538,-0.6239275,-0.624628,-0.15330215,0.1267105,0.8225982,0.6503011,0.64701384,0.12066487
c_1_20_1144,-0.50721586,-1.2404368,-1.1731174,-0.02220477,-0.06780911,-0.29787767,-0.4747252,0.5300907,-0.8871599,1.4489948,-0.20154761,-0.28247598,1.3265721,0.8889308,-0.26488668,-0.25373304,0.056303184,0.20660473,-0.62512124,0.16170688,-0.26470685,0.17358479,0.12251388,2.2110302,-0.7074827,-0.92266107,0.06253242,1.2274324,-0.5661088,1.2911805
c_1_20_1145,0.15079595,-0.21951321,2.6912694,2.0806062,0.6080709,-0.43152058,1.1070194,4.5444746,4.329717,1.1804602,0.974943,0.9658007,-0.77460384,-0.023000902,1.8250449,-0.08326307,-0.92258424,0.77522284,-0.259727,1.6408664,0.43166614,0.8218685,-0.3249785,1.6604524,0.35215783,0.76960325,2.391502,1.1532497,-1.0889499,0.58523875
c_1_20_1146,-1.3197689,-0.6587246,1.2435188,-0.7784353,0.327765,-1.3611734,-0.6486336,1.4529871,3.0736592,0.3868135,-0.4659598,-0.62222666,-0.8352064,-0.9541776,-0.37698597,-1.4031686,-0.04888155,-0.4556096,-0.6443296,0.5338427,-0.5672152,-0.104458645,-0.97769,-0.26481462,-0.5296014,-0.7523874,0.65072197,0.90663356,0.28935307,-0.3881953
c_1_20_1147,-0.87779915,-1.7984548,-1.0872167,-1.3120584,0.20702326,-0.9669023,-0.8184928,1.0737085,-0.83132535,1.5548074,0.87290394,-1.2242326,0.58441794,-0.9921269,-1.4284074,-0.47005165,-0.4530462,1.7056427,-1.881018,-0.41803905,-0.94594735,-0.4236351,-1.4194192,1.6481766,-1.0676211,-0.6191528,0.049467094,0.2737333,-0.18967462,-0.17996933
c_1_20_1148,0.6155687,0.33755314,-0.046621986,0.46515206,-0.6477281,2.3704386,-0.24233477,0.56829107,-0.09832671,-0.9732618,-0.28167966,0.20112026,-0.5716243,-0.15704647,-0.21225104,0.49730176,0.99763674,0.28953508,-0.029140508,0.23901246,0.23886006,1.0023195,0.65431225,0.57477015,0.081912816,1.032571,-0.101080485,-1.8182399,0.2841125,0.6521072
c_1_20_1149,-0.7641994,-0.7711523,-0.82075113,-0.6510246,1.3673398,-0.9878349,1.1830773,0.39454818,-0.7262692,0.5572805,-0.2419254,-0.42795932,1.0674853,-0.26089045,-0.33914652,-0.3327972,0.028946346,0.20959815,-1.8381313,0.7404805,0.119786434,-0.4181112,-0.6633342,1.7994308,-1.0742772,-0.21509238,1.4127897,0.8805869,-0.37287596,0.4739175
c_1_20_1150,-0.0004914471,-0.49376765,-0.40526414,-0.59529525,1.8761053,-1.0132822,4.5796666,0.0636081,-0.34182584,1.4788067,-0.37089825,-1.244281,0.16373801,-0.4517865,-0.046783026,-0.17125677,-0.4209078,0.48028743,0.32203057,-0.22885484,-0.101662844,-0.47989413,-0.295264,1.1188936,-0.8678689,0.13315265,0.42475182,1.428794,0.3220368,0.07094411
c_1_20_1151,-1.5217552,-1.5675566,1.1231709,-0.61187726,-1.0711206,-1.146261,-1.1920202,-0.9898765,1.0297048,-0.7312808,-0.28524005,-0.22728749,-1.0289496,-0.723031,-1.79472,-1.1297697,-0.61093307,0.15472098,-1.6239325,0.08142511,-0.75974965,0.16969599,-1.2835872,-1.1717387,-0.79787,-1.0129514,-0.7608182,0.36168134,0.040576853,-1.1828368
c_1_20_1152,-0.03130178,-0.7883656,-0.8998008,-0.62113965,0.7420789,-0.14180149,-0.35399735,1.974191,-0.62051785,0.8248725,0.07493199,-0.7227602,1.8308902,-0.57762635,-0.036229793,-0.83109,0.7389161,0.6139514,-0.5648808,-0.21913233,-0.022497028,0.513651,-0.4645563,2.2349694,-0.4334928,0.22349277,-0.27367648,0.21634202,0.20270905,0.087136
c_1_20_1153,-0.98734325,0.8693753,6.462245,2.5290012,1.1952366,-1.16942,0.057221614,-0.9329212,-0.6174647,0.3744489,3.009274,-0.5914092,-1.7464243,0.3212548,1.7999597,-1.749519,-0.83702695,0.31821212,0.22755452,7.2352085,1.6684468,-0.73575586,-1.341338,-0.8609481,1.1510504,0.32739946,1.9189783,0.90253437,0.014173588,0.4704588
c_1_20_1154,-1.257666,-0.6709053,1.7745955,-1.5005713,-0.21908139,-1.3873162,-0.52457666,0.6366929,1.2169065,0.03403398,-0.8743121,0.14425187,-1.0757676,-0.7978825,-1.1395835,-1.0106698,-0.97025746,-0.64605236,-0.8219535,-0.2953592,-1.0085768,0.6108178,-1.1928045,-0.7137219,-1.4129319,-1.5022473,0.5936053,0.59222794,-0.5934284,-1.19997
c_1_20_1155,-0.35324064,-0.8035512,-0.77075046,-1.2972093,-0.46350345,-1.2504858,-0.72987485,0.37060744,-0.8584906,0.91629225,0.55362004,-1.4002137,-0.64238113,-0.15165095,-0.43667704,0.3555165,-0.4817983,1.276294,-1.239054,-0.524967,-0.17755172,0.16774859,-0.79375917,1.2620854,-0.5939267,-0.7577157,0.2929115,0.8429008,-0.52580935,-0.10236035
c_1_20_1156,-0.27424473,-0.9155499,-0.58086324,-0.557048,-1.2521892,-0.44079596,-1.1016185,-0.12856549,-0.7872553,-1.0347352,-0.7794264,-0.29656053,-1.0283567,-0.616823,-0.29666722,-0.6694338,-0.25121987,0.04823181,-0.73922807,-0.36857224,0.21144013,0.6002937,-0.72527814,-0.10905999,-0.4496306,-0.098659225,-0.61832654,-1.6988299,-0.48107606,0.55867475
c_1_20_1157,0.6094464,-0.4242509,-0.29310834,-0.41844106,-0.75901383,0.14352322,-0.69733906,0.019178681,-0.33997065,0.15592553,-0.3621015,-0.28510788,-0.20901415,0.05530832,0.018279761,0.17452231,1.01235,0.8206164,-0.87764704,0.49622065,-0.083067164,1.5358524,0.7448492,0.987384,-0.22279978,0.58324486,1.6745392,0.7088168,0.09328042,-0.347222
c_1_20_1158,-0.46113846,-0.747726,-0.6185539,-1.4134961,0.20702326,-0.70060337,1.5576873,-0.27654412,-0.65379137,0.3428838,-1.2740414,-1.1101395,-0.42758536,-0.31627515,-1.0773891,-0.39866394,-0.16602986,-0.36751822,0.24484862,-0.407201,-0.77678776,0.6711752,-0.2563307,0.37942898,-0.96542394,-0.30029553,0.28337637,0.8520708,-0.14055324,-0.16132763
c_1_20_1159,0.92683226,-0.051786903,-0.5664249,0.45809194,0.8135389,-0.8230236,3.380939,-0.038038887,-0.6106208,2.2381558,-0.37848088,-0.9116966,0.35028183,-0.39349315,0.17603679,1.6805054,-0.17440157,1.0959905,4.035911,0.11927031,-0.09933025,0.7419746,-0.121978454,0.6616932,0.99467236,0.71636224,-0.020772474,0.8501787,-0.1916034,0.41775078
c_1_20_1160,-0.4049655,-0.20981237,0.27937984,-0.5916258,-1.3647517,-0.32091713,-0.5201749,0.0800937,1.6216869,0.8401312,-0.3621015,-0.57777536,-0.007792163,0.6217872,-0.9360944,0.19149135,0.17536123,-0.13964698,-0.53178716,-0.4197126,-0.37478843,0.95409876,-0.39389694,-0.50124735,-0.5296014,0.03898605,0.7618341,0.5265968,0.7813118,-0.69208795
c_1_20_1161,-1.2303237,0.06949111,5.428586,1.8164234,1.2783747,-1.1928833,1.4073209,-0.89319867,0.29695642,0.23579054,2.770763,0.29515445,-2.0709176,-0.09058224,1.8162885,-1.1152824,-1.5485247,0.09924794,-0.24706075,5.0613685,1.5273455,-0.8245984,-1.4482552,-1.0716903,1.035627,0.90598255,1.7454152,0.57696927,-0.7349002,0.029805604
c_1_20_1162,0.22095299,1.2629437,0.34551966,0.2603502,-0.21415754,0.09367003,-0.3481128,-0.5744872,0.6679769,1.1783502,1.0016376,0.80868477,-0.94656837,2.2821183,0.6316272,-0.12718488,-0.35983288,0.9901954,0.23992282,0.4567549,-0.23611861,0.3486715,0.32921213,-0.33859715,-0.47595838,0.068614,0.31605527,-0.56814104,2.4565485,0.50559497
c_1_20_1163,-0.91495776,-1.5263268,-0.5760317,-0.7764527,-1.5657368,3.2825308,-1.4598337,0.24822232,-0.61899024,-0.34407496,-0.31162068,-1.0958734,-0.050191905,-0.29524314,0.5037132,-0.7017324,-0.38000306,0.3712147,-1.9174839,-0.18443012,0.23380658,-0.08171411,-0.65910405,0.22649373,-0.30624563,0.03525499,-1.1199559,-0.35671458,-1.358702,0.43173876
c_1_20_1164,-1.7074476,-1.0888604,2.265317,-0.8509233,0.73776084,-1.197613,2.1757367,1.4991217,1.7154052,0.3502132,0.6308844,-0.9386542,-0.62936264,-1.0256519,0.085316695,-0.9290226,-1.2858526,-0.056960013,-1.5800229,0.8849188,-0.01798839,-0.89993465,-1.4852283,0.9687225,-0.7315006,-0.42167374,1.8756353,1.0135517,-1.3670126,-0.18559986
c_1_20_1165,-0.49981543,-1.5579653,-0.8465383,-0.52653104,0.010396822,0.8138044,-0.9651392,-0.1512738,-0.62051785,0.7038428,0.21198224,-0.76775295,0.54570293,-0.61009896,-0.7160921,-0.4487083,3.4664154,-0.496866,-0.5390936,-0.41052863,-0.34742907,-0.20591111,-1.1839523,1.5310789,-0.990922,-0.23946728,-1.3977596,0.6597835,-0.013363725,-0.09490283
c_1_20_1166,-0.35127714,0.46539885,-0.1263673,-0.6698956,0.6828157,-0.47838736,0.4743932,0.05301357,-0.502882,0.73240954,-0.61985093,-0.6383907,-1.0745528,1.452246,0.23750077,0.52400786,-0.3182475,-0.016920643,-0.26928002,-0.18882155,-0.4724484,0.6346293,-0.20536856,-0.10202827,-0.84827816,0.18472537,0.16368419,0.5348836,0.38370645,0.8931387
c_1_20_1167,0.73719573,-0.14476678,-0.24066044,-0.41844106,-0.22787075,-0.62685424,-0.10318466,0.7291541,-0.54334295,0.8586732,0.006099457,-0.44911608,-0.23734502,0.5281245,-0.54446775,1.2411858,0.39183062,1.0754545,-0.07778132,-0.058954157,-0.709364,0.97113305,0.52779096,0.32872584,-0.12419227,-0.22766657,0.5916019,0.77811086,0.2871721,-0.29913932
c_1_20_1168,-0.35029566,-1.1014794,-0.40666294,-0.29232013,-1.301748,0.26656267,-0.7502562,-0.10111947,-0.89842707,-1.2281262,-0.5829186,-1.665043,-1.9613234,-1.0524509,-0.4771497,-1.0818098,-0.5885392,-0.0274876,-0.8689757,-0.45865306,-0.13101645,0.11228186,-0.7401932,-1.0686524,-0.3144203,-0.84031963,-1.152228,-1.8821,-0.7469509,-0.8788067
c_1_20_1169,-1.5817968,-1.0663476,2.6391795,-1.4212818,0.17661138,-1.3873162,0.017946944,-0.34573552,0.5904969,-0.9498949,0.30749038,0.024410559,-1.3540448,-1.2813733,-1.0229982,-0.87345266,-0.9944874,0.053249758,-0.9986003,0.39294064,-0.9983065,0.100155555,-1.1817459,-0.6824666,-1.357082,-0.63727105,0.39585218,0.60314584,-0.6323528,-0.90165585
c_1_20_1170,-0.6350496,0.058255754,5.6231275,1.2980534,0.43962148,-1.5818893,-1.6775187,-0.7394231,-0.5873154,-0.9793593,2.3897548,0.97372127,-2.8250363,-0.5743238,1.7019988,-0.84225756,-1.3279814,-0.055156272,-0.542757,5.480109,0.5282628,-1.3230087,-0.39463538,-0.50354546,0.26550165,-0.5490913,1.2669662,0.381319,-0.4601029,-0.3342265
c_1_20_1171,-0.6486245,-0.58522284,-0.69938,-1.0894579,-1.5007337,-1.0963448,-0.67035407,0.2756522,-0.89466053,0.93253964,-0.49862304,-1.264571,-0.7627119,0.33996505,-0.5528173,0.3905745,-0.36897853,0.38845038,-1.4772859,-0.06167659,-0.40512288,0.1263205,-0.37187108,1.5209601,-1.0726112,-0.806255,0.31839997,0.9453367,-0.3721309,-0.15515712
c_1_20_1172,1.2802474,-0.0954456,-0.12525438,0.27312344,0.66452134,-0.29216388,0.21680884,0.6416643,-0.1888725,1.3000573,-0.29777104,-0.13405228,0.46609598,0.16578777,0.42462775,1.018715,1.0201569,1.2417349,-0.6327821,0.67444545,0.5908159,0.8442042,0.4234768,0.8667115,0.1919052,0.86624825,2.3742158,1.0204912,0.35222176,0.18867077
c_1_20_1173,-0.7678059,-0.9669129,-0.6488817,-0.8346228,0.44257277,-1.0477862,1.2785743,-0.8084961,-0.6389859,1.1411846,-0.5504641,-0.5142284,-0.911689,0.31264573,-0.47036543,0.5842483,-0.426545,0.41262227,0.07543487,-0.55728537,-0.36041802,0.208184,-0.3044131,-0.4406793,-0.7173398,-0.39070246,-0.42387232,0.6723958,-0.3639649,0.5510415
c_1_20_1174,0.6235001,-1.0367233,-0.34257755,-0.6137267,0.6007112,0.28110468,0.6293476,1.4694463,1.5929269,1.427158,0.069357716,-0.25293234,1.233998,0.7849377,-0.7382617,0.8056666,0.13638727,0.102477,-1.007862,-0.4819228,-0.17875701,1.1846378,0.073664024,2.0933774,-0.36532992,0.5144768,0.011910636,0.94141394,-0.309683,-0.19880877
c_1_20_1175,-0.44463757,-0.33291778,5.703112,1.529679,0.5019546,-1.8473669,-1.4681226,-0.6059377,-0.50848657,-1.2692828,2.909959,0.47720343,-2.0905044,-0.04656653,2.1811914,-0.93527603,-1.0637879,0.55544645,-0.24075837,4.8867326,1.5753253,-0.33997938,0.8913988,-0.65010077,0.9083578,-0.18685126,1.8065376,0.13164476,-0.050679825,0.53775823
c_1_20_1176,-0.60039264,-0.91785574,-0.46985802,-0.63977385,0.8253034,-0.84621286,-0.41620776,0.2107814,-0.59478873,1.6546125,0.4836055,-0.7307483,0.101949036,0.63199085,-0.34823555,0.6903571,0.62298495,1.3257515,-0.07488649,0.11496913,-0.2835399,-0.27035064,-0.6675732,2.7000368,-0.65749085,-0.23187366,1.4270239,1.3921902,-0.17435098,0.27143538
c_1_20_1177,0.055753622,-0.29214573,-0.9467519,-0.32650486,-1.7388995,-0.6165632,-0.95922345,0.04539623,-1.1742289,0.6805832,-0.049900252,0.20506285,-1.227508,0.16578777,0.09652962,-0.22682157,-0.10342441,1.021298,-1.586236,-0.6841381,-0.5872092,-0.26530546,-1.0933414,0.9526051,-0.8769711,-0.5268602,-0.5195344,0.9548809,-0.8143519,0.14110737
c_1_20_1178,-0.71319497,-0.41528314,-0.6069596,-0.6379036,1.9728874,-1.4407792,3.2916088,-0.10622412,-0.6895337,1.6400901,-0.6592835,0.07762758,-0.14053753,-0.49501184,-0.7605986,-0.14135617,0.23046412,0.6936986,0.6261255,-0.3118011,-0.17875701,-0.303517,-1.2731621,0.7900539,-0.46463546,0.32412222,0.5362169,0.6359226,0.007620651,0.81311375
c_1_20_1179,1.6041824,0.40014112,0.31250727,1.0200826,0.04956785,1.0344843,1.0538106,0.6798397,0.36176512,-0.45057142,-0.15735705,0.09383145,0.10815431,0.3951085,1.0034189,1.1171038,0.923575,0.033069566,0.95583093,0.4153362,0.8777587,1.1071455,1.2332251,0.14276391,0.70209134,1.1810765,0.37918577,-0.6937884,1.059339,0.8326233
c_1_20_1180,-0.5959635,0.5973089,0.04288137,-0.19572152,-1.0638347,-0.40397978,-0.61312306,-0.5720974,0.6198248,1.1523051,0.72602284,-0.37434906,-1.0283567,1.4144355,-0.12896578,0.103689,-0.7329383,0.8622442,-0.29822,1.9238312,-0.6160696,0.67406493,-0.46226144,-0.8209905,-0.85428685,-0.3020333,1.3110998,-0.03386553,2.004736,0.1825721
c_1_20_1181,-1.2227932,-1.1710485,-0.6799797,-1.4579544,1.2806076,-1.6174823,-0.68255925,-0.21802452,-0.91837823,2.0738847,0.7506849,-1.3433228,1.4128785,-0.4041101,-0.040915497,-0.25373304,-0.53649825,1.2745333,-1.4422661,-0.26140663,-0.49578506,0.08384955,-1.262792,2.2053914,-0.63835955,-0.37447888,-0.45348182,0.8777715,-1.2478685,-0.09579604
c_1_20_1182,-0.3095115,0.54955477,3.858848,0.91548747,0.92015344,-1.6355485,0.8696743,-1.2759556,-0.5695506,-0.14999689,2.155345,0.3247568,-1.4596272,-0.5480932,0.7515554,-0.8396757,-1.3082209,0.07067489,1.9000922,2.113621,1.2839142,-1.4604485,-1.3983742,0.09329319,0.25923994,0.663505,1.2347859,0.23768772,-1.2738843,-0.705062
c_1_20_1183,-0.3889103,-1.3550584,-0.42784244,-0.73130965,0.18351336,0.57603854,-0.6272257,0.5983141,0.37945673,1.7192274,0.27553996,-0.88767225,1.382931,-0.34194416,-0.5723903,-0.5634785,0.3072447,-0.2173207,-1.3080925,-0.19690199,0.08878369,0.4522177,-0.8883146,2.119677,-0.8422858,-0.43917125,-1.1817907,0.5226532,-0.5907578,0.26050726
c_1_20_1184,-0.6193251,-0.7840481,2.6092405,-0.9468875,0.22559582,-1.7287275,1.2864256,-1.025874,-0.65379137,-0.37863478,0.24740648,1.0944753,-1.2466913,-1.2709801,-0.9519966,-0.2008665,-1.1353446,-0.13296571,0.6036964,0.7664606,-0.82865363,-1.3419707,-1.2196013,-0.35697603,-1.1163499,-0.4586721,1.3256544,-0.021123622,-0.8800148,-1.0995698
c_1_20_1185,-0.27046826,-0.8654871,-0.6403817,-0.8144026,-1.2329713,0.84726495,-0.97704184,3.255923,2.1945126,1.3788819,-0.16827917,-0.65799457,0.1449635,-0.50217104,-0.038571265,-0.7196806,0.4047577,0.8123373,-0.550104,-0.06850114,-0.2936463,0.58666575,-0.8376897,0.96294314,-0.9246249,-0.17532621,-0.96598333,0.583388,0.49777007,-0.014585475
c_1_20_1186,-0.7871485,-1.2568014,-0.22005393,-1.2677871,0.06488941,-0.5626564,-0.76832193,0.13414645,-0.032552935,1.8313664,0.67172134,-0.7364768,1.8981999,0.3716538,-0.8748797,-0.028370837,-1.026391,1.0430436,-2.0704834,-0.4784561,-0.5459805,-0.18656853,-1.1707491,2.7567234,-0.89836115,0.005932928,-0.764294,1.024477,-0.7611602,0.14916745
c_1_20_1187,0.084495746,-0.033999495,0.03899626,-0.50345594,-0.8508303,-0.43460688,-0.87319815,0.9153981,-0.5304317,0.68102133,0.0046401634,-0.20537356,-0.5521462,0.20873164,-0.304345,0.41023597,-0.00030458483,1.8223346,-0.8051285,-0.4784561,-0.255969,0.6581098,-0.026615279,0.19660908,-0.34505847,0.5538639,0.5337329,0.4419089,-0.07444251,-0.30482733
c_1_20_1188,-0.48090827,-0.76047,-1.0115263,-1.59935,0.595338,-1.1647642,1.2094234,0.6176365,0.7544666,1.3777138,-0.7578767,-0.9542543,-1.4133469,-0.37917122,-1.114212,-0.4370118,-0.11156087,0.03729755,-0.106964044,-0.3857261,-0.6913064,-0.2527579,-0.9638242,0.058031462,-0.692084,-0.5922486,-0.007174298,0.5493202,0.22861446,-0.040377967
c_1_20_1189,1.0628814,-0.06523335,-0.0372678,0.15828942,0.12391699,-0.10803779,1.4199014,0.3450152,-0.37123924,-0.32292208,-0.3262147,0.038960256,-0.3605041,-0.23128965,-0.09295361,0.59526056,0.6253181,0.072323345,0.8043518,0.2842427,0.3913218,1.1238161,1.4996643,-0.08831556,0.027725305,0.48965287,0.074423514,-0.61376846,1.5181937,0.42797497
c_1_20_1190,-1.3660041,-1.1065493,-0.111976825,-0.4562351,-1.78585,2.7501504,-1.4890486,-0.4249986,-0.89278144,-1.1926817,-0.8278199,-0.78420186,-0.114335984,-0.5554375,1.1770542,-1.2105232,-0.5623644,-0.15117471,-1.1774015,0.2713594,0.9786934,-0.2602754,-1.2696996,-0.012083407,-0.28652167,-0.14596173,-0.88398826,-2.1058638,0.073714614,1.1970797
c_1_20_1191,-0.8152779,-0.5561863,-0.4378528,-0.90677893,-1.0040317,-0.75151813,-0.09655733,0.37060744,-0.9088401,0.25797057,-0.5405134,-1.168444,0.12729332,1.56025,0.2182286,-0.13748334,-0.730776,0.87911767,-1.346293,-0.6647502,-0.13930146,-0.49137458,-0.44399887,2.3196669,-1.1112576,-0.19346412,-0.3108737,1.5952808,-0.7601397,-0.43085784
c_1_20_1192,0.16456375,0.9472525,0.23791099,0.40445903,-0.56078976,0.416527,-0.22241233,0.18754466,1.0922395,1.1994486,0.28519914,-0.1730281,-0.80861956,2.4411926,0.98191535,1.0223266,0.1610069,1.1749024,0.15939277,1.0902431,0.299658,0.5040986,0.3621439,-0.5744277,0.36754477,0.8595564,0.72508,-0.21277782,2.699809,0.96676415
c_1_20_1193,-0.43030718,0.3412186,4.944866,0.4176815,1.2879541,-1.3978819,-1.6120063,-0.09096601,-0.6428658,-0.78167045,2.8601542,1.4769232,-2.137715,0.23743664,1.9473803,-1.4948006,-1.3738265,0.39895388,-0.2949833,3.4181356,2.3108854,-1.0137495,-0.60410607,0.1067651,1.645959,0.76906675,1.9535598,0.3042444,-0.0726882,-0.02371366
c_1_20_1194,0.01761053,-1.0964223,-0.24188346,-0.5588556,-0.14618458,1.3313018,-0.4100726,2.233058,1.8504399,1.7461699,0.11336408,-0.9872264,1.6448612,0.06747262,-0.43801698,-0.07130656,0.38403732,1.4533957,-1.0643636,-0.18004946,-0.04517098,-0.09077522,-0.12262135,2.369648,-0.97654194,-0.62417096,-0.7010793,0.36318773,-0.38335416,0.49004105
c_1_20_1195,0.33418304,-0.23742275,-0.27411816,-0.03812572,0.14078446,-1.0608989,1.3583951,1.0465773,0.6905609,1.5253909,-0.17983662,-0.40423575,-1.0248039,0.47443485,-0.1301736,0.62422806,0.6171418,0.46601304,0.44801536,-0.1866244,-0.11570727,0.5419887,-0.6422748,0.046422917,0.06432863,0.36119795,0.3052299,0.9166369,0.15747882,0.64937013
c_1_20_1196,2.8942196,-0.44775924,1.9091526,0.029166345,0.9243016,-0.7775302,1.7212812,-0.9267352,-0.57323194,0.72670245,0.3387532,0.9662185,-0.27765122,-0.57762635,0.16949195,0.4045608,-1.4176931,-0.496866,4.996998,1.4504333,0.9786934,-1.5659585,-1.1740419,0.89683855,-0.00951262,0.11377054,1.5522617,0.4166538,-0.5591557,-1.0493829
c_1_20_1197,-0.27235577,1.1258082,3.4606233,-0.33636317,0.17098263,-1.7351159,-1.8551525,-0.77491015,-0.9136006,-2.3720284,0.21071614,0.6480584,-2.5968482,-1.1124349,0.11549527,-0.7385869,-1.1852636,-0.839238,1.0691596,1.1434445,-0.2936463,-0.9483151,-1.4231561,-0.26865405,-0.98611796,-0.8458632,1.4583288,0.14115544,-0.19289105,-0.96909857
c_1_20_1198,-0.41101912,-1.2188262,-0.74280596,-1.8879528,1.5431014,-0.3007413,-0.4244279,-0.05600482,-0.7395804,2.173234,0.7990687,-1.236542,2.243897,-0.6905097,-0.55421084,-0.57348377,0.08481479,0.42101783,-1.3740389,-0.2914674,-0.67338574,0.27715185,-0.9836624,2.6536255,-1.0626429,-0.16059548,-0.8271712,0.58086133,-1.3888869,-1.0280861
c_1_20_1199,-0.09175829,-0.3363536,2.5233705,-1.2849056,0.2530728,-2.026427,-0.09821141,-1.1689643,-0.78379226,-0.3247888,-0.5698496,1.0952493,-2.340413,-1.1534042,-1.0940704,-0.82680815,-1.0313405,-0.25418097,0.87351304,0.23097472,-0.93761015,-0.9903642,-1.2286155,-0.37561667,-1.2897123,-1.2223648,0.26027763,-0.030970247,-0.423071,-1.412109
c_1_20_1200,-0.5263695,-1.3067234,-0.05289762,-1.4369292,-2.7601104,1.567714,-1.649088,-0.60349303,-0.9088401,-1.2262855,-0.9186612,-0.8901852,-0.56000614,-0.9830761,0.16402708,-1.1375315,-0.554373,0.15238754,-1.2600403,-0.25606564,-0.0033946396,-0.20105462,-1.226358,0.30696228,-1.275024,-0.5115257,-1.4730616,-2.5863595,0.01906577,0.6730754
c_1_20_1201,-0.49454603,-2.1916552,-0.99331284,-2.0213337,1.8704734,-1.197613,-0.6201578,-0.18876289,-1.0167161,0.92124224,-0.091413595,-1.850097,2.0704908,-1.2941469,-1.3727537,-0.7311711,0.1610069,0.98717666,-1.3353026,-0.659937,-1.1756144,-0.76259726,-1.1773397,2.167583,-1.5046118,-0.035315488,-0.9895686,0.23055984,-0.6068676,-0.8880975
c_1_20_1202,0.2973707,-0.12303716,-0.4802194,-0.9383869,-0.69587,-0.11061243,-0.8292741,0.012936875,-0.61365825,1.069818,0.29956847,-0.76775295,-0.35217902,-0.7951295,-0.8748797,0.4414705,-0.4721727,1.2232207,-0.6443296,-0.19102162,-0.20299537,0.95409876,0.26005673,0.5659406,-0.7215785,0.7561422,0.5095347,0.60688525,-0.3061479,-0.29346907
c_1_20_1203,0.2518637,-0.630591,-0.42215875,-0.3462623,-0.67270356,-0.24988435,-0.60379505,0.5493227,-0.19661313,1.1948386,0.24946328,-0.17056572,-0.466882,-0.19865489,-0.41930914,0.5401851,0.26918972,1.7214088,0.09145146,-0.45865306,-0.6913064,1.0434115,0.24944344,-0.006226057,-0.7905557,-0.26582167,0.34306052,0.45119825,0.34641007,-0.36620215
c_1_20_1204,2.090738,1.1680372,2.5032399,-0.7274244,0.35051036,-1.5127635,-0.77352417,-0.562579,-0.6197539,-0.47596458,-0.15192643,0.558422,-2.4699955,-1.5333176,-0.24472453,-0.17387475,-0.92730576,-0.7748648,3.6824253,0.9320502,-0.20177773,-0.92209184,-1.266243,-0.005327154,-0.68790317,-1.0045902,1.1523756,0.15704031,-0.6077689,-1.1512189
c_1_20_1205,-0.60039264,-1.5106955,-0.465444,-0.66610944,0.2580205,1.167775,-0.45776993,1.1088387,-0.7032918,1.702959,0.54693615,-1.2120126,2.592566,-0.3530426,-0.18751125,-0.7877656,-0.058409184,0.8215874,-1.8030913,-0.28525838,-0.26220703,-0.8564744,-0.6008218,2.7560413,-0.81996316,-0.6131458,-1.0633245,0.016339768,0.14186214,0.45829943
