cell_id,ACE,CARMN,CCL28,CD38,CD4,CD93,CDKN1A,CLDN4,CLEC5A,COL27A1,CRYAB,CX3CL1,DPP4,HBA1/2,HDAC5,ICOS,IFNAR1,IFNGR2,IL10RB,LAMA4,MAP2K1,NOD2,P2RX5,PDGFB,PDGFRB,SELL,SPRY4,TNXA/B,TYROBP,ZBTB16
c_1_25_21,-0.25024934159982004,-0.257328415279215,3.1413541408045402,-0.2915123187603954,-0.25403789804528537,-0.2606875784159757,-0.332752215042342,-0.33286606146945735,3.789942316140636,-0.24020764232100675,2.090705842293918,-0.24087249502024002,-0.22876946538548662,-0.3328499864236233,-0.24669401970535254,-0.24503065918650097,-0.25713663048911384,-0.30610299304920635,-0.2783190446283872,-0.21272825630260928,-0.3387380917987157,-0.2721946311770922,-0.36480503748570153,-0.2380584542366271,-0.33467362074032003,-0.2532891713214675,-0.22316759814732898,-0.34683408157564416,-0.2660674919867012,-0.3853634307426847
c_1_25_22,-0.25024934159982004,-0.257328415279215,-0.22326237437479587,-0.2915123187603954,2.904603803091348,-0.2606875784159757,-0.332752215042342,2.064608355625234,-0.1810808842273668,3.031374142604265,-0.30194916358611634,2.9957274299002874,-0.22876946538548662,-0.3328499864236233,-0.24669401970535254,-0.24503065918650097,-0.25713663048911384,-0.30610299304920635,-0.2783190446283872,-0.21272825630260928,-0.3387380917987157,-0.2721946311770922,-0.36480503748570153,-0.2380584542366271,-0.33467362074032003,-0.2532891713214675,3.27789030758212,-0.34683408157564416,-0.2660674919867012,-0.3853634307426847
c_1_25_23,-0.25024934159982004,-0.257328415279215,-0.22326237437479587,-0.2915123187603954,2.0811461949134618,-0.2606875784159757,-0.332752215042342,-0.33286606146945735,-0.1810808842273668,-0.24020764232100675,-0.30194916358611634,-0.24087249502024002,-0.22876946538548662,-0.3328499864236233,-0.24669401970535254,-0.24503065918650097,-0.25713663048911384,-0.30610299304920635,-0.2783190446283872,-0.21272825630260928,-0.3387380917987157,-0.2721946311770922,1.2306457265274593,-0.2380584542366271,-0.33467362074032003,-0.2532891713214675,-0.22316759814732898,1.4529505605796165,-0.2660674919867012,-0.3853634307426847
c_1_25_24,-0.25024934159982004,-0.257328415279215,-0.22326237437479587,-0.2915123187603954,-0.25403789804528537,-0.2606875784159757,-0.332752215042342,-0.33286606146945735,-0.1810808842273668,-0.24020764232100675,-0.30194916358611634,-0.24087249502024002,-0.22876946538548662,-0.3328499864236233,-0.24669401970535254,-0.24503065918650097,-0.25713663048911384,-0.30610299304920635,-0.2783190446283872,-0.21272825630260928,-0.3387380917987157,-0.2721946311770922,-0.36480503748570153,-0.2380584542366271,-0.33467362074032003,-0.2532891713214675,-0.22316759814732898,-0.34683408157564416,-0.2660674919867012,-0.3853634307426847
c_1_25_25,-0.25024934159982004,-0.257328415279215,-0.22326237437479587,-0.2915123187603954,-0.25403789804528537,-0.2606875784159757,-0.332752215042342,-0.33286606146945735,-0.1810808842273668,-0.24020764232100675,-0.30194916358611634,1.7949355138948364,-0.22876946538548662,-0.3328499864236233,-0.24669401970535254,-0.24503065918650097,-0.25713663048911384,-0.30610299304920635,-0.2783190446283872,-0.21272825630260928,-0.3387380917987157,-0.2721946311770922,-0.36480503748570153,-0.2380584542366271,-0.33467362074032003,-0.2532891713214675,-0.22316759814732898,1.1844211360860224,-0.2660674919867012,-0.3853634307426847
c_1_25_26,-0.25024934159982004,-0.257328415279215,-0.22326237437479587,-0.2915123187603954,-0.25403789804528537,-0.2606875784159757,-0.332752215042342,-0.33286606146945735,-0.1810808842273668,-0.24020764232100675,-0.30194916358611634,2.5017451122229324,-0.22876946538548662,-0.3328499864236233,-0.24669401970535254,-0.24503065918650097,-0.25713663048911384,-0.30610299304920635,-0.2783190446283872,-0.21272825630260928,1.6754449549833321,-0.2721946311770922,-0.36480503748570153,-0.2380584542366271,-0.33467362074032003,-0.2532891713214675,-0.22316759814732898,-0.34683408157564416,-0.2660674919867012,2.399642095755859
c_1_25_27,-0.25024934159982004,-0.257328415279215,-0.22326237437479587,-0.2915123187603954,-0.25403789804528537,4.704108705693552,-0.332752215042342,-0.33286606146945735,-0.1810808842273668,-0.24020764232100675,-0.30194916358611634,-0.24087249502024002,-0.22876946538548662,-0.3328499864236233,-0.24669401970535254,4.777034354579656,-0.25713663048911384,4.027224859808967,-0.2783190446283872,-0.21272825630260928,-0.3387380917987157,-0.2721946311770922,3.231368654835069,-0.2380584542366271,-0.33467362074032003,-0.2532891713214675,-0.22316759814732898,-0.34683408157564416,-0.2660674919867012,-0.3853634307426847
c_1_25_28,-0.25024934159982004,-0.257328415279215,-0.22326237437479587,-0.2915123187603954,-0.25403789804528537,3.8616705967072322,-0.332752215042342,-0.33286606146945735,3.7374449153323983,-0.24020764232100675,-0.30194916358611634,4.237408309407678,-0.22876946538548662,2.9687998882484763,-0.24669401970535254,2.6383804160659947,-0.25713663048911384,-0.30610299304920635,-0.2783190446283872,-0.21272825630260928,-0.3387380917987157,-0.2721946311770922,-0.36480503748570153,-0.2380584542366271,-0.33467362074032003,-0.2532891713214675,-0.22316759814732898,-0.34683408157564416,-0.2660674919867012,-0.3853634307426847
c_1_25_29,-0.25024934159982004,-0.257328415279215,-0.22326237437479587,-0.2915123187603954,-0.25403789804528537,-0.2606875784159757,-0.332752215042342,-0.33286606146945735,-0.1810808842273668,2.7865667522611752,-0.30194916358611634,-0.24087249502024002,-0.22876946538548662,-0.3328499864236233,-0.24669401970535254,-0.24503065918650097,-0.25713663048911384,-0.30610299304920635,-0.2783190446283872,-0.21272825630260928,-0.3387380917987157,-0.2721946311770922,0.8627168108536485,-0.2380584542366271,-0.33467362074032003,1.3834233392718245,-0.22316759814732898,-0.34683408157564416,-0.2660674919867012,-0.3853634307426847
c_1_25_30,-0.25024934159982004,-0.257328415279215,-0.22326237437479587,-0.2915123187603954,-0.25403789804528537,1.5899590604944547,0.5501111284474398,-0.33286606146945735,-0.1810808842273668,-0.24020764232100675,1.2308957136538716,-0.24087249502024002,-0.22876946538548662,0.5324780984944592,-0.24669401970535254,-0.24503065918650097,0.853277052363904,-0.30610299304920635,-0.2783190446283872,1.0767373711178145,1.13772562185805,-0.2721946311770922,-0.36480503748570153,0.9988179077115156,0.5150047301593157,-0.2532891713214675,-0.22316759814732898,-0.34683408157564416,1.6024364341483543,-0.3853634307426847
c_1_25_31,-0.25024934159982004,-0.257328415279215,-0.22326237437479587,-0.2915123187603954,3.6520974536613555,-0.2606875784159757,2.6779536135610824,-0.33286606146945735,-0.1810808842273668,-0.24020764232100675,-0.30194916358611634,-0.24087249502024002,-0.22876946538548662,-0.3328499864236233,-0.24669401970535254,-0.24503065918650097,-0.25713663048911384,-0.30610299304920635,-0.2783190446283872,-0.21272825630260928,1.6158340999138159,-0.2721946311770922,-0.36480503748570153,-0.2380584542366271,-0.33467362074032003,-0.2532891713214675,-0.22316759814732898,-0.34683408157564416,-0.2660674919867012,-0.3853634307426847
c_1_25_32,-0.25024934159982004,-0.257328415279215,-0.22326237437479587,-0.2915123187603954,-0.25403789804528537,3.1728255549366757,-0.332752215042342,-0.33286606146945735,-0.1810808842273668,-0.24020764232100675,-0.30194916358611634,-0.24087249502024002,-0.22876946538548662,1.0393972917765366,2.6891092426524454,-0.24503065918650097,-0.25713663048911384,-0.30610299304920635,1.3368327492195917,-0.21272825630260928,-0.3387380917987157,-0.2721946311770922,-0.36480503748570153,-0.2380584542366271,-0.33467362074032003,-0.2532891713214675,-0.22316759814732898,-0.34683408157564416,3.200576347640541,-0.3853634307426847
c_1_25_33,-0.25024934159982004,-0.257328415279215,-0.22326237437479587,-0.2915123187603954,-0.25403789804528537,-0.2606875784159757,-0.332752215042342,2.0631102475038654,-0.1810808842273668,-0.24020764232100675,-0.30194916358611634,-0.24087249502024002,-0.22876946538548662,-0.3328499864236233,-0.24669401970535254,-0.24503065918650097,-0.25713663048911384,2.292692314934326,-0.2783190446283872,-0.21272825630260928,-0.3387380917987157,-0.2721946311770922,-0.36480503748570153,-0.2380584542366271,-0.33467362074032003,-0.2532891713214675,-0.22316759814732898,-0.34683408157564416,-0.2660674919867012,1.728947060043214
