cell_id,UMAP_1,UMAP_2
c_1_25_1,8.72106,12.027984
c_1_25_2,2.4165728,9.664741
c_1_25_3,2.5270786,10.248816
c_1_25_4,2.6323352,9.314885
c_1_25_5,1.8844169,6.5496316
c_1_25_6,1.7462302,8.132309
c_1_25_7,11.852219,6.8306313
c_1_25_8,10.31236,12.3416815
c_1_25_9,1.5333114,7.7696185
c_1_25_10,1.8752059,8.027576
c_1_25_11,2.4421246,10.315476
c_1_25_12,2.6340232,10.329402
c_1_25_13,12.470812,7.776681
c_1_25_14,1.8579037,8.06507
c_1_25_15,7.794177,9.275257
c_1_25_16,12.4033985,9.746512
c_1_25_17,7.5013614,11.423593
c_1_25_18,2.4576824,9.810219
c_1_25_19,12.228159,11.0859165
c_1_25_20,12.784502,7.984479
c_1_25_21,9.259468,4.5970774
c_1_25_22,9.495335,11.475146
c_1_25_23,2.4376824,9.97726
c_1_25_24,2.600502,10.119508
c_1_25_25,2.6252053,8.819964
c_1_25_26,2.370146,10.190649
c_1_25_27,9.29952,13.77771
c_1_25_28,12.241619,5.993662
c_1_25_29,7.0822577,10.832791
c_1_25_30,6.1605597,11.079047
c_1_25_31,6.285645,9.508346
c_1_25_32,13.171199,7.7481937
c_1_25_33,2.5231376,10.453316
c_1_25_34,12.739233,11.336683
c_1_25_35,8.819174,12.129538
c_1_25_37,2.5637524,9.712577
c_1_25_38,2.8910747,9.926543
c_1_25_39,7.047239,10.173281
c_1_25_40,5.839564,12.0686865
c_1_25_41,2.43494,10.219016
c_1_25_42,13.126579,8.266028
c_1_25_43,12.289702,7.7183075
c_1_25_44,8.921329,6.260475
c_1_25_45,9.04688,12.560455
c_1_25_46,7.086241,10.20652
c_1_25_47,9.972673,9.544552
c_1_25_48,9.206055,11.509468
c_1_25_49,6.5867467,11.841458
c_1_25_50,2.6293006,9.979
c_1_25_51,10.237598,10.203185
c_1_25_52,13.056551,7.168357
c_1_25_53,13.097106,7.116257
c_1_25_54,8.11996,12.179895
c_1_25_55,10.510309,10.861224
c_1_25_56,4.7709007,10.969578
c_1_25_57,8.428147,9.257726
c_1_25_58,6.0758147,11.325739
c_1_25_59,6.7508836,11.867368
c_1_25_60,6.2493653,11.970376
c_1_25_61,10.956697,10.938906
c_1_25_62,11.96823,12.231901
c_1_25_63,12.500165,8.187054
c_1_25_64,10.882484,12.126997
c_1_25_65,9.341167,13.621752
c_1_25_66,7.0126724,10.194365
c_1_25_67,7.1097727,10.377799
c_1_25_68,10.499382,10.791353
c_1_25_69,12.685406,8.749797
c_1_25_70,5.880063,12.259778
c_1_25_71,6.7608685,11.711687
c_1_25_72,11.817093,9.480674
c_1_25_73,10.694168,7.2778983
