cell_id,cell_type
c_1_55_2,Lymphoid-T
c_1_55_3,Lymphoid-Other
c_1_55_4,Lymphoid-Other
c_1_55_5,Lymphoid-Other
c_1_55_6,Lymphoid-Other
c_1_55_7,Lymphoid-Other
c_1_55_8,Lymphoid-DC
c_1_55_9,Lymphoid-Plasma
c_1_55_10,Lymphoid-Plasma
c_1_55_11,Lymphoid-DC
c_1_55_12,Lymphoid-Plasma
c_1_55_13,Lymphoid-Other
c_1_55_14,Lymphoid-Other
c_1_55_16,Lymphoid-Other
c_1_55_17,Lymphoid-Other
c_1_55_18,Lymphoid-DC
c_1_55_19,Lymphoid-Other
c_1_55_20,Lymphoid-Other
c_1_55_21,Lymphoid-Other
c_1_55_22,Lymphoid-Other
c_1_55_23,Lymphoid-Other
c_1_55_24,Lymphoid-Plasma
c_1_55_25,Lymphoid-Other
c_1_55_26,Lymphoid-Other
c_1_55_27,Lymphoid-B
c_1_55_28,Lymphoid-Other
c_1_55_29,Lymphoid-T
c_1_55_30,Lymphoid-Other
c_1_55_31,Lymphoid-B
c_1_55_32,Lymphoid-Other
c_1_55_33,Lymphoid-Other
c_1_55_34,Lymphoid-DC
c_1_55_35,Lymphoid-DC
c_1_55_36,Lymphoid-Other
c_1_55_37,Lymphoid-DC
c_1_55_38,Lymphoid-Other
c_1_55_39,Lymphoid-Other
c_1_55_40,Lymphoid-Other
c_1_55_41,Lymphoid-Other
c_1_55_42,Lymphoid-T
c_1_55_43,Lymphoid-T
c_1_55_44,Lymphoid-Other
c_1_55_45,Lymphoid-Other
c_1_55_46,Myeloid
c_1_55_47,Lymphoid-B
c_1_55_48,Lymphoid-T
c_1_55_49,Myeloid
c_1_55_50,Lymphoid-DC
c_1_55_51,Lymphoid-T
c_1_55_52,Lymphoid-Other
c_1_55_53,Lymphoid-Plasma
c_1_55_54,Lymphoid-Other
c_1_55_55,Lymphoid-Other
c_1_55_56,Lymphoid-Other
c_1_55_57,Lymphoid-Other
c_1_55_58,Lymphoid-Other
c_1_55_59,Lymphoid-Other
c_1_55_60,Lymphoid-Other
c_1_55_61,Lymphoid-Other
c_1_55_62,Lymphoid-Other
c_1_55_63,Lymphoid-DC
c_1_55_64,Lymphoid-T
c_1_55_65,Lymphoid-Other
c_1_55_66,Lymphoid-Other
c_1_55_67,Lymphoid-Other
c_1_55_68,Lymphoid-Plasma
c_1_55_69,Lymphoid-Other
c_1_55_70,Lymphoid-Other
c_1_55_71,Lymphoid-Other
c_1_55_72,Lymphoid-Other
c_1_55_73,Lymphoid-Plasma
c_1_55_74,Lymphoid-B
c_1_55_75,Lymphoid-T
c_1_55_76,Lymphoid-DC
c_1_55_77,Lymphoid-Other
c_1_55_78,Lymphoid-Other
c_1_55_79,Lymphoid-Other
c_1_55_80,Lymphoid-DC
c_1_55_81,Lymphoid-Other
c_1_55_82,Lymphoid-Other
c_1_55_83,Lymphoid-B
c_1_55_84,Lymphoid-T
c_1_55_85,Lymphoid-Other
c_1_55_86,Lymphoid-B
c_1_55_87,Lymphoid-DC
c_1_55_88,Lymphoid-Other
c_1_55_89,Lymphoid-Other
c_1_55_90,Lymphoid-Other
c_1_55_91,Lymphoid-B
c_1_55_92,Lymphoid-T
c_1_55_93,Lymphoid-DC
c_1_55_94,Lymphoid-Other
c_1_55_95,Lymphoid-DC
c_1_55_96,Lymphoid-T
