cell_id,ADGRE2,AXL,BECN1,CAMP,CD37,CD48,CD80,CTSW,FES,FPR1,HBB,HTT,ICOS,IGHM,IL10,ITGA2,LDLR,MXRA8,MYC,NLRP1,NLRP2,NOTCH1,OASL,SMAD2,TBX21,TGFB1,TNFRSF4,TNFSF13B,XBP1,YBX3
c_1_1_24,-0.2601975503564053,-0.2888522706935593,-0.26443983173673996,-0.3030654897117067,-0.3001170515044727,-0.31105434378096725,-0.2652766019543286,-0.27751791147916943,-0.32424311924042204,-0.33837352918407143,-0.30256857105553947,-0.2469649957800688,7.569072398118936,-0.40288745853050606,-0.2793279614148417,-0.256473966361109,-0.3628836385189028,-0.3178605110953231,-0.29745962476890464,-0.2503227448721986,-0.2577510727837034,-0.3124836718265801,-0.28876899325859023,-0.2915541897247681,-0.27598810670276375,-0.2769938870631888,-0.2791302121063106,-0.27609821219549874,-0.32022198253231876,5.412553147295376
c_1_1_26,-0.2601975503564053,-0.2888522706935593,-0.26443983173673996,-0.3030654897117067,-0.3001170515044727,1.3104060572846963,-0.2652766019543286,-0.27751791147916943,-0.32424311924042204,-0.33837352918407143,-0.30256857105553947,-0.2469649957800688,-0.29406958031947467,-0.40288745853050606,-0.2793279614148417,-0.256473966361109,-0.3628836385189028,-0.3178605110953231,-0.29745962476890464,2.9307410635518756,-0.2577510727837034,-0.3124836718265801,-0.28876899325859023,-0.2915541897247681,-0.27598810670276375,-0.2769938870631888,-0.2791302121063106,-0.27609821219549874,-0.32022198253231876,-0.3831987054362684
c_1_1_28,-0.2601975503564053,-0.2888522706935593,-0.26443983173673996,2.9655251601079815,-0.3001170515044727,2.797000016467401,-0.2652766019543286,-0.27751791147916943,-0.32424311924042204,-0.33837352918407143,-0.30256857105553947,-0.2469649957800688,-0.29406958031947467,1.678252809670048,-0.2793279614148417,-0.256473966361109,-0.3628836385189028,-0.3178605110953231,-0.29745962476890464,-0.2503227448721986,-0.2577510727837034,-0.3124836718265801,-0.28876899325859023,-0.2915541897247681,-0.27598810670276375,-0.2769938870631888,-0.2791302121063106,-0.27609821219549874,-0.32022198253231876,-0.3831987054362684
c_1_1_29,-0.2601975503564053,-0.2888522706935593,-0.26443983173673996,-0.3030654897117067,-0.3001170515044727,-0.31105434378096725,-0.2652766019543286,-0.27751791147916943,-0.32424311924042204,-0.33837352918407143,-0.30256857105553947,-0.2469649957800688,-0.29406958031947467,-0.40288745853050606,-0.2793279614148417,-0.256473966361109,-0.3628836385189028,-0.3178605110953231,-0.29745962476890464,-0.2503227448721986,-0.2577510727837034,-0.3124836718265801,-0.28876899325859023,-0.2915541897247681,-0.27598810670276375,-0.2769938870631888,-0.2791302121063106,-0.27609821219549874,-0.32022198253231876,-0.3831987054362684
c_1_1_30,-0.2601975503564053,-0.2888522706935593,2.728996797893843,-0.3030654897117067,-0.3001170515044727,-0.31105434378096725,-0.2652766019543286,2.529860067597704,-0.32424311924042204,-0.33837352918407143,-0.30256857105553947,-0.2469649957800688,-0.29406958031947467,-0.40288745853050606,-0.2793279614148417,-0.256473966361109,-0.3628836385189028,-0.3178605110953231,2.1313937935825313,-0.2503227448721986,-0.2577510727837034,-0.3124836718265801,4.189773602261986,-0.2915541897247681,2.540507684698425,-0.2769938870631888,-0.2791302121063106,-0.27609821219549874,-0.32022198253231876,1.4343621290562056
c_1_1_31,-0.2601975503564053,-0.2888522706935593,-0.26443983173673996,-0.3030654897117067,-0.3001170515044727,-0.31105434378096725,-0.2652766019543286,-0.27751791147916943,-0.32424311924042204,-0.33837352918407143,-0.30256857105553947,-0.2469649957800688,-0.29406958031947467,-0.40288745853050606,-0.2793279614148417,-0.256473966361109,-0.3628836385189028,-0.3178605110953231,-0.29745962476890464,-0.2503227448721986,-0.2577510727837034,-0.3124836718265801,3.0548516899440448,-0.2915541897247681,-0.27598810670276375,-0.2769938870631888,-0.2791302121063106,-0.27609821219549874,-0.32022198253231876,-0.3831987054362684
c_1_1_32,-0.2601975503564053,-0.2888522706935593,-0.26443983173673996,-0.3030654897117067,-0.3001170515044727,-0.31105434378096725,-0.2652766019543286,-0.27751791147916943,-0.32424311924042204,-0.33837352918407143,-0.30256857105553947,-0.2469649957800688,-0.29406958031947467,-0.40288745853050606,-0.2793279614148417,-0.256473966361109,-0.3628836385189028,-0.3178605110953231,-0.29745962476890464,-0.2503227448721986,-0.2577510727837034,-0.3124836718265801,-0.28876899325859023,-0.2915541897247681,-0.27598810670276375,-0.2769938870631888,-0.2791302121063106,-0.27609821219549874,-0.32022198253231876,7.753036246328955
c_1_1_33,-0.2601975503564053,-0.2888522706935593,-0.26443983173673996,-0.3030654897117067,-0.3001170515044727,-0.31105434378096725,-0.2652766019543286,-0.27751791147916943,-0.32424311924042204,-0.33837352918407143,-0.30256857105553947,-0.2469649957800688,-0.29406958031947467,-0.40288745853050606,-0.2793279614148417,5.899571748408221,-0.3628836385189028,-0.3178605110953231,-0.29745962476890464,8.160764198534258,-0.2577510727837034,-0.3124836718265801,-0.28876899325859023,-0.2915541897247681,-0.27598810670276375,-0.2769938870631888,-0.2791302121063106,-0.27609821219549874,-0.32022198253231876,-0.3831987054362684
c_1_1_34,-0.2601975503564053,-0.2888522706935593,-0.26443983173673996,-0.3030654897117067,-0.3001170515044727,-0.31105434378096725,-0.2652766019543286,-0.27751791147916943,-0.32424311924042204,-0.33837352918407143,-0.30256857105553947,-0.2469649957800688,-0.29406958031947467,-0.40288745853050606,-0.2793279614148417,-0.256473966361109,-0.3628836385189028,-0.3178605110953231,-0.29745962476890464,-0.2503227448721986,-0.2577510727837034,-0.3124836718265801,-0.28876899325859023,-0.2915541897247681,-0.27598810670276375,-0.2769938870631888,-0.2791302121063106,-0.27609821219549874,-0.32022198253231876,-0.3831987054362684
c_1_1_35,-0.2601975503564053,-0.2888522706935593,-0.26443983173673996,-0.3030654897117067,-0.3001170515044727,2.230656683904771,-0.2652766019543286,-0.27751791147916943,2.2495627263243456,-0.33837352918407143,-0.30256857105553947,-0.2469649957800688,-0.29406958031947467,-0.40288745853050606,2.6054506283131618,3.852398842286585,-0.3628836385189028,-0.3178605110953231,-0.29745962476890464,-0.2503227448721986,-0.2577510727837034,-0.3124836718265801,-0.28876899325859023,-0.2915541897247681,-0.27598810670276375,-0.2769938870631888,-0.2791302121063106,-0.27609821219549874,-0.32022198253231876,-0.3831987054362684
