cell_id,ACVR2A,ADGRA2,BRAF,CCL26,CHI3L1,CSF2,CSTB,ELANE,EPHB2,EZH2,FFAR3,HBA1/2,HDAC11,ICAM1,ICOSLG,IER3,KRT17,LGALS9,MT1X,MZB1,NPPC,NR1H2,PDGFB,PPARA,RARRES1,RGS2,SIGIRR,SRC,TNFSF13B,TNNC1
c_1_26_11,-0.2061845434496249,-0.2793323732340796,-0.20133401232800183,-0.1826590370404299,-0.20729699119371178,4.193876850962034,-0.3812431343657208,-0.25346324558751965,-0.2640387343150798,-0.22954520831492836,-0.264069466032337,1.7343058972608247,-0.2261094472163126,-0.23869461628432903,-0.28259459323027597,-0.35379320994031027,-0.27109837811078996,1.490543948244748,-0.26159759817691747,-0.33989403210168356,-0.25831642514882186,-0.32046969431702343,-0.21710744379453276,-0.21714084171494238,-0.24821643698276222,-0.34508024812965976,-0.33182863945662466,-0.2643760722277682,-0.21342060708378846,-0.22959891284602368
c_1_26_13,-0.2061845434496249,-0.2793323732340796,-0.20133401232800183,-0.1826590370404299,-0.20729699119371178,-0.2156320605566598,1.7778886706890165,-0.25346324558751965,-0.2640387343150798,-0.22954520831492836,-0.264069466032337,-0.3337677330346674,-0.2261094472163126,-0.23869461628432903,-0.28259459323027597,-0.35379320994031027,-0.27109837811078996,-0.40859058240604723,-0.26159759817691747,-0.33989403210168356,-0.25831642514882186,-0.32046969431702343,-0.21710744379453276,-0.21714084171494238,-0.24821643698276222,-0.34508024812965976,-0.33182863945662466,-0.2643760722277682,-0.21342060708378846,4.13449418010555
c_1_26_14,-0.2061845434496249,-0.2793323732340796,-0.20133401232800183,-0.1826590370404299,-0.20729699119371178,-0.2156320605566598,-0.3812431343657208,-0.25346324558751965,-0.2640387343150798,-0.22954520831492836,-0.264069466032337,-0.3337677330346674,-0.2261094472163126,-0.23869461628432903,3.5913636962239126,-0.35379320994031027,-0.27109837811078996,-0.40859058240604723,-0.26159759817691747,-0.33989403210168356,-0.25831642514882186,-0.32046969431702343,-0.21710744379453276,-0.21714084171494238,-0.24821643698276222,-0.34508024812965976,-0.33182863945662466,-0.2643760722277682,-0.21342060708378846,-0.22959891284602368
c_1_26_15,-0.2061845434496249,-0.2793323732340796,-0.20133401232800183,-0.1826590370404299,-0.20729699119371178,-0.2156320605566598,-0.3812431343657208,-0.25346324558751965,-0.2640387343150798,-0.22954520831492836,-0.264069466032337,-0.3337677330346674,-0.2261094472163126,-0.23869461628432903,2.510182827130206,-0.35379320994031027,-0.27109837811078996,-0.40859058240604723,-0.26159759817691747,-0.33989403210168356,-0.25831642514882186,-0.32046969431702343,-0.21710744379453276,-0.21714084171494238,-0.24821643698276222,-0.34508024812965976,-0.33182863945662466,-0.2643760722277682,3.3011270895039098,3.0055282114820305
c_1_26_16,-0.2061845434496249,-0.2793323732340796,-0.20133401232800183,-0.1826590370404299,-0.20729699119371178,-0.2156320605566598,-0.3812431343657208,-0.25346324558751965,-0.2640387343150798,-0.22954520831492836,-0.264069466032337,-0.3337677330346674,-0.2261094472163126,-0.23869461628432903,-0.28259459323027597,-0.35379320994031027,-0.27109837811078996,-0.40859058240604723,-0.26159759817691747,-0.33989403210168356,-0.25831642514882186,-0.32046969431702343,6.76209090182406,-0.21714084171494238,-0.24821643698276222,-0.34508024812965976,-0.33182863945662466,-0.2643760722277682,-0.21342060708378846,-0.22959891284602368
c_1_26_17,-0.2061845434496249,2.1916142850382476,-0.20133401232800183,-0.1826590370404299,-0.20729699119371178,5.492906198030035,-0.3812431343657208,-0.25346324558751965,-0.2640387343150798,-0.22954520831492836,-0.264069466032337,-0.3337677330346674,-0.2261094472163126,-0.23869461628432903,-0.28259459323027597,-0.35379320994031027,-0.27109837811078996,-0.40859058240604723,2.519812268227808,-0.33989403210168356,-0.25831642514882186,-0.32046969431702343,-0.21710744379453276,-0.21714084171494238,-0.24821643698276222,-0.34508024812965976,-0.33182863945662466,-0.2643760722277682,-0.21342060708378846,-0.22959891284602368
c_1_26_18,-0.2061845434496249,-0.2793323732340796,-0.20133401232800183,-0.1826590370404299,-0.20729699119371178,-0.2156320605566598,-0.3812431343657208,-0.25346324558751965,-0.2640387343150798,-0.22954520831492836,-0.264069466032337,-0.3337677330346674,-0.2261094472163126,-0.23869461628432903,-0.28259459323027597,-0.35379320994031027,-0.27109837811078996,-0.40859058240604723,-0.26159759817691747,-0.33989403210168356,-0.25831642514882186,-0.32046969431702343,-0.21710744379453276,-0.21714084171494238,-0.24821643698276222,-0.34508024812965976,-0.33182863945662466,-0.2643760722277682,-0.21342060708378846,-0.22959891284602368
c_1_26_19,-0.2061845434496249,2.4522196321536764,-0.20133401232800183,-0.1826590370404299,-0.20729699119371178,-0.2156320605566598,-0.3812431343657208,-0.25346324558751965,-0.2640387343150798,-0.22954520831492836,-0.264069466032337,-0.3337677330346674,-0.2261094472163126,-0.23869461628432903,-0.28259459323027597,-0.35379320994031027,-0.27109837811078996,-0.40859058240604723,-0.26159759817691747,-0.33989403210168356,-0.25831642514882186,-0.32046969431702343,-0.21710744379453276,-0.21714084171494238,-0.24821643698276222,-0.34508024812965976,-0.33182863945662466,-0.2643760722277682,3.429302233386923,-0.22959891284602368
c_1_26_20,-0.2061845434496249,-0.2793323732340796,-0.20133401232800183,-0.1826590370404299,-0.20729699119371178,-0.2156320605566598,-0.3812431343657208,-0.25346324558751965,-0.2640387343150798,-0.22954520831492836,-0.264069466032337,2.6402487213669508,-0.2261094472163126,-0.23869461628432903,-0.28259459323027597,2.576253578302719,-0.27109837811078996,-0.40859058240604723,-0.26159759817691747,-0.33989403210168356,-0.25831642514882186,-0.32046969431702343,-0.21710744379453276,-0.21714084171494238,-0.24821643698276222,-0.34508024812965976,2.8058058607126948,-0.2643760722277682,-0.21342060708378846,-0.22959891284602368
c_1_26_21,-0.2061845434496249,-0.2793323732340796,-0.20133401232800183,-0.1826590370404299,-0.20729699119371178,-0.2156320605566598,-0.3812431343657208,2.30659907660714,2.279171152621368,-0.22954520831492836,-0.264069466032337,0.8922487707489398,-0.2261094472163126,-0.23869461628432903,1.1418293011263587,-0.35379320994031027,-0.27109837811078996,-0.40859058240604723,-0.26159759817691747,-0.33989403210168356,-0.25831642514882186,-0.32046969431702343,-0.21710744379453276,-0.21714084171494238,-0.24821643698276222,-0.34508024812965976,-0.33182863945662466,-0.2643760722277682,-0.21342060708378846,-0.22959891284602368
c_1_26_22,-0.2061845434496249,-0.2793323732340796,-0.20133401232800183,-0.1826590370404299,-0.20729699119371178,-0.2156320605566598,-0.3812431343657208,-0.25346324558751965,-0.2640387343150798,-0.22954520831492836,-0.264069466032337,-0.3337677330346674,-0.2261094472163126,-0.23869461628432903,-0.28259459323027597,-0.35379320994031027,-0.27109837811078996,-0.40859058240604723,-0.26159759817691747,-0.33989403210168356,-0.25831642514882186,-0.32046969431702343,-0.21710744379453276,-0.21714084171494238,-0.24821643698276222,-0.34508024812965976,-0.33182863945662466,-0.2643760722277682,-0.21342060708378846,-0.22959891284602368
c_1_26_23,-0.2061845434496249,-0.2793323732340796,-0.20133401232800183,-0.1826590370404299,-0.20729699119371178,3.207596316029553,-0.3812431343657208,-0.25346324558751965,-0.2640387343150798,-0.22954520831492836,-0.264069466032337,-0.3337677330346674,-0.2261094472163126,-0.23869461628432903,2.428915412983151,-0.35379320994031027,2.560923638770124,-0.40859058240604723,-0.26159759817691747,-0.33989403210168356,-0.25831642514882186,2.1340401544776864,-0.21710744379453276,-0.21714084171494238,-0.24821643698276222,-0.34508024812965976,-0.33182863945662466,2.8887200288269637,-0.21342060708378846,-0.22959891284602368
