cell_id,ATM,BBLN,BMPR1A,CALB1,CD68,CSF2,CXCR4,EIF5A/L1,EMP3,FLT1,ICAM2,IFNL2/3,IGF2R,ISG15,KRT18,LGALS3,MT1X,NLRP3,NPR1,NRXN3,PDGFA,PGF,POU5F1,RBPJ,RXRA,SST,TLR5,TNFRSF10D,TPI1,VCAN
c_1_40_12,-0.24003213575056,-0.2669071192825961,-0.31928995135028854,1.0339270838831511,-0.31381307470315917,-0.1991813087893286,-0.22956474156425624,0.36119969351787756,0.5526904415171557,-0.2814640523745829,-0.25522238023939475,-0.2674100236109592,-0.2888913213790772,-0.30392580247989487,0.7256974822887582,-0.21698843645646365,-0.2800812441836619,-0.18301898824438864,-0.22465702051359632,-0.4403465815674049,0.975954169041184,-0.24033533423109002,-0.374573893089805,-0.2941295796911073,-0.2537323840176345,-0.187978700906086,-0.23737564792414478,-0.23195574667604174,-0.3488368327333222,-0.1995194796965566
c_1_40_13,-0.24003213575056,-0.2669071192825961,-0.31928995135028854,-0.2426612767530786,-0.31381307470315917,-0.1991813087893286,-0.22956474156425624,-0.507610868676006,-0.40061491313391323,-0.2814640523745829,-0.25522238023939475,-0.2674100236109592,-0.2888913213790772,-0.30392580247989487,-0.39896113048685455,-0.21698843645646365,-0.2800812441836619,-0.18301898824438864,-0.22465702051359632,-0.4403465815674049,-0.31717343401540027,-0.24033533423109002,-0.374573893089805,-0.2941295796911073,-0.2537323840176345,-0.187978700906086,-0.23737564792414478,-0.23195574667604174,-0.3488368327333222,5.892198801099224
c_1_40_14,-0.24003213575056,-0.2669071192825961,-0.31928995135028854,-0.2426612767530786,-0.31381307470315917,-0.1991813087893286,-0.22956474156425624,3.7680301492250967,-0.40061491313391323,-0.2814640523745829,-0.25522238023939475,-0.2674100236109592,-0.2888913213790772,-0.30392580247989487,-0.39896113048685455,-0.21698843645646365,-0.2800812441836619,-0.18301898824438864,-0.22465702051359632,-0.4403465815674049,-0.31717343401540027,-0.24033533423109002,-0.374573893089805,-0.2941295796911073,-0.2537323840176345,-0.187978700906086,-0.23737564792414478,-0.23195574667604174,-0.3488368327333222,-0.1995194796965566
c_1_40_16,-0.24003213575056,-0.2669071192825961,-0.31928995135028854,-0.2426612767530786,4.183892698850225,-0.1991813087893286,-0.22956474156425624,-0.507610868676006,-0.40061491313391323,-0.2814640523745829,-0.25522238023939475,-0.2674100236109592,3.6082271446088092,-0.30392580247989487,-0.39896113048685455,3.8901688595160957,-0.2800812441836619,-0.18301898824438864,-0.22465702051359632,-0.4403465815674049,-0.31717343401540027,-0.24033533423109002,4.123413288221435,-0.2941295796911073,-0.2537323840176345,-0.187978700906086,-0.23737564792414478,-0.23195574667604174,-0.3488368327333222,-0.1995194796965566
c_1_40_17,-0.24003213575056,6.009359559606533,-0.31928995135028854,-0.2426612767530786,-0.31381307470315917,-0.1991813087893286,-0.22956474156425624,-0.507610868676006,-0.40061491313391323,-0.2814640523745829,-0.25522238023939475,-0.2674100236109592,-0.2888913213790772,-0.30392580247989487,-0.39896113048685455,-0.21698843645646365,-0.2800812441836619,-0.18301898824438864,-0.22465702051359632,-0.4403465815674049,-0.31717343401540027,-0.24033533423109002,-0.374573893089805,-0.2941295796911073,-0.2537323840176345,-0.187978700906086,-0.23737564792414478,-0.23195574667604174,-0.3488368327333222,-0.1995194796965566
c_1_40_18,-0.24003213575056,-0.2669071192825961,-0.31928995135028854,-0.2426612767530786,-0.31381307470315917,-0.1991813087893286,-0.22956474156425624,-0.507610868676006,-0.40061491313391323,-0.2814640523745829,-0.25522238023939475,-0.2674100236109592,-0.2888913213790772,-0.30392580247989487,-0.39896113048685455,-0.21698843645646365,-0.2800812441836619,-0.18301898824438864,-0.22465702051359632,-0.4403465815674049,-0.31717343401540027,-0.24033533423109002,-0.374573893089805,-0.2941295796911073,-0.2537323840176345,-0.187978700906086,-0.23737564792414478,-0.23195574667604174,-0.3488368327333222,-0.1995194796965566
c_1_40_19,-0.24003213575056,-0.2669071192825961,-0.31928995135028854,-0.2426612767530786,-0.31381307470315917,-0.1991813087893286,-0.22956474156425624,-0.507610868676006,-0.40061491313391323,-0.2814640523745829,-0.25522238023939475,-0.2674100236109592,-0.2888913213790772,-0.30392580247989487,-0.39896113048685455,-0.21698843645646365,-0.2800812441836619,-0.18301898824438864,-0.22465702051359632,-0.4403465815674049,-0.31717343401540027,-0.24033533423109002,-0.374573893089805,-0.2941295796911073,-0.2537323840176345,-0.187978700906086,-0.23737564792414478,-0.23195574667604174,-0.3488368327333222,-0.1995194796965566
c_1_40_20,-0.24003213575056,-0.2669071192825961,-0.31928995135028854,-0.2426612767530786,-0.31381307470315917,8.170626466800933,-0.22956474156425624,-0.507610868676006,-0.40061491313391323,-0.2814640523745829,-0.25522238023939475,-0.2674100236109592,-0.2888913213790772,-0.30392580247989487,-0.39896113048685455,8.773321877578516,-0.2800812441836619,-0.18301898824438864,-0.22465702051359632,-0.4403465815674049,-0.31717343401540027,-0.24033533423109002,-0.374573893089805,-0.2941295796911073,-0.2537323840176345,-0.187978700906086,-0.23737564792414478,-0.23195574667604174,-0.3488368327333222,-0.1995194796965566
c_1_40_23,1.4390240119630786,-0.2669071192825961,-0.31928995135028854,-0.2426612767530786,2.6030126971124035,-0.1991813087893286,-0.22956474156425624,0.42548733888568946,-0.40061491313391323,-0.2814640523745829,-0.25522238023939475,-0.2674100236109592,-0.2888913213790772,-0.30392580247989487,-0.39896113048685455,-0.21698843645646365,-0.2800812441836619,-0.18301898824438864,-0.22465702051359632,-0.4403465815674049,-0.31717343401540027,-0.24033533423109002,-0.374573893089805,-0.2941295796911073,-0.2537323840176345,-0.187978700906086,-0.23737564792414478,-0.23195574667604174,-0.3488368327333222,-0.1995194796965566
c_1_40_24,-0.24003213575056,-0.2669071192825961,-0.31928995135028854,-0.2426612767530786,-0.31381307470315917,-0.1991813087893286,-0.22956474156425624,-0.507610868676006,-0.40061491313391323,-0.2814640523745829,-0.25522238023939475,-0.2674100236109592,-0.2888913213790772,-0.30392580247989487,-0.39896113048685455,-0.21698843645646365,-0.2800812441836619,-0.18301898824438864,-0.22465702051359632,-0.4403465815674049,-0.31717343401540027,-0.24033533423109002,-0.374573893089805,-0.2941295796911073,-0.2537323840176345,-0.187978700906086,-0.23737564792414478,-0.23195574667604174,-0.3488368327333222,-0.1995194796965566
