cell_id,APOD,AZU1,BEST1,C1QC,CCL18,CD27,EMP3,ENG,ETV4,FAM30A,FFAR3,GADD45B,GZMK,HSPG2,IDO1,IL17B,IL17RA,INSR,KRT7,NOTCH1,OSM,RGCC,RXRA,SCG5,SLCO2B1,SMAD3,TAP2,TXK,TYMS,UBE2C
c_1_46_22,1.6359468835492346,-0.27069356082753165,-0.2791390683728428,3.1606201893060857,-0.27742990151708263,0.9629170131811723,-0.38831036663647556,-0.2807035828822664,-0.2993218552799365,-0.2246868993446972,-0.33228410819006077,-0.3699350183451023,-0.24811832693240296,-0.3001616603907371,-0.22638450914853772,-0.27867836300474674,-0.2936555853711068,-0.27771411219170866,-0.24738114607161948,-0.28653361751554646,-0.30123448290051175,-0.3025021789538813,-0.26372874368499655,-0.2265443034881674,1.591461717629093,-0.2061118967584625,-0.31278744609397,-0.2532199035060748,-0.3065247742794761,-0.27898864242223165
c_1_46_23,-0.2516610839980424,-0.27069356082753165,2.5687718640538577,-0.3022049613493833,-0.27742990151708263,-0.3762855302926823,-0.38831036663647556,-0.2807035828822664,-0.2993218552799365,-0.2246868993446972,-0.33228410819006077,1.950675876529489,-0.24811832693240296,-0.3001616603907371,-0.22638450914853772,-0.27867836300474674,-0.2936555853711068,2.885247390787644,-0.24738114607161948,4.630424601030539,-0.30123448290051175,-0.3025021789538813,-0.26372874368499655,-0.2265443034881674,-0.28404741443123144,-0.2061118967584625,-0.31278744609397,-0.2532199035060748,-0.3065247742794761,-0.27898864242223165
c_1_46_24,1.6417386158528797,-0.27069356082753165,2.406590572384133,-0.3022049613493833,-0.27742990151708263,1.6726202769833665,0.9827355340906198,-0.2807035828822664,-0.2993218552799365,1.8960302209935749,-0.33228410819006077,-0.3699350183451023,-0.24811832693240296,-0.3001616603907371,2.8507346720448226,-0.27867836300474674,-0.2936555853711068,-0.27771411219170866,-0.24738114607161948,1.5735983730097038,1.472352646441419,1.2152192095811971,-0.26372874368499655,-0.2265443034881674,-0.28404741443123144,-0.2061118967584625,-0.31278744609397,-0.2532199035060748,-0.3065247742794761,1.6197925634819534
c_1_46_25,-0.2516610839980424,-0.27069356082753165,-0.2791390683728428,-0.3022049613493833,-0.27742990151708263,-0.3762855302926823,1.568933687568824,-0.2807035828822664,-0.2993218552799365,-0.2246868993446972,-0.33228410819006077,-0.3699350183451023,-0.24811832693240296,-0.3001616603907371,-0.22638450914853772,-0.27867836300474674,-0.2936555853711068,-0.27771411219170866,-0.24738114607161948,-0.28653361751554646,-0.30123448290051175,-0.3025021789538813,-0.26372874368499655,-0.2265443034881674,-0.28404741443123144,-0.2061118967584625,-0.31278744609397,2.4725245759705476,-0.3065247742794761,-0.27898864242223165
c_1_46_26,2.8524378381006112,-0.27069356082753165,-0.2791390683728428,-0.3022049613493833,-0.27742990151708263,-0.3762855302926823,-0.38831036663647556,-0.2807035828822664,2.572650958533363,-0.2246868993446972,-0.33228410819006077,-0.3699350183451023,2.876523652877891,2.5068689747224697,-0.22638450914853772,-0.27867836300474674,-0.2936555853711068,-0.27771411219170866,-0.24738114607161948,-0.28653361751554646,-0.30123448290051175,-0.3025021789538813,-0.26372874368499655,-0.2265443034881674,-0.28404741443123144,-0.2061118967584625,-0.31278744609397,2.8770760688158967,-0.3065247742794761,-0.27898864242223165
c_1_46_27,-0.2516610839980424,-0.27069356082753165,-0.2791390683728428,-0.3022049613493833,-0.27742990151708263,-0.3762855302926823,-0.38831036663647556,-0.2807035828822664,-0.2993218552799365,2.859769743170191,-0.33228410819006077,-0.3699350183451023,-0.24811832693240296,2.19012780154802,-0.22638450914853772,-0.27867836300474674,-0.2936555853711068,-0.27771411219170866,3.9216654334204564,-0.28653361751554646,-0.30123448290051175,-0.3025021789538813,-0.26372874368499655,-0.2265443034881674,-0.28404741443123144,-0.2061118967584625,-0.31278744609397,-0.2532199035060748,-0.3065247742794761,-0.27898864242223165
c_1_46_28,-0.2516610839980424,-0.27069356082753165,-0.2791390683728428,-0.3022049613493833,-0.27742990151708263,-0.3762855302926823,2.078384432559152,-0.2807035828822664,2.852418982615816,-0.2246868993446972,-0.33228410819006077,-0.3699350183451023,-0.24811832693240296,-0.3001616603907371,-0.22638450914853772,-0.27867836300474674,-0.2936555853711068,-0.27771411219170866,-0.24738114607161948,-0.28653361751554646,-0.30123448290051175,-0.3025021789538813,-0.26372874368499655,-0.2265443034881674,-0.28404741443123144,-0.2061118967584625,-0.31278744609397,-0.2532199035060748,-0.3065247742794761,-0.27898864242223165
c_1_46_29,-0.2516610839980424,-0.27069356082753165,1.5250512720048464,-0.3022049613493833,-0.27742990151708263,-0.3762855302926823,-0.38831036663647556,-0.2807035828822664,2.4472879481485137,-0.2246868993446972,-0.33228410819006077,1.8796524337868383,-0.24811832693240296,-0.3001616603907371,-0.22638450914853772,2.387218429834878,-0.2936555853711068,-0.27771411219170866,-0.24738114607161948,-0.28653361751554646,-0.30123448290051175,-0.3025021789538813,-0.26372874368499655,-0.2265443034881674,-0.28404741443123144,2.1452748303187597,-0.31278744609397,-0.2532199035060748,-0.3065247742794761,-0.27898864242223165
c_1_46_30,-0.2516610839980424,-0.27069356082753165,3.1834370078806913,-0.3022049613493833,-0.27742990151708263,-0.3762855302926823,1.474625366860544,-0.2807035828822664,-0.2993218552799365,-0.2246868993446972,-0.33228410819006077,-0.3699350183451023,-0.24811832693240296,2.0263207955519635,-0.22638450914853772,-0.27867836300474674,-0.2936555853711068,-0.27771411219170866,-0.24738114607161948,2.240957513403339,-0.30123448290051175,-0.3025021789538813,-0.26372874368499655,-0.2265443034881674,-0.28404741443123144,-0.2061118967584625,-0.31278744609397,-0.2532199035060748,1.8225930759629263,-0.27898864242223165
c_1_46_31,-0.2516610839980424,-0.27069356082753165,-0.2791390683728428,-0.3022049613493833,-0.27742990151708263,2.2312976750698996,-0.38831036663647556,-0.2807035828822664,-0.2993218552799365,-0.2246868993446972,-0.33228410819006077,2.4152522302374115,2.3018855453533176,-0.3001616603907371,-0.22638450914853772,1.9962476019290953,2.9795805274466844,2.338771768531866,2.4336775422661967,-0.28653361751554646,2.0717033155258364,-0.3025021789538813,-0.26372874368499655,-0.2265443034881674,-0.28404741443123144,-0.2061118967584625,1.9784033236943945,-0.2532199035060748,2.735167188103912,-0.27898864242223165
c_1_46_32,-0.2516610839980424,-0.27069356082753165,-0.2791390683728428,-0.3022049613493833,-0.27742990151708263,-0.3762855302926823,-0.38831036663647556,-0.2807035828822664,-0.2993218552799365,2.682475851072361,1.9261092392045795,-0.3699350183451023,-0.24811832693240296,-0.3001616603907371,-0.22638450914853772,-0.27867836300474674,-0.2936555853711068,-0.27771411219170866,-0.24738114607161948,3.396537400747515,2.130068771830388,2.702594066035213,-0.26372874368499655,-0.2265443034881674,-0.28404741443123144,-0.2061118967584625,-0.31278744609397,-0.2532199035060748,-0.3065247742794761,-0.27898864242223165
c_1_46_33,-0.2516610839980424,-0.27069356082753165,-0.2791390683728428,-0.3022049613493833,-0.27742990151708263,-0.3762855302926823,-0.38831036663647556,-0.2807035828822664,-0.2993218552799365,-0.2246868993446972,-0.33228410819006077,3.1313707763750487,-0.24811832693240296,-0.3001616603907371,-0.22638450914853772,-0.27867836300474674,-0.2936555853711068,-0.27771411219170866,-0.24738114607161948,-0.28653361751554646,-0.30123448290051175,-0.3025021789538813,3.272100615727417,-0.2265443034881674,3.057518089056115,-0.2061118967584625,-0.31278744609397,-0.2532199035060748,-0.3065247742794761,-0.27898864242223165
c_1_46_34,-0.2516610839980424,-0.27069356082753165,-0.2791390683728428,-0.3022049613493833,-0.27742990151708263,-0.3762855302926823,-0.38831036663647556,-0.2807035828822664,-0.2993218552799365,-0.2246868993446972,3.522973741826321,2.9876996299563,-0.24811832693240296,-0.3001616603907371,4.494675697150432,-0.27867836300474674,-0.2936555853711068,-0.27771411219170866,-0.24738114607161948,-0.28653361751554646,-0.30123448290051175,-0.3025021789538813,-0.26372874368499655,-0.2265443034881674,-0.28404741443123144,-0.2061118967584625,-0.31278744609397,2.9762461704226224,-0.3065247742794761,-0.27898864242223165
c_1_46_35,-0.2516610839980424,-0.27069356082753165,-0.2791390683728428,-0.3022049613493833,-0.27742990151708263,1.8943175148321925,-0.38831036663647556,-0.2807035828822664,-0.2993218552799365,-0.2246868993446972,-0.33228410819006077,-0.3699350183451023,-0.24811832693240296,-0.3001616603907371,-0.22638450914853772,1.6263623085190013,-0.2936555853711068,-0.27771411219170866,3.1397884580072164,-0.28653361751554646,-0.30123448290051175,-0.3025021789538813,-0.26372874368499655,-0.2265443034881674,-0.28404741443123144,-0.2061118967584625,2.581834654619734,-0.2532199035060748,1.4490714282216375,-0.27898864242223165
