cell_id,ALOX5AP,CD68,CHEK2,CLDN4,COL9A2,COX4I2,CSF2RB,DDR1,GPBAR1,HDAC11,HDAC3,HSPA1A/B,IFI6,IL12B,IL17RA,IL4R,INHBA,ISG15,MET,MMP14,MS4A1,MYL4,NFKBIA,OASL,PCNA,PLCG1,RBM47,RYR2,TNFRSF1B,TWIST1
c_1_23_14,-0.31479175561391215,-0.3669414155081635,2.9572165752266275,-0.372881431446147,-0.330616265516565,-0.2245027728307934,3.0028733755065837,-0.3595105632084798,-0.3135806557113762,-0.2965775953450153,-0.33737482109193084,-0.47045635880877296,2.6416462117100044,-0.2719437698424652,-0.3118649470959806,-0.28603681169403833,-0.213001616403449,3.8153898278847183,-0.2729797927085684,2.7278365408765888,2.9775774332323994,-0.3106362298265489,-0.4351237556576257,-0.2802568214674459,-0.35946492298646276,-0.34164358589087174,-0.3113758309506699,-0.2773690923385739,-0.32638103724934536,-0.2690506577855547
c_1_23_15,-0.31479175561391215,3.0240930853924404,2.135211267068986,-0.372881431446147,-0.330616265516565,-0.2245027728307934,2.163655673220517,-0.3595105632084798,-0.3135806557113762,-0.2965775953450153,-0.33737482109193084,1.0618980169851033,-0.43301990898203635,-0.2719437698424652,-0.3118649470959806,-0.28603681169403833,-0.213001616403449,-0.327183576748972,-0.2729797927085684,-0.30756706088541946,-0.27421363958717093,-0.3106362298265489,-0.4351237556576257,-0.2802568214674459,1.7361999615346735,1.8814656354222128,-0.3113758309506699,-0.2773690923385739,-0.32638103724934536,-0.2690506577855547
c_1_23_16,10.473844297688172,-0.3669414155081635,-0.28168786739305546,-0.372881431446147,-0.330616265516565,-0.2245027728307934,-0.30385216176713203,-0.3595105632084798,-0.3135806557113762,-0.2965775953450153,-0.33737482109193084,-0.47045635880877296,-0.43301990898203635,-0.2719437698424652,-0.3118649470959806,-0.28603681169403833,-0.213001616403449,-0.327183576748972,-0.2729797927085684,-0.30756706088541946,-0.27421363958717093,-0.3106362298265489,-0.4351237556576257,-0.2802568214674459,-0.35946492298646276,-0.34164358589087174,-0.3113758309506699,-0.2773690923385739,-0.32638103724934536,-0.2690506577855547
c_1_23_17,-0.31479175561391215,1.2346802307416487,-0.28168786739305546,-0.372881431446147,-0.330616265516565,-0.2245027728307934,-0.30385216176713203,1.3791367304075688,-0.3135806557113762,-0.2965775953450153,1.3851607346900907,-0.47045635880877296,1.6778081344743625,-0.2719437698424652,-0.3118649470959806,-0.28603681169403833,-0.213001616403449,-0.327183576748972,-0.2729797927085684,1.5650775654712419,-0.27421363958717093,2.4917124742101535,-0.4351237556576257,-0.2802568214674459,1.3731432907484118,-0.34164358589087174,-0.3113758309506699,3.093555039350684,-0.32638103724934536,1.7193206680779605
c_1_23_18,-0.31479175561391215,-0.3669414155081635,-0.28168786739305546,-0.372881431446147,-0.330616265516565,-0.2245027728307934,-0.30385216176713203,-0.3595105632084798,-0.3135806557113762,-0.2965775953450153,-0.33737482109193084,-0.47045635880877296,-0.43301990898203635,-0.2719437698424652,-0.3118649470959806,-0.28603681169403833,-0.213001616403449,-0.327183576748972,-0.2729797927085684,-0.30756706088541946,-0.27421363958717093,-0.3106362298265489,-0.4351237556576257,-0.2802568214674459,-0.35946492298646276,-0.34164358589087174,-0.3113758309506699,-0.2773690923385739,-0.32638103724934536,-0.2690506577855547
c_1_23_19,-0.31479175561391215,-0.3669414155081635,-0.28168786739305546,2.487121569221227,-0.330616265516565,4.82977974410905,-0.30385216176713203,-0.3595105632084798,-0.3135806557113762,-0.2965775953450153,-0.33737482109193084,-0.47045635880877296,-0.43301990898203635,-0.2719437698424652,-0.3118649470959806,-0.28603681169403833,-0.213001616403449,-0.327183576748972,-0.2729797927085684,-0.30756706088541946,-0.27421363958717093,-0.3106362298265489,-0.4351237556576257,-0.2802568214674459,2.7460542299101314,-0.34164358589087174,-0.3113758309506699,-0.2773690923385739,-0.32638103724934536,-0.2690506577855547
c_1_23_20,-0.31479175561391215,1.8925298298177182,-0.28168786739305546,1.8781395066206756,-0.330616265516565,-0.2245027728307934,2.5741025928046843,1.2235634750682525,-0.3135806557113762,-0.2965775953450153,1.2310291492703822,1.3167908786562252,-0.43301990898203635,-0.2719437698424652,-0.3118649470959806,-0.28603681169403833,2.4166992892948103,-0.327183576748972,-0.2729797927085684,1.3975142985074944,-0.27421363958717093,-0.3106362298265489,-0.4351237556576257,-0.2802568214674459,-0.35946492298646276,1.331869337887981,-0.3113758309506699,-0.2773690923385739,-0.32638103724934536,1.5414022362466386
c_1_23_21,-0.31479175561391215,-0.3669414155081635,-0.28168786739305546,-0.372881431446147,-0.330616265516565,-0.2245027728307934,-0.30385216176713203,-0.3595105632084798,-0.3135806557113762,-0.2965775953450153,7.7511481618859985,-0.47045635880877296,-0.43301990898203635,-0.2719437698424652,-0.3118649470959806,-0.28603681169403833,-0.213001616403449,-0.327183576748972,-0.2729797927085684,-0.30756706088541946,-0.27421363958717093,-0.3106362298265489,-0.4351237556576257,-0.2802568214674459,-0.35946492298646276,-0.34164358589087174,-0.3113758309506699,-0.2773690923385739,-0.32638103724934536,-0.2690506577855547
c_1_23_22,-0.31479175561391215,0.850650148005053,-0.28168786739305546,-0.372881431446147,-0.330616265516565,-0.2245027728307934,-0.30385216176713203,-0.3595105632084798,-0.3135806557113762,-0.2965775953450153,-0.33737482109193084,-0.47045635880877296,0.6141992348981585,-0.2719437698424652,-0.3118649470959806,2.167565562717715,1.982624149442318,-0.327183576748972,-0.2729797927085684,1.1160627357329702,-0.27421363958717093,1.0796585503629714,-0.4351237556576257,-0.2802568214674459,-0.35946492298646276,-0.34164358589087174,1.1561738979539973,-0.2773690923385739,1.8065218628285564,-0.2690506577855547
c_1_23_23,0.9950144496441741,-0.3669414155081635,1.1454607655010112,-0.372881431446147,0.9718162569455226,-0.2245027728307934,-0.30385216176713203,-0.3595105632084798,-0.3135806557113762,-0.2965775953450153,0.8928949191593556,-0.47045635880877296,-0.43301990898203635,1.101919030213351,-0.3118649470959806,-0.28603681169403833,-0.213001616403449,-0.327183576748972,-0.2729797927085684,1.0299136142260084,-0.27421363958717093,0.9955266543928653,-0.4351237556576257,-0.2802568214674459,0.877998913341215,-0.34164358589087174,-0.3113758309506699,2.2474002181929458,0.9152578427423117,-0.2690506577855547
