cell_id,ADGRF1,APP,ATR,AXL,BAG3,BTK,CD8A,CDH19,CSPG4,CXCL10,CXCL8,EPHA2,FCGBP,FGF9,GC,GSK3B,IFI27,ITGA6,KRT1,KRT6A/B/C,LAMP2,MRC2,NDRG1,PDGFRA,PPARG,PTGES3,SRC,TNFSF12,YES1,ZBTB16
c_1_13_11,-0.16641379601982373,-0.22418263723577628,-0.17538593091018187,-0.14714347850705234,-0.16254825132282313,-0.15715780447904246,-0.17496545535270833,-0.19672237241193344,-0.14196762039656297,-0.1435697570253049,-0.15009467372068125,-0.19835862415138866,-0.23357518151130782,-0.14555412939251622,-0.14303184748452427,-0.14755748556561063,-0.1991290111637927,-0.2155186325595498,-0.19882605290904293,-0.14924594681588735,-0.17743025978392038,-0.18273529118026485,-0.2358413434877378,-0.17464950524747766,-0.21182035162734977,-0.2334438958048463,-0.17914464315486492,-0.1671693921561945,-0.18165176964521015,-0.24419531083199433
c_1_13_12,-0.16641379601982373,-0.22418263723577628,-0.17538593091018187,-0.14714347850705234,-0.16254825132282313,-0.15715780447904246,-0.17496545535270833,-0.19672237241193344,-0.14196762039656297,-0.1435697570253049,-0.15009467372068125,-0.19835862415138866,2.974073600669452,-0.14555412939251622,-0.14303184748452427,-0.14755748556561063,-0.1991290111637927,-0.2155186325595498,-0.19882605290904293,-0.14924594681588735,-0.17743025978392038,-0.18273529118026485,-0.2358413434877378,-0.17464950524747766,-0.21182035162734977,-0.2334438958048463,-0.17914464315486492,4.383119907203149,-0.18165176964521015,-0.24419531083199433
c_1_13_13,-0.16641379601982373,2.64686340997321,-0.17538593091018187,-0.14714347850705234,-0.16254825132282313,-0.15715780447904246,-0.17496545535270833,-0.19672237241193344,-0.14196762039656297,3.6388868935144596,-0.15009467372068125,-0.19835862415138866,-0.23357518151130782,-0.14555412939251622,-0.14303184748452427,-0.14755748556561063,-0.1991290111637927,-0.2155186325595498,-0.19882605290904293,-0.14924594681588735,-0.17743025978392038,-0.18273529118026485,-0.2358413434877378,-0.17464950524747766,-0.21182035162734977,-0.2334438958048463,-0.17914464315486492,-0.1671693921561945,-0.18165176964521015,-0.24419531083199433
c_1_13_14,-0.16641379601982373,-0.22418263723577628,-0.17538593091018187,-0.14714347850705234,3.61525852328334,-0.15715780447904246,-0.17496545535270833,-0.19672237241193344,-0.14196762039656297,-0.1435697570253049,3.959692225400309,-0.19835862415138866,-0.23357518151130782,-0.14555412939251622,-0.14303184748452427,-0.14755748556561063,-0.1991290111637927,-0.2155186325595498,-0.19882605290904293,-0.14924594681588735,-0.17743025978392038,-0.18273529118026485,-0.2358413434877378,-0.17464950524747766,-0.21182035162734977,-0.2334438958048463,-0.17914464315486492,-0.1671693921561945,-0.18165176964521015,-0.24419531083199433
c_1_13_15,-0.16641379601982373,-0.22418263723577628,-0.17538593091018187,-0.14714347850705234,-0.16254825132282313,-0.15715780447904246,-0.17496545535270833,-0.19672237241193344,-0.14196762039656297,-0.1435697570253049,-0.15009467372068125,-0.19835862415138866,-0.23357518151130782,-0.14555412939251622,3.4227143912657816,-0.14755748556561063,-0.1991290111637927,-0.2155186325595498,-0.19882605290904293,-0.14924594681588735,-0.17743025978392038,-0.18273529118026485,-0.2358413434877378,-0.17464950524747766,-0.21182035162734977,-0.2334438958048463,-0.17914464315486492,-0.1671693921561945,-0.18165176964521015,-0.24419531083199433
c_1_13_16,-0.16641379601982373,-0.22418263723577628,-0.17538593091018187,-0.14714347850705234,-0.16254825132282313,-0.15715780447904246,-0.17496545535270833,-0.19672237241193344,-0.14196762039656297,-0.1435697570253049,-0.15009467372068125,-0.19835862415138866,-0.23357518151130782,-0.14555412939251622,-0.14303184748452427,-0.14755748556561063,-0.1991290111637927,-0.2155186325595498,-0.19882605290904293,-0.14924594681588735,-0.17743025978392038,-0.18273529118026485,-0.2358413434877378,-0.17464950524747766,-0.21182035162734977,-0.2334438958048463,-0.17914464315486492,-0.1671693921561945,-0.18165176964521015,-0.24419531083199433
c_1_13_17,-0.16641379601982373,-0.22418263723577628,-0.17538593091018187,-0.14714347850705234,2.901165163812152,-0.15715780447904246,-0.17496545535270833,-0.19672237241193344,-0.14196762039656297,-0.1435697570253049,-0.15009467372068125,-0.19835862415138866,-0.23357518151130782,-0.14555412939251622,-0.14303184748452427,3.7680596914023132,-0.1991290111637927,-0.2155186325595498,-0.19882605290904293,-0.14924594681588735,-0.17743025978392038,-0.18273529118026485,-0.2358413434877378,-0.17464950524747766,-0.21182035162734977,-0.2334438958048463,-0.17914464315486492,2.976066620847197,-0.18165176964521015,-0.24419531083199433
c_1_13_18,-0.16641379601982373,-0.22418263723577628,-0.17538593091018187,-0.14714347850705234,-0.16254825132282313,-0.15715780447904246,-0.17496545535270833,-0.19672237241193344,-0.14196762039656297,-0.1435697570253049,-0.15009467372068125,-0.19835862415138866,-0.23357518151130782,-0.14555412939251622,-0.14303184748452427,-0.14755748556561063,-0.1991290111637927,4.596395033009288,-0.19882605290904293,4.287837936040397,-0.17743025978392038,-0.18273529118026485,-0.2358413434877378,-0.17464950524747766,-0.21182035162734977,-0.2334438958048463,-0.17914464315486492,-0.1671693921561945,-0.18165176964521015,2.6951982314814535
c_1_13_19,-0.16641379601982373,-0.22418263723577628,-0.17538593091018187,-0.14714347850705234,-0.16254825132282313,-0.15715780447904246,-0.17496545535270833,-0.19672237241193344,-0.14196762039656297,-0.1435697570253049,-0.15009467372068125,-0.19835862415138866,-0.23357518151130782,-0.14555412939251622,-0.14303184748452427,-0.14755748556561063,-0.1991290111637927,-0.2155186325595498,-0.19882605290904293,-0.14924594681588735,-0.17743025978392038,-0.18273529118026485,-0.2358413434877378,-0.17464950524747766,-0.21182035162734977,-0.2334438958048463,-0.17914464315486492,5.181161871334215,-0.18165176964521015,-0.24419531083199433
c_1_13_20,-0.16641379601982373,-0.22418263723577628,-0.17538593091018187,-0.14714347850705234,-0.16254825132282313,-0.15715780447904246,-0.17496545535270833,-0.19672237241193344,-0.14196762039656297,-0.1435697570253049,-0.15009467372068125,-0.19835862415138866,-0.23357518151130782,-0.14555412939251622,-0.14303184748452427,-0.14755748556561063,-0.1991290111637927,-0.2155186325595498,4.26005056691335,-0.14924594681588735,-0.17743025978392038,-0.18273529118026485,-0.2358413434877378,-0.17464950524747766,-0.21182035162734977,-0.2334438958048463,-0.17914464315486492,-0.1671693921561945,-0.18165176964521015,-0.24419531083199433
