cell_id,cell_type
c_1_13_1,Stem
c_1_13_2,Stem
c_1_13_3,Stem
c_1_13_4,Stem
c_1_13_5,Stem
c_1_13_6,Lymphoid-T
c_1_13_7,Stem
c_1_13_8,Stem
c_1_13_9,Stem
c_1_13_10,Lymphoid-T
c_1_13_11,Lymphoid-T
c_1_13_12,Lymphoid-T
c_1_13_13,Lymphoid-T
c_1_13_14,Lymphoid-T
c_1_13_15,Lymphoid-T
c_1_13_16,Lymphoid-Plasma
c_1_13_17,Stem
c_1_13_18,Lymphoid-T
c_1_13_19,Epithelial
c_1_13_20,Stem
c_1_13_21,Mesenchymal-Stromal
c_1_13_22,Myeloid
c_1_13_23,Lymphoid-T
c_1_13_24,Lymphoid-Other
c_1_13_25,Lymphoid-Other
c_1_13_26,Lymphoid-Other
c_1_13_27,Lymphoid-Plasma
c_1_13_28,Endothelial
c_1_13_29,Myeloid
c_1_13_30,Lymphoid-Other
c_1_13_31,Lymphoid-Other
c_1_13_32,Lymphoid-Plasma
c_1_13_33,Lymphoid-Other
c_1_13_34,Lymphoid-T
c_1_13_35,Lymphoid-Plasma
c_1_13_36,Lymphoid-Plasma
c_1_13_37,Lymphoid-Plasma
c_1_13_38,Myeloid
c_1_13_39,Endothelial
c_1_13_40,Lymphoid-T
c_1_13_41,Myeloid
c_1_13_42,Lymphoid-T
c_1_13_43,Stem
c_1_13_44,Lymphoid-T
c_1_13_45,Lymphoid-T
c_1_13_46,Endothelial
c_1_13_47,Lymphoid-T
c_1_13_48,Lymphoid-T
c_1_13_49,Lymphoid-T
c_1_13_50,Epithelial
c_1_13_51,Stem
c_1_13_52,Lymphoid-Plasma
c_1_13_53,Neuronal-Glial
c_1_13_54,Lymphoid-Plasma
c_1_13_55,Endothelial
c_1_13_56,Lymphoid-T
c_1_13_57,Lymphoid-T
c_1_13_58,Endothelial
c_1_13_59,Lymphoid-T
c_1_13_60,Lymphoid-Plasma
c_1_13_61,Lymphoid-T
c_1_13_62,Epithelial
c_1_13_63,Lymphoid-Plasma
c_1_13_64,Lymphoid-Plasma
c_1_13_65,Stem
c_1_13_66,Endothelial
c_1_13_67,Lymphoid-Plasma
c_1_13_68,Stem
c_1_13_69,Myeloid
c_1_13_70,Lymphoid-T
c_1_13_71,Lymphoid-T
c_1_13_72,Lymphoid-Plasma
c_1_13_73,Lymphoid-T
c_1_13_74,Epithelial
c_1_13_75,Myeloid
c_1_13_76,Lymphoid-Other
c_1_13_77,Endothelial
c_1_13_78,Lymphoid-Plasma
c_1_13_79,Lymphoid-Other
c_1_13_80,Lymphoid-T
c_1_13_81,Lymphoid-T
c_1_13_82,Stem
c_1_13_83,Epithelial
c_1_13_84,Lymphoid-Plasma
c_1_13_85,Stem
c_1_13_86,Lymphoid-Other
c_1_13_87,Lymphoid-Plasma
c_1_13_88,Lymphoid-Plasma
c_1_13_89,Lymphoid-Plasma
c_1_13_90,Lymphoid-B
c_1_13_91,Lymphoid-Other
c_1_13_92,Lymphoid-T
c_1_13_93,Lymphoid-Plasma
c_1_13_94,Endothelial
c_1_13_95,Lymphoid-Plasma
c_1_13_96,Lymphoid-Other
c_1_13_97,Lymphoid-Plasma
c_1_13_98,Endothelial
c_1_13_99,Lymphoid-Plasma
c_1_13_100,Lymphoid-Plasma
c_1_13_101,Epithelial
c_1_13_102,Lymphoid-Plasma
c_1_13_103,Endothelial
c_1_13_104,Lymphoid-T
c_1_13_105,Lymphoid-T
c_1_13_106,Lymphoid-T
c_1_13_107,Epithelial
c_1_13_108,Lymphoid-T
c_1_13_109,Lymphoid-T
c_1_13_110,Lymphoid-T
c_1_13_111,Lymphoid-Plasma
c_1_13_112,Lymphoid-Plasma
c_1_13_113,Lymphoid-T
c_1_13_114,Lymphoid-Other
c_1_13_115,Myeloid
c_1_13_116,Myeloid
c_1_13_118,Lymphoid-T
c_1_13_119,Endothelial
c_1_13_120,Lymphoid-T
c_1_13_121,Lymphoid-T
c_1_13_122,Lymphoid-T
c_1_13_123,Lymphoid-Other
c_1_13_124,Lymphoid-T
c_1_13_125,Stem
c_1_13_126,Lymphoid-Other
c_1_13_127,Epithelial
c_1_13_128,Lymphoid-Plasma
c_1_13_129,Lymphoid-Plasma
c_1_13_130,Stem
c_1_13_131,Myeloid
c_1_13_132,Myeloid
c_1_13_133,Epithelial
c_1_13_134,Lymphoid-T
c_1_13_135,Lymphoid-T
c_1_13_136,Stem
c_1_13_137,Endothelial
c_1_13_138,Epithelial
c_1_13_139,Endothelial
c_1_13_140,Epithelial
c_1_13_141,Lymphoid-T
c_1_13_142,Epithelial
c_1_13_143,Stem
c_1_13_144,Stem
c_1_13_145,Stem
c_1_13_146,Lymphoid-T
c_1_13_147,Endothelial
c_1_13_148,Stem
c_1_13_149,Lymphoid-T
c_1_13_150,Stem
c_1_13_151,Stem
c_1_13_152,Stem
c_1_13_153,Stem
c_1_13_154,Epithelial
c_1_13_155,Stem
c_1_13_156,Lymphoid-T
c_1_13_157,Stem
c_1_13_158,Lymphoid-T
c_1_13_159,Stem
c_1_13_160,Lymphoid-T
c_1_13_162,Myeloid
c_1_13_163,Stem
c_1_13_164,Lymphoid-Other
c_1_13_165,Mesenchymal-Stromal
c_1_13_166,Epithelial
c_1_13_167,Lymphoid-Other
c_1_13_168,Myeloid
c_1_13_169,Epithelial
c_1_13_170,Lymphoid-Other
c_1_13_171,Lymphoid-Other
c_1_13_172,Lymphoid-T
c_1_13_173,Lymphoid-T
c_1_13_174,Lymphoid-Plasma
c_1_13_175,Lymphoid-T
c_1_13_176,Endothelial
c_1_13_177,Stem
c_1_13_178,Lymphoid-T
c_1_13_179,Lymphoid-T
c_1_13_180,Lymphoid-Plasma
c_1_13_181,Stem
c_1_13_182,Lymphoid-Plasma
c_1_13_183,Lymphoid-Other
c_1_13_184,Lymphoid-DC
c_1_13_185,Lymphoid-T
c_1_13_186,Lymphoid-Other
c_1_13_187,Lymphoid-Other
c_1_13_188,Stem
c_1_13_189,Lymphoid-T
c_1_13_191,Endothelial
c_1_13_192,Lymphoid-Other
c_1_13_193,Lymphoid-T
c_1_13_194,Endothelial
c_1_13_195,Lymphoid-Other
c_1_13_196,Lymphoid-Plasma
c_1_13_197,Lymphoid-Plasma
c_1_13_198,Epithelial
c_1_13_199,Endothelial
c_1_13_200,Epithelial
c_1_13_201,Stem
c_1_13_202,Endothelial
c_1_13_203,Lymphoid-Other
c_1_13_204,Lymphoid-T
c_1_13_206,Lymphoid-Plasma
c_1_13_207,Lymphoid-Other
c_1_13_208,Mesenchymal-Stromal
c_1_13_209,Lymphoid-Other
c_1_13_210,Lymphoid-T
c_1_13_211,Lymphoid-Plasma
c_1_13_212,Lymphoid-T
c_1_13_213,Lymphoid-T
c_1_13_214,Lymphoid-Other
c_1_13_215,Lymphoid-Other
c_1_13_216,Lymphoid-T
c_1_13_217,Myeloid
c_1_13_218,Lymphoid-Plasma
c_1_13_219,Lymphoid-Plasma
c_1_13_220,Lymphoid-Plasma
c_1_13_221,Epithelial
c_1_13_222,Lymphoid-T
c_1_13_223,Epithelial
c_1_13_224,Lymphoid-T
c_1_13_225,Lymphoid-Plasma
c_1_13_226,Lymphoid-T
c_1_13_227,Lymphoid-Plasma
c_1_13_228,Epithelial
c_1_13_229,Lymphoid-Other
c_1_13_230,Endothelial
c_1_13_231,Lymphoid-Plasma
c_1_13_232,Lymphoid-Plasma
c_1_13_233,Lymphoid-T
c_1_13_234,Lymphoid-T
c_1_13_235,Lymphoid-Other
c_1_13_236,Lymphoid-Plasma
c_1_13_237,Myeloid
c_1_13_238,Lymphoid-Plasma
c_1_13_239,Endothelial
c_1_13_240,Lymphoid-T
c_1_13_241,Epithelial
c_1_13_242,Lymphoid-Plasma
c_1_13_243,Endothelial
c_1_13_244,Lymphoid-T
c_1_13_245,Lymphoid-Other
c_1_13_246,Lymphoid-Other
c_1_13_247,Lymphoid-T
c_1_13_248,Stem
c_1_13_249,Stem
c_1_13_250,Stem
c_1_13_251,Epithelial
c_1_13_252,Lymphoid-Other
c_1_13_253,Lymphoid-Other
c_1_13_254,Stem
c_1_13_255,Lymphoid-Other
c_1_13_256,Lymphoid-Other
c_1_13_257,Lymphoid-T
c_1_13_258,Stem
c_1_13_259,Epithelial
c_1_13_260,Lymphoid-Plasma
c_1_13_261,Stem
c_1_13_262,Neuronal-Glial
c_1_13_263,Endothelial
c_1_13_264,Epithelial
c_1_13_265,Epithelial
c_1_13_266,Myeloid
c_1_13_267,Lymphoid-Plasma
c_1_13_268,Epithelial
c_1_13_269,Lymphoid-Other
c_1_13_270,Epithelial
c_1_13_271,Lymphoid-T
c_1_13_272,Lymphoid-T
c_1_13_273,Lymphoid-Other
c_1_13_274,Erythroid
c_1_13_275,Lymphoid-T
c_1_13_276,Stem
c_1_13_277,Stem
c_1_13_278,Lymphoid-DC
c_1_13_279,Epithelial
c_1_13_280,Lymphoid-Other
c_1_13_281,Epithelial
c_1_13_282,Stem
c_1_13_283,Lymphoid-T
c_1_13_284,Epithelial
c_1_13_285,Stem
c_1_13_286,Lymphoid-T
c_1_13_287,Mesenchymal-Stromal
c_1_13_288,Stem
c_1_13_289,Epithelial
c_1_13_290,Epithelial
c_1_13_291,Lymphoid-Other
c_1_13_292,Lymphoid-Other
c_1_13_293,Stem
c_1_13_294,Epithelial
c_1_13_295,Lymphoid-T
c_1_13_296,Stem
c_1_13_297,Stem
c_1_13_298,Lymphoid-Other
c_1_13_299,Epithelial
c_1_13_300,Lymphoid-T
c_1_13_301,Stem
c_1_13_302,Epithelial
c_1_13_303,Epithelial
c_1_13_304,Epithelial
c_1_13_305,Epithelial
c_1_13_306,Stem
c_1_13_307,Epithelial
c_1_13_308,Stem
c_1_13_309,Stem
c_1_13_310,Stem
c_1_13_311,Stem
c_1_13_312,Lymphoid-T
c_1_13_314,Stem
c_1_13_315,Lymphoid-T
c_1_13_316,Stem
c_1_13_317,Lymphoid-T
c_1_13_318,Lymphoid-T
c_1_13_319,Lymphoid-T
c_1_13_320,Lymphoid-T
c_1_13_321,Epithelial
c_1_13_322,Epithelial
c_1_13_323,Myeloid
c_1_13_324,Epithelial
c_1_13_325,Stem
c_1_13_326,Epithelial
c_1_13_327,Lymphoid-Other
c_1_13_328,Epithelial
c_1_13_329,Lymphoid-T
c_1_13_330,Lymphoid-Other
c_1_13_331,Epithelial
c_1_13_332,Lymphoid-T
c_1_13_333,Lymphoid-T
c_1_13_334,Stem
c_1_13_335,Lymphoid-T
c_1_13_336,Lymphoid-T
c_1_13_337,Epithelial
c_1_13_338,Epithelial
c_1_13_339,Lymphoid-T
c_1_13_340,Epithelial
c_1_13_341,Lymphoid-T
c_1_13_342,Endothelial
c_1_13_343,Epithelial
c_1_13_344,Epithelial
c_1_13_345,Lymphoid-Other
