cell_id,UMAP_1,UMAP_2
c_1_29_1,7.366446,0.6353179
c_1_29_2,7.8917303,-0.4478195
c_1_29_3,8.030011,-1.9522699
c_1_29_4,9.533582,-1.8766959
c_1_29_5,9.175908,-1.6279713
c_1_29_6,7.860507,-0.038697492
c_1_29_7,7.8533626,-0.12746322
c_1_29_8,9.049086,2.099523
c_1_29_9,8.858562,-1.0065525
c_1_29_10,10.78751,4.0470715
c_1_29_11,7.9164033,1.1929737
c_1_29_12,8.145045,0.19895339
c_1_29_13,7.3655205,-1.8120397
c_1_29_14,7.397759,-1.7973127
c_1_29_15,8.404769,1.0562949
c_1_29_16,7.4581685,-1.852578
c_1_29_17,6.5559783,1.0346498
c_1_29_18,7.549349,-1.9189838
c_1_29_19,9.568849,-2.073482
c_1_29_20,7.6541476,-1.9040647
c_1_29_21,7.778071,-1.8703868
c_1_29_22,8.841774,0.49069765
c_1_29_23,7.536825,-1.8910939
c_1_29_24,9.212256,-0.75660914
c_1_29_25,8.325967,1.0947385
c_1_29_26,9.061812,-1.366102
c_1_29_27,8.224471,0.7086853
c_1_29_28,9.29058,-1.4605578
c_1_29_29,8.919754,-1.0600984
c_1_29_30,8.231488,-1.6552776
c_1_29_31,9.129865,-2.3364036
c_1_29_32,7.6611643,-1.8797045
c_1_29_33,7.6827416,-1.9025627
c_1_29_34,9.35241,2.9457593
c_1_29_35,8.285569,0.6781129
c_1_29_36,8.542884,1.842702
c_1_29_37,8.804588,1.5397613
c_1_29_38,7.99346,-1.8281298
c_1_29_39,8.170768,0.5274125
c_1_29_40,9.769021,-0.47219887
c_1_29_41,7.961577,0.005893743
c_1_29_42,7.552316,-1.6316155
c_1_29_43,9.497958,0.5891647
c_1_29_44,8.547486,1.5813954
c_1_29_45,10.077856,0.27648985
c_1_29_46,9.33981,-0.9075881
c_1_29_47,7.575239,-1.8592218
c_1_29_48,9.4532,0.44966644
c_1_29_49,9.136167,2.8060517
c_1_29_50,9.197273,-0.6688414
c_1_29_51,7.9649115,-0.20091373
c_1_29_52,9.451507,3.0230703
c_1_29_53,9.169125,2.963366
c_1_29_54,7.2920585,-1.752125
c_1_29_55,9.187538,2.8266845
c_1_29_56,9.1988,2.8533573
