cell_id,cell_type
c_1_29_1,Endothelial
c_1_29_2,Endothelial
c_1_29_3,Mesenchymal-Stromal
c_1_29_4,Mesenchymal-Stromal
c_1_29_5,Mesenchymal-Stromal
c_1_29_6,Endothelial
c_1_29_7,Myeloid
c_1_29_8,Neuronal-Glial
c_1_29_9,Mesenchymal-Stromal
c_1_29_10,Lymphoid-T
c_1_29_11,Lymphoid-Other
c_1_29_12,Endothelial
c_1_29_13,Mesenchymal-Stromal
c_1_29_14,Mesenchymal-Stromal
c_1_29_15,Endothelial
c_1_29_16,Mesenchymal-Stromal
c_1_29_17,Mesenchymal-Stromal
c_1_29_18,Mesenchymal-Stromal
c_1_29_19,Mesenchymal-Stromal
c_1_29_20,Mesenchymal-Stromal
c_1_29_21,Mesenchymal-Stromal
c_1_29_22,Endothelial
c_1_29_23,Mesenchymal-Stromal
c_1_29_24,Mesenchymal-Stromal
c_1_29_25,Mesenchymal-Stromal
c_1_29_26,Mesenchymal-Stromal
c_1_29_27,Mesenchymal-Stromal
c_1_29_28,Lymphoid-T
c_1_29_29,Mesenchymal-Stromal
c_1_29_30,Mesenchymal-Stromal
c_1_29_31,Mesenchymal-Stromal
c_1_29_32,Mesenchymal-Stromal
c_1_29_33,Mesenchymal-Stromal
c_1_29_34,Endothelial
c_1_29_35,Endothelial
c_1_29_36,Mesenchymal-Stromal
c_1_29_37,Endothelial
c_1_29_38,Mesenchymal-Stromal
c_1_29_39,Mesenchymal-Stromal
c_1_29_40,Mesenchymal-Stromal
c_1_29_41,Mesenchymal-Stromal
c_1_29_42,Mesenchymal-Stromal
c_1_29_43,Mesenchymal-Stromal
c_1_29_44,Mesenchymal-Stromal
c_1_29_45,Mesenchymal-Stromal
c_1_29_46,Mesenchymal-Stromal
c_1_29_47,Mesenchymal-Stromal
c_1_29_48,Mesenchymal-Stromal
c_1_29_49,Endothelial
c_1_29_50,Mesenchymal-Stromal
c_1_29_51,Myeloid
c_1_29_52,Mesenchymal-Stromal
c_1_29_53,Endothelial
c_1_29_54,Mesenchymal-Stromal
c_1_29_55,Neuronal-Glial
c_1_29_56,Endothelial
c_1_29_57,Mesenchymal-Stromal
c_1_29_58,Lymphoid-T
c_1_29_59,Mesenchymal-Stromal
c_1_29_60,Endothelial
c_1_29_61,Mesenchymal-Stromal
c_1_29_62,Endothelial
c_1_29_63,Mesenchymal-Stromal
c_1_29_64,Endothelial
c_1_29_65,Lymphoid-Other
c_1_29_66,Mesenchymal-Stromal
c_1_29_67,Mesenchymal-Stromal
c_1_29_68,Mesenchymal-Stromal
c_1_29_69,Mesenchymal-Stromal
c_1_29_70,Mesenchymal-Stromal
c_1_29_71,Mesenchymal-Stromal
c_1_29_72,Mesenchymal-Stromal
c_1_29_73,Mesenchymal-Stromal
c_1_29_74,None
c_1_29_75,Mesenchymal-Stromal
c_1_29_76,Mesenchymal-Stromal
c_1_29_77,Mesenchymal-Stromal
c_1_29_78,Mesenchymal-Stromal
c_1_29_79,Mesenchymal-Stromal
c_1_29_80,Neuronal-Glial
c_1_29_81,Mesenchymal-Stromal
c_1_29_82,Mesenchymal-Stromal
c_1_29_83,Mesenchymal-Stromal
