cell_id,4-1BB,B7-H3,CD123,CD14,CD163,CD27,CD31,CD38,CD39,CD40,CD68,CTLA4,FABP4,FOXP3,GITR,GZMB,ICOS,IL-18,IL-1b,IgD,Ki-67,LAG3,LAMP1,NF-kB p65,PD-L1,Tim-3,VISTA,Vimentin,iNOS,pan-RAS
c_1_29_1,-0.0074550034,1.411435,-0.64896977,1.80868,0.91673493,-1.1519175,-0.18829334,-1.9169569,1.2639515,-1.1743531,0.7542017,-1.2920153,-0.28069046,-1.1887591,-1.4741542,-0.7834067,-0.76502025,-1.2574897,-0.68636096,1.0385108,-1.7255851,-1.470413,1.2293082,-2.3180997,-0.8619263,2.1779726,-1.8803259,1.9621935,-1.8698589,1.3121076
c_1_29_2,-1.2243273,1.7292343,-1.6103188,-1.0414788,0.32469162,-2.6453903,2.5086474,0.9046648,-0.32435665,-0.8575396,-0.29473644,-1.582625,-0.8217277,-3.2756414,-1.690035,-1.9629817,-1.0290614,-1.3606716,-0.77354413,1.950967,-0.60507977,-1.1000973,0.54637843,-2.7998724,-0.9384268,1.9266806,-1.574949,1.2059143,-2.1079571,1.2150245
c_1_29_3,-1.1702843,0.1916029,-1.9803708,-2.344918,-1.3102555,-3.1176548,-1.6189646,-2.1700644,-1.6909658,-2.3286216,-1.332065,-1.746902,-0.30763733,-3.5043943,-1.8113251,-2.8331802,-1.2673081,-2.4365907,-0.45128793,-1.6785697,-0.8255567,-0.8876892,-1.9826345,-5.4384203,-0.9190722,-0.7599876,-3.0077274,-0.72041726,-2.0504003,-2.3883157
c_1_29_4,-0.72888184,1.3701311,-0.7076371,-1.5737348,-1.241533,-3.0031428,-1.9205222,-2.398045,0.2821193,-2.3565228,0.18602079,-0.32933995,2.513028,-2.883807,-0.32775176,-0.056554154,-0.4627762,-1.473256,0.6872084,-0.68759555,-0.5344886,-0.36779666,-2.5877392,-3.4881988,-0.61184335,0.98912257,-2.7724123,-0.8552393,-1.7707582,0.4360702
c_1_29_5,-0.1852784,0.068305425,-0.09526359,-1.7682782,-1.9207592,-2.8213801,-2.2561903,-2.7505727,-2.2001996,-2.1801333,0.056256816,-0.35249934,1.0980705,-1.8690983,-0.09482621,-0.13046663,-0.20931964,-1.5021656,0.711635,-1.5266538,0.053718016,0.53886735,-3.4343843,-4.8507104,-0.34196195,-0.3402819,-2.5235338,0.028020483,-2.2627296,-1.829145
c_1_29_6,-1.5889498,1.4672502,0.4838828,2.0574095,0.670573,-2.7111824,-0.11368405,-2.2571654,1.4309735,-1.0829027,3.267425,-0.90582824,-0.29862097,-1.5123595,-2.2147775,-0.79102653,-1.0290614,-1.7542524,-0.98752105,-0.5108967,-2.5148942,-1.493681,4.5720363,-2.2739809,-0.9908121,1.6178656,-1.833873,0.88718915,-1.282383,-0.18568319
c_1_29_7,-1.0390533,1.8434033,-0.40888363,1.6922429,0.40017995,-2.7453437,-0.92870104,-2.5525382,1.1269996,-0.9884076,2.7208433,-0.081267826,0.12973568,-2.0522504,-1.5542762,-0.82552326,-0.90757316,-1.4863573,-0.77137625,-0.55285585,-1.7458904,-0.8177913,4.2989745,-2.3165214,-0.53120637,1.5856956,-2.2787519,0.14847715,-1.4378828,0.600056
c_1_29_8,0.37604025,2.3631876,1.6780183,3.9707716,-0.91198677,-1.9726919,-0.48691672,-0.9083273,1.0748001,-0.8615674,0.537027,1.0369152,2.8398237,1.1722847,1.0368718,2.1126716,0.42361778,0.090157084,2.3025527,-1.7298782,0.9297456,1.3844163,-0.10190366,-0.62947357,-0.0250636,1.6122943,-0.66329503,-0.5343457,0.06008564,1.4845488
c_1_29_9,-0.8144095,1.2747662,-0.8342416,0.24817453,-1.0854548,-2.896283,-1.0924957,-1.9788065,0.18844093,-1.4303429,0.29445875,-1.2020099,3.0168636,-1.885571,-0.5151971,-1.8389233,-0.17164102,-1.3883723,0.020700445,1.3051988,-0.91158956,-0.61922556,-2.3206851,-3.5965378,-0.08564655,-0.81334907,-2.1067936,0.54281306,-3.5291197,0.059182856
c_1_29_10,0.38305578,1.6428386,1.0545775,1.4051192,1.3641742,-1.7446635,0.48091412,0.0830934,1.0630591,-1.0374473,1.419183,1.461384,3.098517,1.3669208,1.4557483,2.2232108,1.1157869,0.905727,2.121762,1.0920405,1.3939517,1.8283004,-1.0611025,-0.7261284,1.0981717,2.2397864,-0.5967135,1.6103116,1.5288222,1.6902739
c_1_29_11,-0.6377597,1.6567495,-0.78286487,-1.3829902,0.8226716,-0.75203353,0.5145593,-1.759482,0.5363953,-1.8541718,-0.74245566,-0.053073596,1.0081363,0.12489654,-0.40990764,0.29586074,0.09299643,-1.0136511,0.28797856,1.0728704,-1.1815158,-0.21334676,-0.11426885,-0.08806506,-0.46379682,2.321111,-1.5183518,2.8322563,0.99054503,1.5669913
c_1_29_12,-1.0816292,2.7363374,0.7805031,0.7611363,0.93102914,-2.5798402,-0.6444809,-1.6884971,1.5659498,-0.949077,2.6670413,0.33940247,4.1604686,-1.3731787,-1.4247954,-0.00542728,-0.8724626,-0.8147211,-0.15220653,1.7154855,0.8560936,-1.0976064,2.3610806,-1.1432917,-0.35463378,2.5792525,-1.2102227,0.017091786,-2.5596416,2.3036287
c_1_29_13,-1.6347967,-0.6116644,-2.1460578,-0.58550626,-2.616529,-3.2011535,-2.7882,-3.3608644,-1.793831,-2.1663053,-1.6303816,-2.6938205,-0.5086285,-3.7371604,-1.5489806,-4.553309,-1.8220607,-2.5794756,-1.3142571,0.23655537,-1.6208893,-0.7069311,-2.8802826,-4.9781203,-1.2381045,-0.77214277,-2.8245573,-0.47637096,-0.37857202,-3.8409512
c_1_29_14,-1.7092617,-1.0161242,-2.2685924,-2.8037467,-1.511966,-3.0235496,-2.204472,-4.2690997,-2.771801,-2.8068955,-3.1506016,-1.533688,-1.8319757,-4.3784122,-2.0287228,-3.7050202,-0.9826714,-2.833281,-1.1928564,-1.0192375,-1.8226329,-1.0654513,-2.5002952,-6.0875,-1.8533636,-0.55350363,-3.2850833,-2.029447,-1.863328,-0.65999866
c_1_29_15,-0.17044458,1.2776004,-0.14866076,2.2379694,1.1242653,-2.527136,1.2935777,-2.3366683,1.4440703,-1.0037006,0.7401849,0.22443272,0.81734717,-1.5123595,-0.3288929,0.5963359,-0.3445638,-1.4942493,0.4887107,2.0684893,-0.8765068,0.5221155,0.92574507,-1.9613984,-0.03171996,2.9040139,-1.8095034,2.8566217,0.18791498,0.79310906
c_1_29_16,-2.0031388,-1.3797988,-2.8309882,-2.7932217,-1.7137212,-3.3068244,-1.597626,-4.5945053,-2.2471435,-2.906772,-5.0051055,-2.7538965,-1.9343302,-4.9311333,-3.099101,-4.516143,-1.4389044,-3.42253,-1.6882577,-0.53015625,-2.6993935,-1.4273672,-4.1151853,-6.2439146,-2.1026933,-1.672156,-3.1838381,-1.5728092,-1.4271663,-0.6989497
c_1_29_17,-0.6009839,1.5461164,0.12614025,1.8392951,0.16305879,-1.7623953,-1.036322,-1.6355811,0.806001,-1.2615939,1.3128059,-0.5308327,0.70607245,-0.47828797,-0.63476044,0.31165466,-0.91348255,-1.103051,-0.44007513,-0.8355014,-0.49292478,0.21260126,1.0051662,-0.9806088,-0.5781479,1.0637207,-0.7687995,1.1902947,-0.5670844,0.6076995
c_1_29_18,-1.5310317,-0.48694885,-1.7683854,-3.063369,-1.7588781,-3.2750125,-2.1189458,-4.2890515,-2.138794,-2.4307952,-4.4280343,-2.4619164,-1.4617157,-4.335282,-2.649477,-2.5526133,-1.1547302,-3.2792273,-1.2839569,0.06993659,-1.9108049,-2.4184048,-3.7911463,-5.635468,-1.56783,-1.9354702,-2.988166,-3.685751,-3.335877,-0.52010536
c_1_29_19,-0.6520439,1.3687834,0.2006457,-2.0947855,-1.3590575,-2.8115487,-2.2487159,-3.185233,-0.5070115,-2.2450027,-0.27179584,-0.57611233,2.0739887,-2.1272814,-0.41108212,-0.27986258,-1.0605704,-2.5755107,0.1470076,-0.77651274,-0.13837722,-0.094386235,-2.4749033,-3.77902,-0.93519044,1.1561543,-2.1300342,-1.922765,-1.47035,0.22131565
c_1_29_20,-1.0446657,-1.7876081,-2.3830507,-1.5605661,-3.0974433,-3.1297379,-3.0875456,-2.990245,-2.352638,-2.4270747,-3.3329184,-1.2961986,-0.903523,-3.8306763,-0.95382935,-3.9824057,-1.6721516,-2.63967,-0.27149025,-0.19185688,-1.8652173,-0.16849023,-3.597111,-5.245243,-1.095674,-0.6426725,-2.8936195,1.1421126,-0.49601033,-4.489881
c_1_29_21,-1.7029241,-0.55015177,-2.163216,-1.2882539,-2.2186112,-3.202607,-2.324812,-3.3373482,-1.2222981,-2.4049675,-3.7736692,-2.1523845,-0.42649442,-4.051834,-1.9421626,-2.7408328,-1.638389,-2.7771163,-1.0877932,-1.4396018,-1.9573234,-1.1888986,-1.6163392,-4.6663847,-1.5889568,0.90385014,-3.0077274,0.8654139,-2.118919,-1.6113443
c_1_29_22,-0.47350755,1.4271804,-0.3521429,0.95300394,-0.94382244,-2.4876153,-1.4595107,0.045858726,0.65376604,-1.7472105,-0.035069674,-0.6958213,1.4964391,-1.7787207,-0.52496785,-0.20812841,-0.4580118,-1.3858422,0.26645398,-0.41111165,0.10949872,0.6197232,-0.3782312,-1.9444958,-0.38274914,1.5498383,-2.3088326,1.0836483,-0.8397945,1.2723832
c_1_29_23,-1.873973,-0.74534386,-2.577244,-2.9771562,-1.752373,-3.1810286,-2.1683695,-4.2362885,-2.1567605,-2.76559,-3.7584324,-2.2881331,-1.1372342,-5.1648097,-2.317292,-3.5558822,-1.3863004,-3.2586415,-0.49671775,-1.6450603,-1.2461045,-1.7103851,-3.3486495,-5.2967916,-1.9206116,-1.2298687,-3.231829,-2.5887454,-0.96388966,-0.5304978
c_1_29_24,0.2794848,-0.6392291,-0.83943474,-1.9134704,-1.0564259,-2.2749293,-0.8056815,-2.3835802,-0.8864962,-2.1663053,-1.3510826,0.23804627,1.2007198,-1.3026237,0.97525555,-1.6893951,-0.9704728,-1.7952543,0.5971877,0.6022515,0.45189446,1.1300181,-3.1095135,-3.7050488,0.6471809,0.5524424,-1.6911626,2.1780317,-0.4187113,-2.2345703
c_1_29_25,-1.0673125,3.0038385,0.4854526,2.8454587,-0.17552902,-2.354095,0.020513851,-0.8262107,2.5929148,-1.0573112,0.50781196,-0.80708736,2.2910926,0.24856114,-0.08853702,1.3666936,-0.3400618,-1.3012196,0.5749762,-0.09039905,-0.30767566,-0.410793,-0.5001134,-0.14803325,0.7792263,2.0835433,-0.03907925,-0.21762745,-0.6016684,2.244332
c_1_29_26,-0.85266876,-0.35638964,-1.6033555,-1.6063995,-1.3700439,-2.7272165,-1.9142503,-2.5580878,-0.51741314,-2.2337022,-0.9439774,-0.4290936,0.8406604,-2.3815646,-0.22366145,-0.6162181,-1.3133782,-2.182267,0.6983451,-0.016198214,-1.3741086,0.5694995,-2.400895,-3.373137,-1.061346,0.45186535,-1.8685926,0.7706249,-0.4170236,-2.6342537
c_1_29_27,-0.43443304,3.4342954,0.2662807,4.083399,-0.8060472,-2.2973218,-0.760662,-1.8877333,1.4576187,-1.1831186,-0.030586878,0.006761859,2.8857293,-0.22905031,-0.49333605,0.4772872,-0.73492247,-0.9917647,0.5513509,-1.1154947,0.14000683,0.20379299,0.047762543,-1.1447405,-0.97103375,2.0946004,-1.5932977,0.030104108,-0.86861175,2.6939087
c_1_29_28,-0.47548622,-1.8172598,-0.6441396,-0.9674797,-2.5149617,-2.3031466,-0.98175347,-1.6136583,-2.0666058,-2.17859,0.018055663,0.89079416,-0.80124825,-2.322244,0.4115846,-0.55627406,0.40952915,-1.066928,1.2059686,-1.8732945,0.29338118,1.5253682,-3.033539,-4.79556,0.07476433,0.40562057,-2.157559,-0.51798105,-0.96388966,-1.3195488
c_1_29_29,-0.49340302,-1.8780192,-1.1218169,-1.6407981,-2.8654366,-2.728115,-2.0572245,-2.8297505,-1.8838797,-2.720886,-0.31449372,-0.081267826,1.8737414,-1.4265312,-0.6220652,-1.2831025,-0.15511088,-2.1348758,0.16972722,-2.000938,-0.9087629,0.54784125,-2.1904879,-2.40286,-1.393408,0.855183,-2.664669,0.3921717,0.21842569,-1.5966848
c_1_29_30,-0.9202432,-0.86682415,-1.7795175,-0.9995457,-2.2186112,-2.7628787,-3.0305333,-3.2604854,-1.665336,-2.3994973,-1.1580998,-0.38135386,-0.7975439,-2.2299032,0.4498541,-2.0149496,-1.288445,-2.4935915,-0.51978976,-1.5266538,-0.8392151,1.014096,-2.6295013,-4.477761,-0.5949367,-0.07308823,-2.656659,-0.4782582,0.57534397,-3.6075602
c_1_29_31,-0.58926207,1.47618,-1.5619576,-1.1703432,-1.7137212,-3.0771344,-1.5817771,-2.758759,-0.5122045,-2.4820602,-1.1382304,-0.2881042,1.5705836,-2.0055528,-1.0613906,-0.08240173,-0.8724626,-1.7253486,0.2569707,-0.9587998,-1.4002452,-0.90835834,-1.935282,-3.5162277,-0.68359476,0.41537458,-2.7329397,-2.6787953,-1.3926944,0.69554645
c_1_29_32,-0.9624476,-0.45074946,-1.9843879,-2.159781,-2.1792133,-3.2261562,-2.5555816,-3.769129,-1.2823055,-2.523337,-3.345156,-1.6067145,-0.00022411968,-3.607221,-0.99404407,-3.4399116,-1.5482608,-3.013961,-0.87338734,-1.3512694,-1.2526649,-0.9129746,-3.5842805,-5.869736,-0.52847373,-0.0093671745,-2.9849277,1.0221918,-0.88316405,-3.6668637
c_1_29_33,-1.3584663,-2.125363,-2.091054,-1.5785434,-2.9078705,-3.2718873,-2.4449627,-3.8282032,-1.6755418,-2.723202,-1.2134658,-1.3599517,-0.6784284,-4.073858,-0.18872182,-3.8030815,-1.4011953,-2.9538786,-0.5255954,-1.3949622,-1.2168125,-0.32007685,-4.558862,-6.490234,-0.6923509,-1.1875297,-3.2355773,-0.07040168,0.11899463,-4.7315254
c_1_29_34,0.25378957,1.9141254,0.5658084,0.6265201,2.4689727,-1.8480424,2.624317,1.1981382,0.7841306,-1.2354286,0.6481131,0.9430616,2.151614,1.1119096,1.0730633,2.030382,0.8963095,0.117548786,1.8490626,1.2365673,0.8173619,1.7999322,0.6538502,-0.15651032,0.70512867,3.2348032,-0.694677,3.670469,2.7152588,3.2137418
c_1_29_35,-1.1048012,3.1871173,0.45705432,1.9423468,0.4558472,-2.5471325,-0.13823152,-1.5184606,1.0041933,-1.45526,-0.21847308,-0.13071865,2.9601922,-0.32269853,-0.8834233,1.5722154,-0.68658835,-1.0423762,0.20058767,-0.32467443,-0.18724169,-0.2625809,0.6489078,-1.1622238,-1.051142,2.0527353,-0.82638246,1.801889,-1.2061616,2.679937
c_1_29_36,-0.061776735,1.7491221,-0.426592,0.5412102,0.58469623,-1.1207864,1.3544655,-1.9947506,1.2786853,-1.7305543,0.5140288,0.169091,2.2319481,0.30941516,0.54413635,0.8108712,-0.41096008,-0.17320324,0.83925575,0.69684947,0.62616295,0.4685262,-0.4329423,-0.66733545,-0.23565398,1.7672105,-1.1989493,2.5401475,0.89062583,1.5576468
c_1_29_37,-0.32977754,0.85319597,0.51665056,3.688746,0.42564988,-2.2256565,-1.0205714,-0.94886094,0.82401615,-1.2037978,1.1217605,0.34263444,2.4204419,0.22417705,0.555806,1.3749061,-0.33108628,-0.92929655,2.155237,-0.4823402,0.36797607,0.68957454,-1.1337137,-0.83775395,0.25885847,1.2664403,-0.06931335,0.9003628,-0.4925168,1.7103652
c_1_29_38,-0.96378446,-1.0209885,-1.4090506,-1.7827666,-2.3832786,-3.0031428,-2.838328,-3.2237978,-1.4133881,-2.5804327,-1.2960067,-0.7993388,-0.12653105,-3.4522471,-0.36910677,-2.565273,-1.8823472,-2.8420286,-0.7670462,0.27836642,-0.5237279,-0.3957529,-3.524602,-5.2158623,-0.9677531,-0.073755,-2.6328542,-0.062217303,0.8653884,-3.193417
c_1_29_39,-1.1223998,3.2719183,0.27819434,1.9303304,0.46582642,-2.3303912,-0.33587983,-1.6478018,2.31752,-1.2263143,0.28876626,-0.6624051,2.6918492,-1.9378552,-0.43704632,1.4055278,-0.38552615,-1.4706435,-0.2508698,-0.6224949,-0.8025236,-0.48156866,0.8571783,-2.2562149,-0.47712833,1.6674824,-1.6569238,-0.5241597,-1.0454524,2.542581
c_1_29_40,-0.35072622,-0.56153154,-0.47365305,-1.493572,-0.8540013,-2.271529,-1.4793527,-2.459631,-0.9602715,-1.8054448,0.7878281,-0.46372643,3.5036764,-0.84333295,0.46106175,-0.28315923,-1.4541806,-0.9250425,0.33565128,0.6645932,0.17801504,1.9011607,-2.7671778,-2.2393823,0.27847058,0.15973644,-2.1300342,-0.23697738,0.34475577,-1.1259453
c_1_29_41,-1.4051757,2.5002255,1.9566092,2.4613717,1.5239525,-2.6511931,-0.7133383,-2.0764658,0.11241194,-1.400698,2.6336896,-1.2547338,0.08550117,-1.5830084,-1.491378,-0.00542728,-0.6707226,-1.8731267,-0.3921381,-0.77651274,-0.81604415,-0.65851676,2.2479475,-2.764229,-0.6748708,2.1334658,-1.775966,0.32552016,-1.5678875,1.9751962
c_1_29_42,-1.5348293,-0.7707159,-1.874166,-2.2808905,-0.845208,-3.1243496,-1.4545821,-4.092016,-1.8457842,-2.4326594,-1.3103502,-1.8877493,-1.7698276,-4.172449,-2.5193114,-3.2936482,-1.0957886,-3.2433062,-1.0309813,-1.6012123,-2.5148942,-1.6661248,-2.3611104,-4.1202655,-1.7242551,0.2811697,-2.763876,0.30425316,-0.9041212,0.43702906
c_1_29_43,-0.35807618,0.9803771,-0.75503045,-1.5894012,-0.9210379,-2.4812968,-0.87344843,-0.23455232,1.7677306,-1.9326857,0.4257255,-0.08205643,1.1879288,-1.1829689,-0.18005487,0.94793123,-0.32661316,-1.0246623,0.4116144,0.2740049,0.33712304,-0.29835907,-2.1330266,-1.7662312,0.4280294,1.3628316,-2.2830162,1.4077852,-0.47339848,0.9204276
c_1_29_44,0.005109871,0.7526979,-0.08159553,1.4987304,0.66144127,-1.2062832,0.41918638,-0.80858773,1.1535027,-1.5764612,0.19534676,-0.36327395,0.22062989,0.20221335,-0.1995936,1.6728059,-0.6680899,-0.88915336,0.9120147,0.8310715,1.0422498,-0.49323905,-0.48519486,-1.0833385,-0.38274914,2.0645494,-0.4848727,2.2076573,1.1547396,1.5797081
c_1_29_45,-0.42769077,0.16346972,0.10082711,-1.7010599,0.22741827,-1.5001303,-0.69671685,-2.1632297,1.4686005,-2.1571658,0.4251353,-0.050740775,0.6443867,-0.9068826,0.14246817,1.0046287,-0.7927631,-0.53995717,1.3335983,0.42750475,0.5670798,0.2705346,-1.9637874,-2.8153446,0.07050901,-0.3937893,-1.7902578,0.7581912,0.20576465,0.3700374
c_1_29_46,-0.3654598,-0.45433787,-0.8290585,-1.5966699,-1.1446289,-2.59151,-2.1119885,-3.0192869,-1.942655,-2.447666,-0.27941293,-0.36327395,3.5695133,-1.8016719,0.61017215,-1.3198924,-1.0637478,-1.3283029,0.4116144,-0.45417434,-0.066015236,0.5414349,-2.559272,-2.708042,-1.1130238,0.66725194,-1.8786448,0.52896774,0.6800996,-1.8154837
c_1_29_47,-0.9826151,-2.0308096,-1.8896314,-1.1934214,-2.4880183,-2.9421048,-3.0418007,-3.8602095,-2.7750337,-2.3012905,-1.2648184,-1.1807523,-0.5349931,-3.8930454,-0.7252774,-4.0821686,-1.1054972,-2.3771107,0.52025396,-1.639528,-0.39728925,-0.9199156,-4.2602177,-7.584646,-0.44525582,-0.83499146,-2.9465444,-0.34264174,-1.511622,-6.122837
c_1_29_48,-0.023111733,-0.69153005,-0.16871625,-1.1229534,-0.7590675,-2.4911435,-1.6844484,-0.9748317,0.10031691,-1.7788681,0.17597869,0.08328107,0.56025785,-0.97887963,0.8387923,0.62864923,-1.3062239,-1.4369124,1.3943348,1.100829,0.17538334,0.7750774,-1.1145085,-1.3570552,-0.509429,1.6854119,-1.0723526,1.579727,1.6418922,-1.542943
c_1_29_49,-0.7024833,2.1384041,0.4187047,-0.32733634,3.0188951,-1.8133122,2.8161454,1.7857814,0.06722963,-1.217262,-0.570645,0.169091,1.930691,1.6501838,0.03235642,1.8070003,0.23090017,-0.18925709,1.0554157,0.9366088,0.94294184,-0.20292227,-0.020578004,0.5090702,-0.04508885,4.2211313,-1.4544148,3.7736318,2.5523694,4.097932
c_1_29_50,-0.58926207,0.3613051,-1.1218169,-1.6782662,0.07042626,-2.72095,-0.5563705,-1.7812228,-0.7508047,-1.7686105,-0.23415153,-0.98391706,0.002419551,-2.0177813,-0.7463846,-0.9656868,-0.6892445,-1.7455478,0.30265492,2.1092086,0.3647475,0.5414349,-2.5504715,-3.1245122,-0.28945723,0.9791552,-1.8786448,1.9963988,-2.1410089,-0.27163917
c_1_29_51,-1.3297318,1.5765086,0.32197812,1.4608107,0.84602034,-2.7816794,0.1900923,-2.2484384,0.8390834,-1.0407376,2.1204665,-0.4646702,1.0754843,-2.2718134,-2.1115677,-0.3030002,-0.58049804,-1.5313935,-0.9708488,0.052995082,-1.917393,-1.3906577,2.8370934,-3.0369742,-1.0140944,0.84475446,-1.8273404,1.0035518,-1.6819361,1.0139232
c_1_29_52,0.14606307,1.3566093,1.0469859,2.5128996,2.1046183,-1.8108273,-0.111246295,0.2878165,0.868439,-0.8117955,1.2305914,0.79846394,1.7263621,0.7592021,1.104693,1.7071527,0.08016349,0.6000662,1.459734,0.39276588,0.8710155,1.7774683,-0.77634066,-0.7359103,1.0617741,1.6447756,-0.33425218,0.7647721,0.78691226,1.6899775
c_1_29_53,-0.5165885,2.367134,0.5182003,0.010641045,2.879416,-1.7570083,3.000029,2.4874873,-0.03275473,-1.3236276,-0.5162658,0.42685503,1.8362215,1.8802615,0.83126384,3.015324,0.48813638,0.33894917,0.97364074,2.6270125,0.5507647,0.6159922,1.1532018,0.60093987,-0.1901364,5.1649947,-1.0291274,4.0597887,2.32288,4.0435743
c_1_29_54,-1.5988072,-0.26010242,-2.4542005,-1.3094262,-2.2506201,-2.8783247,-2.4367132,-1.87132,-1.788356,-2.212966,-2.9737277,-2.4165304,-0.9842309,-3.888852,-2.0182765,-4.2665057,-1.1680568,-2.68883,-1.5760958,-0.62925124,-1.7054596,-1.5890069,-1.2904898,-5.1836967,-1.4973538,-0.34256327,-3.1056066,0.8539722,-2.0504003,-3.3521016
c_1_29_55,-0.39910766,1.7557043,0.7166251,-0.17413954,1.9980278,-1.8817517,2.0491514,1.3105344,-0.25059035,-1.2301042,-0.22670919,0.8356735,1.6831667,1.209374,0.7563927,1.730069,0.15777759,0.09883773,1.3477004,1.561263,0.7109694,0.59473896,-0.08962667,-0.009227062,-0.099319525,4.2873464,-1.1360883,3.4244227,2.0014286,3.3234532
c_1_29_56,-0.47945052,1.9986677,0.87687916,-0.22207966,2.7818313,-2.1285355,3.037866,1.5213908,0.2384403,-1.2835327,-0.2457851,0.5340032,1.7378342,1.4485449,0.7431993,1.9698155,0.28827617,0.04926761,1.3202429,1.9158396,0.09590805,1.0330971,0.11274972,-0.32457587,0.07263749,4.370586,-0.95556045,3.738974,2.3782997,3.4366553
c_1_29_57,-0.30552644,-0.9540192,-0.8032953,-1.1954396,-0.43236354,-2.4361558,-0.44004914,-2.2859993,-0.68917763,-1.6839254,0.1900229,-0.21046779,0.57898253,-0.7044448,0.3781073,-1.5729473,-1.3205566,-1.0939741,1.4280748,1.0639621,-0.0015650592,-0.07126565,-2.6424146,-2.3880062,0.572295,0.7739945,-0.4687539,1.7903224,1.6524255,-1.5439667
c_1_29_58,-0.1468271,1.7102545,0.51665056,1.7974406,0.9992289,-2.2772028,-0.7368535,-0.70566994,0.14937292,-1.1117703,0.46546656,-0.21466078,2.0102332,-0.20420566,-0.29262322,1.7466985,-0.096261725,-1.1327676,0.5154305,0.31292942,0.42531234,0.28480858,0.31568316,-1.108555,0.50746715,2.38084,-0.13085863,1.0759242,-0.1386217,1.6694291
c_1_29_59,-1.2133743,1.0344055,-1.1509225,-2.275915,0.24391735,-2.756382,2.1254134,-1.7471652,-1.0947903,-2.0591335,-1.9109434,-0.8632735,-1.1287066,-3.557333,-2.2667043,-1.0618999,-1.1547302,-2.3189366,-1.148683,0.5456333,-2.3073926,-0.797863,-0.5952656,-2.221814,-1.7925581,0.82503104,-2.2872918,1.766725,-0.6592926,1.0410652
c_1_29_60,0.016116815,1.7557043,0.8070142,0.7103065,0.049658928,-2.1911652,-0.25277513,1.3302282,0.09362874,-1.6194319,0.20727241,0.059063796,1.9840144,1.3136215,-0.045937352,1.9968005,-0.48194155,0.2694427,1.2642772,-0.33638328,0.29920664,0.21991774,-0.20926557,-0.56771845,0.3458803,2.5681298,-0.8665066,2.4382532,0.4562914,2.7824643
c_1_29_61,-1.9630512,0.30484834,-3.0751045,-3.1931179,-1.3481232,-3.1654994,-1.1587849,-4.178571,-2.2400196,-2.772787,-2.290523,-1.7957625,-1.0225843,-3.7371604,-2.9208474,-2.0294232,-1.001104,-3.1042988,1.0268999,-1.2390902,-2.1608496,-1.7980493,-1.4807991,-3.431063,-1.4689234,-0.6334477,-3.1621404,0.71414506,-1.4676261,-0.19604513
c_1_29_62,-1.2900118,2.244951,-1.724324,-2.8942208,2.9722073,-2.8037536,2.376269,-2.5277572,-0.10507591,-2.222497,-2.0280495,-1.3172382,-0.72105443,-0.85911167,-1.7217436,-0.39030704,-1.3641552,-2.1618528,0.5784986,2.4442139,-1.5393468,-1.6195661,-0.63126254,-2.0799859,-1.4012463,2.240219,-2.744124,2.5335014,1.5001482,1.2689015
c_1_29_63,-1.5694135,2.021591,-0.7051666,-1.0717953,0.3431399,-2.4117253,4.1131454,-0.09799223,-0.71336895,-1.1483961,-0.553,-0.97910184,-0.04023889,-2.119706,-2.051842,-0.28206006,-1.1283283,-1.390905,-0.8373658,-0.18639085,-1.5580512,-1.1708812,0.83485585,-1.7146585,-1.6534747,1.8634882,-1.4981099,1.5347759,-0.16853656,1.8493483
c_1_29_64,-0.3379427,0.95865446,0.183097,2.3065717,-0.54519594,-2.4202402,-0.76408774,-0.6901649,0.9208002,-1.7162853,0.046238374,-0.5781028,2.1414454,-0.90154207,0.112421595,1.1802515,-0.76502025,-0.8516763,0.94602317,-0.43560848,0.11310912,0.8835493,-1.8666035,-2.2324538,-0.68650997,1.0774822,-1.5484848,0.8130428,-1.382196,1.197532
c_1_29_65,-0.8389896,2.7453663,-0.079648346,2.4730535,2.081215,-2.166956,1.159398,-0.89314055,0.831963,-0.99730754,0.12635435,-0.010707457,1.8502094,1.2527909,-0.9141844,1.7918702,-0.36494485,-1.05574,0.52025396,0.19160716,-0.46601897,-0.26613563,0.9968695,-0.061431434,-0.5642466,2.3807392,0.04043376,2.6806183,1.0527037,1.9621332
c_1_29_66,-1.6469727,1.9460334,-1.0363886,-2.2544835,1.4681474,-2.641266,1.0957333,-2.9311748,-0.7972413,-1.6967754,-2.1817043,-1.9249367,-0.008173567,-2.0995824,-1.4062982,-1.4357052,-1.2498558,-1.4138088,1.3377552,1.2569913,-2.336281,-1.4103566,1.034443,-3.5338984,-1.1095437,-0.40356237,-2.2017388,-0.41034093,-0.5047698,1.5046887
c_1_29_67,-1.018177,1.9251559,0.10627193,2.6036115,-0.104366176,-2.35348,-0.2554003,-1.8687065,0.7873882,-1.2803763,0.23937093,-1.2424499,2.6666229,-1.0991414,-1.1964775,0.82690144,-0.6707226,-0.39684755,0.5370531,0.67000425,-0.015836807,-0.3845326,-0.623198,-1.8081449,-0.17829998,0.35425013,-1.8619242,0.7648325,-1.2999673,0.5633277
