cell_id,cell_type
c_1_17_1,Endothelial
c_1_17_2,Endothelial
c_1_17_6,Endothelial
c_1_17_7,Myeloid
c_1_17_8,Mesenchymal-Stromal
c_1_17_9,Mesenchymal-Stromal
c_1_17_10,Erythroid
c_1_17_11,Neuronal-Glial
c_1_17_12,Endothelial
c_1_17_13,Mesenchymal-Stromal
c_1_17_14,Mesenchymal-Stromal
c_1_17_15,Endothelial
c_1_17_16,Lymphoid-T
c_1_17_17,Lymphoid-Other
c_1_17_18,Neuronal-Glial
c_1_17_19,Epithelial
c_1_17_20,Erythroid
c_1_17_21,Endothelial
c_1_17_22,Mesenchymal-Stromal
c_1_17_23,Neuronal-Glial
c_1_17_24,Endothelial
c_1_17_25,Mesenchymal-Stromal
c_1_17_27,Mesenchymal-Stromal
c_1_17_28,Endothelial
c_1_17_29,Epithelial
c_1_17_30,Lymphoid-T
c_1_17_32,Lymphoid-Other
c_1_17_33,Mesenchymal-Stromal
c_1_17_34,Myeloid
c_1_17_35,Endothelial
c_1_17_36,Neuronal-Glial
c_1_17_37,Endothelial
c_1_17_38,Mesenchymal-Stromal
c_1_17_39,Erythroid
c_1_17_40,Erythroid
c_1_17_41,Endothelial
c_1_17_42,Mesenchymal-Stromal
c_1_17_43,Epithelial
c_1_17_44,Mesenchymal-Stromal
c_1_17_45,Mesenchymal-Stromal
c_1_17_46,Neuronal-Glial
c_1_17_47,Mesenchymal-Stromal
c_1_17_48,Neuronal-Glial
c_1_17_49,Mesenchymal-Stromal
c_1_17_50,Mesenchymal-Stromal
c_1_17_51,Mesenchymal-Stromal
c_1_17_52,Endothelial
c_1_17_53,Endothelial
c_1_17_54,Neuronal-Glial
c_1_17_55,Mesenchymal-Stromal
c_1_17_56,Mesenchymal-Stromal
c_1_17_57,Endothelial
c_1_17_58,Neuronal-Glial
c_1_17_59,Endothelial
c_1_17_60,Myeloid
c_1_17_61,Endothelial
c_1_17_62,Mesenchymal-Stromal
c_1_17_63,Myeloid
c_1_17_64,Lymphoid-T
c_1_17_66,Erythroid
c_1_17_67,Endothelial
c_1_17_68,Mesenchymal-Stromal
c_1_17_69,Mesenchymal-Stromal
c_1_17_72,Endothelial
c_1_17_73,Mesenchymal-Stromal
c_1_17_74,Mesenchymal-Stromal
c_1_17_75,Endothelial
c_1_17_76,Erythroid
c_1_17_77,Lymphoid-T
c_1_17_78,Erythroid
c_1_17_80,Endothelial
c_1_17_81,Neuronal-Glial
c_1_17_82,Endothelial
c_1_17_83,Mesenchymal-Stromal
c_1_17_84,Mesenchymal-Stromal
c_1_17_85,Mesenchymal-Stromal
c_1_17_86,Mesenchymal-Stromal
c_1_17_87,Lymphoid-Other
c_1_17_88,Mesenchymal-Stromal
c_1_17_89,Lymphoid-Other
c_1_17_90,Mesenchymal-Stromal
c_1_17_91,Lymphoid-T
c_1_17_92,Mesenchymal-Stromal
c_1_17_93,Mesenchymal-Stromal
c_1_17_94,Mesenchymal-Stromal
c_1_17_95,Lymphoid-Other
c_1_17_96,Erythroid
c_1_17_97,Mesenchymal-Stromal
c_1_17_98,Mesenchymal-Stromal
c_1_17_100,Neuronal-Glial
c_1_17_101,Endothelial
c_1_17_102,Neuronal-Glial
c_1_17_103,Endothelial
c_1_17_104,Mesenchymal-Stromal
c_1_17_105,Mesenchymal-Stromal
c_1_17_107,Erythroid
c_1_17_108,Neuronal-Glial
c_1_17_109,Endothelial
c_1_17_110,Mesenchymal-Stromal
c_1_17_111,Mesenchymal-Stromal
c_1_17_113,Lymphoid-Other
c_1_17_114,Mesenchymal-Stromal
c_1_17_115,Lymphoid-Other
c_1_17_116,Mesenchymal-Stromal
c_1_17_117,Mesenchymal-Stromal
c_1_17_118,Mesenchymal-Stromal
c_1_17_120,Lymphoid-Other
c_1_17_121,Endothelial
c_1_17_122,Mesenchymal-Stromal
c_1_17_123,Lymphoid-Other
c_1_17_124,Mesenchymal-Stromal
c_1_17_125,Erythroid
c_1_17_126,Neuronal-Glial
c_1_17_127,Mesenchymal-Stromal
c_1_17_128,Mesenchymal-Stromal
c_1_17_129,Mesenchymal-Stromal
c_1_17_130,Mesenchymal-Stromal
c_1_17_131,Endothelial
c_1_17_132,Lymphoid-T
c_1_17_133,Lymphoid-Other
c_1_17_135,Endothelial
c_1_17_136,Neuronal-Glial
