cell_id,cell_type
c_1_33_1,Mesenchymal-Stromal
c_1_33_2,Epithelial
c_1_33_3,Epithelial
c_1_33_4,Epithelial
c_1_33_5,Epithelial
c_1_33_6,Epithelial
c_1_33_7,Epithelial
c_1_33_8,Epithelial
c_1_33_9,Lymphoid-T
c_1_33_10,Epithelial
c_1_33_11,Epithelial
c_1_33_12,Epithelial
c_1_33_13,Epithelial
c_1_33_14,Lymphoid-Other
c_1_33_15,Epithelial
c_1_33_16,Epithelial
c_1_33_17,Epithelial
c_1_33_18,Epithelial
c_1_33_19,Epithelial
c_1_33_20,Lymphoid-Other
c_1_33_21,Epithelial
c_1_33_22,Lymphoid-Other
c_1_33_23,Lymphoid-Other
c_1_33_24,Epithelial
c_1_33_25,Epithelial
c_1_33_26,Epithelial
c_1_33_27,Lymphoid-Other
c_1_33_28,Epithelial
c_1_33_29,Epithelial
c_1_33_30,Epithelial
c_1_33_31,Epithelial
c_1_33_32,Lymphoid-Other
c_1_33_33,Epithelial
c_1_33_34,Epithelial
c_1_33_35,Lymphoid-Other
c_1_33_37,Epithelial
c_1_33_38,Epithelial
c_1_33_39,Lymphoid-Plasma
c_1_33_40,Epithelial
c_1_33_41,Epithelial
c_1_33_42,Epithelial
c_1_33_43,Lymphoid-Other
c_1_33_44,Epithelial
c_1_33_45,Epithelial
c_1_33_46,Epithelial
c_1_33_47,Epithelial
c_1_33_48,Mesenchymal-Stromal
c_1_33_49,Epithelial
c_1_33_50,Epithelial
c_1_33_51,Epithelial
c_1_33_52,Epithelial
c_1_33_53,Epithelial
c_1_33_54,Epithelial
c_1_33_55,Epithelial
c_1_33_56,Epithelial
c_1_33_57,Epithelial
c_1_33_58,Lymphoid-T
c_1_33_59,Lymphoid-Other
c_1_33_60,Lymphoid-Other
c_1_33_61,Epithelial
c_1_33_62,Lymphoid-Other
c_1_33_63,Epithelial
c_1_33_64,Epithelial
c_1_33_65,Epithelial
c_1_33_66,Epithelial
c_1_33_67,Stem
c_1_33_68,Epithelial
c_1_33_69,Epithelial
c_1_33_70,Lymphoid-Other
c_1_33_71,Stem
c_1_33_72,Epithelial
c_1_33_73,Lymphoid-Other
c_1_33_74,Epithelial
c_1_33_75,Epithelial
c_1_33_76,Lymphoid-Plasma
c_1_33_77,Epithelial
c_1_33_78,Lymphoid-Other
c_1_33_79,Lymphoid-Other
c_1_33_80,Epithelial
c_1_33_81,Epithelial
c_1_33_82,Epithelial
c_1_33_83,Epithelial
c_1_33_84,Epithelial
c_1_33_85,Epithelial
c_1_33_86,Epithelial
c_1_33_87,Epithelial
c_1_33_88,Epithelial
c_1_33_89,Epithelial
c_1_33_90,Epithelial
c_1_33_91,Epithelial
c_1_33_92,Epithelial
c_1_33_93,Epithelial
c_1_33_94,Epithelial
c_1_33_95,Lymphoid-Other
c_1_33_96,Epithelial
c_1_33_97,Epithelial
c_1_33_98,Epithelial
c_1_33_99,Epithelial
c_1_33_100,Lymphoid-Other
c_1_33_101,Epithelial
c_1_33_102,Stem
c_1_33_103,Epithelial
c_1_33_104,Epithelial
c_1_33_105,Epithelial
c_1_33_106,Epithelial
c_1_33_107,Epithelial
c_1_33_108,Lymphoid-Other
c_1_33_109,Stem
c_1_33_110,Epithelial
c_1_33_111,Stem
c_1_33_112,Epithelial
c_1_33_113,Epithelial
c_1_33_114,Epithelial
c_1_33_115,Epithelial
c_1_33_116,Epithelial
c_1_33_117,Epithelial
c_1_33_118,Epithelial
c_1_33_119,Epithelial
c_1_33_120,Epithelial
c_1_33_121,Epithelial
c_1_33_122,Stem
c_1_33_123,Epithelial
c_1_33_124,Epithelial
c_1_33_125,Epithelial
c_1_33_126,Epithelial
c_1_33_127,Lymphoid-Plasma
c_1_33_128,Epithelial
c_1_33_129,Epithelial
c_1_33_130,Epithelial
c_1_33_131,Epithelial
c_1_33_132,Epithelial
c_1_33_133,Epithelial
c_1_33_134,Epithelial
c_1_33_135,Epithelial
c_1_33_136,Epithelial
c_1_33_137,Epithelial
c_1_33_138,Epithelial
c_1_33_139,Lymphoid-Plasma
c_1_33_140,Epithelial
c_1_33_141,Epithelial
c_1_33_142,Epithelial
c_1_33_143,Epithelial
c_1_33_144,Epithelial
c_1_33_145,Epithelial
c_1_33_146,Epithelial
c_1_33_147,Epithelial
c_1_33_148,Epithelial
c_1_33_149,Epithelial
c_1_33_150,Epithelial
c_1_33_151,Epithelial
c_1_33_152,Stem
c_1_33_153,Epithelial
c_1_33_154,Stem
c_1_33_155,Epithelial
c_1_33_156,Epithelial
c_1_33_157,Epithelial
c_1_33_158,Epithelial
c_1_33_159,Epithelial
c_1_33_160,Epithelial
c_1_33_161,Epithelial
c_1_33_162,Epithelial
c_1_33_163,Lymphoid-Other
c_1_33_164,Epithelial
c_1_33_165,Epithelial
c_1_33_166,Epithelial
c_1_33_167,Epithelial
c_1_33_168,Epithelial
c_1_33_169,Epithelial
c_1_33_170,Epithelial
c_1_33_171,Epithelial
c_1_33_173,Epithelial
c_1_33_174,Epithelial
c_1_33_175,Epithelial
c_1_33_176,Epithelial
c_1_33_177,Epithelial
c_1_33_178,Epithelial
c_1_33_179,Epithelial
c_1_33_180,Epithelial
c_1_33_181,Epithelial
c_1_33_182,Epithelial
c_1_33_183,Epithelial
c_1_33_184,Lymphoid-Other
c_1_33_185,Epithelial
c_1_33_186,Epithelial
c_1_33_187,Epithelial
c_1_33_188,Epithelial
c_1_33_190,Epithelial
c_1_33_191,Epithelial
c_1_33_192,Epithelial
c_1_33_193,Epithelial
c_1_33_194,Epithelial
c_1_33_195,Lymphoid-Other
c_1_33_196,Epithelial
c_1_33_197,Epithelial
c_1_33_198,Epithelial
c_1_33_199,Epithelial
c_1_33_200,Epithelial
c_1_33_201,Epithelial
c_1_33_202,Myeloid
c_1_33_203,Epithelial
c_1_33_204,Epithelial
c_1_33_205,Epithelial
c_1_33_206,Epithelial
c_1_33_207,Lymphoid-Other
c_1_33_208,Epithelial
c_1_33_209,Epithelial
c_1_33_210,Epithelial
c_1_33_211,Epithelial
c_1_33_212,Stem
c_1_33_213,Stem
c_1_33_214,Epithelial
c_1_33_215,Epithelial
c_1_33_216,Epithelial
c_1_33_217,Lymphoid-Plasma
c_1_33_218,Epithelial
c_1_33_219,Epithelial
c_1_33_220,Epithelial
c_1_33_221,Epithelial
c_1_33_222,Epithelial
c_1_33_223,Epithelial
c_1_33_224,Epithelial
c_1_33_225,Lymphoid-Plasma
c_1_33_226,Stem
c_1_33_227,Epithelial
c_1_33_228,Stem
c_1_33_229,Stem
c_1_33_231,Epithelial
c_1_33_232,Epithelial
c_1_33_233,Epithelial
c_1_33_234,Stem
c_1_33_236,Epithelial
c_1_33_237,Epithelial
c_1_33_238,Epithelial
c_1_33_239,Epithelial
c_1_33_240,Epithelial
c_1_33_241,Epithelial
c_1_33_242,Epithelial
c_1_33_243,Epithelial
c_1_33_244,Epithelial
c_1_33_245,Epithelial
c_1_33_246,Epithelial
c_1_33_247,Epithelial
c_1_33_248,Epithelial
c_1_33_249,Epithelial
c_1_33_250,Epithelial
c_1_33_252,Epithelial
c_1_33_253,Epithelial
c_1_33_254,Lymphoid-Other
c_1_33_255,Epithelial
c_1_33_256,Epithelial
c_1_33_257,Epithelial
c_1_33_258,Lymphoid-Plasma
c_1_33_259,Epithelial
c_1_33_260,Epithelial
c_1_33_261,Epithelial
c_1_33_262,Epithelial
c_1_33_263,Epithelial
c_1_33_264,Epithelial
c_1_33_265,Lymphoid-Plasma
c_1_33_266,Lymphoid-Plasma
c_1_33_267,Epithelial
c_1_33_268,Epithelial
c_1_33_269,Epithelial
c_1_33_270,Stem
c_1_33_271,Lymphoid-Other
c_1_33_272,Epithelial
c_1_33_274,Epithelial
c_1_33_275,Epithelial
c_1_33_276,Lymphoid-Plasma
c_1_33_277,Epithelial
c_1_33_278,Epithelial
c_1_33_279,Epithelial
c_1_33_280,Lymphoid-T
c_1_33_281,Epithelial
c_1_33_282,Epithelial
c_1_33_283,Epithelial
c_1_33_284,Stem
c_1_33_285,Epithelial
c_1_33_286,Epithelial
c_1_33_287,Stem
c_1_33_288,Epithelial
c_1_33_289,Epithelial
c_1_33_290,Epithelial
c_1_33_291,Epithelial
c_1_33_292,Stem
c_1_33_293,Epithelial
c_1_33_294,Epithelial
c_1_33_295,Epithelial
c_1_33_296,Epithelial
c_1_33_297,Epithelial
c_1_33_298,Lymphoid-Other
c_1_33_299,Epithelial
c_1_33_300,Epithelial
c_1_33_301,Stem
c_1_33_302,Epithelial
c_1_33_303,Epithelial
c_1_33_304,Epithelial
c_1_33_305,Epithelial
c_1_33_306,Epithelial
c_1_33_307,Stem
c_1_33_308,Epithelial
c_1_33_309,Lymphoid-DC
c_1_33_310,Epithelial
c_1_33_311,Epithelial
c_1_33_312,Lymphoid-Other
c_1_33_313,Epithelial
c_1_33_314,Epithelial
c_1_33_315,Epithelial
c_1_33_316,Epithelial
c_1_33_317,Epithelial
c_1_33_319,Epithelial
c_1_33_320,Epithelial
c_1_33_321,Epithelial
c_1_33_322,Epithelial
c_1_33_323,Epithelial
c_1_33_324,Epithelial
c_1_33_325,Epithelial
c_1_33_326,Epithelial
c_1_33_327,Epithelial
c_1_33_328,Epithelial
c_1_33_329,Epithelial
c_1_33_330,Lymphoid-T
c_1_33_331,Epithelial
c_1_33_332,Epithelial
c_1_33_333,Epithelial
c_1_33_334,Epithelial
c_1_33_335,Epithelial
c_1_33_336,Epithelial
c_1_33_337,Epithelial
c_1_33_338,Epithelial
c_1_33_339,Epithelial
c_1_33_340,Epithelial
c_1_33_341,Epithelial
c_1_33_342,Lymphoid-T
c_1_33_343,Epithelial
c_1_33_344,Epithelial
c_1_33_345,Epithelial
c_1_33_346,Epithelial
c_1_33_347,Lymphoid-Plasma
c_1_33_348,Epithelial
c_1_33_349,Epithelial
c_1_33_350,Lymphoid-Other
c_1_33_351,Epithelial
c_1_33_352,Epithelial
c_1_33_353,Epithelial
c_1_33_354,Epithelial
c_1_33_355,Lymphoid-DC
c_1_33_356,Epithelial
c_1_33_357,Epithelial
c_1_33_358,Epithelial
c_1_33_359,Epithelial
c_1_33_360,Epithelial
c_1_33_361,Epithelial
c_1_33_362,Epithelial
c_1_33_363,Epithelial
c_1_33_364,Epithelial
c_1_33_365,Epithelial
c_1_33_366,Epithelial
c_1_33_367,Epithelial
c_1_33_368,Epithelial
c_1_33_369,Epithelial
c_1_33_370,Epithelial
c_1_33_371,Epithelial
c_1_33_372,Epithelial
c_1_33_373,Lymphoid-Other
c_1_33_374,Epithelial
c_1_33_375,Epithelial
c_1_33_376,Epithelial
c_1_33_377,Epithelial
c_1_33_378,Epithelial
c_1_33_379,Epithelial
c_1_33_380,Epithelial
c_1_33_381,Epithelial
c_1_33_382,Epithelial
c_1_33_384,Epithelial
c_1_33_385,Epithelial
c_1_33_386,Epithelial
c_1_33_387,Epithelial
c_1_33_388,Epithelial
c_1_33_389,Epithelial
c_1_33_392,Lymphoid-Other
c_1_33_393,Epithelial
c_1_33_394,Epithelial
c_1_33_395,Epithelial
c_1_33_396,Epithelial
c_1_33_397,Epithelial
c_1_33_398,Epithelial
c_1_33_399,Epithelial
c_1_33_401,Epithelial
c_1_33_402,Epithelial
c_1_33_403,Epithelial
c_1_33_404,Epithelial
c_1_33_405,Epithelial
c_1_33_406,Epithelial
c_1_33_407,Epithelial
c_1_33_408,Epithelial
c_1_33_409,Epithelial
c_1_33_410,Epithelial
c_1_33_411,Epithelial
c_1_33_412,Epithelial
c_1_33_413,Epithelial
c_1_33_414,Epithelial
c_1_33_415,Epithelial
c_1_33_416,Epithelial
c_1_33_417,Epithelial
c_1_33_418,Epithelial
c_1_33_419,Epithelial
c_1_33_420,Epithelial
c_1_33_421,Epithelial
c_1_33_422,Epithelial
c_1_33_423,Epithelial
c_1_33_424,Lymphoid-Other
c_1_33_425,Epithelial
c_1_33_426,Epithelial
c_1_33_427,Epithelial
c_1_33_428,Epithelial
c_1_33_429,Epithelial
c_1_33_430,Epithelial
c_1_33_431,Epithelial
c_1_33_432,Epithelial
c_1_33_433,Epithelial
c_1_33_434,Epithelial
c_1_33_435,Epithelial
c_1_33_436,Epithelial
c_1_33_437,Epithelial
c_1_33_438,Epithelial
c_1_33_439,Epithelial
c_1_33_440,Epithelial
c_1_33_441,Epithelial
c_1_33_442,Epithelial
c_1_33_443,Epithelial
c_1_33_444,Epithelial
c_1_33_445,Epithelial
c_1_33_446,Epithelial
c_1_33_447,Epithelial
c_1_33_448,Epithelial
c_1_33_449,Epithelial
c_1_33_450,Epithelial
c_1_33_451,Epithelial
c_1_33_453,Epithelial
c_1_33_454,Epithelial
c_1_33_456,Epithelial
c_1_33_457,Epithelial
c_1_33_458,Epithelial
c_1_33_459,Epithelial
c_1_33_460,Epithelial
c_1_33_461,Epithelial
c_1_33_462,Epithelial
c_1_33_464,Lymphoid-Other
c_1_33_465,Epithelial
c_1_33_466,Epithelial
c_1_33_467,Epithelial
c_1_33_468,Epithelial
c_1_33_469,Epithelial
c_1_33_470,Epithelial
c_1_33_471,Epithelial
c_1_33_473,Epithelial
c_1_33_474,Epithelial
c_1_33_475,Epithelial
c_1_33_476,Epithelial
c_1_33_477,Epithelial
c_1_33_478,Epithelial
c_1_33_479,Epithelial
c_1_33_480,Epithelial
c_1_33_481,Epithelial
c_1_33_483,Epithelial
c_1_33_484,Epithelial
c_1_33_485,Epithelial
c_1_33_486,Epithelial
c_1_33_487,Epithelial
c_1_33_488,Epithelial
c_1_33_489,Epithelial
c_1_33_490,Epithelial
c_1_33_491,Epithelial
c_1_33_492,Epithelial
c_1_33_493,Epithelial
c_1_33_494,Epithelial
c_1_33_495,Epithelial
c_1_33_496,Epithelial
c_1_33_497,Epithelial
c_1_33_498,Epithelial
c_1_33_499,Epithelial
c_1_33_500,Epithelial
c_1_33_501,Epithelial
c_1_33_502,Epithelial
c_1_33_503,Epithelial
c_1_33_504,Epithelial
c_1_33_505,Epithelial
c_1_33_506,Epithelial
c_1_33_507,Epithelial
c_1_33_508,Lymphoid-Other
c_1_33_509,Epithelial
c_1_33_510,Epithelial
c_1_33_511,Epithelial
c_1_33_512,Epithelial
c_1_33_513,Epithelial
c_1_33_514,Epithelial
c_1_33_516,Epithelial
c_1_33_517,Epithelial
c_1_33_518,Epithelial
c_1_33_519,Epithelial
c_1_33_520,Epithelial
c_1_33_521,Epithelial
c_1_33_522,Epithelial
c_1_33_523,Epithelial
c_1_33_524,Lymphoid-B
c_1_33_525,Epithelial
c_1_33_526,Epithelial
c_1_33_527,Epithelial
c_1_33_528,Epithelial
c_1_33_529,Epithelial
c_1_33_530,Epithelial
c_1_33_531,Epithelial
c_1_33_532,Epithelial
c_1_33_533,Epithelial
c_1_33_534,Epithelial
c_1_33_535,Epithelial
c_1_33_536,Epithelial
c_1_33_537,Epithelial
c_1_33_538,Epithelial
c_1_33_539,Epithelial
c_1_33_540,Epithelial
c_1_33_541,Epithelial
c_1_33_542,Epithelial
c_1_33_543,Lymphoid-Other
c_1_33_544,Epithelial
c_1_33_545,Epithelial
c_1_33_546,Epithelial
c_1_33_547,Epithelial
c_1_33_548,Epithelial
c_1_33_549,Epithelial
c_1_33_550,Epithelial
c_1_33_551,Epithelial
c_1_33_552,Epithelial
c_1_33_553,Epithelial
c_1_33_554,Epithelial
c_1_33_555,Epithelial
c_1_33_556,Epithelial
c_1_33_557,Epithelial
c_1_33_558,Epithelial
c_1_33_559,Epithelial
c_1_33_560,Epithelial
c_1_33_561,Epithelial
c_1_33_562,Epithelial
c_1_33_563,Epithelial
c_1_33_564,Epithelial
c_1_33_565,Epithelial
c_1_33_566,Epithelial
c_1_33_567,Epithelial
c_1_33_568,Epithelial
c_1_33_569,Epithelial
c_1_33_570,Epithelial
c_1_33_571,Epithelial
c_1_33_573,Epithelial
c_1_33_574,Epithelial
c_1_33_575,Lymphoid-Other
c_1_33_576,Epithelial
c_1_33_577,Epithelial
c_1_33_578,Lymphoid-DC
c_1_33_579,Epithelial
c_1_33_580,Epithelial
c_1_33_581,Epithelial
c_1_33_582,Epithelial
c_1_33_583,Epithelial
c_1_33_584,Lymphoid-Other
c_1_33_585,Lymphoid-Other
c_1_33_586,Epithelial
c_1_33_589,Lymphoid-Other
c_1_33_590,Epithelial
c_1_33_591,Epithelial
c_1_33_592,Epithelial
c_1_33_593,Epithelial
c_1_33_594,Epithelial
c_1_33_595,Lymphoid-Other
c_1_33_596,Lymphoid-Plasma
c_1_33_597,Lymphoid-Other
c_1_33_598,Epithelial
c_1_33_600,Epithelial
c_1_33_601,Epithelial
c_1_33_602,Epithelial
c_1_33_603,Epithelial
c_1_33_604,Epithelial
c_1_33_605,Epithelial
c_1_33_606,Epithelial
c_1_33_607,Epithelial
c_1_33_608,Epithelial
c_1_33_609,Epithelial
c_1_33_611,Endothelial
