cell_id,ABL1,CCL11,CD14,CD163,CFD,CMKLR1,CX3CL1,CXCR3,ERBB2,FGF7,FZD5,GDF15,HLA-DQA1,IFNA1/13,IL17RA,INSR,ITGB4,KLK3,LPAR5,MAP2K1,MYC,OASL,PTGES2,PTGIS,RGS1,SMO,TAP2,TCL1A,TNFRSF4,TYMS
c_1_33_31,-0.2129596106504971,-0.20339105382896225,-0.23483166899165228,-0.1432480165674313,-0.23099113956901798,-0.15187086753868442,-0.17887046491003178,-0.16727011994868426,-0.24714625338316076,-0.12465863659234365,-0.2232729888046348,-0.17950117297558035,-0.21646122038755355,-0.15359093526246012,-0.18393268637497495,-0.23577742402180368,-0.13990112467261479,-0.16217480669851375,-0.1841154970541691,-0.26491724913217946,-0.147537263044595,-0.15647812618624193,-0.1764287592581053,-0.18264070115162032,-0.17708440151087326,-0.1820387505455687,-0.1852635974803207,-0.12475880776925369,-0.1385066911463142,6.167649600723102
c_1_33_32,4.551460743042734,-0.20339105382896225,-0.23483166899165228,6.4409034223992,-0.23099113956901798,-0.15187086753868442,-0.17887046491003178,-0.16727011994868426,-0.24714625338316076,-0.12465863659234365,-0.2232729888046348,-0.17950117297558035,-0.21646122038755355,-0.15359093526246012,-0.18393268637497495,-0.23577742402180368,-0.13990112467261479,-0.16217480669851375,-0.1841154970541691,-0.26491724913217946,-0.147537263044595,-0.15647812618624193,-0.1764287592581053,-0.18264070115162032,-0.17708440151087326,-0.1820387505455687,-0.1852635974803207,-0.12475880776925369,-0.1385066911463142,-0.20119862103519293
c_1_33_33,-0.2129596106504971,-0.20339105382896225,-0.23483166899165228,-0.1432480165674313,-0.23099113956901798,-0.15187086753868442,-0.17887046491003178,-0.16727011994868426,-0.24714625338316076,-0.12465863659234365,-0.2232729888046348,-0.17950117297558035,-0.21646122038755355,-0.15359093526246012,-0.18393268637497495,-0.23577742402180368,-0.13990112467261479,-0.16217480669851375,-0.1841154970541691,-0.26491724913217946,-0.147537263044595,-0.15647812618624193,-0.1764287592581053,-0.18264070115162032,-0.17708440151087326,-0.1820387505455687,-0.1852635974803207,-0.12475880776925369,-0.1385066911463142,-0.20119862103519293
c_1_33_34,-0.2129596106504971,-0.20339105382896225,-0.23483166899165228,-0.1432480165674313,-0.23099113956901798,-0.15187086753868442,-0.17887046491003178,-0.16727011994868426,-0.24714625338316076,-0.12465863659234365,1.680499861538927,-0.17950117297558035,-0.21646122038755355,-0.15359093526246012,-0.18393268637497495,-0.23577742402180368,-0.13990112467261479,-0.16217480669851375,-0.1841154970541691,1.3618245442664285,-0.147537263044595,-0.15647812618624193,-0.1764287592581053,-0.18264070115162032,-0.17708440151087326,-0.1820387505455687,-0.1852635974803207,-0.12475880776925369,-0.1385066911463142,-0.20119862103519293
c_1_33_35,-0.2129596106504971,-0.20339105382896225,-0.23483166899165228,-0.1432480165674313,-0.23099113956901798,-0.15187086753868442,-0.17887046491003178,-0.16727011994868426,-0.24714625338316076,-0.12465863659234365,-0.2232729888046348,-0.17950117297558035,-0.21646122038755355,-0.15359093526246012,-0.18393268637497495,-0.23577742402180368,-0.13990112467261479,-0.16217480669851375,-0.1841154970541691,-0.26491724913217946,-0.147537263044595,-0.15647812618624193,-0.1764287592581053,7.525314179630463,-0.17708440151087326,-0.1820387505455687,-0.1852635974803207,-0.12475880776925369,-0.1385066911463142,-0.20119862103519293
c_1_33_37,-0.2129596106504971,-0.20339105382896225,-0.23483166899165228,-0.1432480165674313,-0.23099113956901798,-0.15187086753868442,-0.17887046491003178,-0.16727011994868426,-0.24714625338316076,-0.12465863659234365,-0.2232729888046348,-0.17950117297558035,-0.21646122038755355,-0.15359093526246012,-0.18393268637497495,-0.23577742402180368,-0.13990112467261479,-0.16217480669851375,-0.1841154970541691,-0.26491724913217946,-0.147537263044595,-0.15647812618624193,-0.1764287592581053,-0.18264070115162032,-0.17708440151087326,-0.1820387505455687,-0.1852635974803207,-0.12475880776925369,-0.1385066911463142,-0.20119862103519293
c_1_33_38,-0.2129596106504971,-0.20339105382896225,-0.23483166899165228,-0.1432480165674313,-0.23099113956901798,-0.15187086753868442,-0.17887046491003178,-0.16727011994868426,-0.24714625338316076,-0.12465863659234365,-0.2232729888046348,-0.17950117297558035,-0.21646122038755355,-0.15359093526246012,-0.18393268637497495,-0.23577742402180368,-0.13990112467261479,-0.16217480669851375,-0.1841154970541691,-0.26491724913217946,-0.147537263044595,-0.15647812618624193,-0.1764287592581053,-0.18264070115162032,-0.17708440151087326,-0.1820387505455687,-0.1852635974803207,-0.12475880776925369,-0.1385066911463142,-0.20119862103519293
c_1_33_39,-0.2129596106504971,-0.20339105382896225,-0.23483166899165228,-0.1432480165674313,-0.23099113956901798,-0.15187086753868442,-0.17887046491003178,-0.16727011994868426,-0.24714625338316076,-0.12465863659234365,-0.2232729888046348,-0.17950117297558035,-0.21646122038755355,-0.15359093526246012,-0.18393268637497495,-0.23577742402180368,-0.13990112467261479,-0.16217480669851375,-0.1841154970541691,-0.26491724913217946,-0.147537263044595,-0.15647812618624193,-0.1764287592581053,-0.18264070115162032,-0.17708440151087326,-0.1820387505455687,-0.1852635974803207,-0.12475880776925369,-0.1385066911463142,-0.20119862103519293
c_1_33_40,-0.2129596106504971,2.0786402054444637,-0.23483166899165228,-0.1432480165674313,-0.23099113956901798,-0.15187086753868442,-0.17887046491003178,-0.16727011994868426,-0.24714625338316076,-0.12465863659234365,-0.2232729888046348,2.8326430045983804,-0.21646122038755355,-0.15359093526246012,-0.18393268637497495,-0.23577742402180368,-0.13990112467261479,-0.16217480669851375,-0.1841154970541691,-0.26491724913217946,-0.147537263044595,-0.15647812618624193,-0.1764287592581053,-0.18264070115162032,-0.17708440151087326,-0.1820387505455687,-0.1852635974803207,-0.12475880776925369,-0.1385066911463142,-0.20119862103519293
c_1_33_41,-0.2129596106504971,-0.20339105382896225,-0.23483166899165228,-0.1432480165674313,-0.23099113956901798,-0.15187086753868442,-0.17887046491003178,-0.16727011994868426,-0.24714625338316076,-0.12465863659234365,-0.2232729888046348,-0.17950117297558035,-0.21646122038755355,-0.15359093526246012,-0.18393268637497495,-0.23577742402180368,-0.13990112467261479,-0.16217480669851375,-0.1841154970541691,-0.26491724913217946,-0.147537263044595,-0.15647812618624193,-0.1764287592581053,-0.18264070115162032,-0.17708440151087326,-0.1820387505455687,-0.1852635974803207,-0.12475880776925369,-0.1385066911463142,4.549847526079126
c_1_33_42,-0.2129596106504971,-0.20339105382896225,-0.23483166899165228,-0.1432480165674313,-0.23099113956901798,-0.15187086753868442,-0.17887046491003178,-0.16727011994868426,2.6210849296576457,-0.12465863659234365,-0.2232729888046348,-0.17950117297558035,-0.21646122038755355,-0.15359093526246012,-0.18393268637497495,-0.23577742402180368,5.212660443412548,-0.16217480669851375,-0.1841154970541691,-0.26491724913217946,-0.147537263044595,-0.15647812618624193,-0.1764287592581053,-0.18264070115162032,-0.17708440151087326,-0.1820387505455687,-0.1852635974803207,-0.12475880776925369,-0.1385066911463142,-0.20119862103519293
c_1_33_43,-0.2129596106504971,-0.20339105382896225,-0.23483166899165228,-0.1432480165674313,-0.23099113956901798,-0.15187086753868442,-0.17887046491003178,-0.16727011994868426,-0.24714625338316076,-0.12465863659234365,-0.2232729888046348,-0.17950117297558035,-0.21646122038755355,-0.15359093526246012,-0.18393268637497495,-0.23577742402180368,-0.13990112467261479,-0.16217480669851375,4.540061128242422,-0.26491724913217946,-0.147537263044595,-0.15647812618624193,-0.1764287592581053,-0.18264070115162032,-0.17708440151087326,-0.1820387505455687,-0.1852635974803207,-0.12475880776925369,-0.1385066911463142,3.1718298117168975
c_1_33_44,-0.2129596106504971,-0.20339105382896225,-0.23483166899165228,-0.1432480165674313,-0.23099113956901798,-0.15187086753868442,-0.17887046491003178,-0.16727011994868426,-0.24714625338316076,-0.12465863659234365,-0.2232729888046348,-0.17950117297558035,-0.21646122038755355,-0.15359093526246012,-0.18393268637497495,-0.23577742402180368,-0.13990112467261479,-0.16217480669851375,-0.1841154970541691,-0.26491724913217946,-0.147537263044595,-0.15647812618624193,-0.1764287592581053,-0.18264070115162032,-0.17708440151087326,-0.1820387505455687,-0.1852635974803207,-0.12475880776925369,-0.1385066911463142,-0.20119862103519293
