cell_id,4-1BB,CD11c,CD123,CD127,CD14,CD16,CD40,CD45RA,CD68,CTLA4,EGFR,FABP4,FOXP3,GITR,GZMA,ICAM1,ICOS,IDO1,IL-18,IL-1b,IgD,Ki-67,LAG3,Ms IgG1,PD-1,PD-L1,PD-L2,Tim-3,iNOS,p53
c_1_17_852,-0.3051471,0.2327488,0.4525691,0.16036095,1.355829,0.076210484,1.7071979,0.3416078,1.1362001,-0.23298901,-0.021311846,1.3102156,-0.024041858,0.96296465,0.59335417,2.0275426,-0.0657274,1.0949931,0.36695594,-0.011906127,-0.6619977,-0.22616538,-1.0556264,-0.21353278,0.4781872,-1.3033683,0.47740087,0.94077086,-0.514809,1.4542239
c_1_17_853,-0.4194319,1.8708757,0.38512337,0.38445774,1.5832231,0.12858236,2.213922,0.64490926,1.6290046,-0.18247968,0.0036813547,0.62571746,0.7001434,-0.3054164,0.010497997,1.1358697,-0.18723355,0.88100404,0.71133024,-0.5032822,-0.7439326,-0.3150835,-0.68554294,-0.007965281,0.9332634,0.51756835,-0.005679501,1.3534235,0.11849273,1.6659596
c_1_17_854,-1.3660069,0.2327488,-1.2247429,-0.85499805,-0.6800292,-0.33193392,-0.6741798,0.018305242,0.21313995,-0.21720129,-1.3532376,-0.82368857,-1.2042016,-0.75022984,-0.5771889,-0.72056353,0.2097471,-0.7302005,-0.7627885,-0.082519725,0.19081649,-0.98101693,-0.22364974,0.28008845,-0.2985546,-0.9343079,-0.4969958,-0.842467,-0.277027,-1.6065476
c_1_17_855,0.6232527,0.5508437,0.45129064,1.0043982,-0.209278,-0.15842889,-0.526863,1.1488174,0.8289635,0.20747869,0.9556079,-0.5512053,-0.25692096,0.40412816,0.33320132,-0.5756709,1.2259585,0.66929394,-0.22749136,1.1944065,-0.020950101,1.9871424,-0.41808075,1.1746975,0.03278009,0.63068944,0.6258101,-0.41412032,0.647206,0.92315274
c_1_17_856,-0.08989649,2.5003872,-1.158196,-0.94781643,0.04004722,-0.25504035,0.24440962,0.0071275933,1.2721665,-0.754416,-0.8790859,0.4965974,-0.07276243,-0.42235562,1.0444685,0.42174298,0.8860259,0.011509347,0.3003183,-0.5155665,1.3466362,-0.5140855,-0.13434933,1.457983,0.39865395,1.1614823,-0.16861431,-0.18421207,0.46935984,1.0450398
c_1_17_857,1.37776,0.7269499,0.39694265,0.46838835,0.3566662,0.15206335,-0.03942769,-0.010723782,0.8009935,0.60591704,0.46349442,-0.32017085,0.71196663,1.4783112,1.4083723,-0.18694076,1.2384043,0.32029876,0.90363675,1.2802662,1.1144196,0.9848908,0.6521014,0.8734262,0.59622943,0.9907411,1.230377,-0.9320725,-0.06504478,0.07821685
c_1_17_858,-0.95722866,0.12345094,-0.8499502,-0.9631076,-0.4943119,-0.11579464,-0.7980499,0.03401401,0.46332946,-1.2872028,-0.7828314,-0.8220099,-0.956936,-0.30054772,-0.17837171,-1.1645974,0.94774884,-0.838953,-0.33076042,-0.6720906,-0.55025643,-1.0465523,0.20601122,-0.1717991,-0.2817997,-0.6214708,-0.74018186,-0.87938064,-0.77723014,-0.9809054
c_1_17_859,0.45112354,0.34552705,0.8140238,1.1028697,0.36445946,0.84585935,0.19336516,0.78294855,1.0479525,0.63178706,1.5529268,-0.034677107,0.40700483,0.63861454,1.4999769,-0.05687914,0.6293896,0.5216514,0.18482327,0.56237143,-0.54718715,0.8008044,-0.14341167,0.28008845,1.0566989,0.35791704,0.7865529,0.36636162,1.8794522,0.24626184
c_1_17_860,-0.4808016,-0.57454956,0.2591894,1.7179775,0.22834153,-0.3717083,0.07162971,0.3869445,0.30946025,0.07364181,1.5707077,-0.34869492,0.43808833,0.17857204,-0.09870528,-0.9135383,-0.52422065,0.2923042,0.4286912,-0.119306765,0.53638583,0.8359617,-0.2226014,0.20372166,0.41878986,0.30763087,-0.17628364,0.233064,3.0691795,0.056674387
c_1_17_861,-0.33702424,-0.058201496,0.41780275,1.2431729,0.01544979,-0.49686098,0.020836113,0.088312015,0.23373975,0.19995183,1.5625733,-0.7463472,-0.35587412,-0.49726766,0.23205332,-1.1215962,-0.20491928,0.07269377,0.42157263,-0.110267326,-0.4042528,-0.30892682,-0.4377467,-0.103927545,0.39576313,-0.074088305,-0.16606371,0.34677207,2.304024,0.008539294
c_1_17_862,0.8884832,0.35767323,1.5355868,1.201548,1.1864158,0.4421054,1.02494,2.6657276,0.54365104,1.3196343,0.9740927,0.36741647,1.8807685,0.27976152,0.38753146,-0.45744795,-0.41304788,2.4772723,1.7524439,0.45360225,1.1270076,0.9898942,1.5456352,0.6526874,0.95543027,0.29990917,1.3224143,0.4970563,2.1400151,1.3878082
c_1_17_863,-0.94934404,-0.48944125,0.49935177,0.7226027,0.27407584,-0.45412454,0.017450748,2.1848738,0.31339738,0.15180838,1.8421221,-0.16580161,0.299109,-0.5490328,0.48349702,-0.6972915,-0.49572024,0.5733468,0.6345542,-0.3826008,-0.95128816,-0.34131256,-0.1934555,0.30991971,0.8078875,0.67927253,-1.1350363,0.33421624,3.9006696,-0.11110277
c_1_17_864,-0.3948701,1.5045877,-0.19306232,-2.2592156,-0.3767599,-0.36310753,0.2605946,-1.1651105,1.004089,-0.24092981,-1.7890633,0.0946633,-1.528148,-0.63198364,-0.14322144,0.32812104,-0.966402,-0.7777738,-1.2081608,0.04537953,-0.086343616,-0.7290788,0.5103173,0.8877773,-0.5024052,0.0035774824,-0.7546588,0.17307642,0.9029885,-0.85541165
c_1_17_865,0.82513267,3.3103304,0.61160964,0.8323412,2.3056476,-0.30131492,3.0434792,-0.120999664,2.410504,-0.6179513,-0.12489919,1.2095696,0.21533117,0.16425942,1.4444542,2.3566985,-0.86625063,1.0376318,0.86272496,0.14000718,0.8965213,-0.14702488,-0.87452495,-0.03373101,0.9054535,-0.05031279,-0.1994565,0.8079045,-1.1400247,1.5753232
c_1_17_866,0.011786036,-0.70943314,-0.78241307,-1.6513473,-0.2964233,-1.3265315,-0.74096507,-1.0719861,0.7796263,-0.15943135,-0.77744985,-0.26126295,-0.61742705,0.09554569,0.19308689,-0.5423086,-0.6280204,-1.4440988,-0.00056629506,0.2635828,0.27659735,-0.682308,-0.9121327,-0.09059679,-1.5277596,0.08539697,-0.061595567,-0.15939432,-0.735452,-0.95495355
c_1_17_867,-0.0014329626,0.26789021,0.8431894,0.2351573,1.4501264,0.08284476,1.0147319,1.2427844,0.86200416,0.3039356,0.37763956,0.6194668,1.1852316,0.27647352,-0.19171204,0.4653577,-0.20788531,1.5535283,1.0222208,-0.4811516,-0.086343616,-0.337146,0.8264339,0.013282199,0.9070067,-0.35446164,0.024853759,0.9927931,0.5108835,0.9861688
c_1_17_868,-0.08671229,-0.19717535,0.2992243,0.43330598,0.8668705,0.10259551,0.90855867,1.3347449,0.19209819,-0.15734933,0.072919436,1.0366672,0.83530354,0.38689485,-0.17099825,0.6505743,-0.0068456917,0.0770855,0.98016024,0.023683282,1.0158279,-0.5356313,-0.8151725,0.70917255,0.18514839,0.014196264,0.020963518,0.89255285,-0.19811888,0.5470401
c_1_17_869,0.5356944,0.31792444,0.4047878,0.59366924,1.0763165,0.3463352,1.2997782,0.019233497,0.94909495,-0.18177758,0.0016861213,0.5032671,0.68905455,0.7791155,0.71852005,1.1424445,0.39508954,0.41298807,1.0797011,-0.54834586,0.96927893,0.21407577,-0.1393788,-0.22291349,-0.356161,-0.30889216,0.25814372,0.5687958,0.11378923,0.5094639
c_1_17_870,-0.16443934,-0.865247,-0.24828395,-0.93812066,0.117087625,-0.5343561,-0.5012141,-1.3348693,0.74480844,-0.3724732,-0.3489677,-0.18487127,-0.0651181,0.34886694,0.8515392,-0.16005962,-0.65113515,-1.8036699,0.23612879,-0.021340322,0.8656694,0.02727237,-0.71189153,-0.4090565,-1.8764848,-0.31094298,-0.37187156,-1.246461,-0.8808496,-1.3696636
c_1_17_871,0.012799685,-0.3901214,-0.14750521,1.3048344,0.8642446,-1.0582914,0.79939306,3.786391,1.050927,0.3604004,0.796758,0.42032734,0.91603535,0.5588651,0.7755491,-0.19404875,0.019242024,2.2318025,0.64937514,-0.76194817,-0.42382783,0.08311292,0.52720636,0.4113047,0.49396297,0.45511377,-0.04306189,0.027597014,3.6119034,1.0608106
c_1_17_872,0.34320185,3.3444924,0.118346885,-0.44846863,1.4803,-0.18143481,1.9538883,0.26402026,2.5726337,-0.5645116,-0.5463853,0.121846125,-0.24395463,0.1272311,1.7132016,2.398388,-0.30886966,0.38699585,0.37943506,0.11459922,0.77757686,0.076502495,0.6452022,1.6039006,0.4623062,-0.6404992,-0.39821237,-0.061535567,0.03564456,1.678533
c_1_17_873,1.6353884,1.3468877,0.65871596,1.0252115,0.06429133,0.93826884,-0.0090229,0.5167368,0.7595017,1.4448016,1.0109389,0.08274451,0.4016353,1.4442489,1.2124331,0.5397092,1.2568998,0.71802473,0.8004053,1.4382237,0.36249068,2.0822961,1.2184986,1.6286912,0.8256362,1.4967698,1.1494745,-0.29603297,-0.16373545,0.7567507
c_1_17_874,0.66499794,1.978517,-0.4131965,-0.51691717,0.43810797,0.9084692,0.762437,0.5643619,1.3078202,-0.6782548,-0.06395012,-0.06085749,0.46353868,0.82945514,2.4240668,1.8066654,0.94774884,0.09130374,1.0056462,-0.03514848,2.2400424,0.48217544,0.88391274,0.58820677,0.033904016,0.59723485,-0.03185838,-0.056246173,-0.39911228,1.9041064
c_1_17_875,0.98214406,0.5590703,0.47038588,0.12902018,-0.13732725,0.21656553,-0.2876077,-0.019246396,0.46141273,0.8970426,0.5566517,-0.8136372,-0.0069566923,1.3198864,0.5025776,0.4702672,0.47561824,0.08693738,-0.122174025,1.4232143,0.31596577,2.2271285,0.6243663,1.2827785,0.6470496,1.6128602,0.5571383,-0.50693136,-0.3662445,0.09040863
c_1_17_876,0.30807647,1.265985,-0.13086432,-0.33232212,1.3497319,0.5294253,1.0701168,-2.0775433,0.92538464,-1.8832273,-0.009767091,-0.1398911,0.51961124,0.73453945,1.2659401,2.2845364,0.14385292,0.14417256,1.2131293,-1.0548193,1.0578955,0.4433932,0.8528709,0.5816553,0.7018874,0.73186386,-0.4239225,-0.26850212,-0.735452,-0.02971655
c_1_17_877,0.978239,1.0683368,0.09898038,0.9168592,0.04261578,0.14356202,-0.27746272,0.5549442,0.4543032,0.74223834,1.0565423,-0.24573538,0.40879226,0.84513867,1.0820501,-0.1810477,1.1726398,0.51522785,0.6168303,0.6876337,0.07789651,0.87826097,1.189434,0.79131365,0.60153717,1.3389648,0.5253515,-0.5266024,-0.10543228,0.46480778
c_1_17_878,1.4991076,-0.6634511,0.57319814,0.87227625,0.31059378,0.08725343,-0.082949236,0.053218663,0.45333982,0.5118946,0.39448294,0.025749544,0.5893414,1.5761232,1.1212779,-0.95858335,0.91340744,-0.10967249,0.9945308,0.6071142,0.59882075,0.39174724,0.76210356,0.38638598,0.51788825,1.167708,1.0735326,-0.7759674,-0.5903422,-0.13704374
c_1_17_879,1.8688512,1.655474,1.4083506,1.5877426,0.5474836,2.1602108,0.6602548,1.5044366,0.32516137,1.5798156,1.7014669,-0.14457572,1.1748999,1.6093556,1.9816056,0.25883082,0.8487986,1.8086805,1.4459168,1.5622581,1.205808,2.3067126,1.7867693,2.313551,1.8435644,1.6001705,1.9445742,0.45783997,1.9029132,0.7241641
c_1_17_880,0.33534795,-0.19318128,0.38116953,1.4209106,0.16470341,-0.49995458,-0.13319431,0.10602796,0.23632681,0.20111167,1.6027979,-0.25317276,0.2556849,0.42743316,-0.16218534,-0.58212703,0.18651295,0.13561802,0.43376258,0.33739096,-0.5441246,1.8026034,-0.19138925,0.75214034,0.44159392,0.559141,0.43863994,0.51815844,-0.07780737,0.79574704
c_1_17_881,1.094922,1.2524985,0.8324317,1.3707697,0.14065993,0.37451228,0.27444687,0.86569095,0.48049793,0.847322,0.96297115,-0.0766279,0.42481658,1.5641904,1.2594197,-0.8458646,1.1505609,0.37341008,0.6932785,1.2526622,0.6208725,1.6188563,1.302328,0.89919245,0.866277,1.3437461,0.7229051,-0.0689746,0.6119131,0.65344566
c_1_17_882,1.9083562,1.865196,1.2485121,1.3526045,0.46095866,1.2684116,0.7580986,1.4012703,0.8510528,1.8024557,0.7014265,0.18099687,1.279969,2.5084395,1.3688871,0.28343835,2.170385,1.6529715,1.4301349,1.7033002,0.09766632,1.5042483,2.2574484,2.1406374,1.9795908,2.5634656,1.2620792,0.08486364,1.2170959,0.77783924
c_1_17_883,0.6047831,1.8595002,0.13901742,1.6641718,-0.021911208,-0.33474478,-0.05794064,0.3651842,0.7261588,0.9784348,1.3786049,-0.5724091,-0.17330636,1.1458434,1.042046,-0.4385422,0.45783755,0.13882923,0.33440453,0.8738694,1.510164,1.0969225,1.2815576,1.2096564,0.18198435,0.8514237,0.28448245,-0.2807667,-0.28088418,0.6532012
c_1_17_884,0.92215747,2.9749234,0.42428142,0.5276143,1.6995488,0.67780304,2.6385944,-0.00036580727,1.9152852,-0.27227762,-0.35661733,1.5849137,0.6906419,-0.041100185,0.8048352,2.0972705,0.26644453,0.102185115,1.0850655,-0.45710728,0.6506555,-0.7187706,0.445925,0.09630927,0.8078875,0.2482411,-0.13653196,0.53243655,-0.698037,1.0438665
c_1_17_885,-0.65525174,-0.52681965,0.15366645,-0.90002054,0.6167493,0.13287535,0.08632662,0.7490362,0.3152604,-0.2164868,0.27508366,0.48654827,-0.22172317,-0.36746573,-0.09870528,-0.006767204,-0.012112845,-0.10967249,-0.0030106027,-0.51220816,-1.8413384,-0.33022246,0.17246504,-0.24653922,0.65397435,-0.68637353,0.16332993,-0.008931012,1.2057431,-0.8734668
c_1_17_886,0.6725034,1.0058864,0.3586321,0.41198623,-0.2576464,0.031316746,-0.21006778,0.23815547,0.5153186,0.76641273,-0.07834574,-0.29587865,0.5442081,1.1922278,0.28090653,-0.059011154,1.195701,0.34798008,0.50165594,0.27755427,-0.11108134,0.3996115,1.1798329,0.13669556,0.40057907,0.7980072,0.52658254,-0.9773143,-0.8382165,0.2406964
c_1_17_887,1.3772172,0.3877192,0.2605821,0.742334,-0.103404015,0.20837682,0.078177765,-0.18997401,-0.10065204,0.6063905,1.0147704,-0.38097507,0.3334709,0.3317737,0.5246132,-0.037852123,0.6113838,0.3063413,0.8227935,0.39811864,0.92340374,0.9942194,1.0094597,0.89634407,0.5605325,-0.28038502,0.8919047,-0.37516782,-0.19632906,0.010306542
c_1_17_888,1.1832683,0.51199627,0.7059926,1.8334091,0.07313626,1.0297946,0.31744963,0.7478339,0.51214516,1.3357979,1.3342699,-0.33957255,0.47312117,0.7826825,-0.25209057,0.43692932,1.0715672,-0.2036981,0.40829483,1.2011192,0.1981624,1.4122053,1.2352242,1.1237895,1.0066072,1.4068164,1.2405549,-0.0509777,0.0975077,0.6126086
c_1_17_889,0.24156725,0.3210102,-0.00828128,0.63953054,1.2075559,0.7794141,1.2600901,-0.76887804,0.9365255,-0.6258287,-0.3309153,0.5537707,0.3463443,0.6784619,0.53606087,1.8040061,-0.41304788,0.38409087,0.91437167,-1.0638151,1.0053793,-0.10993946,0.20601122,-0.25129437,0.11019216,0.24189363,0.14356016,0.20553707,0.0070672147,0.15142928
c_1_17_890,1.7329867,0.04711049,1.0831447,1.1012774,0.14146681,0.70261884,0.19260268,0.35988942,0.6096158,1.4106007,0.93733233,0.10599419,0.60748637,1.4604961,0.96546614,0.43333024,0.966849,0.2822287,0.7086311,1.7723205,0.6903055,1.9757823,1.1179776,1.7642072,1.002882,1.4833788,1.5412186,0.037095755,-0.2143603,0.871441
c_1_17_891,2.130314,0.8794633,0.9191585,0.73642766,0.40669134,1.1820307,0.6596788,0.6500169,0.18834881,1.4156582,0.74151343,-0.15162474,0.5843685,1.3778051,0.627364,0.0473172,0.7684462,1.4649899,1.1927568,1.4671102,0.3608546,1.2285893,1.4213521,1.6613237,1.8482616,1.1852506,1.2374628,-0.25353876,0.43174934,0.7232238
c_1_17_892,0.35015982,0.18050335,0.7219104,1.701244,0.3182395,1.2017325,0.1641436,0.81214255,0.50334275,0.45603898,2.1446822,-0.31567276,0.9702536,0.31509873,0.18693005,-0.20958932,0.38266557,0.9918272,1.068935,0.60034764,0.40915015,2.16227,0.76406264,1.0900668,1.2207053,0.53568125,0.6474461,0.24242921,1.289298,0.29947212
c_1_17_893,-0.17766674,-0.55054194,-0.23956513,-0.40104452,-0.026361194,-1.3315434,-0.31324464,-0.8109268,0.9962445,-0.7694374,-0.49807188,-0.48266453,-0.34481025,-0.0618017,-0.24444418,0.6987534,-0.13812584,-1.2174903,-0.47900575,-0.023060445,-0.11562498,-0.812828,-0.787493,-0.5243542,-1.189748,0.6714678,0.34292457,-0.24066903,-0.456565,-1.2988218
c_1_17_894,1.1671969,-0.19318128,0.083968244,0.94399226,-0.15647288,-0.24700183,-0.40457773,-0.70342886,0.5699446,-0.21577232,1.1240747,-0.8262102,-0.55766076,0.33284524,-0.2705616,-0.9219948,0.17241484,-0.20124206,0.1791775,-0.16424535,0.06389521,0.4922908,-0.04005973,0.26123956,0.5306718,0.35791704,0.5908528,0.14876029,-0.4197563,0.4464552
c_1_17_895,-0.45178047,-1.8129958,-0.5309558,0.36807868,-0.32756734,-1.0076531,-0.7026611,-0.9770247,0.99493426,-0.838468,-0.47371396,-0.6344441,-0.4578399,0.008979125,0.29030287,-2.0768898,-0.38307962,-0.38726792,-0.110618815,-0.7065228,-0.60664517,-0.70171964,-0.56474525,-0.56779885,-0.49115244,-0.7709729,-0.6078331,1.6759889,-1.4631332,0.37479308
c_1_17_896,1.786731,1.1165129,0.86561465,1.0962224,0.15312514,1.1335655,0.020836113,0.23978366,0.3745273,0.5599437,0.416284,-0.27126747,0.20950998,0.7737557,0.61442775,-0.22046159,0.56549317,0.8313682,0.5885676,1.4702069,0.5100472,1.1586515,1.7703261,1.341939,1.1178564,1.3881811,1.4362135,-0.70150506,-0.11120736,0.26895988
c_1_17_897,0.7410936,-0.2092057,0.3087815,0.603121,-0.14209326,0.09822623,-0.52451515,-0.20687304,0.29300374,0.88637435,0.9790408,-0.43626022,-0.40945882,0.843401,0.5004665,0.43692932,-0.0068456917,-0.23211981,0.20950174,1.4338912,-0.010332739,1.1003731,0.35658488,1.1160523,0.45291376,1.2310131,0.9233478,-0.19083686,-0.5017266,0.21480006
c_1_17_898,1.5067927,1.390656,0.7116905,0.70364904,-0.18756506,0.23484765,-0.1984526,0.9148653,0.63117355,1.105162,-0.018127974,0.07022648,0.33070305,1.2303427,0.8506509,-0.47664297,0.31044573,-0.06977945,0.52807254,0.88236636,-0.25651214,0.40882066,1.263148,0.85027146,-0.056575518,0.71660274,1.3091996,-1.2319041,-0.5451371,-0.17080426
c_1_17_899,0.6896681,0.28680038,0.15658481,0.44004893,0.63189673,0.39856467,0.8633022,-0.24444272,1.6482358,-0.525766,-0.047333714,-0.3035165,0.3682516,0.75535315,5.5863714,1.2398027,-0.53503597,0.19384377,0.48089954,0.32243192,1.3866667,-0.1420358,-0.033348836,0.15264805,0.17775883,0.15928826,0.36692473,0.96262926,-0.7487073,1.3192742
c_1_17_900,0.45112354,-0.26632655,0.7185087,0.9247541,0.25230822,-0.28484023,-0.16786957,-0.28065223,0.49374694,0.10064838,1.7658405,-0.612537,0.54673845,-0.16671565,0.59839183,0.07350997,0.27089763,0.582306,0.46595955,0.284866,-0.39318487,2.7843454,0.12599215,0.32100496,0.6814721,-0.33570367,0.44184372,0.54439175,0.2214397,-0.046058614
c_1_17_901,-0.16663799,1.2964727,0.22409303,-0.23289272,1.94249,0.6621092,2.1754324,0.0052574505,2.1224766,-1.1164228,0.028250685,0.6474336,0.5255719,-0.109515205,-0.19319968,1.3166691,-0.32791033,0.58498746,1.0666215,-0.6781927,-0.5380185,-0.6367152,-0.16369288,-0.4244334,0.54610157,-0.8963337,-0.62986,0.8667971,-0.29156268,1.2916348
c_1_17_902,0.90201527,0.76186395,0.56470734,0.27841187,0.11134792,0.87117714,-0.10377664,-0.25314963,0.106724456,0.30558702,1.1494813,-0.71278757,0.16043854,0.5045442,0.49835297,0.56137776,0.61500067,0.79060143,0.25917992,0.32600477,-0.12246722,1.1890415,1.1152226,1.1922455,0.73803,1.1944808,0.32136384,-0.78331846,-0.15854047,-0.040230785
c_1_17_903,-0.38877207,0.53428733,0.2226779,0.314379,0.7846131,0.5123121,1.2911276,1.0697668,0.5659502,0.7838119,0.29618347,0.723386,-0.33990934,-0.12433632,0.533984,0.18285598,-0.79703754,1.3013209,0.07868119,0.10417745,0.42958826,-0.0047678775,-0.14543074,0.70917255,0.8922062,-0.19121808,-0.002527445,0.99342954,1.940804,0.9294316
c_1_17_904,1.6057755,-0.18124706,0.73095554,1.959662,0.21101147,0.52772194,0.39688963,0.39364064,0.46409595,1.2662661,1.2875955,0.16414249,0.2250015,1.0177871,-0.12875418,-0.44577986,1.3218234,0.27616385,0.32380646,0.7535031,0.37389162,1.1970805,1.1776936,1.2096564,1.2179837,1.2178919,1.4265182,0.13506195,0.4630174,0.3531455
c_1_17_905,0.91680425,0.47808585,0.23115642,-0.62109333,0.11749648,0.29832363,0.4855522,0.2855382,0.8798615,-0.28702745,-0.2996798,0.48276561,0.75095963,0.18768814,1.4063486,-0.6849366,0.22810233,-0.36881134,1.547846,-0.44952136,1.5724313,-0.23926029,-0.9311943,0.90771544,0.49396297,2.3348713,-0.005679501,-1.8001101,-1.4949166,0.082290344
c_1_17_906,0.5412705,0.90493673,-0.020873819,0.19749926,-0.06558273,-0.27666178,-0.47595432,0.09630742,0.4648616,0.24639526,-0.020443073,-0.21566689,-0.047735967,0.83600205,1.1521215,-0.2511663,0.43382916,0.34798008,0.66501904,0.44692338,0.31089118,0.4622195,1.1398911,0.95818394,0.38610196,0.8976929,0.56138206,-1.38804,-0.6839807,-0.12784411
c_1_17_907,0.30896145,-0.5315414,0.31829816,1.4523754,0.10558852,-0.9625076,-0.32673335,0.015517646,1.0043793,0.5536358,0.33181778,0.0014843595,0.6230459,0.31887436,1.6916319,-2.424041,0.1581955,0.25379753,1.2583244,-0.38468853,0.2503329,0.07318822,0.9761241,-0.697617,-0.17385541,0.3107122,0.00846703,2.0727556,-0.19811888,0.612108
c_1_17_908,1.7329867,1.1615307,0.15220593,-0.112546526,0.053701222,-0.15842889,-0.33508897,1.2729739,1.1537263,0.7092449,0.13744134,0.10085225,1.1573623,1.2535903,0.39422113,-1.1671734,1.233437,-0.66420966,1.4713353,0.6579938,0.764012,-0.034449667,-0.49788433,0.40065897,0.081734344,1.6035615,1.3040625,-1.081919,-1.7551831,-0.12478854
c_1_17_909,-0.10695653,0.75691336,0.3074187,0.82176125,1.159723,1.1597408,1.7469431,0.13831887,0.8732032,0.74091184,0.7308623,0.64589095,0.2470953,1.1645789,1.0589441,-0.11687064,0.29517806,1.6961077,0.6860186,-0.35566717,0.5085695,0.22478504,-0.73723555,0.47413546,0.7620962,-0.44639927,0.25814372,0.4093796,1.4877969,1.6700697
c_1_17_910,1.040527,0.9232611,0.118346885,0.5473924,-0.00027261855,-0.84508157,-0.33404234,0.2608088,0.50353044,0.83680576,1.099285,-0.111448586,0.32977992,1.2355276,1.1095891,-0.93050843,1.0015423,-0.2976069,0.46095848,-0.06923985,0.4123133,1.26128,1.4189705,0.6012524,0.11345366,0.9760744,0.52842826,-0.12243904,-0.42085367,0.4950622
c_1_17_911,0.19265614,-0.039642807,0.19990923,-0.8219157,0.89135385,0.97151786,1.295065,0.23326136,1.1586859,-0.20650783,-0.10972773,0.63194793,0.72294945,0.50654095,0.34349984,1.8329525,0.308273,-0.059325796,1.4602897,-0.34643373,1.4106395,-0.62122864,0.6026151,0.62067926,0.049583394,-0.34193856,0.015505214,0.26071733,-0.37673944,0.6002954
c_1_17_912,-0.2760395,-0.1536749,0.5316515,-0.022113366,1.4551308,0.67624,2.0266714,0.15123485,1.5786742,-0.5232653,0.01220079,0.09052607,0.55934834,0.97575754,-0.035780214,1.4308307,-0.24693549,0.04284669,1.0230068,-0.38468853,0.66797084,-0.59944654,-0.73321307,-0.22291349,0.25984323,-1.2174779,0.054959256,-0.18618454,0.36906546,0.7208716
c_1_17_913,-0.77108306,-0.73021466,-1.0431777,-1.3494482,-0.060118426,-0.8002657,-0.7316382,-0.85874254,0.40556976,-0.8472672,-1.0715065,-1.0825087,-1.234324,-0.6818438,-0.5432862,-1.6110275,-0.04407313,-1.119513,-1.1573676,-0.3993703,-1.0563508,-0.85389316,-0.29512995,-0.1444026,-1.3577721,-0.6766347,-0.5891309,-1.0344363,-0.23361826,-1.3766738
c_1_17_914,-1.0327665,-0.6533753,-0.81592727,0.98586506,-0.07014975,-1.7371682,-0.38612196,1.0412214,0.6981822,0.40643895,0.2608442,-0.33632514,0.55094916,0.0046915337,9.261435,-0.22654265,-1.3620625,-0.08378588,0.51930004,-1.5504118,0.35264617,-0.6139389,-0.34011307,-0.6744919,-0.4452929,-0.9261145,0.029512925,1.5386527,-1.6901997,0.14031261
c_1_17_915,-0.066654064,1.6868182,-0.059080254,-0.29323518,0.58975446,0.23484765,1.1928822,0.41063264,1.2384158,0.20805694,-0.07203018,0.07231874,0.43543956,0.5035452,1.286094,1.4489416,0.0010238348,0.30033484,0.4679574,0.23081988,1.0729858,0.5123528,-0.2789123,0.31362084,0.6934026,1.0462439,0.5011987,0.21552435,-0.76062644,1.0000708
c_1_17_916,0.62555027,0.17387539,0.5574037,1.356455,0.18133196,-0.9106367,-0.056168757,0.3400754,1.1351162,0.41374958,0.69401693,-0.017057717,1.1106185,0.5899218,1.0677396,-0.24372868,0.5048347,0.87386006,0.84751296,0.6970199,-0.24900757,0.47333336,0.3896593,0.5684945,0.43780845,0.34886032,1.0920616,1.3932788,-0.7879291,0.27989635
c_1_17_917,0.3614193,1.1206478,0.5055997,-0.08086997,0.8723711,0.95031285,1.1149763,0.33546972,0.7338397,0.572018,0.10115244,0.06708403,0.5585095,0.59377646,0.2879579,-0.02844565,0.6293896,0.41107184,0.64382845,-0.029094448,0.5551144,0.08640907,0.8232641,1.139184,0.76951545,1.0164492,0.21019047,0.6934833,0.41857985,0.7123774
c_1_17_918,0.0107723875,1.9636838,-0.73197997,-0.050234154,0.22181545,-0.6758454,0.029269952,0.25759134,0.37472793,-0.9251927,-0.7623904,-0.16402382,-0.5684163,-0.5010369,0.1583644,-0.82802373,0.085208036,0.23843122,-0.078820124,-0.08518691,0.48321995,-0.9760726,0.88267976,0.65903425,0.2227913,1.1955041,-0.49204612,-0.24927603,0.79038477,-0.08367531
c_1_17_919,1.2982057,0.6552344,0.1783517,-0.2070352,0.21873553,0.393044,0.19031322,0.69094986,0.4675402,0.81560606,-0.28292176,0.12693126,0.7763489,0.65838563,1.691046,-0.43134564,1.2396436,0.2892859,0.88034683,0.93203586,-0.042421196,0.8294216,0.8789772,1.4086609,0.13938633,0.9963557,0.8462485,-0.0849463,1.0923976,0.5878947
c_1_17_920,-0.64701235,0.15720841,-0.1558721,1.334079,-0.026807036,-0.9106367,-0.36253747,0.5549442,0.9431199,0.47280845,0.34582993,-0.3460841,0.22596665,-0.22798808,8.9160795,-1.2804306,-0.14382826,0.49214888,0.57906955,-0.6156839,-0.50488806,-0.55430615,-0.12632696,-0.36355025,0.17670134,-0.35027957,0.47109476,1.5529014,-0.63482356,0.2005978
c_1_17_921,-0.051991668,-0.7042714,-0.17269985,0.7355571,0.07481595,-1.243489,-0.36466777,0.20276089,0.70462227,-0.55687135,0.64619094,-0.031361192,0.3827452,-0.23948047,-0.41308653,-0.76844305,-0.43333262,0.6045632,0.6168303,-0.11207157,0.00440159,-0.512556,0.014904861,-0.49231544,-0.08476346,0.4837257,0.2720464,1.4618654,-1.096401,-0.6093377
