cell_id,4-1BB,CD11c,CD123,CD127,CD14,CD16,CD40,CD45RA,CD68,CTLA4,EGFR,FABP4,FOXP3,GITR,GZMA,ICAM1,ICOS,IDO1,IL-18,IL-1b,IgD,Ki-67,LAG3,Ms IgG1,PD-1,PD-L1,PD-L2,Tim-3,iNOS,p53
c_1_16_1,-1.39863,-0.07693392,-3.1561017,-1.9269177,-3.7211335,-0.19954334,-1.5250407,-1.426646,-4.018902,-2.7568183,-1.3294559,-0.98948604,-1.7236243,-0.5784466,-0.60801274,1.1440829,-2.2162316,-0.7607881,-0.95723575,-1.5426258,0.94433695,-1.0944095,-0.7345534,0.28008845,-0.92086774,-0.7257735,-2.327141,-2.343644,0.70870125,0.029979944
c_1_16_2,-0.51665986,0.736988,-3.5314348,-0.93510485,-1.7382752,0.19188263,-0.62361205,-0.3267541,-0.86889863,-1.4833657,-1.0319709,-0.5002754,-0.3095048,-1.5281092,-1.0929497,1.9243749,-0.19310792,0.40627545,-0.944365,-1.7477365,1.9963429,-1.1263164,-0.111367136,0.9637219,0.3381844,-1.1050519,-1.503698,-2.223465,0.8080145,-0.2604364
c_1_16_3,-0.25074223,-0.18919514,-3.745668,-1.4515697,-2.0332093,0.74370146,0.1057227,-1.3811983,-0.8033638,-0.48775825,-1.0060102,-0.29842144,-0.2275535,0.043613765,0.29030287,0.115986414,-0.6785165,-1.2416685,-0.8229108,-1.2601557,1.530733,-0.5171475,-0.7615337,0.74605244,-0.93437076,-0.3027518,-0.4172271,-2.1408892,0.5472696,-0.74048775
c_1_16_4,0.7272542,-0.804704,-0.67207706,0.41508418,0.06302418,0.6206235,0.9694409,0.46985283,1.2121581,-0.07779237,0.6560289,0.4781328,1.8262912,-0.5252978,0.42953098,-0.22532414,0.9149153,-0.86289275,1.1470001,-0.9628892,2.475005,0.21100433,-0.77515614,0.16058186,1.3002725,1.3216642,0.65673476,-0.16270019,-1.0311829,0.092432424
c_1_16_5,-1.425867,1.3542494,-3.865381,-1.3978409,-1.8253492,-1.1461463,-0.9682411,-1.3919085,-2.019898,-1.6785016,-1.4555876,-0.6596861,-0.9553498,-1.5419453,-0.2954543,1.8873335,-0.033350937,0.2670382,-1.3239747,-1.4590577,1.574556,-1.3523192,0.5569775,1.0716957,-0.5179657,0.653147,-1.4989533,-2.1898332,0.19800101,-0.79504603
c_1_16_6,-1.39863,0.4493802,-2.705474,-1.8100712,-3.6546924,-0.43612868,-2.016869,-1.0058078,-3.107283,-2.1942155,-2.7280755,-1.6216421,-2.4538877,-1.9637828,-0.9560426,0.72359806,-0.7023523,-0.42997926,-1.9923102,-1.1609876,0.8199111,-2.6184843,-0.621093,0.7215338,-0.7551413,0.09732242,-2.503775,-2.626128,0.64140224,-1.8122063
c_1_16_7,0.6209524,-0.44821098,-0.6678589,-0.9278949,-0.5281736,-0.58565474,0.34690377,-0.2850944,1.473348,-1.2957695,-0.42581055,0.1735793,0.56771743,-0.28669128,1.128259,-0.8046238,1.2020502,-0.05469454,0.15188578,-0.39306396,-0.5138487,-0.16207454,-0.19552432,0.30991971,0.9424614,-0.12431922,0.097462885,-0.93227315,0.4674122,0.8562575
c_1_16_8,0.24430346,1.6961262,-0.9456734,-0.8246878,-0.77108866,-0.7637901,-0.49890164,-0.37064254,0.20855653,0.5009477,-0.86086774,-0.5461228,-0.63953835,-0.6264181,1.3585485,0.7429002,-0.08215628,0.6266215,-0.09912121,-0.22461833,1.139487,-0.1234493,0.2879978,0.5750847,1.1228234,1.4197667,-0.57572454,-1.2596455,0.6749649,0.888849
c_1_16_9,0.1407145,-0.508043,-0.51515496,0.7180216,0.22527368,-0.19954334,0.92386603,-0.25424096,0.62624717,-0.20437627,0.33476707,-0.004494638,1.0771396,-0.6423544,0.8736143,0.41298172,1.1281837,0.1959358,0.7751768,-0.83495617,0.95306146,0.25803557,-0.01999105,-0.551408,1.0588849,0.9163925,-0.22113812,-0.23295708,-1.2328674,1.8152198
c_1_16_10,-1.0003028,1.9865611,-1.0682319,-0.7836909,-0.6793727,-0.2712309,-0.50352937,-0.38474357,-0.40170076,-1.2750283,-1.3330343,-1.017194,-0.7767081,-1.1311191,0.0024079443,1.5556897,0.5048347,0.52805847,-0.7900802,-0.85635066,0.82704586,-1.2691549,0.2665585,2.1258802,0.6340109,0.7089321,-1.4660293,-1.504236,0.9736269,-0.6791767
c_1_16_11,-0.8720274,1.193644,-1.4252886,-0.8386357,-0.45306215,0.28463688,-0.7842798,-0.79127336,-0.8556136,-1.1813713,-1.3011429,-0.8610084,-0.77083194,-0.9296414,0.08707828,0.2244013,2.146908,0.061681427,-0.88820803,-0.78381085,0.6222398,-1.3389943,-0.7683335,0.95540965,0.8432537,0.954458,-1.3406243,0.39199954,0.78856987,0.3893625
c_1_16_12,-0.08671229,-0.45275027,-0.657348,-0.69564563,-0.08669505,-0.48454183,0.57882655,-0.076213844,1.0725993,-0.5962304,0.19622318,-0.07719376,1.2550722,-0.71950734,0.31707618,-0.23142914,0.306098,-0.31168473,0.5609159,-0.68431485,0.94433695,0.121739015,-0.6711915,-0.732759,1.093583,-0.992549,0.4167278,-0.08365326,-1.3167523,1.281925
c_1_16_13,-0.16883925,0.00058801036,-1.4973531,-0.72573376,-0.098280996,-0.36596954,0.8704234,-0.035463564,1.0321561,-2.0388935,-0.8080467,0.031099616,-0.11358368,-1.9555482,-0.15195185,-0.25864854,0.19351757,-1.4218878,-0.73581415,-1.8525212,0.72635657,-0.76738656,-0.8831432,-0.26083514,0.31135872,-0.09070254,-0.9794275,-2.5266232,-0.4714126,0.86278075
c_1_16_14,-0.7841786,1.0977999,-1.4341708,-1.7658079,-1.929519,-0.9993562,-0.0712912,-0.9388517,-2.733714,-2.2291303,-1.9898415,-0.9694215,-2.012093,-1.2024927,0.46423468,1.1827745,-1.551227,0.70018286,-1.2600889,-0.7530196,0.26264912,-1.1489913,0.73448074,1.5767303,0.5551312,0.94987965,-2.2206492,-1.8345991,0.8990547,0.18595998
c_1_16_15,-0.28879914,2.2317724,-0.14083433,-0.9059032,-1.0706393,1.0959935,-0.28455776,-1.535387,-0.716592,-0.35784864,-1.0536704,-0.816982,0.075646356,-1.0817988,0.9452239,1.674894,1.1055001,1.2845447,0.027357956,-0.7657876,1.8152157,-0.5954417,1.330864,2.0793366,1.8440865,2.2162657,-0.9474127,-2.1292832,1.286767,-0.9833973
c_1_16_16,-1.026235,0.5287379,-1.2711518,-0.6791054,-1.3334701,0.23888454,-0.69484484,-1.0880494,-0.86395377,-2.5603895,-1.3488845,-1.148166,-0.7649705,-1.4904608,0.47709668,0.9343021,-0.14097446,-0.12747891,-0.694283,-1.1689212,0.97035366,-1.160983,-0.13133706,1.3651723,0.47539276,-0.29052332,-1.6750219,-2.2976694,1.21513,-0.9984227
c_1_16_17,0.43364158,0.08564595,0.070370674,-0.15507449,0.5293125,0.022196013,1.8518002,-0.04990435,0.89740264,-0.31685767,0.04079754,0.43462184,1.0031749,-0.7435544,-0.1229961,1.1469448,0.49709404,0.31432652,0.6631841,-1.1187216,1.3046144,-0.6839876,0.028886849,-0.068554044,1.0332587,-0.07961267,-0.31740215,0.03610947,-0.24477734,2.6777806
c_1_16_18,-0.34417185,1.7038497,-1.2711518,-0.52844864,-0.6093046,-0.15335792,-0.47140235,-1.3578744,0.34685034,-1.4210316,-1.3546916,-0.73189145,-0.8257501,-1.1448349,0.19922541,1.902192,-0.118320815,1.2852178,-0.379132,-0.32102218,1.4201183,-0.324014,0.78678364,2.2098303,0.9132115,0.68575466,-1.1310385,-1.555781,1.8110347,-0.36407387
c_1_16_19,-0.17877251,0.25199363,-0.38702136,0.10863914,-0.04338051,-0.2793836,0.2295583,0.3899236,-0.46096665,-0.53664,-0.020443073,-0.33762312,0.6091292,-0.8850806,0.64021826,-0.00472203,0.9043303,0.22916518,0.61026675,-0.32708955,1.2076328,-0.5302208,-1.1014746,0.3320353,1.0545113,0.7695511,-0.16351667,-1.1806989,0.30200186,1.9551865
c_1_16_20,-0.5270145,1.7600942,-0.8614074,-1.2198466,-2.052363,0.24893455,-0.5903267,-1.1613597,-1.082067,-0.73487055,-1.4799652,-0.7764134,-1.2024415,-0.6867236,-0.12731336,1.7222669,-0.5864628,1.3424423,-0.7917967,-0.3129632,1.4427732,-1.4729695,0.013033228,2.1617827,1.1586971,1.9847373,-1.3391572,-1.6359321,1.5066108,-0.9023907
c_1_16_21,-0.68852276,0.3424789,-1.3988512,-1.108466,-0.6675994,-0.18917231,-0.28659043,-0.58236796,-0.9826265,-1.0863796,-1.2948482,-1.1631835,-0.47591567,-1.4836773,-0.09303206,0.6668403,0.9624608,-0.26087192,-0.14805888,-0.09499985,1.8295258,-0.9909459,-1.274729,1.4041231,0.014724294,1.2289995,-0.6120112,-2.06073,0.7921968,-1.2553217
c_1_16_22,-0.5374182,1.5215521,-0.86830956,-1.6616418,-0.9416025,0.34444013,-0.08835733,-1.0403132,-0.55680984,-0.44484437,-0.7701436,-0.59534115,-0.29745147,-0.93684745,-0.81158924,0.91037273,0.205126,0.25481877,-0.26414156,-0.1998557,2.3953695,-0.83461356,0.26904392,1.5851258,0.4781872,1.1801057,-0.70386606,-1.3507693,1.1363561,-0.8392628
c_1_16_23,-0.33108565,0.102918826,-0.4511279,-0.255251,-0.05331253,-0.047796685,0.31177956,1.0477744,-0.263651,-0.70271295,0.7384294,-0.10799482,0.6739223,-0.849139,5.4376745,-0.3467179,0.7267592,-0.033958334,0.6851097,-0.31698823,1.081965,-0.8291423,-0.69735837,0.14867032,1.1014638,0.20179445,-0.22026673,-1.472311,-0.10543228,2.8254611
c_1_16_24,-0.10161123,0.9255395,-0.8821783,-0.3841322,-0.4996134,0.67780304,-0.43988332,-1.3039986,-0.77557874,-1.6889263,-0.8316796,-0.6481709,-0.33379737,-0.7813446,0.5659333,1.3911194,1.2519877,0.42445233,-0.17818761,-0.1735505,1.3114204,-0.6991757,-0.7615337,1.3858775,0.8264402,0.725518,-0.75913256,-1.7054559,-0.011652109,-0.62552124
c_1_16_25,-0.7609518,0.69908255,-0.41696078,-2.0590339,-1.6672281,-0.8413019,-0.5541075,-0.4894206,-0.9003855,-0.45448038,-1.6320007,-0.6704975,-1.1467973,-0.2449076,0.009152131,1.3198756,-0.30886966,1.4003017,-0.65834016,0.25618693,0.4756788,-1.7795624,-0.36577937,1.9174063,1.5359932,0.5809911,-1.050047,-1.2219547,0.4472469,-0.8606342
c_1_16_26,0.64460427,0.9232611,-0.7147009,0.12984009,0.45058,0.11347101,0.6865363,0.012725647,1.1819719,-1.2520992,-0.106036425,1.9402093,0.71196663,-0.4658362,-0.38507545,0.31867895,0.48931667,0.064990565,0.33334714,0.4097576,0.16855256,-0.46131638,-0.08765297,1.063776,1.2029583,0.8490246,0.3030023,-0.99987763,0.15346333,-0.00032450203
c_1_16_27,-0.5179516,0.9346286,-1.6003866,-1.4551107,-0.54991597,-0.3263261,-0.20425008,-0.8231368,-0.50750595,-1.775902,-1.2871917,-1.0738602,-0.08043174,-2.0420108,-0.31590822,0.13166647,2.0211656,-1.6293525,-0.7274482,-1.1594051,1.4711716,-1.1533426,-1.0571902,0.82393223,-0.9496546,-0.7232903,-0.73685515,-3.1347215,0.11378923,-1.5853156
c_1_16_28,-0.21558613,0.9232611,-1.3901079,-0.24546881,-0.57255834,-0.48761344,0.12727688,-1.1858909,-0.10142135,-0.09184057,-0.814545,0.2147462,0.001539998,-0.51237935,-0.62452316,1.2556318,-0.22279581,0.41968188,-0.34346718,-0.3941138,1.2103657,-1.0859948,0.07936578,0.5717919,0.61651284,0.8906385,-0.7479649,-1.4249173,-0.1346179,0.15110345
c_1_16_29,0.060906544,0.23596919,0.070370674,0.4317785,0.48974964,0.10259551,1.9242373,0.3238991,0.728499,-0.14145777,-0.0037427207,0.29494712,0.92970616,-0.6519663,-0.37854055,1.5471077,1.118881,0.28424698,0.6112056,0.040394954,0.6850812,-0.45908904,-1.1713697,-0.39886367,0.74386114,0.53568125,0.09144261,0.37007532,-0.119510934,2.70488
c_1_16_30,-0.09202168,1.118581,-1.5718132,-0.255251,-0.38390586,0.48631912,0.6619818,-0.29178017,0.22075517,-1.098565,-0.44936952,0.14109735,0.1365189,-0.26262912,0.4458721,0.30757308,0.8690672,-0.8246999,-0.29582506,-0.65631753,0.97250074,-0.7463911,0.5734936,0.82098675,0.3253062,-0.059426237,-0.7224976,-1.7221526,-1.0923356,-0.011020647
c_1_16_31,0.6619888,0.4493802,-0.28350148,0.053984072,0.49237245,0.39119983,0.7329316,0.2495206,0.8079041,0.4324262,0.21456017,0.14109735,1.1052936,-0.27841428,0.46208304,0.39824235,1.4401168,0.65891165,0.88118273,0.22856481,1.509424,-0.021003664,0.37790748,0.5651921,1.645301,1.1163325,0.45651892,-0.79161274,0.090651415,1.202603
c_1_16_32,0.39144728,0.9141201,0.07339962,-1.6421491,-0.95005876,-0.5694589,-0.065047584,-0.5599538,0.7898536,0.6623952,-0.72611946,0.3060658,-0.027259063,0.41140214,2.2432182,-0.20000316,-1.356114,1.171578,0.65767014,0.20586498,2.1877282,0.2500307,1.3531196,1.154473,1.584876,0.93839073,-0.7771222,-1.2978821,0.7761468,0.13670136
c_1_16_33,-0.15457065,0.75691336,-1.0581765,-0.07290708,-0.40497035,-0.040667947,-0.18022624,-0.87288326,0.36205122,-1.0502628,-0.6674644,-0.49956805,-0.25692096,-0.97686625,0.37296048,1.2094772,0.3596431,0.610759,-0.37769523,-0.025643967,0.98744154,-0.999929,-0.14947549,1.231845,0.7263232,0.51196456,-0.33111992,-1.2773387,0.86062163,0.66369045
c_1_16_34,0.65822124,0.6500118,-0.32108638,-0.8825256,-0.56702286,-0.34603384,0.21983366,-1.7819817,0.1499934,0.012145588,-0.3551572,0.21668437,0.07359033,-0.52758455,-0.13308345,-0.24744213,-0.5170495,0.7154837,0.3365187,-0.24002156,0.17415054,-0.33298895,1.1963407,1.3835864,1.2817907,1.2219378,-0.31557998,-1.7061623,1.0239832,0.35052967
c_1_16_35,0.225998,1.0491644,-0.8047001,-0.45140997,-0.10387078,0.17104003,0.5184822,-1.1298112,-0.07797551,-0.6478753,-0.2035635,-0.535998,1.0149715,-0.6997844,0.34235796,0.86978817,1.7677395,-0.19878839,0.49278322,-0.35053173,2.211162,-0.04209397,-0.07980834,1.499721,0.36177558,0.48940334,0.04265948,-1.8023821,0.7882064,-0.59031177
c_1_16_36,-0.12955204,0.43487102,-1.0910225,0.28524467,-0.40441236,-0.42127445,0.2881852,-0.44236195,-0.35848272,-1.1310512,-0.73131335,-0.18008572,0.41770774,-0.74772453,0.43499297,0.9424987,0.9683092,-0.008847508,0.011615912,-0.77606523,1.3383291,-0.83370054,1.0762581,1.3628598,0.55152375,0.0596186,-0.7861741,-2.3600793,0.28716215,-0.006020935
c_1_16_37,0.52690244,0.9232611,-0.81367743,-0.23683271,0.038761564,0.147818,0.5134583,-0.749707,1.7399442,-0.40911773,-0.016971812,0.6428012,0.8420128,0.25499326,1.3962004,-1.522432,0.13904437,0.053943407,0.6252427,-1.1641569,1.3696461,0.20741445,0.5206137,0.70917255,1.0856763,0.6636352,-0.15927756,-1.9314858,0.3420759,-0.018546892
c_1_16_38,-0.52053726,0.5091926,-0.8637059,-0.9423538,-1.0168716,1.0297946,-0.5351075,-0.9063484,0.34257308,-1.3835183,-1.3539644,-1.0999247,0.0036594921,-1.060827,-0.25362355,0.6923179,0.84565836,0.40915447,-0.40079677,0.035397034,1.4224787,-1.3584082,-0.3545812,1.4490957,0.8686461,1.3750405,-0.71151847,-1.5592663,1.20077,-0.49722233
c_1_16_39,0.20753781,0.20679693,-1.1925538,-1.0739645,-0.44333357,0.17313582,0.31177956,-0.8018276,0.4810676,-0.827766,-0.4932479,0.039628174,0.42659035,-0.31378523,1.6017531,0.04142148,1.1918799,-0.6187508,0.19831653,-1.2702006,1.6868455,-0.11238807,-0.08568945,0.32836455,0.44348416,0.20987418,-0.009625561,-2.1087332,-0.29645127,-0.14745158
c_1_16_40,-0.097344115,0.5590703,-0.78907603,-0.42929822,-0.58430475,0.8373366,-0.061490335,-1.624291,0.5024043,0.08657684,-0.9643056,-0.39364177,0.26424333,-0.2340655,0.67151564,0.14896236,0.2097471,0.89049715,0.047784228,-0.5701382,0.7946596,-0.94571626,0.14716476,1.0451864,0.9038985,1.5451748,-0.64679533,-1.5916905,1.0248618,-0.43279186
c_1_16_41,0.58225584,0.9141201,-0.9031442,-0.2824318,-0.3430887,0.5362233,0.22507702,-1.0702108,0.93291944,0.10430321,-0.26121676,-0.049672596,0.46353868,-0.20382826,1.2094598,0.15167193,0.39715126,0.08146897,0.3575526,-0.158684,0.9156144,-0.25576392,-0.41808075,1.0344945,1.1028936,0.5958859,-0.26072535,-1.5732973,0.09271297,0.6293066
c_1_16_42,0.76779413,0.2615468,-0.06229343,-0.8715621,1.0397749,-0.481476,1.4327632,0.613934,1.1667006,1.0743192,0.2898862,0.8077711,1.135751,-0.42601037,0.49305975,1.2125816,1.970143,-0.013394395,0.79954016,-0.11387803,0.9948548,-0.08080891,-0.15150058,0.4878614,1.1235316,0.27813962,0.20662196,-0.36745587,0.20421776,-0.12746194
c_1_16_43,-0.002453378,0.7839897,-0.50729585,0.0024327547,-0.10760718,0.440313,0.44541836,-0.22287147,0.18326338,-1.1220362,-0.34533924,-0.25565833,0.53998554,-0.83179694,0.48668978,-0.13487493,1.0480893,0.030583022,0.44084406,-0.5840345,1.077981,-0.68062973,-0.1728843,0.79131365,0.9698421,1.4123758,-0.023891453,-0.6296059,0.3545738,0.26101896
c_1_16_44,-0.25875968,-0.028590186,-0.7472095,-0.82413316,-0.41672477,0.44389582,0.1485552,-0.9323005,0.26773548,-1.2270584,-0.44160312,-0.17769745,-0.12921467,-1.1814587,0.938431,0.33203417,0.6365378,0.064990565,-0.05244177,-1.1002395,1.554605,-0.42600155,0.7463642,0.9470664,0.6857399,0.35791704,-0.38876805,-1.8076992,0.026930854,1.3362474
c_1_16_45,-0.16224223,-0.24573813,0.1492822,-0.022113366,0.29740575,0.37451228,1.8176726,-0.46325174,0.7202929,-0.31685767,-0.002598304,-0.18606968,0.72529614,-0.90725935,-0.023426443,0.764682,0.49320966,0.30133718,0.93650883,-0.6818639,0.66797084,0.2455126,-0.9548975,-0.21821806,0.48840725,-0.2482588,0.2775826,0.51947564,-0.16026935,2.1762748
c_1_16_46,-0.14039478,0.6130662,-1.0859376,-1.685622,-1.1100014,0.5581331,0.20476048,-0.71631634,0.61405313,-1.2641339,-0.9515843,1.107798,-1.1901574,0.52146435,0.28090653,0.54565585,0.67705065,-0.35440552,0.17691542,0.83948916,1.640943,-0.40427503,-0.31475917,1.199724,0.7179257,1.5136143,0.25045905,-1.0701149,2.250483,0.6060862
c_1_16_47,-0.4986575,0.22952326,-0.60347414,-1.8392302,-1.7321366,1.18901,-0.657576,-2.1468127,-0.13791358,-1.0459293,-1.3863094,-0.6405326,-0.81078154,-0.6003493,0.29264498,0.7877242,-0.582736,0.89680564,-0.3676599,-1.4516425,1.2560544,-1.3055139,1.1567167,1.4668345,1.0625229,1.7302427,-1.5356016,-1.9120438,0.1644477,-0.64031804
c_1_16_48,0.99511,0.30553308,0.3586321,0.14018089,0.4927001,0.56815237,1.7108785,-0.031633925,0.4573804,-1.004161,-0.016971812,0.043878503,0.53575504,-0.6826568,-0.2938895,1.5928829,0.08271903,0.6275,0.83475965,-0.884809,-0.04458606,-0.5834794,-0.372527,-0.18100618,0.9690854,0.0596186,-0.7714846,0.429947,-0.21982795,2.5174062
c_1_16_49,-0.61436284,0.9481846,-0.26758477,0.4525743,-1.1083077,1.093541,-0.48394993,-0.46820474,-0.8052061,-0.746016,-1.4911104,-0.6643121,-1.2059629,-0.8692361,-0.26438597,1.7490978,0.17477298,1.1631062,-0.45066497,-1.0548193,0.9267291,-1.3114471,1.081869,1.1570114,1.4207587,1.3589759,-1.4122525,-1.8012458,0.13446736,-1.0015696
c_1_16_50,0.29386672,1.0998876,-0.52106696,-0.8854258,0.01979084,0.25493667,0.2678996,-0.18787348,1.1076863,-0.4376476,-0.30742583,0.11521475,0.6803051,-0.090955146,-0.21414348,0.58715117,-0.25607917,0.23328786,0.5989707,0.4662261,0.61401725,-0.29193366,-1.0760542,0.52181226,1.2718292,-0.24030125,0.44312388,-1.7168016,-0.27798986,0.65930736
c_1_16_51,-0.6062765,0.4551546,-1.3326733,-1.1918547,-0.4565091,-0.17373219,-0.0937833,-1.1334921,-0.24755041,-1.2353708,-1.0649408,-1.0902294,-0.12362008,-1.625455,-0.4499216,0.7479603,1.5780225,-0.6805429,-0.5229407,-1.427746,2.3881278,-0.6261047,-0.5971155,0.96648556,-0.17753941,0.28593972,-0.79982376,-2.5980172,0.6821964,-1.6516262
c_1_16_52,-0.14801636,-0.19717535,-0.20674047,0.08963468,-0.10620493,-0.4451031,0.32168916,-0.43505087,0.4717417,-0.7807781,-0.43773526,0.6715694,0.21145204,-0.7252901,-0.4330954,1.5112649,0.034699805,0.3420745,-0.10294747,-0.5689851,1.0147864,-0.9466876,-0.0362221,-0.07294514,0.71034235,0.09732242,-0.20204657,-1.0437586,-0.96060586,0.76938844
c_1_16_53,0.47831476,1.3376473,-0.1710113,-1.4738559,-0.90444136,-0.23900071,-0.35086912,-1.1973349,1.1376886,-0.88684916,-0.7769618,-0.10914547,-0.21706937,0.24668139,0.07798815,-0.061146747,-0.53503597,1.0891707,0.548413,0.34447262,-1.0261563,-0.5637163,1.6386114,1.3559078,1.3329214,1.633846,-0.83549154,-1.2396653,1.2918234,-0.13512337
c_1_16_54,-0.34297898,0.8771312,0.36395508,0.23994868,0.88201886,-0.15842889,1.4309517,0.23734099,0.8775416,0.18130185,-0.28778964,-0.49603406,0.3809385,-0.45989475,-0.55037606,1.6153003,-0.7552036,1.039119,0.72119886,-0.7466682,-0.2869257,-0.95057815,-0.12933132,-0.28486675,1.0362014,-0.5955768,-0.17457671,-0.4765806,-0.28961352,1.2899351
c_1_16_55,0.5317024,1.1040571,-0.65944606,-0.32655898,0.6800609,0.17731926,0.79196054,-1.2478473,0.8696333,-0.21577232,0.20938005,0.046000037,1.465125,-0.5405844,0.3931077,-0.079448014,1.8850889,-0.9828227,0.75761694,0.25692794,2.7055495,0.3646547,-1.5730537,0.91337985,0.51788825,1.2410524,0.22369719,-2.0616462,0.60376984,0.66320395
c_1_16_56,-0.36816695,1.1144425,-0.92667174,-0.9973713,-0.75042415,0.33302614,0.11852907,-0.33360806,0.09053609,-0.9570278,-0.6450081,-0.027499681,-0.5243603,-1.4135711,-0.2613051,0.7332862,0.7945852,0.26398924,-0.16241953,-1.036956,0.5904636,-0.7463911,0.38418338,0.39353383,0.44064802,-0.48385164,-1.1659333,-0.91850907,-0.1803515,-0.34146675
c_1_16_57,-0.13822162,0.5259573,0.40217596,-0.48075262,0.76410335,0.010726253,1.7698694,0.3847062,0.4956323,-0.56196135,-0.1554093,0.83415145,0.68667156,-0.3525145,0.03457618,2.1655092,-0.5459225,0.3093389,0.4031675,-0.81643444,-0.38220087,0.1981501,-0.87309176,0.25365537,0.7405309,0.81636626,-0.11568331,-0.119449735,0.12584338,1.0495329
c_1_16_58,0.20103927,0.49511313,0.24941804,0.46135905,0.14991696,0.24893455,1.6153594,0.057759047,0.30966824,-1.554676,-0.083781146,0.025749544,0.76484233,-0.55673915,-1.1542436,1.754396,-0.37320933,0.45288467,0.8021351,-0.55749077,0.11328999,-0.812828,-1.2317466,0.030135864,0.85757023,0.5133672,-0.4969958,0.10771414,0.21409196,0.5679726
c_1_16_59,-0.30397508,-0.16544482,0.06733752,0.34476084,0.28300163,0.20221014,1.5478172,0.10954909,0.66548556,-0.4464472,-0.28257462,1.1111194,0.21533117,-0.5459575,-0.2907638,2.031587,-0.13244295,1.0339091,0.8021351,-0.9234408,0.8828905,-0.64574236,-0.07785176,0.1724299,1.0406089,0.41000363,-0.73907226,0.06944697,0.14105488,1.0789362
c_1_16_60,-0.30280364,-0.443682,0.124272265,0.6086839,0.4080695,0.08945352,1.6528951,0.5188056,0.42110166,-0.028411442,-0.004888535,-0.033018693,0.51705253,-0.5761116,-0.9756686,1.4246262,-0.5278179,0.487507,0.9151947,-0.3993703,0.60988873,-1.2937052,-1.5412238,0.21920498,0.83766204,-0.18346694,-0.31557998,0.47211415,-0.20080906,0.1644175
c_1_16_61,-0.3585373,0.52038485,-0.26758477,0.07974724,0.036616743,0.5123121,1.2804492,0.082066566,-0.15075758,-0.2365943,-0.11961751,0.5040992,0.28126898,-0.86222655,-0.35583323,-0.06328626,0.16768844,-0.12628777,0.26245397,-0.5921883,0.53638583,-1.0424503,-0.7683335,-0.15349768,0.49026084,-0.25624573,-0.61829376,-0.07838538,0.68099445,-0.93482953
c_1_16_62,-0.0034737932,2.0780916,-0.4131965,-1.2072518,-1.039473,0.049415026,-0.17641455,-1.0880494,-0.7025581,-3.358931,-1.1918201,-0.07945814,-1.0574085,0.2165203,1.2360628,1.4527884,-0.2530256,1.4781008,0.17804645,0.18980888,-0.55333215,-0.61555636,3.0092208,1.8662647,2.0960357,1.4077442,-1.4598149,-1.1599367,-0.31922412,0.048743445
c_1_16_63,0.18142845,-0.30393022,-0.39633456,0.69236284,-0.020578088,-0.70699024,0.33574423,0.28632984,1.3040986,0.02168206,0.2703526,-0.087974094,1.1697173,-0.69406146,-0.49433702,-0.65714526,-0.45042798,-0.31811064,0.2981709,-0.48886743,0.9066608,-0.5410586,-0.61475646,-0.13534462,1.0899924,0.27813962,0.57104975,-0.5283912,-0.4554314,0.7326016
c_1_16_64,0.1147567,0.22629239,-0.16426994,-0.5396302,-0.11651565,0.2186063,1.6861867,-0.20051582,0.22227432,-0.013509188,0.06911311,1.4491497,0.5230194,-0.34047818,-0.32065794,-0.12359211,1.1893272,-0.7317209,0.21841158,-0.97574806,1.064957,-0.29260996,-1.0384961,-0.4090565,0.069590814,-0.31710672,-0.2509813,-0.61506534,1.2129138,-1.2100365
c_1_16_65,-0.7436923,0.19697739,-1.3901079,-0.7231578,-0.58430475,-0.26852185,-0.002150985,-0.26849547,0.039238665,-0.6372628,-0.8562196,-1.0472045,0.40700483,-0.9704553,0.8184186,0.1543752,0.5392278,-1.1607707,-0.34063736,-1.1094575,1.6191509,-0.87805194,-1.0982801,0.22690675,-0.18245958,0.9647243,-0.8611679,-2.6921217,0.607206,-0.4667977
c_1_16_66,-0.88268846,1.4458046,-0.4150778,-0.9729854,-1.4167567,0.08725343,-0.52099884,-2.1468127,-0.18257686,-0.5653623,-1.2837244,-0.72949326,-1.0458499,-1.0712903,-0.65234375,1.9972026,-0.6983557,1.6084796,-0.5991174,0.13447876,0.47719032,-1.5663114,0.16812485,1.7054302,0.8725887,1.2330247,-1.7270918,-1.5127954,1.4868379,-0.32812682
c_1_16_67,-0.29112697,-0.18124706,0.7343379,-0.17822637,-0.33130094,-0.72807145,-0.11842037,0.044100706,0.38373283,-0.3934424,-0.010629993,-0.5209124,0.35823557,-0.93324214,-0.44149068,-0.40016273,-1.3680317,1.2710414,0.43983376,-0.33724564,-0.85713273,-0.95838463,-0.47291076,0.5082935,1.3061825,1.456345,-0.01278733,0.056481443,-0.0018780263,0.33533865
c_1_16_68,-0.65112835,0.7544333,0.07339962,0.1442413,0.5767168,0.2944243,1.7059696,-0.12402844,0.45468795,-0.22006257,-0.1778328,0.009607447,0.4843964,-0.7493942,-0.8035234,1.8006136,-0.50990903,0.8928647,0.7751768,-0.2236597,-0.031646,-0.8456054,-0.8932438,-0.09947508,1.0647031,0.41294256,-0.32105163,0.65777075,0.061376628,0.47594368
