cell_id,cell_type
c_1_1_1,Lymphoid-Plasma
c_1_1_2,Lymphoid-Plasma
c_1_1_3,Lymphoid-B
c_1_1_4,Lymphoid-Plasma
c_1_1_5,Epithelial
c_1_1_6,Mesenchymal-Stromal
c_1_1_7,Mesenchymal-Stromal
c_1_1_8,Mesenchymal-Stromal
c_1_1_9,Mesenchymal-Stromal
c_1_1_10,Lymphoid-Plasma
c_1_1_11,Lymphoid-Plasma
c_1_1_12,Endothelial
c_1_1_13,Mesenchymal-Stromal
c_1_1_14,Mesenchymal-Stromal
c_1_1_15,Mesenchymal-Stromal
c_1_1_16,Lymphoid-Plasma
c_1_1_17,None
c_1_1_18,Endothelial
c_1_1_19,Lymphoid-Plasma
c_1_1_20,Lymphoid-Other
c_1_1_21,Mesenchymal-Stromal
c_1_1_22,Lymphoid-T
c_1_1_23,Mesenchymal-Stromal
c_1_1_24,Mesenchymal-Stromal
c_1_1_25,Mesenchymal-Stromal
c_1_1_26,Mesenchymal-Stromal
c_1_1_27,Mesenchymal-Stromal
c_1_1_28,Lymphoid-Plasma
c_1_1_29,Mesenchymal-Stromal
c_1_1_30,Lymphoid-Plasma
c_1_1_31,Mesenchymal-Stromal
c_1_1_32,Mesenchymal-Stromal
c_1_1_33,Mesenchymal-Stromal
c_1_1_34,Lymphoid-B
c_1_1_35,Lymphoid-Plasma
c_1_1_36,Mesenchymal-Stromal
c_1_1_37,Lymphoid-Plasma
c_1_1_38,Lymphoid-Other
c_1_1_39,Lymphoid-Plasma
c_1_1_40,Lymphoid-Plasma
c_1_1_41,Mesenchymal-Stromal
c_1_1_42,Mesenchymal-Stromal
c_1_1_43,Mesenchymal-Stromal
c_1_1_44,Mesenchymal-Stromal
c_1_1_45,Mesenchymal-Stromal
c_1_1_46,Lymphoid-Plasma
c_1_1_47,Lymphoid-Other
c_1_1_48,Lymphoid-Other
c_1_1_49,Endothelial
c_1_1_50,Lymphoid-Other
c_1_1_51,Lymphoid-Other
c_1_1_52,Lymphoid-Plasma
c_1_1_53,Myeloid
c_1_1_54,Mesenchymal-Stromal
c_1_1_55,Lymphoid-Other
c_1_1_56,Mesenchymal-Stromal
c_1_1_57,Mesenchymal-Stromal
c_1_1_58,None
c_1_1_59,Mesenchymal-Stromal
c_1_1_60,Mesenchymal-Stromal
c_1_1_61,Mesenchymal-Stromal
c_1_1_62,Lymphoid-Other
c_1_1_63,None
c_1_1_64,Mesenchymal-Stromal
c_1_1_65,Lymphoid-B
c_1_1_66,Mesenchymal-Stromal
c_1_1_67,Lymphoid-Other
c_1_1_68,Lymphoid-Other
c_1_1_69,Lymphoid-Other
c_1_1_70,Lymphoid-Plasma
c_1_1_71,Mesenchymal-Stromal
c_1_1_72,Mesenchymal-Stromal
c_1_1_73,Endothelial
c_1_1_74,Endothelial
c_1_1_75,Lymphoid-Plasma
c_1_1_76,Lymphoid-Other
c_1_1_77,Lymphoid-Other
c_1_1_78,Endothelial
c_1_1_79,Lymphoid-B
c_1_1_80,Mesenchymal-Stromal
c_1_1_81,Lymphoid-Plasma
c_1_1_82,Lymphoid-Plasma
c_1_1_83,Lymphoid-Plasma
c_1_1_84,Lymphoid-Other
c_1_1_85,Endothelial
c_1_1_86,Epithelial
c_1_1_87,Mesenchymal-Stromal
c_1_1_88,Lymphoid-Plasma
c_1_1_89,Endothelial
c_1_1_90,Lymphoid-Plasma
c_1_1_91,Neuronal-Glial
c_1_1_92,Mesenchymal-Stromal
c_1_1_93,Lymphoid-Plasma
c_1_1_94,Mesenchymal-Stromal
c_1_1_95,Endothelial
c_1_1_96,Mesenchymal-Stromal
c_1_1_97,Mesenchymal-Stromal
c_1_1_98,Lymphoid-Plasma
c_1_1_99,Lymphoid-Plasma
c_1_1_100,Mesenchymal-Stromal
c_1_1_101,Mesenchymal-Stromal
c_1_1_102,Mesenchymal-Stromal
c_1_1_103,Neuronal-Glial
c_1_1_104,Endothelial
c_1_1_105,Myeloid
c_1_1_106,Lymphoid-Other
c_1_1_107,Lymphoid-Other
