cell_id,4-1BB,CCR7,CD123,CD127,CD138,CD14,CD15,CD163,CD31,CD38,CD45RA,CTLA4,FABP4,GITR,GZMA,GZMB,ICOS,IL-18,IgD,Ki-67,LAG3,Ms IgG1,PD-1,PD-L1,PD-L2,Rb IgG,TCF7,Tim-3,Vimentin,p53
c_1_1_857,1.4286927,1.392766,1.7838265,0.024015166,1.6112059,0.22116667,2.1278777,1.8741962,0.81239617,0.07489355,0.62597615,1.7493818,1.2707447,1.8956375,2.0945842,1.1238447,1.8627071,0.3931909,1.3270273,2.2427776,2.119154,2.7783623,1.7037466,1.993761,2.0387251,2.5270085,1.33547,0.76531345,-0.06344828,1.1721307
c_1_1_858,-0.16143045,-0.21630302,-0.8210662,-0.42061406,2.0584085,-0.15392363,-0.4136354,-0.56209755,-0.7645103,-0.7125292,-0.088754945,0.27781612,0.75033796,0.33470702,0.39508915,0.5778915,-0.08182025,-0.9048921,-0.822442,0.6919906,0.0004862768,-0.33914974,-0.54250747,0.04471208,0.0351242,0.15537384,-0.21493576,0.9288062,0.90687156,-0.17020677
c_1_1_859,-0.11825438,-0.57427615,-0.8384837,-1.3818777,0.082801275,-1.3642004,-0.32167462,0.097523645,-0.90688694,-1.7372861,-1.2285869,-0.308742,-0.544112,0.11263544,0.14146952,-1.5000988,0.20867668,-1.0974761,-0.75689656,0.020022724,-0.027901253,0.3674216,-0.9156465,-0.0036267482,-0.21329384,0.5130232,-0.4797546,-0.62000924,-0.8309591,-0.9523161
c_1_1_860,0.61246115,0.20923558,0.6392118,-1.4178613,-0.22554928,-0.62348056,1.5617635,0.90809476,0.30643088,-1.4448674,-0.75558275,1.0564104,-0.39481214,0.9528205,0.9854609,-0.40156433,0.7610543,-0.47476882,0.4309034,0.59538317,0.93622315,1.9797617,0.71111745,1.0168756,1.019275,1.3546685,0.19387887,-0.14627708,0.3324339,0.3958352
c_1_1_861,1.4741541,1.2925915,1.7305504,-0.2515212,0.7724045,0.10585401,2.3674383,1.9600399,1.0165014,-0.5349037,0.4519305,1.6414404,1.2879868,2.1450365,2.2880592,0.98713535,1.3473837,0.3448779,1.5755992,1.84867,2.2919905,2.660626,1.440104,1.9578962,2.2509935,2.3455799,1.5763946,0.3707542,0.58940065,1.2209698
c_1_1_862,-1.2066677,-1.1097891,-1.8325102,-0.678021,-1.0958468,-1.910629,-0.61300755,-1.7232347,-1.7782675,-1.9325768,-1.1276454,-1.4587216,-0.97706336,-0.8085824,-1.7086124,-1.4577271,-0.6684043,-1.6232616,0.30108225,-0.18029901,-1.0808299,-0.9412515,-2.334566,-1.4658669,-0.6888644,-0.22117838,-1.041757,-0.37420315,-1.1219523,-1.2667456
c_1_1_863,0.9587264,0.17196156,0.92802,-0.49988067,2.3467598,-0.24642777,1.7061131,1.1382661,0.0017241235,-0.32359645,0.22664247,1.1453379,1.279141,0.8939895,1.4219373,0.924678,1.0240179,-0.12719432,0.5416973,1.3338324,1.6737022,1.3197193,0.3581909,1.3416706,1.5251513,1.4730494,0.58129114,0.82607996,0.4145344,1.5156435
c_1_1_864,0.15786637,0.31593457,0.3651651,-1.2836962,0.28365976,-0.42032167,0.9944994,0.48447838,-0.49399796,-0.9955479,-0.73383844,0.38592324,-0.17105621,0.69335866,0.8305036,-0.6041861,0.30831802,-0.4928569,0.114199735,0.46991533,1.1046225,1.254425,0.02157832,0.34422463,0.51004744,1.0488846,0.15762047,0.3560839,0.9646089,-0.012764586
c_1_1_865,0.20978047,-0.5294997,-0.28418604,-1.0262891,-0.43582857,-1.1037362,0.37938866,-0.15718575,-0.59176123,-0.88092864,-1.1302146,0.2631429,0.11512431,0.6210544,0.12467661,-0.97842205,0.5312884,-1.0739595,-0.44452286,0.22637735,0.5634494,0.48380277,-0.33393583,-0.066481866,0.14731877,0.69765884,-0.62197435,-0.39001969,0.6535736,-0.11714824
c_1_1_866,0.80359584,0.5931533,1.1206144,-0.83451647,0.20002526,-0.5712994,1.2972616,0.4156552,0.4530523,-1.2218821,-0.70085555,1.1963981,-0.1428436,1.0168128,1.0975416,-0.6013489,1.0966053,-0.32571164,1.0003468,0.802296,1.2732136,2.3778608,0.57481277,0.8417618,1.0869187,1.8691896,0.60130525,-0.48789603,-0.31622884,0.68505293
c_1_1_867,1.2587329,0.9287988,1.5738243,-0.16507581,2.640053,0.049127284,1.8973198,1.1310084,1.0024511,0.37946308,0.46497887,1.6425829,1.5957184,1.3933836,1.6140723,1.1512166,1.5178262,0.34685895,1.4560833,1.8223838,1.9492083,2.7429433,1.13092,1.6088676,2.0875142,2.0369563,1.4493006,1.6062386,0.45571914,0.9060205
c_1_1_868,1.7685922,1.2772249,1.9179268,-0.10598944,1.2208817,0.55886376,2.5474799,1.8953319,1.2174561,0.3352924,0.75441647,1.9918915,1.9140654,2.1545148,2.6238356,1.2729162,1.8075508,0.86756366,1.9283829,2.1063395,2.8959317,3.0359812,1.761743,2.1930618,2.4460425,2.774865,1.8068023,0.9156317,-0.08144267,1.5270375
c_1_1_869,-0.49824983,-1.0018094,-0.8595905,-2.237005,-0.109692745,-1.7058041,-0.54112446,-0.46532634,-0.859009,-1.9142705,-1.517988,-0.47275132,-0.46954367,0.19834569,-0.28039843,-1.6315516,-0.20138963,-1.3482533,-0.72645825,-0.4341878,0.051497098,0.058650035,-1.0398337,-0.025329309,0.018700626,0.469998,-0.27374858,-1.7957186,-1.0463911,-0.80165774
c_1_1_870,-1.8960146,-1.6187414,-2.3019948,-3.0774329,-1.679616,-2.6504114,-1.3646303,-2.2871063,-2.287413,-2.7097936,-2.5090418,-2.2499077,-1.6571409,-2.1366823,-1.5895138,-2.8660421,-1.3564514,-2.1679804,-2.2902343,-1.8933499,-1.9703935,-1.199679,-2.7628329,-1.9731945,-2.7552783,-1.2707344,-2.2645319,-2.3488295,-2.3375974,-2.5453026
c_1_1_871,0.739248,0.28797033,0.12749831,-0.32954538,-0.056713182,-0.33480588,1.3883189,0.681762,0.032865394,-1.1176292,-0.26439762,1.2159833,0.3954773,0.9566601,0.9624582,-0.5752876,1.1167886,-0.4295168,0.8127095,1.050293,1.1545727,2.0284166,-0.14244807,0.9951506,0.88399804,1.5090227,0.8169484,-0.14801611,-0.65035146,0.7014061
c_1_1_872,0.27579516,-0.050211757,0.65318996,-1.8288223,0.35947073,-1.1793339,0.48940757,0.06577218,-1.0552977,-1.5940737,-1.23686,0.5323354,-0.3832005,0.24956656,0.34535685,-0.92297035,0.04734523,-0.87959015,0.1488996,-0.05247669,0.49070817,0.58188283,-0.46966928,-0.4843986,0.41921964,0.8332138,-0.8086731,-0.43539456,-0.59246695,-0.059650995
c_1_1_873,0.49765432,0.56700593,0.8120994,-0.3142353,2.5405855,-0.45744586,1.3518332,0.76693016,0.5524788,-0.45586902,0.35392296,1.1521666,1.7069838,1.2442559,1.2674844,0.95315224,0.9541503,-0.05696206,0.59003013,1.5089875,1.6562623,1.4961873,0.40053642,1.1874412,1.3754879,1.6571122,0.77731454,0.9866095,0.5678111,0.76475877
c_1_1_874,-0.14109223,-0.37447053,-0.5584881,-1.3352058,-0.41838753,-1.4418536,0.21655495,-0.62640464,-0.8194434,-1.6074938,-1.3178762,-0.08103313,-0.09264704,-0.014842775,-0.50203097,-1.3518915,-0.28193906,-1.2795402,-1.4504796,-0.6467588,0.65398526,0.23324093,-0.9035006,-0.07094171,-0.659638,0.5097553,-0.89941776,-0.8364982,-0.42695424,-0.37173542
c_1_1_875,-1.0071448,-1.012273,-0.37327686,-2.3202894,-0.059024733,-1.6817704,-0.35312992,-1.363537,-1.7263774,-2.0463111,-2.0041473,-0.5232866,-1.3205563,0.022187125,-0.979025,-1.922738,-0.26100817,-1.2104084,-1.826331,-0.57987475,-0.19485748,-0.36773187,-1.168995,-1.0885043,-0.66171217,-0.66614413,-0.68477845,-1.2127478,-1.6069825,-0.71988785
c_1_1_876,1.3463545,1.0114381,1.3633901,0.2598031,0.33589348,-0.09793213,2.1447494,1.8220211,0.98106164,-0.80729765,0.070342995,1.4292212,1.0444514,1.6972653,2.1449873,0.8155767,1.0872089,0.3870513,1.3636498,1.7378017,1.8460757,2.2748773,1.2363188,1.5181053,1.8072442,1.7913817,1.3240768,0.1005825,-0.73488015,1.6555253
c_1_1_877,0.07216514,-0.49159423,-0.17384265,-0.6538273,0.012504423,-0.9762352,0.67101383,0.22975418,-0.057373438,-1.0068526,-0.04886889,0.17759974,0.49162272,0.7624735,0.7071982,-0.3382325,0.35361928,-0.983711,0.15983017,0.82713604,0.7073066,0.70656705,0.061671667,0.15803313,0.41612312,1.2251059,-0.060833156,-0.08089769,-0.38852593,0.105250075
c_1_1_878,-1.3914812,-1.2049472,-1.3763922,-1.2172288,-1.3927886,-0.41785294,-0.59023374,0.17205712,0.22892813,-0.36321187,-1.4848628,-1.321591,-0.010877521,-0.96854246,-1.3500144,-1.2974662,-0.42083535,-1.8318183,-0.610725,-1.3060324,-1.3091478,-1.0061039,-2.056012,-1.5357889,-1.0593315,-0.6524009,-1.2070253,-0.4307484,1.549098,-0.78172964
c_1_1_879,-1.0652083,-1.550251,-1.9862853,-2.4659765,-1.4216516,-1.9071382,-0.80640286,-1.7327844,-1.6722256,-1.7071204,-2.2418072,-0.5871177,-0.94298065,-0.59405166,-0.97658986,-2.8490412,-1.1721482,-1.7460189,-2.0274088,-0.6283726,-0.8270183,-1.1566007,-1.5699614,-1.7237884,-1.812408,-0.48232803,-1.3911922,-1.0651281,-1.9769577,-1.1764039
c_1_1_880,-0.39724204,-0.7498394,-0.3390537,-1.6082445,0.25275314,-1.4485887,-0.027511438,-1.2990555,-1.1948086,-1.605694,-1.498023,-0.16561706,-1.1146263,0.19288237,-0.44708574,-1.6140726,-0.3263896,-1.2376463,-0.7015726,-0.48546436,-0.4679018,-0.07782641,-0.9540983,-0.2859796,-0.30137125,-0.06761102,-0.72502804,-0.48013288,-0.09258366,-0.7230958
c_1_1_881,1.0320798,0.6188642,1.1379789,-0.5607979,1.4888242,-0.35354784,1.5915761,0.84057194,0.33722892,-0.8027217,-0.14806281,1.2810333,0.7186299,1.7885914,1.5231059,0.27418965,0.9447851,-0.017716508,0.7443429,1.3622897,1.5452584,2.1499443,0.91090757,1.4152545,1.5784476,1.7815622,0.89174676,0.09078741,-0.4736131,0.8587943
c_1_1_882,-0.80412203,-0.6470826,-0.48551196,-1.9628928,0.25802976,-1.616735,-0.10527956,-0.69845146,-0.84346646,-1.6860275,-1.9202387,-0.08903615,-1.2103838,-0.57599485,-0.4696395,-1.6292121,-0.18639097,-1.346899,-0.81976247,-0.69604886,-0.6046063,-0.27399713,-1.0382117,-0.56276023,-0.70469105,0.06255859,-1.0892994,-0.7481918,-0.13939609,-0.7685525
c_1_1_883,-1.3236542,-0.7766362,-0.7883925,-0.8278322,-1.1323091,-0.5571857,-0.06091103,0.5340292,1.13012,-0.50970984,-0.96617293,-0.85018253,0.1390714,-1.5217315,-0.897844,-1.2570851,-1.113942,-1.2502075,0.114199735,-0.68233067,0.22832477,-0.80553955,-1.3203927,-0.7902189,-0.4488088,-0.1800923,-1.4863621,1.5636344,1.1105562,-1.1754
c_1_1_884,-0.9013477,-0.9530543,-0.26318243,-2.1549082,-1.0871902,-1.5436604,-0.6175972,-1.089012,-1.3194678,-1.3195262,-1.3488902,-0.5841349,-1.0941548,-0.67355067,-0.33797276,-1.1758131,-0.91438675,-1.253998,-1.6785725,-0.77678686,-0.26449966,-0.8784263,-1.3335555,-1.0203968,-0.6451769,0.5113902,-0.9902295,-0.94802094,0.02193079,-1.0889591
c_1_1_885,-0.2335837,-0.83400637,-0.47967222,-1.1665045,0.6584727,-1.2591436,0.59541833,-0.21575528,-0.6079554,-1.5647136,-1.7245176,-0.64163,-0.47021955,-0.32466152,-0.13929226,-0.9903795,-0.28897372,-1.0595999,-1.4299358,-0.7342603,0.3351021,-0.36293975,-0.529969,0.05312252,-0.09368646,0.59260046,-0.45275667,-0.5957318,-1.1435219,-0.5027519
c_1_1_886,1.5474497,0.7828399,1.4367994,-0.49510604,0.10450814,0.20395741,2.0231774,2.177307,1.021612,-0.63042235,-0.053795546,1.4737203,0.9727521,1.8467164,1.6966045,0.52940434,1.3754565,0.25856197,1.3689754,1.4010415,2.2304556,1.8471358,0.7927432,1.401751,1.4189143,2.0188603,1.351786,0.5646917,0.88645977,1.2166618
c_1_1_887,0.61421233,0.32257116,0.58737284,-1.3325276,0.0036974868,-0.40883797,1.1384677,0.5002805,0.15278204,-1.0124245,-0.36079898,0.8665984,0.87415934,1.2522976,1.2028679,0.04731401,0.9819413,-0.35373437,0.31460086,0.7936736,1.0506176,1.4501051,0.57055116,1.1826737,0.9959188,1.355625,0.4014474,-0.15598822,-0.0013608821,0.59162384
c_1_1_888,0.042562194,-0.23838194,-0.19643089,-1.6022086,-0.34755954,-1.0984385,0.6597623,-0.43123734,-0.3884546,-1.2839676,-1.0452933,0.32668215,-0.42352918,0.51632077,0.044393647,-0.88518876,0.52255845,-0.91771936,0.12678742,0.2679051,0.86220926,0.8503139,-0.14142384,0.5983171,-0.06540852,1.2104955,-0.3634809,-0.38124672,0.20190416,-0.06950861
c_1_1_889,0.14389347,-0.72132576,-0.21545507,-1.6062284,1.0710127,-0.77709675,0.38202545,-0.20783018,-0.59176123,-1.5830212,-1.4051837,-0.16502069,-0.61026716,-0.33442298,0.3327283,-1.0345365,0.1525057,-0.9477849,-0.11680455,0.22801141,0.51186883,0.30660287,-0.66716206,-0.028240964,-0.5029209,0.6452551,-0.80391043,-0.23611051,-1.2053113,-0.47770956
c_1_1_890,-0.7094224,-0.80620205,-0.7180361,-1.5547218,-0.52533376,-1.351526,-0.45933798,-1.1323994,-0.9543393,-1.9282763,-1.9446867,-0.70728797,-0.91741407,-0.9157211,-0.35753727,-2.023606,-0.35545957,-1.3134685,-1.2498618,-0.76963663,-0.3602075,-0.30166164,-1.0991584,-0.80305,-1.1595696,0.0027724353,-1.0307714,-1.0643084,-0.5687807,-0.6872934
c_1_1_891,-0.51571304,-0.8108014,-1.4065205,-2.1004043,-0.617661,-1.5346707,-0.6453841,-0.96197665,-0.8612458,-1.8669748,-1.7245176,-0.5781837,-0.77871907,0.07887234,-0.36111507,-1.6315516,-0.3517986,-1.3108287,-1.1590948,-0.54524875,0.19283547,-0.23320158,-1.2576904,-0.31771338,-0.485681,0.03184188,-1.2948674,-1.3193053,-1.3902881,-0.7685525
c_1_1_892,-0.03063827,-0.032043662,0.08201758,-0.79907984,-0.3404267,0.74883133,0.5311111,1.1310084,0.5155364,-0.5487892,-0.6742398,0.24211887,-0.30402493,0.14531744,0.6202048,-0.25631732,0.36565828,-0.56691355,0.3745061,0.32111287,0.8917878,0.5118749,-0.124090634,0.33695436,0.124643855,0.9512398,-0.06383541,-0.036855303,1.4238769,-0.46919474
c_1_1_893,1.4000906,1.413022,1.8620147,-0.75756294,0.5198282,0.21113084,2.1818998,2.4725645,1.4273528,-0.38214555,0.3807669,1.8632934,1.7363694,2.1268454,1.8944341,0.97795296,1.7590353,0.28490493,1.8567964,1.6224055,2.3233664,2.9178574,1.2418706,1.769435,2.139818,2.3537195,1.1834568,0.6242166,0.38431773,1.7634531
c_1_1_894,-0.5271658,-0.9404763,-1.3085778,-2.0518913,-0.46904773,-1.3187801,-0.24536417,-1.3908054,-1.2934746,-1.9759462,-1.8263314,-0.47696996,-0.6997637,0.0013614213,-0.07772941,-1.8112066,0.045898248,-1.5970455,-1.4340215,-0.30609193,0.44169,0.35071126,-0.9634403,-0.16696845,-0.5456705,0.058207117,-1.0009413,-1.3160123,-1.0907878,-0.56934875
c_1_1_895,0.7649748,0.116197266,0.8226509,-0.7977418,1.1071509,-0.4985987,1.1123374,0.57090867,0.14412148,-0.780749,-0.31585735,1.0805789,0.90500313,1.2094009,1.1655843,0.011330011,0.8535969,-0.11884149,0.52381027,1.2818358,1.5288185,0.99423504,0.6797731,1.1408697,1.2282035,1.597159,0.40930873,0.16331531,0.009113863,0.5212169
c_1_1_896,0.09582613,-0.24156208,0.21644428,-1.770693,1.0682409,-1.3483751,0.42626545,-0.02424173,-0.19150361,-1.5399505,-1.1719465,-0.516805,0.05526644,0.18685693,-0.36111507,-0.7225209,0.19811948,-0.62018913,-0.58318114,0.08007586,0.82785565,0.30316955,-0.2771238,-0.3059632,-0.12877576,0.6003415,-0.65632206,-0.22752374,-0.6102159,-0.42229915
c_1_1_897,-1.746922,-1.5098468,-1.7252762,-0.97862977,-1.0351913,-1.2125863,-0.67835456,-0.9047648,-1.2096986,-1.6229156,-1.8682723,-1.7685374,-1.0796785,-1.2690818,-1.0969477,-2.0810506,-1.0493765,-1.847301,-1.7736596,-0.23844025,-0.6328578,-0.9412515,-1.8439103,-1.1335444,-1.7644016,-1.4531145,-1.1324455,0.08947767,0.31242767,-0.9904255
c_1_1_898,-0.17988402,-0.40602377,-0.7731026,-0.9629756,0.07417762,-0.23842648,-0.2491037,-0.12109536,-0.69823575,-1.6497637,-0.9592914,-0.012144927,-0.16821392,-0.24611165,-0.29074386,-1.3621308,-0.510763,-1.3254101,-0.751779,-0.56289047,0.05332768,0.37738174,-1.061049,-0.32277018,-0.32508647,0.19681783,-0.7003119,-1.1541588,-0.17050152,-0.72068936
c_1_1_899,-0.61527073,-0.3316921,-0.8666768,-0.513507,1.309238,0.43470848,-0.23419221,0.14971237,-0.20824426,-1.1100698,-0.7655741,-0.18721955,0.91779596,0.033997253,-0.17161152,-0.3671232,-0.100648314,-0.8303386,-0.27692437,-0.099307224,0.30391076,-0.0004212708,-0.3316766,-0.7252023,-0.08264397,0.1747154,-0.24996535,1.0214881,1.2705486,-0.6497895
c_1_1_900,0.7258211,0.6865626,1.3048599,-0.8935948,0.6989566,0.25240394,2.1934738,1.3461132,0.39262605,-0.9655041,-0.26297358,1.867353,0.9859316,2.4342206,2.4063425,0.13386697,1.5836089,-0.39584798,0.5396044,2.0330534,2.5449765,3.0813527,1.6631547,2.209324,1.8845226,2.2929404,0.51026946,0.35627276,-0.8445287,1.4606947
c_1_1_901,1.3457973,0.89871925,1.3984754,-0.39222726,1.3025678,0.20182522,2.3908472,1.519279,0.36484683,-0.3468895,0.35205337,1.8778667,1.064363,1.7565506,1.863379,0.5666798,1.4633064,0.3062753,1.4234598,1.7341888,2.1345732,2.7110417,1.56103,1.7116377,2.3187165,2.5176618,1.1744212,0.60189337,-0.41658843,1.2695587
c_1_1_902,-0.32931632,-0.5314195,-0.8158711,-2.2237794,-0.59173566,-1.4160485,-0.108738266,-0.9226275,-1.1771821,-1.5026566,-1.504648,-0.037613966,-0.6912943,-0.061120786,-0.1912564,-1.5400017,0.28079975,-1.2042925,-1.3049372,0.12812385,0.46337742,0.35406455,-0.868996,-0.24660051,-0.06306905,0.16252713,-0.75243044,-0.8390328,-0.18137962,-0.58953714
c_1_1_903,0.46631956,-0.08864441,0.22053248,-1.3651533,0.38556713,-0.96776336,0.8420668,0.06745798,-0.6061451,-1.5079616,-0.8834801,-0.12781453,-0.20785147,0.93855304,0.24467969,-0.99209327,0.4849481,-0.52602667,-0.14677061,0.5721001,1.316237,1.0352368,-0.6955257,0.12591954,0.37228242,1.4017942,0.18102275,-0.21149825,-0.5110546,-0.26398155
c_1_1_904,1.8842863,1.3610308,2.1179907,0.111253746,1.5182974,0.26215523,3.2018962,2.097709,1.479999,-0.17643052,0.6849097,2.4138296,1.9851621,2.3750844,2.561862,1.1075543,2.059506,0.97881746,1.9291855,2.6855063,2.6973827,3.364933,2.0310705,2.5124354,3.265879,2.9959087,1.7276752,1.2503996,0.14604823,1.7096041
c_1_1_905,-2.096987,-1.6985927,-2.6038923,-3.113588,-1.5715417,-2.646512,-1.2499713,-1.9037895,-2.090517,-2.708494,-2.4604497,-2.1825666,-1.5631729,-1.8841658,-1.2471524,-3.100891,-1.16919,-2.4717803,-2.0212588,-2.1555312,-1.8141406,-1.3192829,-2.0890799,-1.8939465,-2.2532496,-1.0206828,-2.034619,-2.2028897,-1.3032516,-2.5276153
c_1_1_906,-0.06751521,-0.5066446,-0.5328619,-0.7644347,0.13943294,-0.96957445,0.37938866,0.003958976,-0.29705065,-0.85028225,-0.27082133,0.15760407,0.44401723,0.3479817,0.3123562,0.015009444,0.38830122,-0.77561516,0.12399979,0.30440593,0.7891128,0.68110245,-0.12713824,0.2715617,0.5667509,0.44463068,-0.00049103284,0.09645305,0.49149337,-0.20968746
c_1_1_907,-0.047655687,-0.13993509,-0.3295772,-0.9950785,0.6831421,-1.3947585,0.4593761,0.023082454,-0.65600944,-1.3073128,-0.90647686,0.16862805,-0.33438703,0.6575099,0.32384107,-0.7323192,0.30831802,-0.54556155,-0.20337236,0.13953228,0.39451045,0.6867891,-0.8453475,0.46849114,-0.21748503,0.98789036,-0.43942544,-0.5129008,-0.92828876,-0.028653314
c_1_1_908,0.64970773,0.42607567,0.33361003,-0.2190385,1.998708,-0.63395745,1.1710291,0.86302066,0.07350562,-0.69236565,-0.26939136,1.070701,1.0197358,1.1223756,1.2475145,0.3208739,0.8812926,-0.18946213,0.59003013,1.4080362,1.4817808,1.4266615,0.41752866,0.6258248,1.0629456,1.4461974,0.10436598,0.12837294,0.4752112,0.7601332
c_1_1_909,0.075218156,-0.5663946,-0.5737199,-0.6648752,0.2349383,-1.0044297,0.015000021,-0.3520726,-0.5669985,-0.74107987,-0.8544335,0.094233245,0.53757685,0.40226352,0.047316797,-0.5323445,0.20472547,-1.0388787,0.13234715,-0.051851578,0.41290703,0.22611237,-0.21021482,0.24123253,0.40306684,0.4607441,-0.06383541,-0.46618307,0.0011788296,0.018642556
c_1_1_910,-1.1177757,-1.3031977,-2.0115366,-2.4505243,-1.3184472,-2.0032659,-1.2696809,-0.8609018,-0.8770228,-1.9759462,-2.7835405,-1.1111618,-1.6937357,-0.9056753,-1.1229582,-2.3765724,-1.7150117,-1.9110324,-2.335263,-0.7228952,-0.6173977,-1.1005625,-2.2272592,-1.2941877,-1.6070023,-0.23031022,-1.8606881,-1.4490417,0.44836578,-1.6915349
c_1_1_911,-0.3160659,-0.5644308,-0.6045422,-2.2542722,0.45366192,-1.3499497,0.4644164,-0.7626971,-0.7179338,-1.9070376,-1.141832,-0.26295394,-0.63983727,0.0492549,0.25918767,-1.3693284,-0.008522918,-0.8201421,-0.58545655,-0.38418117,0.38756746,0.44895118,-1.084157,-0.2384931,-0.12716793,0.76724154,-1.0611638,-1.0334294,-1.7665669,-0.5172018
c_1_1_912,1.4497532,0.7329183,1.145648,-0.76529694,0.46196356,0.52477914,1.9321239,1.6891667,0.6879553,-0.80127007,-0.34641778,1.564454,1.0568178,1.9023241,1.8282325,0.21215566,1.649767,0.1469303,1.4814445,1.4303752,2.2298462,2.3949277,1.3785894,1.9186245,1.8780622,1.8479975,0.8850885,0.42356342,-0.0007697865,1.3650918
c_1_1_913,-1.3121421,-1.7741777,-2.2836683,-2.7417886,-1.0645741,-2.1887643,-0.8477114,-2.0877535,-2.0235677,-2.5212023,-2.5024693,-1.6958985,-1.6814516,-1.4466383,-0.96445763,-3.0889647,-0.8445876,-2.2858691,-2.487857,-1.4975069,-1.079209,-1.3503298,-2.3188705,-1.3867843,-2.0462284,-0.6626971,-1.8652744,-2.1666546,-2.1549637,-1.9000217
c_1_1_914,-0.5218698,-0.9480109,-0.89347935,-1.8485527,1.2250454,-1.4992653,-0.07784639,-0.57672614,-1.5230939,-1.751152,-1.2732604,-0.032048088,-1.0016932,-0.11597854,0.34661523,-1.1386523,-0.42655742,-1.0421298,-1.0235196,0.035653286,0.23668167,-0.31096834,-1.0028554,-0.2909567,-0.75073606,0.22254573,-0.70477754,-0.32563704,-1.1664824,-0.6289946
c_1_1_915,-0.2830245,-0.6408821,-0.12455642,-2.0416856,0.61569,-1.6205357,-0.27930337,-0.53798914,-0.8567762,-1.6469539,-1.3473984,-0.03705666,-0.54481804,-0.31425178,-0.29074386,-1.2367052,-0.043251175,-1.2527336,-1.2355219,-0.33106974,0.66812164,0.7837874,-1.11259,0.2091428,0.119650766,0.57543534,-0.39085248,-0.7177535,-1.5563701,-0.90171766
c_1_1_916,-0.94764674,-0.6021823,-1.7170541,-1.4814879,-0.055559214,-1.4638603,-0.5543852,-1.467071,-1.7263774,-1.4130194,-1.2704282,-1.0320247,-1.1532992,-0.85346675,-0.4433512,-1.2357395,-0.46911865,-1.4848796,-1.6122987,0.0060945884,-0.42318824,-1.2215694,-1.5763614,-0.9824932,-0.84598297,-0.77877676,-1.1353635,-0.056614187,0.95180684,-1.5672371
c_1_1_917,-0.7812161,-0.89116716,-0.36500904,-1.8447031,0.6791176,-1.4975178,-0.05082562,-1.2953366,-1.3527751,-1.0058427,-1.8222027,-1.0510222,-1.1146263,-0.34844452,-0.5330025,-0.9981033,-0.49080524,-1.5075066,-0.6388029,-0.13287711,-0.35008943,-0.6616836,-1.5174282,-0.7543035,-0.6135062,0.052750714,-0.7295628,-0.81849325,-0.30011952,-1.1564217
c_1_1_918,0.060511887,-0.13398622,-0.19769344,-1.1562158,-0.10191147,-1.2018896,0.4107754,-0.061969433,-0.3884546,-1.5742629,-1.0896381,0.21257757,-0.669921,0.40920058,0.42797497,-1.0136383,0.25539076,-0.9246763,-0.22451594,0.36838934,0.6068142,0.6466403,-0.4928303,0.11509949,0.29689026,0.73425335,-0.3206311,-0.85687566,-0.23736808,-0.29493046
c_1_1_919,-0.2335837,-0.91809183,-0.38713455,-0.8695875,-0.008784573,0.7076357,0.17860244,0.2751575,-0.7853408,-0.4883284,-0.083080105,-0.101681754,2.287039,-0.10401545,0.20996554,-0.038189013,0.26177883,-1.0851078,-0.10368269,0.10105643,0.22497207,-0.23769388,-0.3866369,-0.17009342,0.023940597,0.3278888,0.13785544,0.041464105,0.03192082,-0.8790508
c_1_1_920,-0.2777091,-0.54298997,-0.7312445,-1.9013603,0.2714722,-0.9462056,-0.074446514,-0.2970781,-1.050042,-1.4276849,-1.6475042,0.13891746,0.25096092,0.6929249,0.087801844,-1.4183202,0.111217745,-1.0862277,-1.373917,0.037449144,0.94031984,0.53344107,-0.22405525,0.36108607,0.4772003,0.5612505,-0.9663848,-0.8437498,-0.8411652,-0.44176525
c_1_1_921,1.2281425,0.9421454,1.1225511,-0.5271536,1.6451112,-0.0408832,1.7410771,1.7210948,0.4074403,-0.3920234,0.011358734,1.5916411,1.0749274,1.9521867,1.7949051,0.75639606,1.6367397,0.36299855,1.0290121,2.0677311,1.9130397,2.61545,1.6813449,1.643293,1.7365838,2.5477812,0.99781454,0.816263,0.27685896,1.5730191
c_1_1_922,1.4746696,1.1885968,2.0239735,-0.1114409,0.48695433,1.1958792,2.192512,2.379947,1.9920735,0.016467828,0.50512666,1.7483023,0.86103934,1.9714303,1.9019783,0.67689776,1.7226658,0.71930397,2.1522136,2.0294857,2.4677942,2.8180919,1.1892563,1.692612,1.7585552,2.4794781,1.4040029,1.1153356,1.7525076,1.1940515
c_1_1_923,0.34130177,0.12751278,0.062199198,-0.8899199,0.9131782,-0.32899895,0.8174244,0.4004436,0.29201004,-0.3780002,-0.3630827,0.36398172,0.33707324,0.8876602,0.9288633,-0.26592794,0.7524733,-0.44701678,0.12120629,0.550402,1.3330921,1.1669143,-0.040635422,0.587636,0.7583941,1.291219,0.15892962,0.27342698,0.47876933,0.3109297
c_1_1_924,-0.54226524,-0.81541455,-0.68378013,-1.5404841,1.4978623,-1.1772376,0.06283351,-0.62388647,-0.97632337,-0.91366035,-1.0081536,-0.517524,-0.56041557,0.039878458,-0.48101196,-0.99380845,-0.38317105,-1.0432153,-0.7492268,0.109734245,0.33668894,0.18280198,-1.3166478,-0.56276023,-0.64826685,0.480032,-0.80153453,-0.7323967,0.50908947,-0.5582194
