cell_id,4-1BB,CCR7,CD123,CD127,CD138,CD14,CD15,CD163,CD31,CD38,CD45RA,CTLA4,FABP4,GITR,GZMA,GZMB,ICOS,IL-18,IgD,Ki-67,LAG3,Ms IgG1,PD-1,PD-L1,PD-L2,Rb IgG,TCF7,Tim-3,Vimentin,p53
c_1_1_1,0.7469283,0.9145841,0.9835144,-0.29056782,0.14665928,-0.092353396,1.5230907,2.1137192,1.3210645,0.4731136,-0.07117128,1.3612316,-0.0635334,1.2001693,1.5419097,0.4159356,1.112926,0.31319043,1.5642881,1.17535,1.739233,2.2093916,0.9115048,0.936638,1.3478813,1.7465173,0.92869586,1.6254283,2.1356027,0.52728677
c_1_1_2,0.36953166,0.35749117,0.61178994,-0.23913598,0.10039998,0.30994248,1.2877373,1.8912421,1.136454,-0.07902255,0.064094685,0.7326006,0.504382,0.77711934,0.9373149,0.15114169,0.7809101,-0.028073005,1.3233747,1.17535,1.182708,1.5979701,0.6362651,0.746126,1.0738355,1.1209786,0.7448905,0.8803624,1.769151,-0.37038636
c_1_1_3,0.042562194,-0.46560445,-0.46370292,-0.46836853,0.9772349,-0.8879708,-0.16858003,-0.6365144,-0.81297475,-1.0909975,0.23527794,-0.07761339,1.8590686,0.28287378,0.34157634,0.5265406,0.5795781,-0.6648393,-0.59230435,1.8647147,0.54069006,0.76202554,-0.15169197,0.11238542,1.1261263,0.8137784,-0.13604397,0.009807433,-1.060407,0.16772924
c_1_1_4,1.2560829,1.4200759,1.5825263,-0.3441077,0.4723667,0.03241263,2.4716933,2.4100773,1.500984,-0.6538948,0.36879414,1.7276716,0.6755452,2.1304069,2.143961,0.542447,1.6086483,0.6141623,1.7197698,1.9210669,2.3285959,2.7429433,1.342547,1.9702806,1.871582,2.516976,1.2691603,0.8612523,0.91349185,1.6828675
c_1_1_5,0.9091323,0.9604927,1.5666288,0.38031614,0.49736127,0.25677505,1.6288177,2.4920743,1.6935593,0.5674351,0.49243262,1.3320944,0.5016835,1.1984558,1.4562302,0.94715536,1.363482,0.13682184,1.9491076,1.457514,1.7251194,1.8085073,1.0580901,1.3924592,1.3427142,1.7628455,1.0293883,1.5103829,2.1129873,0.47377095
c_1_1_6,-0.15579462,-0.5294997,-0.42788383,-1.2434236,-0.059024733,0.8071747,0.2678154,0.55574393,-0.5899754,-1.2281138,-1.0440803,-0.50819796,0.16034396,0.041052956,0.3741036,-0.8155768,0.4315496,-1.1982033,0.06708453,0.2944206,0.71845454,0.45851642,-0.46362007,0.041900672,-0.039048135,0.87203103,-0.41682497,-0.17986166,-0.8860482,-0.8438148
c_1_1_7,0.09039656,-0.39543414,-0.19264837,-0.59526,1.3111371,-1.1057279,1.0168439,0.031705454,-0.35426962,-0.9400878,0.3280051,0.42774773,1.6476693,0.72947276,0.7600971,0.91893595,0.5399741,-0.6193905,0.26229158,2.1372538,0.60888857,0.8789025,-0.07794763,0.45136774,1.1689413,0.9419424,0.3707611,0.1513196,0.3237266,0.03526953
c_1_1_8,-1.0652083,-1.6148556,-1.8238287,-2.9603584,-0.7630202,-2.45541,-0.721654,-1.8313098,-1.8840568,-2.4849617,-2.3648582,-1.5226189,-1.3800999,-0.5480328,-0.5565492,-2.7059956,-0.9220379,-1.839538,-1.5182489,-1.2679954,-0.9567042,-0.8175052,-1.7112696,-1.1564506,-1.6498271,-0.24344867,-1.0779862,-1.8370912,-1.8223394,-1.8281146
c_1_1_9,-0.7253264,-0.67424273,-1.0861236,-1.6468245,0.4988958,-1.4579021,0.24236801,-1.5598121,-1.3766546,-1.9759462,-0.99168473,-0.16502069,-0.09972962,-0.25350255,-0.27181718,-1.9580983,-0.510763,-1.1776996,-0.82781607,0.5214183,-0.381739,0.07796093,-0.8307117,-0.76479995,-0.37695798,-0.31635454,-0.8521815,-0.57459235,-0.9843771,-1.4215969
c_1_1_10,0.23208503,0.12751278,0.08530127,-0.38103724,0.20360476,0.5243527,0.89828587,0.57844126,0.5856463,-0.555475,0.12158189,0.38814798,1.0537342,0.4032558,0.4507974,0.16094829,0.3145108,-0.39516923,0.70190513,0.6693625,0.6661082,0.7317127,-0.08489926,-0.16696845,0.49697068,0.83654106,0.13652939,0.32196686,0.747628,-0.14652069
c_1_1_11,1.2551981,0.8461962,1.1057,-0.66507035,0.033194605,-0.013653425,1.8256214,1.8153108,1.1778444,-0.4303218,-0.090019286,1.1604476,0.38271344,1.689635,1.3215915,-0.017277477,1.0997261,0.21001215,1.4234598,1.2853872,1.8957872,2.3030293,0.64928323,1.4342884,1.4376334,1.8843001,0.8351157,1.0156991,1.592015,0.882182
c_1_1_12,0.23319224,0.15359694,0.06662027,-0.59344476,-0.078831054,0.22405839,0.36614737,1.5601597,0.5613682,-0.45780292,-0.36384487,0.52449316,-0.58986425,0.4850273,0.21668835,-0.21831623,0.032819815,-0.40880576,0.75611395,0.31173238,0.8911888,0.6952894,-0.19541849,0.45136774,0.39181095,1.3503572,0.096224055,0.7619875,1.8995636,-0.45789683
c_1_1_13,0.1450622,-0.23838194,-0.29344591,-1.5609556,0.74947757,-1.184238,0.48194674,0.59216636,-0.3586733,-1.81457,-0.9524424,0.31377473,-0.4947306,1.12628,0.54186004,-1.2747155,0.33539873,-0.8892669,0.11279436,0.21161126,1.1435221,0.92229986,-0.37621343,-0.037001226,-0.06540852,0.7171382,-0.24491407,-0.6831468,-1.0125446,-0.25186038
c_1_1_14,-0.27014524,-1.06297,-0.6596715,-0.63284826,-0.8711075,-1.4604528,-0.09151078,-0.32013136,-0.81297475,-1.5374222,-0.6770687,0.3303538,-0.7819534,-0.32605314,-0.7731061,-1.3478103,-0.3354211,-1.2067355,-0.6176937,-0.3527274,1.1019297,-0.39186478,-0.83363,-0.24011238,0.17671181,-0.083026245,-0.83269936,-0.5017121,1.4942366,-0.63282937
c_1_1_15,-0.9637636,-1.2842922,-0.76297486,-1.8194144,0.3311285,-2.2435522,0.106357895,-1.0179873,-1.51533,-1.6012094,-1.342932,-0.9597137,-1.0567659,-0.63383555,-0.20115101,-2.5759647,-0.7403771,-1.6928096,-1.4587793,0.20721531,0.1479967,-0.23769388,-1.2686102,-0.54948485,-0.9080844,-0.08899572,-0.70254326,-0.5859201,-0.57857794,-0.7677317
c_1_1_16,1.3340425,1.0490884,1.5748501,-0.55939513,0.29685217,1.0821805,2.4028664,2.5121825,1.2683096,-0.29455897,0.17689893,1.6288257,0.4889039,1.8010682,2.0797963,0.4856014,1.3154106,0.27451158,1.4532999,1.579641,2.42155,2.518511,0.95985407,1.5534518,1.8888185,2.2860687,1.1183969,1.0661303,1.2977799,1.5864062
c_1_1_17,0.30887878,0.117458746,0.03209187,-0.90942985,0.37300247,-0.7339149,1.23771,-0.22971255,-0.52064306,-0.79136944,-0.5802913,0.12362858,-0.23951697,0.5317986,0.40855244,-0.36585817,0.46921635,-0.12050781,0.25083235,0.9419857,0.98426384,1.0518804,-0.5014327,0.094653055,0.51004744,1.3924811,0.27015513,0.20069012,0.9681928,0.2071539
c_1_1_18,0.68360436,0.2857111,0.55835414,-0.48367482,0.6119899,0.9162134,1.0112838,2.3631258,0.36645174,-0.6470831,-0.19825262,0.61651117,0.62813723,0.9535893,0.76928884,0.0197305,0.44305205,0.014911213,0.49277788,1.0776484,0.74895376,1.1669143,0.067201324,0.38848257,1.4406736,1.0952454,0.4215853,0.79646826,0.21180016,-0.0071206978
c_1_1_19,1.6128545,1.1600221,1.8892959,0.02634835,0.7816241,0.69747925,2.6658616,2.121925,1.2618803,-0.038353674,0.8556834,1.9130225,2.365775,1.9427434,2.2975924,1.2763301,2.0200188,0.64798856,1.7381966,2.1119173,2.401515,3.059667,1.3126428,1.9092381,2.4561164,2.6290872,1.7237144,1.050034,0.014223426,1.4538567
c_1_1_20,0.8317785,0.43430948,0.94857395,-0.33274737,0.56532127,0.29951543,1.247502,1.1136475,0.4403045,0.021737987,0.16950162,1.0192474,1.2306792,1.1864214,1.0652734,0.57988757,1.1113783,-0.2800299,0.92690015,1.1960227,1.7380606,1.8975129,0.7157428,1.08067,1.1186093,1.4690505,0.7844322,0.3186934,0.34938988,0.74813515
c_1_1_21,0.018105924,-0.13547142,-0.36088803,-1.035026,-0.26299673,-1.130521,0.9276947,0.6156187,0.4174717,-1.265338,-1.2203604,-0.33466908,-0.004148567,0.5794046,0.25918767,-0.59074366,0.6326998,-0.28503138,0.26609132,-0.08336458,0.75152797,1.0328481,-0.6194785,0.6100014,0.7610238,0.79682857,-0.5862644,-0.55648685,0.66647255,-0.31845623
c_1_1_22,0.91059124,0.78447646,0.776255,-0.6526714,0.7602777,-0.37015042,1.4122373,0.9358064,0.4151641,-0.98634416,-0.3396547,1.3993063,1.0325632,1.7927585,1.3636984,0.013433321,1.1260239,-0.16226692,0.38968387,1.4390641,1.7520831,1.6212932,0.45635867,1.4690648,1.4509021,2.0870278,0.8186873,0.038098816,-1.2344694,0.98351413
c_1_1_23,-0.7193442,-0.32327718,-0.82627535,-1.2557235,0.87809664,-1.385038,-0.4720067,-1.098928,-0.80654067,-1.0378742,-0.7726087,-0.053849503,0.1673774,0.2639043,0.09351916,-0.5010536,0.6016528,-1.0227368,-0.46533236,0.77507156,-0.2915319,-0.17569897,-1.0044485,-0.44275162,0.12606819,0.07769551,-0.5171334,0.16058657,0.45466983,-0.4977184
c_1_1_24,-0.37455085,-0.5391236,-1.1568291,-1.6680309,-0.8790164,-0.7514468,-0.19744545,-0.3477796,-1.3326795,-1.8815248,-0.9570049,-0.43176484,-0.556148,-0.23007427,-0.42478302,-1.2915071,0.43615994,-1.3227477,-0.8743191,-0.38787064,0.2541174,-0.18443912,-0.7215479,-0.19844204,-0.46385738,0.50401944,-0.9480798,-0.330848,-0.9919658,-0.62822837
c_1_1_25,-1.9418585,-1.1580756,-2.3429244,-2.147929,-2.680659,-2.1774921,0.5262548,-1.3908054,-1.5994805,-2.326874,-2.0111659,-1.9167436,-0.9907034,-2.5637214,-1.769116,-2.655301,-1.088385,-2.0892193,-1.4056621,-2.4507296,-1.7884831,-0.9734162,-2.1859362,-1.6701384,-2.7105935,-1.0645044,-1.144149,-3.187164,-1.0258926,-2.3444037
c_1_1_26,-0.28150398,-0.11041732,-0.15397972,-0.83938473,0.96463525,-0.5948251,0.30394813,0.5946499,0.3156701,-0.564017,-0.72016734,0.31747156,0.23753195,0.23674107,0.24864711,-0.2852859,0.5561409,-0.6931827,0.6601152,0.7474754,0.5768393,0.55477816,-0.9494436,-0.22719824,0.045508854,0.1295573,0.16023758,0.5909617,0.9150084,-0.3683642
c_1_1_27,-0.7895083,-0.43823645,-1.134332,-1.1841125,-1.1489775,-1.614838,0.081616014,-1.2333124,-0.7686473,-1.1286465,-1.1865706,-1.2491579,-0.08776061,-0.9011241,-0.54866934,-1.6921178,-0.46520516,-1.5523341,-0.69418955,0.33974424,-0.5906301,-0.50163233,-1.0124346,-1.2561628,-1.0985966,0.07014524,-0.40564272,-0.3685865,0.6225571,-1.5274441
c_1_1_28,1.1148475,0.5451908,0.9386779,-0.66117895,0.6270802,-0.11646502,1.8220785,1.1864725,0.7506313,-0.009420218,0.17267644,1.5974997,0.95561653,1.7470036,1.9238703,0.66085225,1.3991555,0.15332441,1.4527426,1.6690918,1.7775356,2.6553004,1.2016437,1.8502698,1.7177078,2.0125716,0.809973,0.38270447,0.68441,1.0767201
c_1_1_29,1.146051,0.7116303,1.0069245,-0.8990099,-0.039787784,-0.5990171,1.8733537,1.0433583,0.46418864,-1.1924789,-0.21606062,1.2920717,0.26295847,1.459997,1.3461972,-0.28224924,1.1722103,-0.49358553,1.0207725,1.4438417,1.5705162,1.9767743,0.8053914,1.5979067,1.2282035,1.8764194,0.52910054,0.00043202064,-1.3676202,0.7919121
c_1_1_30,0.09823363,0.026569067,-0.21928212,-0.531574,0.22042137,-0.65223646,0.41853714,1.391258,1.0896441,0.21681364,-0.4509902,0.11285204,0.1715834,0.51066434,0.59924084,0.012381918,0.6692236,-0.58548254,0.9452184,0.4524518,0.9102756,0.84507203,-0.10188593,0.4352532,0.41921964,0.62865716,0.15631019,1.314207,1.7320477,-0.1453131
c_1_1_31,-0.24691921,0.39585295,-0.07528849,-1.190714,0.50176924,0.35258934,0.72623765,0.46719468,0.23610379,-0.9774668,-0.41030598,0.55200285,0.44361818,0.6627936,0.5623,-0.3072841,0.57427984,-0.44490498,-0.0043044677,0.69242305,0.9865494,0.5668699,-0.16304988,0.55742085,0.9865032,1.4637032,0.2243211,0.1901781,0.6818078,0.3339214
c_1_1_32,-0.9917702,-0.7476272,-1.4276521,-1.4625775,-1.0322285,-1.5774218,-0.22308911,-1.4711801,-1.6417338,-2.1678467,-1.6902076,-0.9642664,-0.8006683,-0.9294962,-0.97658986,-1.7732447,-0.36096606,-1.8768084,-0.8495139,0.02484491,-0.66151804,-0.29239765,-1.9626464,-1.3696268,-0.9197896,-0.32327875,-1.144149,-1.5128075,-0.7402319,-0.66221386
c_1_1_33,-1.8939611,-1.3580587,-2.423511,-1.8832217,-2.5864043,-2.1915963,0.49188778,-0.36718386,-1.346039,-2.3889725,-2.1056056,-2.3442442,-0.5455237,-2.5735838,-1.1706443,-2.522919,-0.99782705,-2.2646286,-1.0578192,-2.196701,-1.678062,-0.9158854,-2.543977,-1.7237884,-2.7133584,-1.1050143,-1.2347417,-3.0381925,-1.3866327,-2.6799552
c_1_1_34,0.21258543,0.21516389,0.1551349,-0.39623287,0.5767776,-0.4582914,0.9756644,0.38088772,0.24412547,-1.1521993,-0.37455472,0.61019796,-0.3126456,0.52430815,0.9165924,-0.13812707,0.83639634,-0.33932614,0.61011815,1.4261682,0.9244705,1.3155701,0.12522644,0.5908459,1.1305355,1.4583372,0.15237355,0.21196017,0.22343421,0.37073538
c_1_1_35,1.0371463,0.9265631,1.6621046,0.030321272,-0.14959195,0.6473497,2.2268112,2.5284247,1.5520382,-0.24267781,-0.05502983,1.7988065,0.62741965,1.8545684,1.6869557,0.73874754,1.479597,0.49287134,1.2425264,0.9568429,1.7721637,2.469986,0.98128384,1.374468,2.194291,2.0816092,0.5384344,0.72344816,1.7825441,1.0568194
c_1_1_36,-1.0492765,-0.73223025,-0.96119905,-1.469572,-1.3331413,-0.20013525,-0.017611293,0.19568124,-0.69044644,-1.4364315,-1.6311271,-0.8553389,0.9958226,-0.8234402,-0.9001854,-2.0956662,0.13748269,-1.5665482,-0.73653346,-1.2622937,-0.18761262,-0.4509941,-1.2217274,-1.1360768,-1.0731803,-0.6035641,-0.6390565,-0.10769401,1.2754846,-1.7347221
c_1_1_37,1.3309505,0.46480113,1.3113194,-0.15418425,-0.05844661,1.7183071,2.0628996,2.5727122,1.4391812,-0.4852657,0.5384496,1.5796328,0.17205024,2.22909,2.0987895,0.23870197,2.1451392,0.52211916,0.82823634,0.8520739,1.6773331,2.2541533,1.0486532,1.6975391,1.1115096,2.4285355,0.728431,0.7386859,1.6158053,1.2999369
c_1_1_38,0.6684383,0.23631927,1.1430953,-0.56413805,0.5413715,0.4053886,2.2706275,2.1437864,0.66818184,-0.4881748,0.050943896,1.6673207,-0.13168596,1.7073048,1.8851094,0.006062193,1.2715883,0.35593617,0.835084,0.9227774,1.86303,1.6619055,0.84285104,1.5059571,1.2407771,2.1114795,0.8160778,0.5470803,1.2653195,1.0102932
c_1_1_39,0.6107077,0.09842849,0.62762517,0.44330263,0.6001165,0.056821793,0.77134866,0.5211273,0.34133044,0.22795749,0.5842638,1.3487229,0.4336152,1.1390074,1.0154259,0.7287528,1.1617205,0.050225955,1.0252728,1.0404848,1.2211338,1.2111455,0.15712342,0.72923404,1.0432919,1.139184,0.50394326,1.0159632,1.3021021,0.68224764
c_1_1_40,-0.43940496,-0.41134596,-0.45504645,-0.57975554,-0.0073918966,0.6236997,-0.12963206,0.9358064,0.36484683,-0.7572429,-0.8082981,-0.49180976,-0.24010897,-0.15419935,-0.048408438,-0.25631732,0.27448276,-0.9589752,0.35441497,0.23670416,0.16449796,0.0508732,-0.28482428,-0.3671403,0.07124685,-0.071155354,-0.40750113,0.39272687,1.3955308,-0.623638
c_1_1_41,-1.615557,-1.3352319,-2.5116339,-1.5185807,-1.7530638,-2.0423203,-0.6175972,-0.65435064,-1.4512957,-2.5310109,-2.3618758,-1.6652273,-1.4584235,-1.5584317,-2.171936,-2.0578797,-1.0940312,-2.3685708,-1.5269475,-2.180491,-1.1069447,-0.96694213,-2.5230365,-1.5986416,-2.2071304,-1.3646537,-1.5682892,-1.4551165,-0.40612748,-2.124428
c_1_1_42,-1.8236824,-1.3223382,-1.4973311,-0.80467415,-1.4640944,-0.8320104,-0.3491677,0.12544563,-0.91388565,-0.9657469,-1.4239153,-1.7325531,-0.44471744,-1.8784318,-1.5632565,-2.2025387,-0.7403771,-1.6962937,-0.21920104,-1.2990628,-1.5527879,-1.1424439,-1.7693728,-1.608242,-1.9769914,-0.8334603,-1.3241501,-0.06538542,1.1578228,-1.8060716
c_1_1_43,-0.37053227,-0.4582585,-0.8988845,-1.8785727,-0.71578574,-1.430142,-0.37708828,-1.2154866,-1.2902646,-2.083365,-1.8640239,-0.98812103,-0.93323874,-0.2088749,-0.3046222,-1.4902427,-0.18971261,-1.4640914,-1.2607106,-0.67465556,-0.55300695,-0.26942313,-0.9171703,-0.21436664,-0.6472365,0.35248208,-0.82545376,-0.84811485,-0.6557558,-0.87472117
c_1_1_44,-0.2306352,-0.23046036,-0.25666478,-0.9081836,-0.0941743,1.5320176,-0.36906645,0.80798626,0.12660971,-0.8411972,-0.66578645,-0.30167395,-0.029125592,0.018630791,-0.15700364,-0.12459301,0.5964227,-0.91376,-0.16709791,-0.45698687,0.5096906,-0.11133118,-0.62209725,-0.48806143,0.19401309,-0.12284814,-0.40193245,0.4494076,0.64989346,-0.71668464
c_1_1_45,-0.15649779,-0.24315457,-0.92065316,-1.1749436,0.7162241,-0.014894258,0.17269188,0.7271719,0.09684098,-0.9431715,-0.5909319,-0.19629405,0.51972336,0.33368242,-0.054545972,-0.09889872,0.21916893,-0.5792648,0.5500392,-0.13222599,0.3509094,0.50567037,-0.3025403,-0.20002885,0.62195724,0.53410333,-0.30834493,0.32215923,1.2235525,-0.8404098
c_1_1_46,0.96473217,0.7480653,1.4597665,-0.2471623,0.4807494,0.9316837,2.0347664,2.0971897,1.3972597,-0.53538483,0.40847856,1.4472992,0.9594719,1.316867,1.8058734,0.853639,1.2438841,0.3297266,1.3475538,1.8302809,2.0767796,2.4488254,0.9452401,1.3239564,1.6912609,1.7569276,1.2763736,1.1774266,1.173881,0.9299365
c_1_1_47,1.5545758,0.9517134,1.4257673,0.2730652,0.29328683,0.18788669,1.9018488,2.6493692,1.7975279,0.30579063,0.49115708,1.7880529,0.6484621,2.3157067,2.2066338,0.83258045,1.5641395,0.52211916,2.252847,1.5339551,1.8211187,2.68389,1.3082634,1.8474182,1.8657012,2.4603899,1.4082285,0.7830535,2.020891,1.3090799
c_1_1_48,0.5121659,0.31593457,0.10921582,-0.8015374,0.27780536,0.5140932,0.34206426,0.5519318,-0.095702626,-0.4761316,-0.17127098,0.5891349,-0.11288141,0.6268756,0.2696733,0.8378659,1.1929984,-0.05961852,0.8837856,0.8299673,1.084067,0.7483037,-0.20280269,0.38848257,0.79800975,0.44548288,1.1448786,0.040343225,0.43850604,-0.34092894
c_1_1_49,-0.10797883,-0.5526987,-0.08123091,-0.8780087,1.0910015,0.7266257,-0.27930337,1.3071575,-0.022453338,-0.95848876,-0.8186564,-0.45527497,0.56977695,0.11490537,-0.68913305,-0.094462804,0.040097978,-0.9630673,-0.12175621,0.39111668,0.21824968,0.17182694,-0.3727509,-0.3448326,0.518327,0.18680978,0.06601282,0.007068175,0.4903914,-1.0246027
c_1_1_50,0.23761366,-0.06859658,0.010625084,-0.8155047,0.57550925,-0.20650552,0.2706208,-0.78465587,1.1100533,-0.98189604,-0.4945015,0.34405923,0.6498795,0.80734813,0.35038564,-0.2313001,0.6480134,-0.45478776,-0.7749523,0.8731508,0.8303292,0.22253837,-0.22619353,0.54979545,1.1611423,0.7700171,0.019607253,0.16813372,0.5592392,-0.028653314
c_1_1_51,0.21650416,-0.3710042,-0.017981986,-0.12741077,1.4760878,-0.70952314,-0.027511438,0.790352,0.77992785,-0.25522345,-0.36613312,0.2890974,1.1878481,-0.03177693,0.99276656,0.21644504,0.41764313,-0.21303757,0.67163247,0.3505338,0.81668556,0.142264,-0.11396624,0.24504906,0.5324446,0.6467551,0.030980138,1.1648355,1.9885641,-0.3118935
c_1_1_52,0.66165197,-0.3132393,0.26993495,-0.89654475,0.80845505,0.445551,1.1828781,2.2189152,0.59694165,-0.65930426,-0.20097838,0.370726,-0.41237774,0.828625,0.5084846,-0.33698562,0.6099875,-0.047440674,0.4753674,0.70019555,0.7739103,0.82661736,0.14389601,0.23868407,0.92181176,1.2104955,0.21423736,-0.08617774,1.5281348,0.3542991
c_1_1_53,1.4424126,0.82483476,0.9000355,-0.70363003,0.2349383,0.45876646,1.507667,0.85129815,0.34296727,-0.81566936,0.057248116,1.5713474,0.0051260623,0.9458915,1.3757836,0.37447312,1.6074917,-0.097904444,0.56760716,1.29889,1.4746501,2.1636102,0.2896158,0.8800686,1.9402894,1.6790679,0.8247594,0.20541146,-0.21703838,0.2730023
c_1_1_54,-2.0900254,-1.4775591,-1.9706666,-2.6087468,-1.3569878,-1.7932447,-0.5279606,-1.3140122,-0.53248966,-2.442877,-1.9379784,-2.3366723,-0.8228997,-2.2374578,0.8225807,-3.1988811,-0.7940543,-2.2778656,-1.6403315,-0.77231526,-1.52825,-1.3192829,-2.2272592,-1.8682127,-2.621339,-1.2331959,-1.2347417,-2.3063946,-0.42404997,-1.5107954
c_1_1_55,0.34904984,-0.10895636,-0.00992983,-1.1154816,0.51718146,0.60005724,0.44925296,-0.27227572,0.037097763,-1.0825411,-0.67047685,0.18702365,2.2341924,0.9089463,0.9698475,-0.31528574,0.6244759,-0.54178315,-0.54282314,0.26202437,0.75217086,0.75380373,-0.25854817,0.19616185,0.9198643,0.7427418,0.098942645,-0.08689906,-0.48937094,-0.3376085
c_1_1_56,0.54172087,-0.32327718,0.3556563,-0.9257753,1.5127629,-1.0369841,0.8764091,0.8373409,-0.33537132,-1.2559866,-0.35775977,0.2825247,-0.23537953,0.98069614,0.5903478,-0.31651992,0.6398635,-0.33607206,0.4354117,0.88341016,0.7821595,0.8840567,-0.27273744,0.4650784,0.6882973,1.0552613,0.09486303,0.1279445,0.026835945,0.20512453
c_1_1_57,-1.6934564,-1.5354358,-2.1668174,-2.7871032,-0.83684605,-2.479465,-1.0289207,-2.135472,-2.0176632,-2.4053376,-1.949176,-1.5411034,-0.29605788,-1.7955849,-0.8333718,-2.6437783,-1.6084559,-2.3376675,-2.6873136,-1.5480247,-1.1942762,-1.6176437,-2.2094421,-1.690089,-2.5898044,-0.9530086,-1.7120397,-1.7362456,-1.5811461,-1.8814483
c_1_1_58,-0.61807334,-0.3589334,-0.9855571,-0.6609848,-0.040073168,-0.34649083,-0.074446514,1.4511796,0.45379803,-0.9560804,-1.0685301,-0.37958097,-0.29422444,-0.2474535,-0.14571482,-0.40994275,0.31821564,-0.9117842,0.7767085,0.16553105,-0.13561448,-0.5119151,-1.2704359,-0.20798163,-0.3215561,-0.48232803,-0.3835077,0.54861116,1.6666511,-0.8158928
c_1_1_59,0.7404627,0.2800488,0.50784093,-0.8447445,2.0185878,-0.61260873,1.4402329,1.2622532,0.117756434,-1.0114092,-0.29098922,1.0451503,0.38972455,1.2145116,0.77336097,0.27372664,1.0926963,-0.39042825,0.08296052,1.2982495,1.4244618,1.920699,0.756886,0.91402,0.74201745,1.391547,0.7412476,-0.31444216,-1.0371171,0.546675
c_1_1_60,-0.24394593,-0.6553884,0.22461177,-0.84942883,0.7451648,-0.1264926,-0.39323953,1.088672,-0.43299872,-1.0658325,-0.7114455,-0.076475434,0.47563812,-0.24075252,-0.060701765,-0.25033322,-0.1814206,-0.9286672,-0.13004622,-0.6375445,-0.18554771,-0.18882358,-0.46603742,-0.6782932,-0.16610032,0.06255859,-0.46619934,0.5739377,0.5723365,-1.2169695
c_1_1_61,0.5935123,0.41468152,0.29957956,-0.77875984,0.26647535,-0.45449096,1.2956778,0.15452525,0.084722884,-1.0394369,-0.2844764,0.85031754,0.37110382,1.4139566,1.4189916,-0.0039839814,0.98944265,-0.27442455,0.66684484,1.0324576,1.5244695,1.3464818,0.5164843,1.0116832,1.0551976,1.3831125,0.26648676,-0.18873607,-0.5454716,0.30803746
c_1_1_62,0.21650416,-0.2084935,0.48208943,-0.106766544,1.751744,-0.04816914,0.2678154,0.6758526,0.05387891,0.29126298,-0.05502983,0.42600527,1.328919,0.6438005,0.23006654,0.8480449,0.5345508,-0.19707999,0.7470677,1.0309945,0.93563735,0.035229284,-0.028999358,0.09602268,0.6614621,0.5894933,-0.12820642,1.017412,1.1687316,0.2438341
c_1_1_63,-0.20651172,-0.6911979,-0.58753026,-0.1777571,0.55707914,0.59965336,-0.0012316112,0.58718795,0.02968124,-0.6707563,-0.2844764,0.6349332,1.7491877,0.33470702,-0.06997196,0.109435715,0.3194487,-0.56537735,-0.16369013,0.9177529,0.69609535,0.73725843,-0.27054754,-0.08587934,1.1524434,0.56599295,0.31115386,0.25835186,0.04661231,0.0724596
c_1_1_64,-0.55031633,-1.0096505,-0.771411,-1.4075054,0.28523132,-0.17216067,-0.4136354,-0.19404796,-0.3455102,-1.546723,-0.875894,-0.42627528,-0.09047359,-0.5705294,-0.46209338,-1.0538813,-0.47107902,-1.2628841,0.11700637,-0.30467412,-0.49667066,-0.061280973,-1.191671,-0.5703855,-0.4070557,-0.308085,-0.60928035,-0.21742705,0.45342958,-1.0622109
c_1_1_65,1.2344261,0.7530815,1.0151206,-0.113898456,1.5886106,0.48461804,1.9041086,1.6633254,0.711019,-0.32529947,0.4549854,1.2593186,1.3707768,1.6343405,1.2467111,0.7804177,1.3215795,0.24157114,1.4814445,1.665353,2.1013365,1.9283689,1.0228859,1.6652933,1.6624275,1.9564486,0.97510254,0.890126,0.6286531,1.3518823
c_1_1_66,-0.44108066,-0.6784642,-1.2089363,-1.2402853,0.23981991,-1.0490661,0.1307634,-0.5403849,-0.7159492,-1.6831182,-1.2410144,-0.38024965,-0.053936545,-0.37462834,-0.3809082,-1.0441859,-0.008522918,-1.4626186,0.07287766,-0.26328465,0.19283547,-0.024544362,-0.54250747,-0.45894536,-0.28051466,0.111757144,-0.483649,-1.2783291,0.09088903,-0.68256736
c_1_1_67,0.029439129,-0.98624575,0.1688088,0.045579355,1.0377612,0.33130285,0.83798337,0.37384903,-0.6335904,-0.06392853,0.35672283,0.58993375,2.1713123,0.25595027,1.0520425,0.13039479,1.3284082,-0.50235754,0.21720952,0.7817055,0.96818686,-0.43604776,-0.17968911,0.46279958,1.1749866,0.9812346,-0.120407335,0.6921176,1.0773464,-0.050417222
c_1_1_68,0.15031259,0.33575904,0.1896619,-0.8748725,1.5179353,-0.48173752,0.6977332,1.0896038,-0.16619787,-1.1985365,-0.6620448,0.43035868,1.4442011,0.6911898,0.9615326,-0.40349472,0.32805607,-0.54556155,0.10997911,0.7322623,1.0583444,1.3176454,0.061671667,0.72523856,0.53185856,1.4788078,0.023881365,-0.17279275,0.6991066,0.52728677
c_1_1_69,0.28225106,-0.17307165,-0.25276458,-0.9214743,0.5969087,-0.45406938,0.89828587,0.31356287,0.4167032,-0.56302744,-0.1553172,-0.013245167,0.8994921,0.47880933,0.37658408,-0.00027710627,0.17814639,-0.66071993,0.13926703,0.7411506,0.8042002,0.7261519,1.002481,0.14070208,0.021696398,0.91624564,0.12854849,0.05174791,0.5940139,-0.41332465
