cell_id,UMAP_1,UMAP_2
c_1_20_1,4.6160784,-3.9743066
c_1_20_2,5.943823,-2.0660675
c_1_20_3,5.326939,-4.478544
c_1_20_4,5.1869283,-1.6472399
c_1_20_5,7.050277,-3.7755823
c_1_20_6,9.5998745,-1.3265738
c_1_20_7,6.4874234,-3.75736
c_1_20_8,9.065435,-1.1574681
c_1_20_9,9.906332,-0.58266467
c_1_20_10,9.490308,-0.91624767
c_1_20_11,9.609824,-0.47569805
c_1_20_12,9.640028,-1.1375693
c_1_20_13,5.215133,-4.154208
c_1_20_14,6.608193,-3.3650432
c_1_20_15,5.1908813,-4.7629337
c_1_20_16,7.7702107,-3.6761434
c_1_20_17,9.503864,-0.69198394
c_1_20_18,9.365491,-1.3730667
c_1_20_19,10.161094,-0.052136287
c_1_20_20,0.9495493,-2.6772878
c_1_20_21,7.6517506,-3.2248778
c_1_20_22,9.753784,-0.4092546
c_1_20_23,6.119878,-2.7228773
c_1_20_24,9.363904,-1.3364147
c_1_20_25,7.617775,-3.9033067
c_1_20_26,6.3342123,-4.0030217
c_1_20_27,8.459286,-3.1749244
c_1_20_28,6.4508634,-3.710913
c_1_20_29,9.176464,-5.245446
c_1_20_30,5.089874,-4.832959
c_1_20_31,8.169584,-4.0410347
c_1_20_32,2.7557743,-6.3122563
c_1_20_33,5.1475735,-3.9945133
c_1_20_34,7.0797777,-3.918162
c_1_20_35,5.2737575,-4.397698
c_1_20_36,4.613905,-5.3093886
c_1_20_37,5.658689,-4.421306
c_1_20_38,7.560864,-3.8796341
c_1_20_39,9.798145,-5.8768616
c_1_20_40,9.98261,-0.14580771
c_1_20_41,7.8858967,-4.106665
c_1_20_42,6.2331314,-4.846979
c_1_20_43,8.892139,-1.5119973
c_1_20_44,7.063681,-5.521856
c_1_20_45,9.648885,-1.3042841
c_1_20_46,9.489372,-0.63849527
c_1_20_47,9.141083,-1.1872624
c_1_20_48,8.032883,-4.390969
c_1_20_49,5.7412424,-3.7598774
c_1_20_50,8.238438,-4.3741302
c_1_20_51,7.7274117,-3.908862
c_1_20_52,8.843069,-5.0813236
c_1_20_53,6.3906965,-5.046186
c_1_20_54,5.2655463,-3.4731228
c_1_20_55,6.332037,0.29738334
c_1_20_56,8.215548,-4.01526
c_1_20_57,6.3496156,-0.42275235
c_1_20_58,10.342955,-0.11266823
c_1_20_59,7.8915224,-4.1423774
c_1_20_60,7.972339,-4.46002
c_1_20_61,6.560054,-4.0568624
c_1_20_62,6.062874,-0.14947891
c_1_20_63,7.7797885,-3.7560468
c_1_20_64,6.1314683,-4.1733217
c_1_20_65,8.624096,-3.7954729
c_1_20_66,9.159762,-6.1401267
c_1_20_67,9.448207,-1.3415352
c_1_20_68,7.394955,-3.9083023
c_1_20_69,10.204484,-0.63658804
c_1_20_70,8.9791765,-1.5652875
c_1_20_71,8.45515,-3.902561
c_1_20_72,7.38423,-4.785028
c_1_20_73,8.497225,-4.336603
c_1_20_74,4.4896803,-3.0908818
c_1_20_75,7.608437,-3.4996407
c_1_20_76,6.330084,-4.7478456
c_1_20_77,7.759441,-4.1305795
c_1_20_78,8.352707,-2.1079154
c_1_20_79,7.291753,-3.7298586
c_1_20_80,8.815316,-4.868953
c_1_20_81,8.431518,-4.1747355
c_1_20_82,8.570124,-5.0696816
c_1_20_83,6.0677314,-3.3808978
c_1_20_84,9.579835,-4.68171
c_1_20_85,9.52442,-6.131803
