cell_id,cell_type
c_1_20_1,Lymphoid-Other
c_1_20_2,Lymphoid-Other
c_1_20_3,Lymphoid-Other
c_1_20_4,Lymphoid-Other
c_1_20_5,Lymphoid-Other
c_1_20_6,Epithelial
c_1_20_7,Lymphoid-T
c_1_20_8,Epithelial
c_1_20_9,Epithelial
c_1_20_10,Epithelial
c_1_20_11,Epithelial
c_1_20_12,Epithelial
c_1_20_13,Lymphoid-Other
c_1_20_14,Lymphoid-Other
c_1_20_15,Lymphoid-Other
c_1_20_16,Epithelial
c_1_20_17,Epithelial
c_1_20_18,Epithelial
c_1_20_19,Epithelial
c_1_20_20,Mesenchymal-Stromal
c_1_20_21,Epithelial
c_1_20_22,Epithelial
c_1_20_23,Lymphoid-Other
c_1_20_24,Epithelial
c_1_20_25,Epithelial
c_1_20_26,Epithelial
c_1_20_27,Epithelial
c_1_20_28,Epithelial
c_1_20_29,Epithelial
c_1_20_30,Lymphoid-Other
c_1_20_31,Epithelial
c_1_20_32,Erythroid
c_1_20_33,Lymphoid-Other
c_1_20_34,Epithelial
c_1_20_35,Epithelial
c_1_20_36,Lymphoid-Other
c_1_20_37,Lymphoid-Other
c_1_20_38,Epithelial
c_1_20_39,Epithelial
c_1_20_40,Epithelial
c_1_20_41,Epithelial
c_1_20_42,Epithelial
c_1_20_43,Epithelial
c_1_20_44,Epithelial
c_1_20_45,Epithelial
c_1_20_46,Epithelial
c_1_20_47,Epithelial
c_1_20_48,Epithelial
c_1_20_49,Lymphoid-Other
c_1_20_50,Epithelial
c_1_20_51,Epithelial
c_1_20_52,Epithelial
c_1_20_53,Epithelial
c_1_20_54,Lymphoid-Other
c_1_20_55,Lymphoid-Plasma
c_1_20_56,Epithelial
c_1_20_57,Lymphoid-Plasma
c_1_20_58,Epithelial
c_1_20_59,Epithelial
c_1_20_60,Epithelial
c_1_20_61,Epithelial
c_1_20_62,Lymphoid-Plasma
c_1_20_63,Epithelial
c_1_20_64,Epithelial
c_1_20_65,Epithelial
c_1_20_66,Epithelial
c_1_20_67,Epithelial
c_1_20_68,Epithelial
c_1_20_69,Epithelial
c_1_20_70,Epithelial
c_1_20_71,Epithelial
c_1_20_72,Epithelial
c_1_20_73,Epithelial
c_1_20_74,Mesenchymal-Stromal
c_1_20_75,Epithelial
c_1_20_76,Epithelial
c_1_20_77,Epithelial
c_1_20_78,Epithelial
c_1_20_79,Epithelial
c_1_20_80,Epithelial
c_1_20_81,Epithelial
c_1_20_82,Epithelial
c_1_20_83,Lymphoid-Other
c_1_20_84,Epithelial
c_1_20_85,Epithelial
c_1_20_86,Lymphoid-Plasma
c_1_20_87,Epithelial
c_1_20_88,Epithelial
c_1_20_89,Epithelial
c_1_20_90,Epithelial
c_1_20_91,Epithelial
c_1_20_92,Epithelial
c_1_20_93,Epithelial
c_1_20_94,Lymphoid-Other
c_1_20_95,Epithelial
c_1_20_96,Epithelial
c_1_20_97,Epithelial
c_1_20_98,Epithelial
c_1_20_99,Epithelial
c_1_20_100,Epithelial
c_1_20_101,Lymphoid-Other
c_1_20_102,Epithelial
c_1_20_103,Epithelial
c_1_20_104,Epithelial
c_1_20_105,Epithelial
c_1_20_106,Epithelial
c_1_20_107,Epithelial
c_1_20_108,Lymphoid-Plasma
c_1_20_109,Epithelial
c_1_20_110,Epithelial
c_1_20_111,Epithelial
c_1_20_112,Epithelial
c_1_20_113,Epithelial
c_1_20_114,Lymphoid-Other
c_1_20_115,Epithelial
c_1_20_116,Epithelial
c_1_20_117,Lymphoid-Other
c_1_20_118,Epithelial
c_1_20_119,Epithelial
c_1_20_120,Epithelial
c_1_20_121,Epithelial
c_1_20_122,Epithelial
c_1_20_123,Epithelial
c_1_20_124,Epithelial
c_1_20_125,Epithelial
c_1_20_126,Lymphoid-T
c_1_20_127,Epithelial
c_1_20_128,Epithelial
c_1_20_129,Epithelial
c_1_20_130,Epithelial
c_1_20_131,Epithelial
c_1_20_132,Epithelial
c_1_20_133,Epithelial
c_1_20_134,Epithelial
c_1_20_135,Epithelial
c_1_20_136,Epithelial
c_1_20_137,Epithelial
c_1_20_138,Epithelial
c_1_20_139,Epithelial
c_1_20_140,Epithelial
c_1_20_141,Stem
c_1_20_142,Lymphoid-Other
c_1_20_143,Epithelial
c_1_20_144,Epithelial
c_1_20_145,Lymphoid-Other
c_1_20_146,Epithelial
c_1_20_147,Epithelial
c_1_20_148,Epithelial
c_1_20_149,Epithelial
c_1_20_150,Lymphoid-Other
c_1_20_151,Epithelial
c_1_20_152,Epithelial
c_1_20_153,Epithelial
c_1_20_154,Epithelial
c_1_20_155,Epithelial
c_1_20_156,Epithelial
c_1_20_157,Epithelial
c_1_20_158,Epithelial
c_1_20_159,Lymphoid-Plasma
c_1_20_160,Epithelial
c_1_20_161,Epithelial
c_1_20_162,Epithelial
c_1_20_163,Epithelial
c_1_20_164,Lymphoid-Plasma
c_1_20_165,Lymphoid-Other
c_1_20_166,Epithelial
c_1_20_167,Epithelial
c_1_20_168,Epithelial
c_1_20_169,Epithelial
c_1_20_170,Lymphoid-Plasma
c_1_20_171,Epithelial
c_1_20_172,Lymphoid-Plasma
c_1_20_173,Epithelial
c_1_20_174,Epithelial
c_1_20_175,Epithelial
c_1_20_176,Lymphoid-Plasma
c_1_20_177,Epithelial
c_1_20_178,Epithelial
c_1_20_179,Epithelial
c_1_20_180,Lymphoid-Other
c_1_20_181,Epithelial
c_1_20_182,Epithelial
c_1_20_183,Lymphoid-Plasma
c_1_20_184,Lymphoid-Other
c_1_20_185,Lymphoid-Other
c_1_20_186,Epithelial
c_1_20_187,Epithelial
c_1_20_188,Lymphoid-Plasma
c_1_20_189,Epithelial
c_1_20_190,Epithelial
c_1_20_191,Epithelial
c_1_20_192,Lymphoid-Plasma
c_1_20_193,Epithelial
c_1_20_194,Epithelial
c_1_20_195,Epithelial
c_1_20_196,Epithelial
c_1_20_197,Epithelial
c_1_20_198,Epithelial
c_1_20_199,Epithelial
c_1_20_200,Epithelial
c_1_20_201,Epithelial
c_1_20_202,Epithelial
c_1_20_203,Epithelial
c_1_20_204,Lymphoid-Other
c_1_20_205,Epithelial
c_1_20_206,Epithelial
c_1_20_207,Epithelial
c_1_20_208,Lymphoid-Other
c_1_20_209,Epithelial
c_1_20_210,Epithelial
c_1_20_211,Epithelial
c_1_20_212,Epithelial
c_1_20_213,Epithelial
c_1_20_214,Epithelial
c_1_20_215,Epithelial
c_1_20_216,Epithelial
c_1_20_217,Epithelial
c_1_20_218,Epithelial
c_1_20_219,Epithelial
c_1_20_220,Epithelial
c_1_20_221,Epithelial
c_1_20_222,Epithelial
c_1_20_223,Epithelial
c_1_20_224,Epithelial
c_1_20_225,Lymphoid-T
c_1_20_226,Lymphoid-Other
c_1_20_227,Epithelial
c_1_20_228,Epithelial
c_1_20_229,Epithelial
c_1_20_230,Epithelial
c_1_20_231,Epithelial
c_1_20_232,Epithelial
c_1_20_233,Epithelial
c_1_20_234,Epithelial
c_1_20_235,Epithelial
c_1_20_236,Epithelial
c_1_20_237,Epithelial
c_1_20_238,Epithelial
c_1_20_239,Epithelial
c_1_20_240,Epithelial
c_1_20_241,Epithelial
c_1_20_242,Epithelial
c_1_20_243,Epithelial
c_1_20_244,Epithelial
c_1_20_245,Lymphoid-Other
c_1_20_246,Epithelial
c_1_20_247,Epithelial
c_1_20_248,Lymphoid-T
c_1_20_249,Epithelial
c_1_20_250,Epithelial
c_1_20_251,Lymphoid-Other
c_1_20_252,Epithelial
c_1_20_253,Epithelial
c_1_20_254,Epithelial
c_1_20_255,Epithelial
c_1_20_256,Epithelial
c_1_20_257,Epithelial
c_1_20_258,Epithelial
c_1_20_259,Epithelial
c_1_20_260,Epithelial
c_1_20_261,Epithelial
c_1_20_262,Epithelial
c_1_20_263,Lymphoid-Other
c_1_20_264,Epithelial
c_1_20_265,Lymphoid-Other
c_1_20_266,Epithelial
c_1_20_267,Epithelial
c_1_20_268,Epithelial
c_1_20_269,Epithelial
c_1_20_270,Epithelial
c_1_20_271,Epithelial
c_1_20_272,Epithelial
c_1_20_273,Epithelial
c_1_20_274,Lymphoid-Other
c_1_20_275,Epithelial
c_1_20_276,Epithelial
c_1_20_277,Epithelial
c_1_20_278,Epithelial
c_1_20_279,Epithelial
c_1_20_280,Epithelial
c_1_20_281,Epithelial
c_1_20_282,Epithelial
c_1_20_283,Epithelial
c_1_20_284,Epithelial
c_1_20_285,Epithelial
c_1_20_286,Epithelial
c_1_20_287,Epithelial
c_1_20_288,Epithelial
c_1_20_289,Epithelial
c_1_20_290,Epithelial
c_1_20_291,Epithelial
c_1_20_292,Lymphoid-Other
c_1_20_293,Epithelial
c_1_20_294,Epithelial
c_1_20_295,Epithelial
c_1_20_296,Epithelial
c_1_20_297,Epithelial
c_1_20_298,Epithelial
c_1_20_299,Epithelial
c_1_20_300,Epithelial
c_1_20_301,Epithelial
c_1_20_302,Epithelial
c_1_20_303,Lymphoid-Other
c_1_20_304,Epithelial
c_1_20_305,Epithelial
c_1_20_306,Epithelial
c_1_20_307,Epithelial
c_1_20_308,Lymphoid-Other
c_1_20_309,Epithelial
c_1_20_310,Epithelial
c_1_20_311,Epithelial
c_1_20_312,Epithelial
c_1_20_313,Epithelial
c_1_20_314,Epithelial
c_1_20_315,Epithelial
c_1_20_316,Epithelial
c_1_20_317,Epithelial
c_1_20_318,Lymphoid-Other
c_1_20_319,Epithelial
c_1_20_320,Epithelial
c_1_20_321,Epithelial
c_1_20_322,Lymphoid-Other
c_1_20_323,Epithelial
c_1_20_324,Lymphoid-Other
c_1_20_325,Epithelial
c_1_20_326,Epithelial
c_1_20_327,Epithelial
c_1_20_328,Epithelial
c_1_20_329,Epithelial
c_1_20_330,Epithelial
c_1_20_331,Lymphoid-Other
c_1_20_332,Epithelial
c_1_20_333,Epithelial
c_1_20_334,Epithelial
c_1_20_335,Epithelial
c_1_20_336,Epithelial
c_1_20_337,Epithelial
c_1_20_338,Epithelial
c_1_20_339,Epithelial
c_1_20_340,Epithelial
c_1_20_341,Epithelial
c_1_20_342,Lymphoid-Other
c_1_20_343,Epithelial
c_1_20_344,Epithelial
