cell_id,UMAP_1,UMAP_2
c_1_25_1,0.45282307,3.0148206
c_1_25_2,-3.240875,7.255753
c_1_25_3,-7.914355,2.4952548
c_1_25_4,-7.76193,1.7601433
c_1_25_6,-1.6604925,6.929939
c_1_25_7,-2.3083649,4.8970394
c_1_25_8,-0.51137686,2.7422485
c_1_25_9,-1.6963229,6.997062
c_1_25_10,-1.6358094,6.6881313
c_1_25_11,0.401341,2.871204
c_1_25_12,0.16701707,2.9880757
c_1_25_13,-2.7050383,2.2195654
c_1_25_14,-2.2798932,5.3235974
c_1_25_15,-1.7132227,6.8788805
c_1_25_17,-1.4737365,2.9082634
c_1_25_18,0.2052051,2.909383
c_1_25_19,0.511835,3.1303475
c_1_25_20,-1.6840638,1.5037347
c_1_25_21,-0.090085275,2.9262605
c_1_25_22,-1.6181145,1.3791349
c_1_25_23,-1.8869553,2.7436244
c_1_25_24,-5.9679623,-1.240162
c_1_25_25,-1.2853822,6.69676
c_1_25_26,-3.1918194,5.584657
c_1_25_28,0.46662027,2.6612005
c_1_25_29,-1.3852959,1.5522645
c_1_25_30,-1.5420374,6.5636787
c_1_25_31,-3.4544947,7.25082
c_1_25_32,-0.7568579,1.8917757
c_1_25_33,-1.413433,6.345192
c_1_25_35,-0.6860385,6.7909727
c_1_25_36,-3.7848992,6.851774
c_1_25_37,-1.8370423,3.7613828
c_1_25_38,-3.1406646,1.8200629
c_1_25_39,-2.443044,1.828113
c_1_25_40,-3.7680774,6.3761916
c_1_25_41,-1.5047936,1.7184076
c_1_25_42,-1.6288335,2.073296
c_1_25_43,-2.5360663,2.7484155
c_1_25_44,-2.5992613,2.8976173
c_1_25_45,-4.451271,5.0649195
c_1_25_46,-2.2326684,3.20095
c_1_25_47,-2.2570143,2.3247755
c_1_25_48,0.5641144,3.00591
c_1_25_49,-3.6021216,1.0563135
c_1_25_50,-6.8655705,1.3634392
c_1_25_51,-3.606808,6.118094
c_1_25_53,-1.798657,1.2828612
c_1_25_54,-1.4725348,7.1581903
c_1_25_55,0.027677441,2.964815
c_1_25_56,-4.4770966,5.1597886
c_1_25_57,-3.1265662,2.0818236
c_1_25_58,-1.2217816,0.5492787
c_1_25_59,-0.653211,6.9451914
c_1_25_60,-2.4263942,3.9247994
c_1_25_62,-2.0893145,6.789012
c_1_25_63,-3.8907735,7.064679
c_1_25_64,-1.7281531,7.1877275
c_1_25_66,-1.3932123,5.3157883
c_1_25_67,-1.6206737,7.0192566
c_1_25_68,-1.0471535,6.138984
c_1_25_69,-1.4492438,6.797056
c_1_25_70,-2.9424968,2.1633615
c_1_25_71,-1.5648725,6.6948166
c_1_25_72,-1.6323307,4.5613303
c_1_25_75,-1.4656893,2.2604308
c_1_25_76,-3.3578298,6.5444994
c_1_25_77,0.005783529,-0.9095838
c_1_25_78,0.4745159,3.081283
c_1_25_80,-2.1693954,1.3230599
c_1_25_81,0.33052802,2.8168094
c_1_25_82,-2.122476,1.6488699
c_1_25_83,0.59335923,2.9606073
c_1_25_84,0.44491705,3.1664193
c_1_25_85,-4.395341,5.689985
c_1_25_86,-1.7046764,0.14747784
c_1_25_87,-0.53445756,7.0849376
c_1_25_88,-3.263885,6.397647
c_1_25_89,-4.50715,5.6372404
c_1_25_90,-4.655766,4.914515
c_1_25_91,-5.607863,3.1457124
c_1_25_92,-6.14104,3.7316325
c_1_25_93,-6.649206,0.8037501
c_1_25_94,-3.382969,5.9688334
c_1_25_95,-4.71547,4.0262947
c_1_25_96,-1.9158792,3.2495148
c_1_25_97,-5.069757,4.75225
c_1_25_98,-2.2455122,3.8710954
