cell_id,AXL,CALM2,CCL5,CCR7,CD37,CD40,CHEK2,CLEC10A,CSF3,CTSD,DCN,ERBB2,FFAR2,G0S2,GZMH,HDAC1,ICAM1,IL1RAP,KRT16,MMP1,PDGFA,PRTN3,PSD3,SELPLG,SLC2A1,SQSTM1,TIGIT,TNFRSF11B,TNFRSF1B,WNT3
c_1_18_27,-0.23818873702718443,-0.4583849671177347,-0.2810963578284034,-0.31851501733651033,-0.3132788312320291,-0.2345164405122691,-0.2210282324971254,-0.19014395530501568,-0.23095742763306623,-0.4334532087735857,-0.3827336549200347,-0.35259228457870256,-0.26264504837845526,-0.2537280541101434,-0.19801941477922047,-0.2848267992828367,-0.2323090860391184,-0.20985831998349821,-0.3053674946918397,-0.22336217826545876,-0.2749066864835041,-0.2296246789684718,-0.20925794628870878,-0.25801130724441235,-0.2775600433448996,-0.4470962882443353,-0.22747363274048032,4.372295691073713,-0.2727548891601797,3.5133047230029435
c_1_18_28,-0.23818873702718443,-0.4583849671177347,-0.2810963578284034,-0.31851501733651033,-0.3132788312320291,-0.2345164405122691,-0.2210282324971254,-0.19014395530501568,-0.23095742763306623,-0.4334532087735857,-0.3827336549200347,-0.35259228457870256,-0.26264504837845526,-0.2537280541101434,-0.19801941477922047,-0.2848267992828367,-0.2323090860391184,-0.20985831998349821,-0.3053674946918397,-0.22336217826545876,2.4985912493027773,-0.2296246789684718,-0.20925794628870878,-0.25801130724441235,-0.2775600433448996,-0.4470962882443353,-0.22747363274048032,-0.19866602622443377,-0.2727548891601797,-0.2569862000133164
c_1_18_29,-0.23818873702718443,0.5311639292216193,-0.2810963578284034,-0.31851501733651033,-0.3132788312320291,-0.2345164405122691,-0.2210282324971254,-0.19014395530501568,-0.23095742763306623,-0.4334532087735857,1.134496094725249,1.6057320530511903,-0.26264504837845526,-0.2537280541101434,-0.19801941477922047,-0.2848267992828367,-0.2323090860391184,-0.20985831998349821,-0.3053674946918397,-0.22336217826545876,-0.2749066864835041,-0.2296246789684718,-0.20925794628870878,-0.25801130724441235,-0.2775600433448996,1.1315534740873152,-0.22747363274048032,1.8775266481130886,-0.2727548891601797,-0.2569862000133164
c_1_18_30,-0.23818873702718443,-0.4583849671177347,-0.2810963578284034,-0.31851501733651033,-0.3132788312320291,-0.2345164405122691,-0.2210282324971254,-0.19014395530501568,-0.23095742763306623,-0.4334532087735857,-0.3827336549200347,-0.35259228457870256,-0.26264504837845526,-0.2537280541101434,-0.19801941477922047,-0.2848267992828367,-0.2323090860391184,-0.20985831998349821,-0.3053674946918397,-0.22336217826545876,-0.2749066864835041,-0.2296246789684718,-0.20925794628870878,-0.25801130724441235,-0.2775600433448996,2.40224436036504,-0.22747363274048032,-0.19866602622443377,-0.2727548891601797,-0.2569862000133164
c_1_18_31,-0.23818873702718443,1.1137722759788669,1.1242133097491531,1.0092158563337073,-0.3132788312320291,-0.2345164405122691,-0.2210282324971254,-0.19014395530501568,-0.23095742763306623,0.6612740000030586,-0.3827336549200347,-0.35259228457870256,-0.26264504837845526,1.3546287558876569,1.7798398188546247,-0.2848267992828367,-0.2323090860391184,-0.20985831998349821,-0.3053674946918397,-0.22336217826545876,1.3516899729841798,2.6577562288848817,-0.20925794628870878,2.283711668813921,1.3044734302042684,0.564696285818797,-0.22747363274048032,-0.19866602622443377,-0.2727548891601797,1.4716776651179215
c_1_18_32,-0.23818873702718443,-0.4583849671177347,-0.2810963578284034,-0.31851501733651033,-0.3132788312320291,-0.2345164405122691,-0.2210282324971254,-0.19014395530501568,2.5454388416139366,-0.4334532087735857,-0.3827336549200347,0.8467249701660772,-0.26264504837845526,-0.2537280541101434,-0.19801941477922047,1.2067291242066227,-0.2323090860391184,-0.20985831998349821,-0.3053674946918397,-0.22336217826545876,-0.2749066864835041,-0.2296246789684718,-0.20925794628870878,-0.25801130724441235,-0.2775600433448996,-0.4470962882443353,-0.22747363274048032,1.8039008898436522,-0.2727548891601797,-0.2569862000133164
c_1_18_33,-0.23818873702718443,1.129592041610899,-0.2810963578284034,-0.31851501733651033,1.910161665536677,-0.2345164405122691,-0.2210282324971254,-0.19014395530501568,-0.23095742763306623,-0.4334532087735857,-0.3827336549200347,-0.35259228457870256,-0.26264504837845526,-0.2537280541101434,-0.19801941477922047,-0.2848267992828367,-0.2323090860391184,-0.20985831998349821,-0.3053674946918397,-0.22336217826545876,-0.2749066864835041,2.6868103769055187,-0.20925794628870878,-0.25801130724441235,-0.2775600433448996,-0.4470962882443353,-0.22747363274048032,-0.19866602622443377,-0.2727548891601797,-0.2569862000133164
c_1_18_34,-0.23818873702718443,-0.4583849671177347,-0.2810963578284034,-0.31851501733651033,-0.3132788312320291,-0.2345164405122691,-0.2210282324971254,-0.19014395530501568,-0.23095742763306623,-0.4334532087735857,-0.3827336549200347,-0.35259228457870256,-0.26264504837845526,-0.2537280541101434,-0.19801941477922047,-0.2848267992828367,-0.2323090860391184,-0.20985831998349821,-0.3053674946918397,-0.22336217826545876,-0.2749066864835041,4.528729752784604,-0.20925794628870878,-0.25801130724441235,-0.2775600433448996,-0.4470962882443353,-0.22747363274048032,3.6802366297638764,-0.2727548891601797,-0.2569862000133164
c_1_18_35,3.838948433590236,-0.4583849671177347,-0.2810963578284034,-0.31851501733651033,-0.3132788312320291,-0.2345164405122691,-0.2210282324971254,5.036972716543159,-0.23095742763306623,-0.4334532087735857,1.9340379550769753,-0.35259228457870256,-0.26264504837845526,-0.2537280541101434,-0.19801941477922047,-0.2848267992828367,-0.2323090860391184,-0.20985831998349821,-0.3053674946918397,-0.22336217826545876,-0.2749066864835041,-0.2296246789684718,4.840006916846038,-0.25801130724441235,-0.2775600433448996,-0.4470962882443353,-0.22747363274048032,-0.19866602622443377,-0.2727548891601797,3.861491585013915
c_1_18_36,-0.23818873702718443,-0.4583849671177347,-0.2810963578284034,-0.31851501733651033,-0.3132788312320291,-0.2345164405122691,-0.2210282324971254,-0.19014395530501568,-0.23095742763306623,-0.4334532087735857,-0.3827336549200347,-0.35259228457870256,5.050258636128969,-0.2537280541101434,-0.19801941477922047,-0.2848267992828367,-0.2323090860391184,-0.20985831998349821,-0.3053674946918397,-0.22336217826545876,-0.2749066864835041,-0.2296246789684718,-0.20925794628870878,-0.25801130724441235,-0.2775600433448996,-0.4470962882443353,-0.22747363274048032,-0.19866602622443377,-0.2727548891601797,-0.2569862000133164
