cell_id,cell_type
c_1_26_1,Lymphoid-B
c_1_26_2,Lymphoid-B
c_1_26_3,Lymphoid-DC
c_1_26_4,Lymphoid-T
c_1_26_5,Lymphoid-T
c_1_26_6,Lymphoid-T
c_1_26_7,Lymphoid-B
c_1_26_8,Lymphoid-B
c_1_26_9,Lymphoid-B
c_1_26_10,Lymphoid-B
c_1_26_11,Lymphoid-B
c_1_26_13,Lymphoid-Other
c_1_26_14,Lymphoid-B
c_1_26_15,Lymphoid-B
c_1_26_16,Lymphoid-B
c_1_26_17,Lymphoid-B
c_1_26_18,Lymphoid-B
c_1_26_19,Lymphoid-B
c_1_26_20,Lymphoid-B
c_1_26_21,Lymphoid-B
c_1_26_22,Lymphoid-B
c_1_26_23,Lymphoid-B
c_1_26_24,Lymphoid-B
c_1_26_25,Lymphoid-T
c_1_26_26,Lymphoid-B
c_1_26_27,Lymphoid-Plasma
c_1_26_28,Lymphoid-B
c_1_26_29,Lymphoid-B
c_1_26_30,Lymphoid-T
c_1_26_31,Lymphoid-B
c_1_26_32,Lymphoid-DC
c_1_26_33,Lymphoid-B
c_1_26_34,Lymphoid-B
c_1_26_35,Lymphoid-Other
c_1_26_36,Lymphoid-B
c_1_26_37,Lymphoid-B
c_1_26_38,Lymphoid-T
c_1_26_39,Lymphoid-B
c_1_26_40,Lymphoid-B
c_1_26_41,Endothelial
c_1_26_42,Lymphoid-B
c_1_26_43,Lymphoid-B
c_1_26_44,Lymphoid-B
c_1_26_45,Lymphoid-B
c_1_26_46,Lymphoid-T
c_1_26_47,Lymphoid-T
c_1_26_48,Lymphoid-B
c_1_26_49,Lymphoid-B
c_1_26_50,Lymphoid-B
c_1_26_51,Lymphoid-B
c_1_26_52,Myeloid
c_1_26_53,Lymphoid-B
c_1_26_54,Lymphoid-Other
c_1_26_55,Lymphoid-T
c_1_26_56,Lymphoid-DC
c_1_26_57,Lymphoid-DC
c_1_26_58,Lymphoid-T
c_1_26_59,Lymphoid-B
c_1_26_60,Myeloid
c_1_26_61,Lymphoid-T
c_1_26_62,Lymphoid-B
c_1_26_63,Lymphoid-B
c_1_26_64,Lymphoid-B
c_1_26_65,Myeloid
c_1_26_66,Lymphoid-B
c_1_26_67,Lymphoid-T
c_1_26_68,Lymphoid-DC
c_1_26_69,Lymphoid-T
c_1_26_70,Lymphoid-DC
c_1_26_71,Lymphoid-T
c_1_26_72,Lymphoid-B
