cell_id,ACVR1B,ADGRF1,AR,CCL22,CCR10,CNTFR,CSHL1,CXCL16,EZR,FFAR3,FGFR1,FGFR2,FLT3LG,GZMB,HBA1/2,ITGA3,ITGAX,MX1,NLRP1,PLCG1,PTK6,RAMP3,RXRA,SLCO2B1,SMAD3,STAT6,TAP2,TBX21,TFEB,WIF1
c_1_12_11,-0.31131361043179967,-0.23856029916431812,-0.26878948437132977,-0.268979905090971,-0.32385553583809407,-0.28632449704724716,-0.3094044257124591,-0.34420402586447946,-0.3928043688656278,-0.32233448258406167,-0.21425559967522873,-0.27020356257727274,-0.31844810745847596,-0.248637118563693,-0.3790285685903875,-0.25322094068472556,-0.29046420679417245,-0.30647643589051193,-0.2731559511965984,-0.32421844321040194,-0.33622713981371044,4.001330693106184,-0.295194518525271,-0.2841239282858996,-0.23759793072294413,-0.27926037981670215,-0.3116927954357081,-0.2591386906034402,-0.2718341611788835,-0.2252808260840332
c_1_12_12,-0.31131361043179967,-0.23856029916431812,-0.26878948437132977,-0.268979905090971,-0.32385553583809407,-0.28632449704724716,-0.3094044257124591,-0.34420402586447946,-0.3928043688656278,-0.32233448258406167,-0.21425559967522873,-0.27020356257727274,-0.31844810745847596,-0.248637118563693,-0.3790285685903875,-0.25322094068472556,-0.29046420679417245,-0.30647643589051193,-0.2731559511965984,-0.32421844321040194,-0.33622713981371044,-0.2797566509631698,-0.295194518525271,-0.2841239282858996,-0.23759793072294413,1.7134321365344691,-0.3116927954357081,-0.2591386906034402,-0.2718341611788835,-0.2252808260840332
c_1_12_13,-0.31131361043179967,-0.23856029916431812,-0.26878948437132977,-0.268979905090971,-0.32385553583809407,-0.28632449704724716,-0.3094044257124591,-0.34420402586447946,-0.3928043688656278,-0.32233448258406167,2.957452142592735,-0.27020356257727274,-0.31844810745847596,-0.248637118563693,-0.3790285685903875,-0.25322094068472556,-0.29046420679417245,-0.30647643589051193,-0.2731559511965984,-0.32421844321040194,1.8252587423463167,-0.2797566509631698,-0.295194518525271,3.4878011256603805,-0.23759793072294413,-0.27926037981670215,-0.3116927954357081,-0.2591386906034402,-0.2718341611788835,-0.2252808260840332
c_1_12_14,-0.31131361043179967,-0.23856029916431812,-0.26878948437132977,-0.268979905090971,1.9182223940495875,-0.28632449704724716,-0.3094044257124591,-0.34420402586447946,-0.3928043688656278,-0.32233448258406167,-0.21425559967522873,-0.27020356257727274,-0.31844810745847596,1.3923004885459749,-0.3790285685903875,-0.25322094068472556,-0.29046420679417245,-0.30647643589051193,-0.2731559511965984,-0.32421844321040194,-0.33622713981371044,-0.2797566509631698,-0.295194518525271,-0.2841239282858996,-0.23759793072294413,-0.27926037981670215,-0.3116927954357081,-0.2591386906034402,-0.2718341611788835,-0.2252808260840332
c_1_12_15,-0.31131361043179967,-0.23856029916431812,-0.26878948437132977,-0.268979905090971,1.640025500520423,-0.28632449704724716,-0.3094044257124591,1.519215051898839,-0.3928043688656278,-0.32233448258406167,-0.21425559967522873,-0.27020356257727274,1.705462523879566,-0.248637118563693,-0.3790285685903875,2.2583726495857293,-0.29046420679417245,-0.30647643589051193,-0.2731559511965984,-0.32421844321040194,2.4092260715279066,2.868936813065453,-0.295194518525271,-0.2841239282858996,-0.23759793072294413,-0.27926037981670215,-0.3116927954357081,-0.2591386906034402,-0.2718341611788835,-0.2252808260840332
c_1_12_16,-0.31131361043179967,-0.23856029916431812,-0.26878948437132977,-0.268979905090971,-0.32385553583809407,-0.28632449704724716,-0.3094044257124591,-0.34420402586447946,-0.3928043688656278,-0.32233448258406167,-0.21425559967522873,-0.27020356257727274,-0.31844810745847596,-0.248637118563693,-0.3790285685903875,-0.25322094068472556,-0.29046420679417245,2.9166570237476557,-0.2731559511965984,-0.32421844321040194,-0.33622713981371044,-0.2797566509631698,-0.295194518525271,-0.2841239282858996,-0.23759793072294413,-0.27926037981670215,-0.3116927954357081,-0.2591386906034402,-0.2718341611788835,-0.2252808260840332
c_1_12_17,-0.31131361043179967,-0.23856029916431812,-0.26878948437132977,-0.268979905090971,-0.32385553583809407,-0.28632449704724716,-0.3094044257124591,-0.34420402586447946,-0.3928043688656278,-0.32233448258406167,-0.21425559967522873,-0.27020356257727274,2.759520730542374,-0.248637118563693,-0.3790285685903875,-0.25322094068472556,-0.29046420679417245,-0.30647643589051193,-0.2731559511965984,-0.32421844321040194,-0.33622713981371044,-0.2797566509631698,-0.295194518525271,-0.2841239282858996,-0.23759793072294413,-0.27926037981670215,-0.3116927954357081,-0.2591386906034402,-0.2718341611788835,-0.2252808260840332
c_1_12_18,-0.31131361043179967,-0.23856029916431812,-0.26878948437132977,-0.268979905090971,-0.32385553583809407,-0.28632449704724716,-0.3094044257124591,-0.34420402586447946,-0.3928043688656278,-0.32233448258406167,-0.21425559967522873,-0.27020356257727274,-0.31844810745847596,-0.248637118563693,-0.3790285685903875,-0.25322094068472556,-0.29046420679417245,-0.30647643589051193,-0.2731559511965984,-0.32421844321040194,-0.33622713981371044,-0.2797566509631698,-0.295194518525271,-0.2841239282858996,-0.23759793072294413,5.789937457975753,-0.3116927954357081,-0.2591386906034402,-0.2718341611788835,-0.2252808260840332
c_1_12_19,-0.31131361043179967,-0.23856029916431812,-0.26878948437132977,-0.268979905090971,-0.32385553583809407,-0.28632449704724716,-0.3094044257124591,-0.34420402586447946,-0.3928043688656278,-0.32233448258406167,-0.21425559967522873,-0.27020356257727274,-0.31844810745847596,-0.248637118563693,-0.3790285685903875,-0.25322094068472556,-0.29046420679417245,-0.30647643589051193,-0.2731559511965984,-0.32421844321040194,-0.33622713981371044,-0.2797566509631698,-0.295194518525271,-0.2841239282858996,-0.23759793072294413,-0.27926037981670215,-0.3116927954357081,-0.2591386906034402,-0.2718341611788835,-0.2252808260840332
c_1_12_20,2.9029847925842747,-0.23856029916431812,-0.26878948437132977,-0.268979905090971,-0.32385553583809407,-0.28632449704724716,-0.3094044257124591,-0.34420402586447946,-0.3928043688656278,1.900485757888572,-0.21425559967522873,-0.27020356257727274,-0.31844810745847596,-0.248637118563693,-0.3790285685903875,-0.25322094068472556,-0.29046420679417245,-0.30647643589051193,-0.2731559511965984,-0.32421844321040194,2.6729852259460727,-0.2797566509631698,-0.295194518525271,-0.2841239282858996,-0.23759793072294413,2.203316075173058,2.0105505194939526,2.597113886793634,-0.2718341611788835,-0.2252808260840332
