cell_id,BCL2,BMP4,BST1,C1QB,CD38,CSF2,DHRS2,HSP90B1,ICAM1,IER3,IL2RG,IL6R,JAK1,LAMP2,LGALS9,MT1X,NELL2,NOD2,NUPR1,OSMR,PDGFRA,PXDN,RACK1,RXRB,SMO,SRGN,SYK,TFEB,TNFRSF17,YES1
c_1_17_24,-0.1942596899105517,-0.13382900517871954,-0.07991563742477431,-0.13156219466241403,-0.1026708110427179,-0.09981565012291212,-0.12944800517558983,-0.1695869665641952,-0.15658766951928943,-0.2399577134499929,-0.08309520538910511,-0.15468686724172942,-0.24497215695978647,-0.16131023072023584,-0.1265407967099584,-0.21841157213883614,-0.12718413390895386,-0.1699259229450964,2.1118130681821725,-0.13111652878651353,-0.1865673989706801,-0.1298571034053236,3.2374852767631217,-0.15870617129303385,-0.19059928681968716,3.844989899579154,-0.10979667111646717,-0.10958181091361673,-0.07025961366787063,-0.12404160603380765
c_1_17_25,-0.1942596899105517,-0.13382900517871954,-0.07991563742477431,-0.13156219466241403,-0.1026708110427179,-0.09981565012291212,-0.12944800517558983,-0.1695869665641952,-0.15658766951928943,-0.2399577134499929,-0.08309520538910511,-0.15468686724172942,-0.24497215695978647,-0.16131023072023584,-0.1265407967099584,5.101992637914169,-0.12718413390895386,7.546631297577993,-0.222778328707837,-0.13111652878651353,-0.1865673989706801,-0.1298571034053236,-0.1798926553314885,-0.15870617129303385,-0.19059928681968716,-0.20556504170294987,-0.10979667111646717,-0.10958181091361673,-0.07025961366787063,-0.12404160603380765
c_1_17_27,-0.1942596899105517,-0.13382900517871954,-0.07991563742477431,-0.13156219466241403,-0.1026708110427179,10.39362548332956,-0.12944800517558983,-0.1695869665641952,-0.15658766951928943,-0.2399577134499929,-0.08309520538910511,-0.15468686724172942,-0.24497215695978647,-0.16131023072023584,-0.1265407967099584,-0.21841157213883614,-0.12718413390895386,-0.1699259229450964,-0.222778328707837,-0.13111652878651353,-0.1865673989706801,-0.1298571034053236,-0.1798926553314885,-0.15870617129303385,-0.19059928681968716,-0.20556504170294987,-0.10979667111646717,-0.10958181091361673,-0.07025961366787063,-0.12404160603380765
c_1_17_28,-0.1942596899105517,-0.13382900517871954,-0.07991563742477431,-0.13156219466241403,-0.1026708110427179,-0.09981565012291212,-0.12944800517558983,-0.1695869665641952,-0.15658766951928943,-0.2399577134499929,-0.08309520538910511,-0.15468686724172942,-0.24497215695978647,-0.16131023072023584,-0.1265407967099584,-0.21841157213883614,-0.12718413390895386,-0.1699259229450964,-0.222778328707837,-0.13111652878651353,-0.1865673989706801,-0.1298571034053236,-0.1798926553314885,-0.15870617129303385,-0.19059928681968716,5.651495209623595,-0.10979667111646717,-0.10958181091361673,-0.07025961366787063,-0.12404160603380765
c_1_17_29,-0.1942596899105517,-0.13382900517871954,-0.07991563742477431,-0.13156219466241403,-0.1026708110427179,-0.09981565012291212,-0.12944800517558983,-0.1695869665641952,-0.15658766951928943,-0.2399577134499929,-0.08309520538910511,-0.15468686724172942,-0.24497215695978647,-0.16131023072023584,-0.1265407967099584,-0.21841157213883614,-0.12718413390895386,-0.1699259229450964,-0.222778328707837,-0.13111652878651353,-0.1865673989706801,-0.1298571034053236,-0.1798926553314885,-0.15870617129303385,-0.19059928681968716,-0.20556504170294987,-0.10979667111646717,-0.10958181091361673,-0.07025961366787063,-0.12404160603380765
c_1_17_30,-0.1942596899105517,-0.13382900517871954,-0.07991563742477431,-0.13156219466241403,-0.1026708110427179,-0.09981565012291212,9.394908828753534,-0.1695869665641952,-0.15658766951928943,-0.2399577134499929,-0.08309520538910511,-0.15468686724172942,-0.24497215695978647,-0.16131023072023584,-0.1265407967099584,-0.21841157213883614,-0.12718413390895386,-0.1699259229450964,-0.222778328707837,-0.13111652878651353,-0.1865673989706801,-0.1298571034053236,-0.1798926553314885,-0.15870617129303385,-0.19059928681968716,-0.20556504170294987,-0.10979667111646717,-0.10958181091361673,-0.07025961366787063,-0.12404160603380765
c_1_17_32,-0.1942596899105517,-0.13382900517871954,-0.07991563742477431,-0.13156219466241403,-0.1026708110427179,-0.09981565012291212,-0.12944800517558983,-0.1695869665641952,-0.15658766951928943,-0.2399577134499929,-0.08309520538910511,-0.15468686724172942,-0.24497215695978647,-0.16131023072023584,-0.1265407967099584,-0.21841157213883614,-0.12718413390895386,-0.1699259229450964,-0.222778328707837,-0.13111652878651353,-0.1865673989706801,-0.1298571034053236,-0.1798926553314885,-0.15870617129303385,-0.19059928681968716,-0.20556504170294987,-0.10979667111646717,-0.10958181091361673,-0.07025961366787063,-0.12404160603380765
c_1_17_33,-0.1942596899105517,-0.13382900517871954,-0.07991563742477431,-0.13156219466241403,-0.1026708110427179,-0.09981565012291212,-0.12944800517558983,-0.1695869665641952,-0.15658766951928943,-0.2399577134499929,-0.08309520538910511,-0.15468686724172942,-0.24497215695978647,-0.16131023072023584,-0.1265407967099584,3.0280150739929454,-0.12718413390895386,-0.1699259229450964,-0.222778328707837,-0.13111652878651353,-0.1865673989706801,2.9207939338116566,-0.1798926553314885,-0.15870617129303385,-0.19059928681968716,-0.20556504170294987,-0.10979667111646717,-0.10958181091361673,-0.07025961366787063,-0.12404160603380765
c_1_17_34,-0.1942596899105517,-0.13382900517871954,-0.07991563742477431,-0.13156219466241403,-0.1026708110427179,-0.09981565012291212,-0.12944800517558983,-0.1695869665641952,-0.15658766951928943,-0.2399577134499929,-0.08309520538910511,-0.15468686724172942,-0.24497215695978647,-0.16131023072023584,-0.1265407967099584,-0.21841157213883614,-0.12718413390895386,-0.1699259229450964,-0.222778328707837,-0.13111652878651353,-0.1865673989706801,-0.1298571034053236,-0.1798926553314885,-0.15870617129303385,-0.19059928681968716,-0.20556504170294987,-0.10979667111646717,-0.10958181091361673,-0.07025961366787063,-0.12404160603380765
c_1_17_35,-0.1942596899105517,-0.13382900517871954,-0.07991563742477431,-0.13156219466241403,-0.1026708110427179,-0.09981565012291212,-0.12944800517558983,-0.1695869665641952,-0.15658766951928943,-0.2399577134499929,-0.08309520538910511,-0.15468686724172942,-0.24497215695978647,-0.16131023072023584,-0.1265407967099584,3.6228823268042056,-0.12718413390895386,5.401373362179128,-0.222778328707837,-0.13111652878651353,-0.1865673989706801,-0.1298571034053236,-0.1798926553314885,-0.15870617129303385,4.927352740262718,-0.20556504170294987,-0.10979667111646717,-0.10958181091361673,-0.07025961366787063,-0.12404160603380765
c_1_17_36,-0.1942596899105517,-0.13382900517871954,-0.07991563742477431,-0.13156219466241403,-0.1026708110427179,-0.09981565012291212,-0.12944800517558983,-0.1695869665641952,-0.15658766951928943,-0.2399577134499929,-0.08309520538910511,-0.15468686724172942,-0.24497215695978647,-0.16131023072023584,-0.1265407967099584,-0.21841157213883614,-0.12718413390895386,-0.1699259229450964,-0.222778328707837,-0.13111652878651353,-0.1865673989706801,-0.1298571034053236,-0.1798926553314885,-0.15870617129303385,-0.19059928681968716,-0.20556504170294987,-0.10979667111646717,-0.10958181091361673,-0.07025961366787063,-0.12404160603380765
c_1_17_37,-0.1942596899105517,-0.13382900517871954,-0.07991563742477431,-0.13156219466241403,-0.1026708110427179,-0.09981565012291212,-0.12944800517558983,-0.1695869665641952,-0.15658766951928943,-0.2399577134499929,-0.08309520538910511,-0.15468686724172942,-0.24497215695978647,-0.16131023072023584,-0.1265407967099584,-0.21841157213883614,-0.12718413390895386,-0.1699259229450964,-0.222778328707837,-0.13111652878651353,-0.1865673989706801,-0.1298571034053236,-0.1798926553314885,-0.15870617129303385,-0.19059928681968716,-0.20556504170294987,-0.10979667111646717,-0.10958181091361673,-0.07025961366787063,-0.12404160603380765
c_1_17_38,-0.1942596899105517,-0.13382900517871954,-0.07991563742477431,-0.13156219466241403,-0.1026708110427179,-0.09981565012291212,-0.12944800517558983,-0.1695869665641952,-0.15658766951928943,-0.2399577134499929,-0.08309520538910511,-0.15468686724172942,-0.24497215695978647,-0.16131023072023584,-0.1265407967099584,-0.21841157213883614,-0.12718413390895386,-0.1699259229450964,-0.222778328707837,-0.13111652878651353,-0.1865673989706801,-0.1298571034053236,-0.1798926553314885,-0.15870617129303385,-0.19059928681968716,-0.20556504170294987,-0.10979667111646717,-0.10958181091361673,-0.07025961366787063,-0.12404160603380765
c_1_17_39,-0.1942596899105517,-0.13382900517871954,-0.07991563742477431,-0.13156219466241403,-0.1026708110427179,-0.09981565012291212,-0.12944800517558983,-0.1695869665641952,-0.15658766951928943,-0.2399577134499929,-0.08309520538910511,-0.15468686724172942,-0.24497215695978647,-0.16131023072023584,-0.1265407967099584,-0.21841157213883614,-0.12718413390895386,-0.1699259229450964,-0.222778328707837,-0.13111652878651353,-0.1865673989706801,-0.1298571034053236,-0.1798926553314885,-0.15870617129303385,2.212221357294064,-0.20556504170294987,-0.10979667111646717,-0.10958181091361673,-0.07025961366787063,-0.12404160603380765
