cell_id,cell_type
c_1_6_1,Mesenchymal-Stromal
c_1_6_3,Mesenchymal-Stromal
c_1_6_4,Mesenchymal-Stromal
c_1_6_5,Mesenchymal-Stromal
c_1_6_6,Mesenchymal-Stromal
c_1_6_8,Mesenchymal-Stromal
c_1_6_9,Mesenchymal-Stromal
c_1_6_10,Mesenchymal-Stromal
c_1_6_12,Mesenchymal-Stromal
c_1_6_13,Mesenchymal-Stromal
c_1_6_14,Endothelial
c_1_6_15,Lymphoid-Other
c_1_6_17,Mesenchymal-Stromal
c_1_6_18,Mesenchymal-Stromal
c_1_6_19,Mesenchymal-Stromal
c_1_6_20,Mesenchymal-Stromal
c_1_6_21,Mesenchymal-Stromal
c_1_6_22,Mesenchymal-Stromal
c_1_6_23,Mesenchymal-Stromal
c_1_6_24,Mesenchymal-Stromal
c_1_6_25,Endothelial
c_1_6_26,Neuronal-Glial
c_1_6_28,Endothelial
c_1_6_29,Mesenchymal-Stromal
c_1_6_30,Mesenchymal-Stromal
c_1_6_31,Lymphoid-DC
c_1_6_32,Mesenchymal-Stromal
c_1_6_33,Mesenchymal-Stromal
c_1_6_34,Mesenchymal-Stromal
c_1_6_35,Mesenchymal-Stromal
c_1_6_36,Lymphoid-Other
c_1_6_37,Mesenchymal-Stromal
c_1_6_38,Mesenchymal-Stromal
c_1_6_39,Mesenchymal-Stromal
c_1_6_40,Myeloid
c_1_6_41,Mesenchymal-Stromal
c_1_6_42,Lymphoid-Other
c_1_6_43,Mesenchymal-Stromal
c_1_6_44,Endothelial
c_1_6_45,Lymphoid-Other
c_1_6_46,Mesenchymal-Stromal
c_1_6_47,Mesenchymal-Stromal
c_1_6_48,Mesenchymal-Stromal
c_1_6_49,Lymphoid-Other
c_1_6_50,Mesenchymal-Stromal
c_1_6_51,Lymphoid-DC
c_1_6_52,Mesenchymal-Stromal
c_1_6_53,Mesenchymal-Stromal
c_1_6_54,Lymphoid-Other
c_1_6_55,Mesenchymal-Stromal
c_1_6_56,Mesenchymal-Stromal
c_1_6_57,Mesenchymal-Stromal
c_1_6_58,Lymphoid-T
c_1_6_59,Lymphoid-T
c_1_6_60,Mesenchymal-Stromal
c_1_6_61,Mesenchymal-Stromal
c_1_6_62,Endothelial
c_1_6_63,Mesenchymal-Stromal
c_1_6_64,Mesenchymal-Stromal
c_1_6_65,Mesenchymal-Stromal
c_1_6_66,Mesenchymal-Stromal
c_1_6_67,Lymphoid-T
c_1_6_68,Myeloid
c_1_6_69,Mesenchymal-Stromal
c_1_6_70,Neuronal-Glial
c_1_6_71,Mesenchymal-Stromal
c_1_6_72,Lymphoid-T
c_1_6_73,Lymphoid-T
c_1_6_74,Mesenchymal-Stromal
c_1_6_76,Lymphoid-DC
c_1_6_77,Neuronal-Glial
c_1_6_79,Mesenchymal-Stromal
c_1_6_80,Lymphoid-Other
c_1_6_81,Lymphoid-Other
c_1_6_82,Mesenchymal-Stromal
c_1_6_83,Endothelial
c_1_6_84,Lymphoid-Other
c_1_6_85,Mesenchymal-Stromal
c_1_6_86,Mesenchymal-Stromal
c_1_6_87,Mesenchymal-Stromal
c_1_6_88,Mesenchymal-Stromal
c_1_6_89,Neuronal-Glial
c_1_6_90,Mesenchymal-Stromal
c_1_6_91,Mesenchymal-Stromal
c_1_6_92,Mesenchymal-Stromal
c_1_6_93,Mesenchymal-Stromal
c_1_6_95,Mesenchymal-Stromal
c_1_6_96,Lymphoid-T
c_1_6_97,Mesenchymal-Stromal
c_1_6_98,Lymphoid-DC
c_1_6_99,Mesenchymal-Stromal
c_1_6_100,Mesenchymal-Stromal
c_1_6_103,Mesenchymal-Stromal
c_1_6_104,Lymphoid-T
c_1_6_107,Mesenchymal-Stromal
c_1_6_108,Mesenchymal-Stromal
c_1_6_109,Mesenchymal-Stromal
c_1_6_111,Mesenchymal-Stromal
c_1_6_112,Mesenchymal-Stromal
c_1_6_114,Mesenchymal-Stromal
c_1_6_116,Mesenchymal-Stromal
c_1_6_119,Mesenchymal-Stromal
c_1_6_120,Mesenchymal-Stromal
c_1_6_121,Mesenchymal-Stromal
c_1_6_122,Mesenchymal-Stromal
c_1_6_123,Mesenchymal-Stromal
c_1_6_124,Mesenchymal-Stromal
c_1_6_125,Mesenchymal-Stromal
c_1_6_126,Mesenchymal-Stromal
c_1_6_127,Mesenchymal-Stromal
c_1_6_128,Mesenchymal-Stromal
c_1_6_129,Lymphoid-Other
c_1_6_130,Mesenchymal-Stromal
c_1_6_131,Mesenchymal-Stromal
c_1_6_132,Mesenchymal-Stromal
c_1_6_133,Mesenchymal-Stromal
c_1_6_134,Mesenchymal-Stromal
c_1_6_135,Mesenchymal-Stromal
c_1_6_136,Mesenchymal-Stromal
c_1_6_137,Mesenchymal-Stromal
c_1_6_138,Mesenchymal-Stromal
c_1_6_139,Mesenchymal-Stromal
c_1_6_140,Mesenchymal-Stromal
c_1_6_142,Mesenchymal-Stromal
c_1_6_143,Lymphoid-Other
