cell_id,ACKR3,ACVRL1,BECN1,BMP1,CD5L,COL1A2,CSF2,DDIT3,DMBT1,EPOR,ETV4,FCER1G,FGF7,FGG,GC,IGF1,IL11,IL12RB1,IL6,LDLR,LIF,PDGFC,RARRES1,RNF43,RORA,SEC23A,SLCO2B1,SRC,TNFRSF1B,TNFSF10
c_1_1_30,-0.21651898268733033,-0.20784115974792572,-0.2169761992303087,-0.18666886909536634,-0.19413889111037863,-0.19359781210982935,-0.20347683816584425,-0.1636599152510883,-0.19712579583284065,-0.22097442379245402,-0.2317832237560502,-0.11880036277296463,-0.17670253663975968,-0.13219778819401826,-0.15730738549693357,-0.2020165545149846,-0.21917782369307665,-0.24373190176416581,-0.18333596424985824,2.6886024900889307,-0.22978832304424976,-0.195588124499219,-0.18553356652692013,-0.20502851069608655,-0.208120807868474,-0.21514031192162006,-0.29338637761056735,-0.2018252800578049,-0.25323173304721863,1.5653599537583935
c_1_1_31,-0.21651898268733033,-0.20784115974792572,-0.2169761992303087,-0.18666886909536634,-0.19413889111037863,-0.19359781210982935,-0.20347683816584425,-0.1636599152510883,-0.19712579583284065,-0.22097442379245402,-0.2317832237560502,-0.11880036277296463,-0.17670253663975968,-0.13219778819401826,-0.15730738549693357,-0.2020165545149846,-0.21917782369307665,-0.24373190176416581,-0.18333596424985824,-0.24631598739772967,-0.22978832304424976,-0.195588124499219,-0.18553356652692013,-0.20502851069608655,-0.208120807868474,-0.21514031192162006,-0.29338637761056735,-0.2018252800578049,-0.25323173304721863,-0.2651685691877584
c_1_1_32,-0.21651898268733033,-0.20784115974792572,-0.2169761992303087,-0.18666886909536634,-0.19413889111037863,-0.19359781210982935,-0.20347683816584425,-0.1636599152510883,-0.19712579583284065,-0.22097442379245402,-0.2317832237560502,-0.11880036277296463,-0.17670253663975968,-0.13219778819401826,-0.15730738549693357,-0.2020165545149846,-0.21917782369307665,-0.24373190176416581,-0.18333596424985824,-0.24631598739772967,-0.22978832304424976,-0.195588124499219,-0.18553356652692013,-0.20502851069608655,-0.208120807868474,-0.21514031192162006,-0.29338637761056735,-0.2018252800578049,-0.25323173304721863,-0.2651685691877584
c_1_1_34,-0.21651898268733033,-0.20784115974792572,-0.2169761992303087,-0.18666886909536634,-0.19413889111037863,-0.19359781210982935,-0.20347683816584425,-0.1636599152510883,-0.19712579583284065,-0.22097442379245402,-0.2317832237560502,-0.11880036277296463,-0.17670253663975968,-0.13219778819401826,-0.15730738549693357,-0.2020165545149846,-0.21917782369307665,-0.24373190176416581,-0.18333596424985824,-0.24631598739772967,-0.22978832304424976,-0.195588124499219,-0.18553356652692013,-0.20502851069608655,-0.208120807868474,-0.21514031192162006,-0.29338637761056735,-0.2018252800578049,-0.25323173304721863,-0.2651685691877584
c_1_1_36,-0.21651898268733033,-0.20784115974792572,-0.2169761992303087,-0.18666886909536634,-0.19413889111037863,-0.19359781210982935,-0.20347683816584425,-0.1636599152510883,-0.19712579583284065,-0.22097442379245402,-0.2317832237560502,-0.11880036277296463,-0.17670253663975968,-0.13219778819401826,-0.15730738549693357,-0.2020165545149846,-0.21917782369307665,-0.24373190176416581,-0.18333596424985824,-0.24631598739772967,-0.22978832304424976,-0.195588124499219,-0.18553356652692013,-0.20502851069608655,-0.208120807868474,-0.21514031192162006,-0.29338637761056735,-0.2018252800578049,-0.25323173304721863,-0.2651685691877584
c_1_1_37,-0.21651898268733033,-0.20784115974792572,-0.2169761992303087,-0.18666886909536634,-0.19413889111037863,-0.19359781210982935,-0.20347683816584425,-0.1636599152510883,-0.19712579583284065,-0.22097442379245402,-0.2317832237560502,-0.11880036277296463,-0.17670253663975968,-0.13219778819401826,-0.15730738549693357,-0.2020165545149846,-0.21917782369307665,-0.24373190176416581,-0.18333596424985824,-0.24631598739772967,-0.22978832304424976,-0.195588124499219,-0.18553356652692013,-0.20502851069608655,-0.208120807868474,-0.21514031192162006,-0.29338637761056735,-0.2018252800578049,-0.25323173304721863,-0.2651685691877584
c_1_1_38,-0.21651898268733033,-0.20784115974792572,-0.2169761992303087,-0.18666886909536634,-0.19413889111037863,-0.19359781210982935,-0.20347683816584425,-0.1636599152510883,-0.19712579583284065,-0.22097442379245402,-0.2317832237560502,-0.11880036277296463,-0.17670253663975968,-0.13219778819401826,-0.15730738549693357,-0.2020165545149846,-0.21917782369307665,-0.24373190176416581,-0.18333596424985824,-0.24631598739772967,-0.22978832304424976,-0.195588124499219,-0.18553356652692013,-0.20502851069608655,-0.208120807868474,-0.21514031192162006,-0.29338637761056735,-0.2018252800578049,-0.25323173304721863,-0.2651685691877584
c_1_1_40,-0.21651898268733033,-0.20784115974792572,6.696846879941897,-0.18666886909536634,-0.19413889111037863,-0.19359781210982935,-0.20347683816584425,-0.1636599152510883,-0.19712579583284065,-0.22097442379245402,-0.2317832237560502,-0.11880036277296463,-0.17670253663975968,-0.13219778819401826,-0.15730738549693357,-0.2020165545149846,-0.21917782369307665,-0.24373190176416581,-0.18333596424985824,-0.24631598739772967,-0.22978832304424976,-0.195588124499219,-0.18553356652692013,-0.20502851069608655,-0.208120807868474,-0.21514031192162006,-0.29338637761056735,-0.2018252800578049,-0.25323173304721863,-0.2651685691877584
c_1_1_41,3.021568854974032,-0.20784115974792572,-0.2169761992303087,-0.18666886909536634,-0.19413889111037863,-0.19359781210982935,-0.20347683816584425,-0.1636599152510883,-0.19712579583284065,-0.22097442379245402,-0.2317832237560502,-0.11880036277296463,-0.17670253663975968,-0.13219778819401826,-0.15730738549693357,-0.2020165545149846,3.242993841264066,2.841977398662223,-0.18333596424985824,-0.24631598739772967,-0.22978832304424976,-0.195588124499219,-0.18553356652692013,-0.20502851069608655,-0.208120807868474,-0.21514031192162006,-0.29338637761056735,-0.2018252800578049,-0.25323173304721863,-0.2651685691877584
c_1_1_42,-0.21651898268733033,-0.20784115974792572,-0.2169761992303087,-0.18666886909536634,-0.19413889111037863,-0.19359781210982935,-0.20347683816584425,-0.1636599152510883,6.481382936614915,-0.22097442379245402,-0.2317832237560502,-0.11880036277296463,-0.17670253663975968,-0.13219778819401826,-0.15730738549693357,-0.2020165545149846,-0.21917782369307665,-0.24373190176416581,-0.18333596424985824,-0.24631598739772967,-0.22978832304424976,-0.195588124499219,-0.18553356652692013,-0.20502851069608655,-0.208120807868474,-0.21514031192162006,-0.29338637761056735,-0.2018252800578049,-0.25323173304721863,-0.2651685691877584
c_1_1_43,-0.21651898268733033,4.646681489374206,-0.2169761992303087,-0.18666886909536634,-0.19413889111037863,-0.19359781210982935,-0.20347683816584425,-0.1636599152510883,6.019002678394928,-0.22097442379245402,-0.2317832237560502,-0.11880036277296463,-0.17670253663975968,-0.13219778819401826,-0.15730738549693357,-0.2020165545149846,-0.21917782369307665,-0.24373190176416581,-0.18333596424985824,-0.24631598739772967,-0.22978832304424976,-0.195588124499219,-0.18553356652692013,4.960455198494522,4.490263909022281,-0.21514031192162006,-0.29338637761056735,-0.2018252800578049,-0.25323173304721863,3.4745105985439144
