cell_id,UMAP_1,UMAP_2
c_1_39_1,15.752525,-2.66183
c_1_39_2,16.09659,-2.2665524
c_1_39_4,15.805923,-1.986841
c_1_39_5,13.040911,-2.8613358
c_1_39_6,16.508099,-2.2883043
c_1_39_7,12.145078,-2.347374
c_1_39_8,12.170266,-2.7363732
c_1_39_9,13.402386,-6.8337617
c_1_39_10,16.968334,-3.4275603
c_1_39_11,11.316115,-4.282708
c_1_39_12,12.68362,-8.280812
c_1_39_13,14.708392,-0.8043666
c_1_39_14,16.715645,-2.991826
c_1_39_15,12.239902,-5.232003
c_1_39_16,14.267701,-8.031777
c_1_39_17,14.916897,-2.2188668
c_1_39_18,12.193404,-4.9788146
c_1_39_19,17.207916,-2.7397895
c_1_39_20,11.942831,-2.5770063
c_1_39_21,14.254731,-2.1070354
c_1_39_22,16.352083,-4.0047655
c_1_39_23,14.694484,-4.283312
c_1_39_24,16.47058,-3.7479725
c_1_39_25,17.518475,-3.3726249
c_1_39_26,16.16123,-2.6578526
c_1_39_27,15.729637,-2.912254
c_1_39_28,11.687668,-7.642504
c_1_39_29,17.853666,-3.0548031
c_1_39_30,15.494519,-3.4170423
c_1_39_31,12.661064,-2.3253698
c_1_39_32,12.07847,-3.5871778
c_1_39_33,14.226409,-1.9119015
c_1_39_34,13.429719,-3.052206
c_1_39_35,17.54234,-2.8897018
c_1_39_36,11.660076,-3.5605469
c_1_39_37,16.07659,-6.9027514
c_1_39_38,9.942099,-3.829786
c_1_39_39,12.419397,-3.669556
c_1_39_40,12.319286,-3.5161474
c_1_39_41,17.814356,-3.2037754
c_1_39_44,15.394709,-1.8503071
c_1_39_45,15.678578,-2.568563
c_1_39_46,12.495885,-2.537015
c_1_39_47,16.782614,-3.6425939
c_1_39_48,11.684405,-2.142721
c_1_39_49,12.583145,-6.1208844
c_1_39_50,14.292392,-1.4313567
c_1_39_51,10.622311,-3.7804449
c_1_39_52,11.246376,-6.126444
c_1_39_53,17.620174,-3.20302
c_1_39_54,13.950747,-3.7545083
c_1_39_55,15.064662,-4.988103
c_1_39_56,13.876442,-0.8866606
c_1_39_59,14.508551,-0.7115303
c_1_39_62,14.596533,-7.1663365
c_1_39_63,15.369171,-6.9195175
c_1_39_64,17.537106,-2.9640806
c_1_39_65,16.212538,-5.650187
c_1_39_66,16.684637,-2.4298453
c_1_39_67,14.798673,-3.2795742
c_1_39_68,16.558554,-2.326857
c_1_39_69,16.355999,-2.6120133
c_1_39_70,17.174957,-2.161391
c_1_39_71,14.729052,-4.9006305
c_1_39_72,12.714684,-4.7094164
c_1_39_73,17.04263,-5.3497243
c_1_39_74,12.86225,-6.4463325
c_1_39_75,16.767601,-5.517443
c_1_39_76,14.390198,-6.8567243
c_1_39_77,14.084956,-4.629721
c_1_39_78,16.50721,-2.870473
c_1_39_79,14.628051,-8.405112
c_1_39_80,14.718023,-5.1765175
c_1_39_81,14.430461,-3.4922574
c_1_39_82,17.00323,-3.515415
c_1_39_83,13.783152,-4.2680893
c_1_39_84,14.134409,-7.7161975
c_1_39_85,15.348705,-4.9472475
c_1_39_86,16.496634,-3.6900911
c_1_39_87,14.982702,-4.8876524
c_1_39_88,15.289425,-8.087674
c_1_39_89,14.774291,-7.482027
c_1_39_90,13.560807,-7.0466332
c_1_39_91,12.635429,-3.6169775
c_1_39_92,13.856488,-6.3018165
c_1_39_93,17.006876,-3.5825746
c_1_39_94,17.581644,-6.140549
c_1_39_95,17.00602,-2.2370045
