cell_id,UMAP_1,UMAP_2
c_1_1_1,5.5538664,0.50475276
c_1_1_2,5.3453956,0.9267201
c_1_1_3,4.000674,1.4620187
c_1_1_4,-1.1480917,-2.0028677
c_1_1_5,5.3177323,1.2185405
c_1_1_6,1.9479072,1.1405573
c_1_1_7,6.053955,0.5517197
c_1_1_8,4.4111423,2.4227405
c_1_1_9,3.718551,1.5228128
c_1_1_10,4.889811,0.33745888
c_1_1_11,5.1888304,0.91803175
c_1_1_12,3.795769,0.519598
c_1_1_13,1.4275601,1.0688381
c_1_1_14,6.2860384,1.3846889
c_1_1_15,3.858121,0.5074765
c_1_1_16,0.26936275,2.045573
c_1_1_17,3.476909,1.1727116
c_1_1_18,6.6378636,-0.014493367
c_1_1_19,6.1144776,0.25709394
c_1_1_20,1.3172742,-0.067847095
c_1_1_23,6.8106065,0.7500802
c_1_1_24,4.612702,1.3639427
c_1_1_25,4.57591,0.74105895
c_1_1_26,6.315283,0.7904501
c_1_1_27,2.5702057,1.4097389
c_1_1_29,4.983155,0.36600438
c_1_1_30,4.3686504,0.76172894
c_1_1_31,6.1655326,1.3976625
c_1_1_32,6.887119,1.3980081
c_1_1_33,5.157258,0.85325646
c_1_1_34,6.402101,0.5920108
c_1_1_35,5.79985,0.98356503
c_1_1_36,4.169095,0.86270213
c_1_1_37,5.60974,0.042921454
c_1_1_38,5.34931,0.46809807
c_1_1_39,4.9447966,2.0292935
c_1_1_40,1.9927408,1.1953281
c_1_1_41,6.9477863,1.8596861
c_1_1_42,1.9152,1.5427794
c_1_1_43,1.0391564,0.27863795
c_1_1_44,7.0408173,1.2241899
c_1_1_45,6.2074804,0.36276463
c_1_1_46,5.111545,0.47176477
c_1_1_47,6.0057554,1.4398825
c_1_1_48,-3.3086793,0.12493638
c_1_1_50,2.5231023,2.1907663
c_1_1_52,7.590976,0.94853026
c_1_1_53,2.7023828,0.8857526
c_1_1_54,6.4179473,0.6228239
c_1_1_55,7.0725393,1.1470658
c_1_1_56,5.9238296,0.36703938
c_1_1_57,5.856062,0.5344638
c_1_1_58,3.5592687,1.1274043
c_1_1_59,3.9705799,2.038085
c_1_1_60,6.023823,1.1350839
