cell_id,cell_type
c_1_1_1,Mesenchymal-Stromal
c_1_1_2,Mesenchymal-Stromal
c_1_1_3,Mesenchymal-Stromal
c_1_1_4,Lymphoid-Other
c_1_1_5,Mesenchymal-Stromal
c_1_1_6,Mesenchymal-Stromal
c_1_1_7,Mesenchymal-Stromal
c_1_1_8,Mesenchymal-Stromal
c_1_1_9,Lymphoid-Other
c_1_1_10,Mesenchymal-Stromal
c_1_1_11,Mesenchymal-Stromal
c_1_1_12,Mesenchymal-Stromal
c_1_1_13,Lymphoid-Other
c_1_1_14,Mesenchymal-Stromal
c_1_1_15,Mesenchymal-Stromal
c_1_1_16,Lymphoid-Other
c_1_1_17,Mesenchymal-Stromal
c_1_1_18,Mesenchymal-Stromal
c_1_1_19,Mesenchymal-Stromal
c_1_1_20,Mesenchymal-Stromal
c_1_1_23,Mesenchymal-Stromal
c_1_1_24,Mesenchymal-Stromal
c_1_1_25,Mesenchymal-Stromal
c_1_1_26,Mesenchymal-Stromal
c_1_1_27,Mesenchymal-Stromal
c_1_1_29,Mesenchymal-Stromal
c_1_1_30,Mesenchymal-Stromal
c_1_1_31,Mesenchymal-Stromal
c_1_1_32,Mesenchymal-Stromal
c_1_1_33,Mesenchymal-Stromal
c_1_1_34,Mesenchymal-Stromal
c_1_1_35,Mesenchymal-Stromal
c_1_1_36,Mesenchymal-Stromal
c_1_1_37,Mesenchymal-Stromal
c_1_1_38,Mesenchymal-Stromal
c_1_1_39,Mesenchymal-Stromal
c_1_1_40,Lymphoid-T
c_1_1_41,Mesenchymal-Stromal
c_1_1_42,Lymphoid-Other
c_1_1_43,Myeloid
c_1_1_44,Mesenchymal-Stromal
c_1_1_45,Mesenchymal-Stromal
c_1_1_46,Mesenchymal-Stromal
c_1_1_47,Mesenchymal-Stromal
c_1_1_48,Lymphoid-T
c_1_1_50,Lymphoid-Other
c_1_1_52,Mesenchymal-Stromal
c_1_1_53,Lymphoid-Other
c_1_1_54,Mesenchymal-Stromal
c_1_1_55,Mesenchymal-Stromal
