cell_id,ADGRA3,ADGRG5,ADGRL4,CCL4/L1/L2,CCND1,CD47,CD68,CLEC12A,CLEC2D,CNTFR,CSF1,EFNA1,FPR1,FYB1,HBA1/2,IFI44L,IL17B,IL1RN,IL20,ITGB2,LCN2,LDLR,LTBR,NR1H3,RELT,RXRA,TCAP,TNFRSF14,TNFRSF1B,TNFSF9
c_1_1_11,-0.2581720223608192,-0.24853452751320806,-0.21234553964645456,-0.31408220716725965,-0.33596542471370794,-0.24253029845088692,-0.3451372771564365,-0.2557953155545306,-0.30044382473785036,-0.280150676062087,3.314895926872743,-0.31394882664423845,-0.3200697089357454,-0.26776539986856807,-0.3709851034732636,-0.27378341952472024,-0.2751550251716883,-0.24919949693373267,-0.25772792735369277,-0.36074083764897524,-0.21991076984575586,-0.2940207178796155,-0.2744156929780267,-0.29278966036580395,-0.30238582341071646,4.770630962077491,-0.28480725995880346,-0.38144220563847137,-0.32005021760046337,-0.29676138613054914
c_1_1_12,-0.2581720223608192,-0.24853452751320806,-0.21234553964645456,-0.31408220716725965,-0.33596542471370794,-0.24253029845088692,-0.3451372771564365,-0.2557953155545306,-0.30044382473785036,-0.280150676062087,2.7395268289046384,3.6291320141046195,-0.3200697089357454,-0.26776539986856807,-0.3709851034732636,-0.27378341952472024,-0.2751550251716883,-0.24919949693373267,-0.25772792735369277,-0.36074083764897524,-0.21991076984575586,-0.2940207178796155,-0.2744156929780267,-0.29278966036580395,-0.30238582341071646,-0.2985283675454875,-0.28480725995880346,-0.38144220563847137,-0.32005021760046337,-0.29676138613054914
c_1_1_13,-0.2581720223608192,-0.24853452751320806,-0.21234553964645456,-0.31408220716725965,-0.33596542471370794,-0.24253029845088692,-0.3451372771564365,-0.2557953155545306,-0.30044382473785036,-0.280150676062087,2.5035567666169336,-0.31394882664423845,-0.3200697089357454,-0.26776539986856807,-0.3709851034732636,-0.27378341952472024,-0.2751550251716883,-0.24919949693373267,3.7085058692019657,-0.36074083764897524,-0.21991076984575586,-0.2940207178796155,-0.2744156929780267,-0.29278966036580395,-0.30238582341071646,-0.2985283675454875,-0.28480725995880346,-0.38144220563847137,-0.32005021760046337,-0.29676138613054914
c_1_1_14,-0.2581720223608192,-0.24853452751320806,-0.21234553964645456,-0.31408220716725965,-0.33596542471370794,-0.24253029845088692,-0.3451372771564365,-0.2557953155545306,-0.30044382473785036,-0.280150676062087,-0.38411733138535825,-0.31394882664423845,-0.3200697089357454,-0.26776539986856807,-0.3709851034732636,-0.27378341952472024,-0.2751550251716883,-0.24919949693373267,-0.25772792735369277,-0.36074083764897524,-0.21991076984575586,-0.2940207178796155,-0.2744156929780267,-0.29278966036580395,-0.30238582341071646,-0.2985283675454875,-0.28480725995880346,-0.38144220563847137,-0.32005021760046337,-0.29676138613054914
c_1_1_15,-0.2581720223608192,-0.24853452751320806,-0.21234553964645456,-0.31408220716725965,-0.33596542471370794,-0.24253029845088692,-0.3451372771564365,-0.2557953155545306,-0.30044382473785036,-0.280150676062087,-0.38411733138535825,-0.31394882664423845,-0.3200697089357454,-0.26776539986856807,4.352072858256994,-0.27378341952472024,-0.2751550251716883,6.269557529254288,-0.25772792735369277,-0.36074083764897524,-0.21991076984575586,-0.2940207178796155,-0.2744156929780267,-0.29278966036580395,-0.30238582341071646,-0.2985283675454875,-0.28480725995880346,-0.38144220563847137,-0.32005021760046337,-0.29676138613054914
c_1_1_16,-0.2581720223608192,-0.24853452751320806,-0.21234553964645456,-0.31408220716725965,-0.33596542471370794,-0.24253029845088692,-0.3451372771564365,-0.2557953155545306,-0.30044382473785036,-0.280150676062087,4.610040628942765,-0.31394882664423845,-0.3200697089357454,-0.26776539986856807,-0.3709851034732636,-0.27378341952472024,5.115143473011292,-0.24919949693373267,-0.25772792735369277,-0.36074083764897524,-0.21991076984575586,-0.2940207178796155,-0.2744156929780267,-0.29278966036580395,-0.30238582341071646,-0.2985283675454875,-0.28480725995880346,-0.38144220563847137,-0.32005021760046337,-0.29676138613054914
c_1_1_17,-0.2581720223608192,-0.24853452751320806,-0.21234553964645456,-0.31408220716725965,-0.33596542471370794,-0.24253029845088692,-0.3451372771564365,-0.2557953155545306,-0.30044382473785036,-0.280150676062087,-0.38411733138535825,-0.31394882664423845,-0.3200697089357454,-0.26776539986856807,4.758343334594835,-0.27378341952472024,-0.2751550251716883,-0.24919949693373267,-0.25772792735369277,-0.36074083764897524,-0.21991076984575586,-0.2940207178796155,-0.2744156929780267,-0.29278966036580395,-0.30238582341071646,6.225822625706064,-0.28480725995880346,-0.38144220563847137,-0.32005021760046337,-0.29676138613054914
c_1_1_18,-0.2581720223608192,-0.24853452751320806,-0.21234553964645456,-0.31408220716725965,-0.33596542471370794,-0.24253029845088692,-0.3451372771564365,-0.2557953155545306,-0.30044382473785036,-0.280150676062087,-0.38411733138535825,-0.31394882664423845,-0.3200697089357454,-0.26776539986856807,-0.3709851034732636,-0.27378341952472024,-0.2751550251716883,-0.24919949693373267,-0.25772792735369277,-0.36074083764897524,-0.21991076984575586,-0.2940207178796155,-0.2744156929780267,-0.29278966036580395,-0.30238582341071646,-0.2985283675454875,-0.28480725995880346,-0.38144220563847137,-0.32005021760046337,-0.29676138613054914
c_1_1_19,-0.2581720223608192,-0.24853452751320806,-0.21234553964645456,-0.31408220716725965,-0.33596542471370794,-0.24253029845088692,-0.3451372771564365,-0.2557953155545306,-0.30044382473785036,-0.280150676062087,-0.38411733138535825,-0.31394882664423845,-0.3200697089357454,-0.26776539986856807,-0.3709851034732636,-0.27378341952472024,-0.2751550251716883,4.105231690402063,-0.25772792735369277,-0.36074083764897524,-0.21991076984575586,-0.2940207178796155,-0.2744156929780267,-0.29278966036580395,-0.30238582341071646,-0.2985283675454875,-0.28480725995880346,-0.38144220563847137,-0.32005021760046337,-0.29676138613054914
c_1_1_20,-0.2581720223608192,-0.24853452751320806,-0.21234553964645456,-0.31408220716725965,-0.33596542471370794,-0.24253029845088692,8.590348820033235,-0.2557953155545306,-0.30044382473785036,-0.280150676062087,-0.38411733138535825,-0.31394882664423845,-0.3200697089357454,-0.26776539986856807,-0.3709851034732636,-0.27378341952472024,-0.2751550251716883,-0.24919949693373267,-0.25772792735369277,-0.36074083764897524,-0.21991076984575586,-0.2940207178796155,-0.2744156929780267,-0.29278966036580395,-0.30238582341071646,-0.2985283675454875,-0.28480725995880346,-0.38144220563847137,-0.32005021760046337,-0.29676138613054914
