cell_id,UMAP_1,UMAP_2
c_1_43_1,14.680309,8.375485
c_1_43_2,7.299427,3.8483698
c_1_43_3,9.353329,8.093967
c_1_43_4,9.650276,5.1838927
c_1_43_5,8.996891,8.083308
c_1_43_6,9.145624,7.4999065
c_1_43_7,8.259141,5.852107
c_1_43_8,7.019796,4.1536036
c_1_43_9,8.628802,4.783016
c_1_43_10,8.403413,7.2255516
c_1_43_11,8.063075,8.463746
c_1_43_12,6.880773,4.4618454
c_1_43_13,13.530786,8.6949835
c_1_43_14,6.8490343,4.192509
c_1_43_15,10.065339,7.875233
c_1_43_16,9.846414,7.2314954
c_1_43_17,7.720088,4.879936
c_1_43_18,8.534838,7.106103
c_1_43_19,9.807137,6.116453
c_1_43_20,8.936537,6.778998
c_1_43_21,10.576555,6.5153174
c_1_43_22,8.452925,7.218893
c_1_43_23,7.9326987,5.9046884
c_1_43_24,10.011968,8.7628355
c_1_43_25,6.9620585,4.380178
c_1_43_26,8.850692,4.9255114
c_1_43_27,7.6538415,8.441416
c_1_43_28,8.595657,6.117237
c_1_43_29,7.8851604,4.400635
c_1_43_30,6.9803014,4.689128
c_1_43_31,14.063688,8.773255
c_1_43_32,8.975192,5.9463706
c_1_43_33,9.964143,7.775734
c_1_43_34,10.739279,9.636096
c_1_43_35,7.310637,8.650354
c_1_43_36,7.8570185,7.068772
c_1_43_38,8.113177,6.0879745
c_1_43_39,7.1895933,7.192525
c_1_43_40,7.1025643,7.179095
c_1_43_41,9.222667,7.5336213
c_1_43_42,8.628205,7.864022
c_1_43_43,7.015925,4.092757
c_1_43_44,11.128706,6.996757
c_1_43_45,7.2300253,5.889799
c_1_43_46,8.54429,5.717736
c_1_43_48,11.774432,5.241735
c_1_43_49,7.91103,7.4373965
c_1_43_50,13.440312,7.621515
c_1_43_51,11.422399,6.2167897
c_1_43_52,6.9680634,5.095241
c_1_43_53,10.565452,6.4598775
c_1_43_54,9.585684,7.270728
c_1_43_55,8.925087,7.4693165
c_1_43_56,10.74222,4.7820196
c_1_43_57,10.537699,5.5793557
c_1_43_58,8.240678,6.391741
c_1_43_59,8.923296,6.4764986
c_1_43_60,13.345964,6.7513614
c_1_43_61,12.06389,8.7439575
c_1_43_62,8.535251,6.2081833
c_1_43_63,7.7658744,5.211066
c_1_43_64,11.034085,5.6677074
c_1_43_65,7.9818764,3.9724853
c_1_43_66,8.129615,7.0550404
