cell_id,cell_type
c_1_42_1,Endothelial
c_1_42_2,Mesenchymal-Stromal
c_1_42_3,Mesenchymal-Stromal
c_1_42_5,Epithelial
c_1_42_6,Endothelial
c_1_42_7,Mesenchymal-Stromal
c_1_42_8,Mesenchymal-Stromal
c_1_42_9,Lymphoid-Other
c_1_42_10,Endothelial
c_1_42_12,Mesenchymal-Stromal
c_1_42_13,Mesenchymal-Stromal
c_1_42_14,Erythroid
c_1_42_15,Lymphoid-Other
c_1_42_17,Mesenchymal-Stromal
c_1_42_19,Erythroid
c_1_42_20,Myeloid
c_1_42_21,Mesenchymal-Stromal
c_1_42_22,Mesenchymal-Stromal
c_1_42_23,Mesenchymal-Stromal
c_1_42_25,Myeloid
c_1_42_26,Erythroid
c_1_42_27,Mesenchymal-Stromal
c_1_42_29,Mesenchymal-Stromal
c_1_42_30,Mesenchymal-Stromal
c_1_42_31,Lymphoid-DC
c_1_42_32,Endothelial
c_1_42_33,Mesenchymal-Stromal
c_1_42_34,Mesenchymal-Stromal
c_1_42_35,Mesenchymal-Stromal
c_1_42_36,Erythroid
c_1_42_37,Mesenchymal-Stromal
c_1_42_38,Myeloid
c_1_42_40,Endothelial
c_1_42_41,Epithelial
c_1_42_42,Myeloid
c_1_42_43,Erythroid
c_1_42_44,Lymphoid-Other
c_1_42_45,Mesenchymal-Stromal
c_1_42_46,Erythroid
c_1_42_49,Mesenchymal-Stromal
c_1_42_50,Mesenchymal-Stromal
c_1_42_51,Mesenchymal-Stromal
c_1_42_52,Neuronal-Glial
c_1_42_53,Mesenchymal-Stromal
c_1_42_54,Lymphoid-T
c_1_42_55,Mesenchymal-Stromal
c_1_42_56,Mesenchymal-Stromal
c_1_42_61,Lymphoid-Other
c_1_42_65,Erythroid
c_1_42_66,Lymphoid-Other
c_1_42_69,Mesenchymal-Stromal
c_1_42_71,Lymphoid-DC
c_1_42_72,Lymphoid-Other
c_1_42_85,Mesenchymal-Stromal
c_1_42_89,Erythroid
c_1_42_91,Erythroid
c_1_42_92,Mesenchymal-Stromal
c_1_42_93,Erythroid
c_1_42_94,Erythroid
c_1_42_96,Mesenchymal-Stromal
c_1_42_103,Mesenchymal-Stromal
c_1_42_104,Mesenchymal-Stromal
c_1_42_105,Mesenchymal-Stromal
c_1_42_106,Lymphoid-Other
c_1_42_107,Mesenchymal-Stromal
c_1_42_113,Myeloid
c_1_42_119,Mesenchymal-Stromal
c_1_42_120,Lymphoid-Other
c_1_42_122,Endothelial
c_1_42_123,Mesenchymal-Stromal
c_1_42_126,Mesenchymal-Stromal
c_1_42_128,Myeloid
c_1_42_129,Mesenchymal-Stromal
c_1_42_130,Lymphoid-Other
c_1_42_131,Lymphoid-Other
c_1_42_132,Lymphoid-Other
c_1_42_133,Neuronal-Glial
c_1_42_134,Mesenchymal-Stromal
c_1_42_135,Myeloid
c_1_42_136,Mesenchymal-Stromal
c_1_42_137,Mesenchymal-Stromal
c_1_42_138,Mesenchymal-Stromal
c_1_42_144,Mesenchymal-Stromal
c_1_42_145,Lymphoid-Other
c_1_42_146,Mesenchymal-Stromal
c_1_42_147,Mesenchymal-Stromal
c_1_42_148,Mesenchymal-Stromal
c_1_42_149,Mesenchymal-Stromal
c_1_42_152,Lymphoid-Other
c_1_42_153,Mesenchymal-Stromal
c_1_42_154,Endothelial
c_1_42_155,Mesenchymal-Stromal
c_1_42_156,Endothelial
c_1_42_157,Endothelial
c_1_42_158,Mesenchymal-Stromal
c_1_42_160,Endothelial
c_1_42_163,Mesenchymal-Stromal
c_1_42_164,Mesenchymal-Stromal
c_1_42_166,Mesenchymal-Stromal
c_1_42_169,Mesenchymal-Stromal
c_1_42_170,Mesenchymal-Stromal
c_1_42_171,Mesenchymal-Stromal
c_1_42_176,Mesenchymal-Stromal
c_1_42_177,Mesenchymal-Stromal
c_1_42_178,Mesenchymal-Stromal
c_1_42_179,Mesenchymal-Stromal
c_1_42_181,Mesenchymal-Stromal
c_1_42_182,Mesenchymal-Stromal
c_1_42_184,Mesenchymal-Stromal
c_1_42_188,Mesenchymal-Stromal
c_1_42_189,Mesenchymal-Stromal
c_1_42_193,Mesenchymal-Stromal
c_1_42_196,Mesenchymal-Stromal
c_1_42_197,Mesenchymal-Stromal
c_1_42_198,Erythroid
c_1_42_201,Mesenchymal-Stromal
c_1_42_202,Mesenchymal-Stromal
c_1_42_203,Lymphoid-Other
c_1_42_205,Mesenchymal-Stromal
c_1_42_209,Mesenchymal-Stromal
c_1_42_211,Mesenchymal-Stromal
c_1_42_213,Mesenchymal-Stromal
c_1_42_214,Mesenchymal-Stromal
c_1_42_215,Mesenchymal-Stromal
c_1_42_217,Endothelial
c_1_42_218,Mesenchymal-Stromal
c_1_42_219,Mesenchymal-Stromal
c_1_42_220,Erythroid
c_1_42_221,Mesenchymal-Stromal
c_1_42_223,Mesenchymal-Stromal
c_1_42_224,Mesenchymal-Stromal
c_1_42_226,Mesenchymal-Stromal
c_1_42_227,Mesenchymal-Stromal
c_1_42_230,Myeloid
c_1_42_231,Mesenchymal-Stromal
c_1_42_234,Mesenchymal-Stromal
c_1_42_236,Mesenchymal-Stromal
c_1_42_238,Mesenchymal-Stromal
c_1_42_240,Mesenchymal-Stromal
c_1_42_241,Mesenchymal-Stromal
c_1_42_242,Mesenchymal-Stromal
c_1_42_245,Mesenchymal-Stromal
c_1_42_246,Mesenchymal-Stromal
c_1_42_247,Mesenchymal-Stromal
c_1_42_248,Epithelial
c_1_42_249,Mesenchymal-Stromal
c_1_42_250,Mesenchymal-Stromal
c_1_42_252,Mesenchymal-Stromal
c_1_42_253,Mesenchymal-Stromal
c_1_42_254,Mesenchymal-Stromal
c_1_42_257,Mesenchymal-Stromal
c_1_42_258,Mesenchymal-Stromal
c_1_42_259,Mesenchymal-Stromal
c_1_42_260,Mesenchymal-Stromal
c_1_42_261,Mesenchymal-Stromal
c_1_42_262,Mesenchymal-Stromal
c_1_42_263,Neuronal-Glial
c_1_42_265,Mesenchymal-Stromal
c_1_42_266,Mesenchymal-Stromal
c_1_42_267,Mesenchymal-Stromal
c_1_42_270,Mesenchymal-Stromal
c_1_42_271,Mesenchymal-Stromal
c_1_42_272,Mesenchymal-Stromal
c_1_42_274,Mesenchymal-Stromal
c_1_42_276,Mesenchymal-Stromal
c_1_42_280,Mesenchymal-Stromal
c_1_42_282,Mesenchymal-Stromal
c_1_42_283,Mesenchymal-Stromal
c_1_42_284,Mesenchymal-Stromal
c_1_42_285,Mesenchymal-Stromal
c_1_42_288,Myeloid
c_1_42_289,Mesenchymal-Stromal
c_1_42_290,Mesenchymal-Stromal
c_1_42_291,Mesenchymal-Stromal
c_1_42_292,Mesenchymal-Stromal
c_1_42_295,Neuronal-Glial
c_1_42_296,Mesenchymal-Stromal
c_1_42_297,Mesenchymal-Stromal
c_1_42_300,Mesenchymal-Stromal
c_1_42_303,Mesenchymal-Stromal
c_1_42_304,Mesenchymal-Stromal
c_1_42_306,Mesenchymal-Stromal
c_1_42_307,Mesenchymal-Stromal
c_1_42_308,Mesenchymal-Stromal
c_1_42_310,Mesenchymal-Stromal
c_1_42_312,Mesenchymal-Stromal
c_1_42_313,Mesenchymal-Stromal
c_1_42_314,Mesenchymal-Stromal
